AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TOTAL,FRMTYP1_1,FRMTYP1_2,FRMTYP1_3,FRMTYP1_4,FRMTYP1_5,FRMTYP1_6,FRMTYP1_7,FRMTYP1_8,FRMTYP1_9,FRMTYP1_10,FRMTYP1_11,FRMTYP1_12
477113072,4713072,47,71,13,72,Round Valley No. 410,144,1,33,1,2,28,64,5,0,2,4,1,3
477113076,4713076,47,71,13,76,Senlac No. 411,107,1,33,0,0,15,45,0,0,1,2,0,10
478000000,4700000,47,80,0,0,Agricultural Region 8A - RÇgion agricole 8A,"2,979",13,395,36,3,270,"1,776",246,2,128,49,0,61
478014001,4714001,47,80,14,1,Hudson Bay No. 394,270,0,71,1,0,26,96,44,1,19,2,0,10
478014006,4714006,47,80,14,6,Porcupine No. 395,336,0,58,1,0,33,212,13,0,12,3,0,4
478014034,4714034,47,80,14,34,Barrier Valley No. 397,161,4,45,3,0,10,72,9,0,4,10,0,4
478014035,4714035,47,80,14,35,Pleasantdale No. 398,186,2,34,1,2,17,100,11,0,10,6,0,3
478014038,4714038,47,80,14,38,Bjorkdale No. 426,292,2,66,1,0,30,146,24,0,14,2,0,7
478014043,4714043,47,80,14,43,Tisdale No. 427,224,0,8,4,0,25,163,15,0,8,0,0,1
478014047,4714047,47,80,14,47,Star City No. 428,230,0,20,6,0,27,154,6,0,12,5,0,0
478014053,4714053,47,80,14,53,Willow Creek No. 458,259,0,8,2,1,35,177,25,0,3,6,0,2
478014056,4714056,47,80,14,56,Connaught No. 457,223,1,11,2,0,19,161,12,0,10,5,0,2
478014059,4714059,47,80,14,59,Arborfield No. 456,180,2,9,2,0,9,133,10,0,8,3,0,4
478014067,4714067,47,80,14,67,Moose Range No. 486,351,0,37,9,0,21,211,44,0,12,5,0,12
478014072,4714072,47,80,14,72,Nipawin No. 487,267,2,28,4,0,18,151,33,1,16,2,0,12
478100000,4700000,47,81,0,0,Agricultural Region 8B - RÇgion agricole 8B,"3,059",16,218,111,7,574,"1,919",43,3,51,68,1,48
478115001,4715001,47,81,15,1,St. Peter No. 369,262,2,9,22,0,30,188,2,0,2,5,0,2
478115007,4715007,47,81,15,7,Humboldt No. 370,250,2,7,19,1,54,146,0,0,11,5,1,4
478115011,4715011,47,81,15,11,Bayne No. 371,242,2,15,12,1,51,146,0,0,0,10,0,5
478115014,4715014,47,81,15,14,Grant No. 372,194,1,9,4,0,64,106,0,0,1,4,0,5
478115018,4715018,47,81,15,18,Aberdeen No. 373,188,4,16,4,1,42,100,5,1,4,4,0,7
478115036,4715036,47,81,15,36,Fish Creek No. 402,161,1,9,1,0,42,95,3,1,2,4,0,3
478115039,4715039,47,81,15,39,Hoodoo No. 401,254,0,8,10,4,70,151,3,0,3,3,0,2
478115044,4715044,47,81,15,44,Three Lakes No. 400,219,1,23,9,0,30,138,3,0,2,8,0,5
478115048,4715048,47,81,15,48,Lake Lenore No. 399,144,0,29,3,0,17,86,3,0,1,3,0,2
478115051,4715051,47,81,15,51,Flett's Springs No. 429,228,2,14,3,0,23,174,3,1,5,2,0,1
478115054,4715054,47,81,15,54,Invergordon No. 430,225,0,18,9,0,41,136,11,0,7,0,0,3
478115057,4715057,47,81,15,57,St. Louis No. 431,264,0,20,8,0,48,164,5,0,5,10,0,4
478115067,4715067,47,81,15,67,Birch Hills No. 460,190,0,17,3,0,28,131,2,0,3,4,0,2
478115071,4715071,47,81,15,71,Kinistino No. 459,238,1,24,4,0,34,158,3,0,5,6,0,3
479000000,4700000,47,90,0,0,Agricultural Region 9A - RÇgion agricole 9A,"4,676",39,"1,131",50,15,581,"2,244",241,11,148,87,9,120
479014077,4714077,47,90,14,77,Torch River No. 488,503,0,57,5,2,49,322,24,1,26,3,1,13
479015061,4715061,47,90,15,61,Duck Lake No. 463,171,6,82,5,0,16,44,8,0,6,2,0,2
479015064,4715064,47,90,15,64,Prince Albert No. 461,376,3,92,5,2,74,152,21,2,10,10,0,5
479015079,4715079,47,90,15,79,Garden River No. 490,188,1,18,0,0,34,116,9,0,3,3,0,4
479015094,4715094,47,90,15,94,Buckland No. 491,226,4,57,4,1,25,92,12,3,15,4,1,8
479015099,4715099,47,90,15,99,Paddockwood No. 520,185,2,37,1,1,22,83,10,1,13,1,0,14
479016005,4716005,47,90,16,5,Mayfield No. 406,141,1,14,1,0,24,87,1,1,1,7,1,3
479016008,4716008,47,90,16,8,Great Bend No. 405,170,1,33,4,0,29,89,5,0,2,2,0,5
479016013,4716013,47,90,16,13,Blaine Lake No. 434,160,0,14,3,0,37,97,3,0,2,2,0,2
479016018,4716018,47,90,16,18,Redberry No. 435,208,0,30,0,0,49,108,7,0,4,5,0,5
479016023,4716023,47,90,16,23,Douglas No. 436,179,1,17,0,1,38,114,2,0,1,2,1,2
479016028,4716028,47,90,16,28,North Battleford No. 437,212,0,13,1,2,46,136,0,1,6,3,0,4
479016033,4716033,47,90,16,33,Round Hill No. 467,140,0,33,2,0,7,91,2,0,1,2,0,2
479016038,4716038,47,90,16,38,Meeting Lake No. 466,143,2,54,0,0,4,65,6,0,3,5,1,3
479016041,4716041,47,90,16,41,Leask No. 464,252,5,91,5,2,19,101,12,1,7,4,1,4
479016046,4716046,47,90,16,46,Shellbrook No. 493,285,1,64,2,0,37,145,9,1,12,9,1,4
479016051,4716051,47,90,16,51,Canwood No. 494,413,2,129,1,1,50,172,25,0,11,9,2,11
479016056,4716056,47,90,16,56,Spiritwood No. 496,382,4,193,5,0,13,114,22,0,6,7,0,18
479016062,4716062,47,90,16,62,Medstead No. 497,170,4,44,6,1,1,98,4,0,1,7,0,4
479016075,4716075,47,90,16,75,Big River No. 555,172,2,59,0,2,7,18,59,0,18,0,0,7
479100000,4700000,47,91,0,0,Agricultural Region 9B - RÇgion agricole 9B,"3,079",19,"1,088",26,9,314,"1,218",129,4,133,75,1,63
479112078,4712078,47,91,12,78,Battle River No. 438,155,1,33,1,2,15,74,8,0,13,3,1,4
479113079,4713079,47,91,13,79,Manitou Lake No. 442,144,2,39,2,1,26,62,1,0,4,2,0,5
479113092,4713092,47,91,13,92,Hillsdale No. 440,159,3,44,1,0,24,72,3,0,4,4,0,4
479113096,4713096,47,91,13,96,Cut Knife No. 439,125,0,16,2,0,35,69,1,0,0,2,0,0
479117001,4717001,47,91,17,1,Meota No. 468,157,0,28,3,0,21,95,2,1,3,1,0,3
479117008,4717008,47,91,17,8,Turtle River No. 469,121,0,53,0,0,7,46,3,0,5,4,0,3
479117013,4717013,47,91,17,13,Paynton No. 470,82,1,21,0,0,9,36,4,0,4,6,0,1
479117017,4717017,47,91,17,17,Eldon No. 471,180,2,39,2,0,32,92,0,0,5,4,0,4
479117022,4717022,47,91,17,22,Wilton No. 472,242,3,39,3,0,38,141,5,0,7,4,0,2
479117028,4717028,47,91,17,28,Britannia No. 502,244,1,87,4,2,33,91,7,1,11,4,0,3
479117032,4717032,47,91,17,32,Frenchman Butte No. 501,258,0,150,1,0,20,53,12,0,12,6,0,4
479117045,4717045,47,91,17,45,Mervin No. 499,274,2,95,3,1,27,100,11,0,21,11,0,3
479117047,4717047,47,91,17,47,Parkdale No. 498,160,1,55,2,1,3,83,5,0,4,5,0,1
479117054,4717054,47,91,17,54,Meadow Lake No. 588,387,1,197,1,0,19,101,30,1,17,5,0,15
479117056,4717056,47,91,17,56,Loon Lake No. 561,197,0,83,1,2,4,66,17,0,8,11,0,5
479117062,4717062,47,91,17,62,Beaver River No. 622,194,2,109,0,0,1,37,20,1,15,3,0,6
480000000,4800000,48,0,0,0,Alberta,"54,626","1,418","24,718","1,149",527,"5,243","10,343","3,825",95,"4,794","1,448",68,998
481000000,4800000,48,10,0,0,Agricultural Region 1 - RÇgion agricole 1,"3,280",25,"1,365",30,8,"1,119",352,116,0,138,66,3,58
481001000,4801000,48,10,1,0,Division No.  1,"1,745",15,634,21,7,640,182,79,0,108,26,3,30
481001003,4801003,48,10,1,3,Cypress No. 1,988,9,479,11,2,245,57,51,0,102,15,3,14
481001008,4801008,48,10,1,8,Forty Mile County No. 8,757,6,155,10,5,395,125,28,0,6,11,0,16
481004000,4804000,48,10,4,0,Division No.  4,"1,535",10,731,9,1,479,170,37,0,30,40,0,28
481004004,4804004,48,10,4,4,Special Area No. 2,585,7,352,1,0,87,68,25,0,17,19,0,9
481004012,4804012,48,10,4,12,Special Area No. 3,588,1,166,8,0,331,44,7,0,6,14,0,11
481004020,4804020,48,10,4,20,Special Area No. 4,362,2,213,0,1,61,58,5,0,7,7,0,8
482000000,4800000,48,20,0,0,Agricultural Region 2 - RÇgion agricole 2,"6,697",124,"2,888",189,87,"1,352","1,010",399,9,294,151,23,171
482002000,4802000,48,20,2,0,Division No.  2,"3,647",97,"1,673",102,32,597,426,322,6,175,75,22,120
482002001,4802001,48,20,2,1,Warner County No. 5,592,7,250,5,3,180,86,17,1,19,15,0,9
482002011,4802011,48,20,2,11,Lethbridge County No. 26,"1,163",63,426,69,21,181,145,117,3,72,27,6,33
482002021,4802021,48,20,2,21,Taber No. 14,935,7,413,19,3,175,93,117,0,31,18,13,46
482002031,4802031,48,20,2,31,Newell County No. 4,957,20,584,9,5,61,102,71,2,53,15,3,32
482005000,4805000,48,20,5,0,Division No.  5,"3,050",27,"1,215",87,55,755,584,77,3,119,76,1,51
482005001,4805001,48,20,5,1,Vulcan County No. 2,774,3,284,10,0,243,171,14,1,21,13,0,14
482005012,4805012,48,20,5,12,Wheatland County No. 16,920,11,426,22,5,197,134,38,2,54,22,0,9
482005031,4805031,48,20,5,31,Starland No. 47,429,2,165,11,3,104,97,15,0,13,11,0,8
482005041,4805041,48,20,5,41,Kneehill No. 48,927,11,340,44,47,211,182,10,0,31,30,1,20
483000000,4800000,48,30,0,0,Agricultural Region 3 - RÇgion agricole 3,"6,961",160,"3,833",76,77,316,810,351,8,"1,046",190,2,92
483003000,4803000,48,30,3,0,Division No.  3,"2,189",43,"1,311",22,25,159,245,68,0,212,81,0,23
483003001,4803001,48,30,3,1,Cardston No. 6,734,11,436,4,6,48,90,18,0,88,27,0,6
483003011,4803011,48,30,3,11,Pincher Creek No. 9,559,7,394,2,9,8,29,30,0,56,19,0,5
483003018,4803018,48,30,3,18,Willow Creek No. 26,896,25,481,16,10,103,126,20,0,68,35,0,12
483006000,4806000,48,30,6,0,Division No.  6,"4,638",115,"2,452",54,52,156,562,275,8,793,104,2,65
483006001,4806001,48,30,6,1,Foothills No. 31,"1,261",24,613,10,14,46,139,71,1,291,34,0,18
483006014,4806014,48,30,6,14,Rocky View No. 44,"1,458",21,710,17,17,80,201,69,3,281,34,2,23
483006016,4806016,48,30,6,16,Calgary,104,3,35,0,2,7,9,9,2,33,2,0,2
483006028,4806028,48,30,6,28,Mountain View County No. 17,"1,815",67,"1,094",27,19,23,213,126,2,188,34,0,22
483015000,4815000,48,30,15,0,Division No. 15,134,2,70,0,0,1,3,8,0,41,5,0,4
483015015,4815015,48,30,15,15,Bighorn No. 8,73,2,40,0,0,0,1,3,0,24,2,0,1
483015045,4815045,48,30,15,45,Ranchland No. 66,61,0,30,0,0,1,2,5,0,17,3,0,3
484000000,4800000,48,40,0,0,Agricultural Region 4A - RÇgion agricole 4A,"3,539",45,"1,533",47,11,513,971,111,2,142,110,0,54
484007000,4807000,48,40,7,0,Division No.  7,"3,539",45,"1,533",47,11,513,971,111,2,142,110,0,54
484007001,4807001,48,40,7,1,Provost No. 52,547,1,267,0,0,89,126,18,1,23,13,0,9
484007011,4807011,48,40,7,11,Paintearth County No. 18,532,5,269,8,2,49,142,15,0,19,15,0,8
484007019,4807019,48,40,7,19,Stettler County No. 6,879,14,481,11,5,65,157,47,0,50,33,0,16
484007031,4807031,48,40,7,31,Flagstaff County No. 29,969,16,275,22,2,207,371,11,1,25,28,0,11
484007049,4807049,48,40,7,49,Wainwright No. 61,612,9,241,6,2,103,175,20,0,25,21,0,10
484100000,4800000,48,41,0,0,Agricultural Region 4B - RÇgion agricole 4B,"6,199",140,"2,356",139,71,731,"1,945",212,8,271,223,4,99
484110000,4810000,48,41,10,0,Division No. 10,"6,199",140,"2,356",139,71,731,"1,945",212,8,271,223,4,99
484110001,4810001,48,41,10,1,Camrose County No. 22,"1,345",54,500,45,40,107,416,51,1,67,48,0,16
484110016,4810016,48,41,10,16,Beaver County No. 9,968,27,400,26,9,112,260,29,1,46,37,3,18
484110026,4810026,48,41,10,26,Minburn County No. 27,807,15,288,3,2,99,322,13,0,30,27,0,8
484110036,4810036,48,41,10,36,Vermilion River County No. 24,"1,341",11,566,34,10,167,383,39,4,62,47,0,18
484110048,4810048,48,41,10,48,Two Hills County No. 21,722,9,274,9,6,90,244,34,0,20,24,0,12
484110058,4810058,48,41,10,58,Lamont County No. 30,"1,016",24,328,22,4,156,320,46,2,46,40,1,27
485000000,4800000,48,50,0,0,Agricultural Region 5 - RÇgion agricole 5,"12,392",651,"6,290",368,150,276,"1,524",963,34,"1,659",275,21,181
485008000,4808000,48,50,8,0,Division No.  8,"4,627",246,"2,559",200,37,67,599,292,8,475,88,6,50
485008001,4808001,48,50,8,1,Red Deer County No. 23,"1,888",56,988,71,15,42,308,124,4,214,39,2,25
485008022,4808022,48,50,8,22,Lacombe County,"1,380",86,700,86,12,22,199,86,3,136,32,3,15
485008038,4808038,48,50,8,38,Ponoka County No. 3,"1,359",104,871,43,10,3,92,82,1,125,17,1,10
485009000,4809000,48,50,9,0,Division No.  9,"1,246",43,882,30,5,1,17,111,1,116,21,1,18
485009002,4809002,48,50,9,2,Clearwater No. 99,"1,246",43,882,30,5,1,17,111,1,116,21,1,18
485011000,4811000,48,50,11,0,Division No. 11,"6,519",362,"2,849",138,108,208,908,560,25,"1,068",166,14,113
485011001,4811001,48,50,11,1,Wetaskiwin County No. 10,"1,288",68,679,27,16,21,140,98,0,189,30,0,20
485011012,4811012,48,50,11,12,Leduc County No. 25,"1,544",162,650,34,22,66,199,139,3,184,50,4,31
485011032,4811032,48,50,11,32,Brazeau No. 77,608,13,372,4,4,2,20,81,2,92,12,0,6
485011034,4811034,48,50,11,34,Parkland County,"1,044",46,503,16,16,13,106,85,6,209,23,3,18
485011052,4811052,48,50,11,52,Strathcona County,788,29,304,6,21,26,114,53,5,202,17,1,10
485011059,4811059,48,50,11,59,Sturgeon No. 90,"1,048",38,302,50,26,61,285,90,5,142,26,3,20
485011061,4811061,48,50,11,61,Edmonton,199,6,39,1,3,19,44,14,4,50,8,3,8
486000000,4800000,48,60,0,0,Agricultural Region 6 - RÇgion agricole 6,"8,398",201,"4,550",234,73,152,"1,091",894,18,742,254,10,179
486012000,4812000,48,60,12,0,Division No. 12,"2,680",53,"1,410",75,24,48,377,284,7,232,103,1,66
486012004,4812004,48,60,12,4,Bonnyville No. 87,"1,204",26,670,22,14,11,115,132,4,131,49,0,30
486012014,4812014,48,60,12,14,St. Paul County No. 19,891,16,465,42,6,19,135,95,1,62,28,1,21
486012022,4812022,48,60,12,22,Smoky Lake County No. 13,585,11,275,11,4,18,127,57,2,39,26,0,15
486013000,4813000,48,60,13,0,Division No. 13,"4,921",129,"2,649",155,41,102,685,515,10,390,138,6,101
486013001,4813001,48,60,13,1,Lac Ste. Anne County,"1,101",27,709,11,6,10,43,117,1,133,25,1,18
486013018,4813018,48,60,13,18,Barrhead County No. 11,952,38,535,84,16,10,73,83,2,59,34,0,18
486013028,4813028,48,60,13,28,Westlock No. 92,"1,049",37,503,33,7,35,231,86,4,47,36,3,27
486013029,4813029,48,60,13,29,Woodlands No. 15,291,8,175,8,0,0,9,38,1,46,3,0,3
486013036,4813036,48,60,13,36,Thorhild County No. 7,598,4,261,11,8,27,170,53,0,33,18,0,13
486013044,4813044,48,60,13,44,Athabasca County No. 12,930,15,466,8,4,20,159,138,2,72,22,2,22
486014000,4814000,48,60,14,0,Division No. 14,797,19,491,4,8,2,29,95,1,120,13,3,12
486014003,4814003,48,60,14,3,Yellowhead No. 94,797,19,491,4,8,2,29,95,1,120,13,3,12
487000000,4800000,48,70,0,0,Agricultural Region 7 - RÇgion agricole 7,"7,160",72,"1,903",66,50,784,"2,640",779,16,502,179,5,164
487017000,4817000,48,70,17,0,Division No. 17,"2,811",30,722,32,19,204,"1,158",330,3,141,100,1,71
487017031,4817031,48,70,17,31,Opportunity No. 17,941,17,391,9,5,82,195,133,2,66,25,1,15
487017062,4817062,48,70,17,62,Clear Hills No. 21,545,7,146,6,1,14,253,52,0,28,23,0,15
487017076,4817076,48,70,17,76,Northern Lights No. 22,672,3,114,1,8,61,314,89,0,40,19,0,23
487017095,4817095,48,70,17,95,Mackenzie No. 23,653,3,71,16,5,47,396,56,1,7,33,0,18
487018000,4818000,48,70,18,0,Division No. 18,701,5,302,5,10,46,104,105,1,88,20,0,15
487018015,4818015,48,70,18,15,Greenview No. 16,701,5,302,5,10,46,104,105,1,88,20,0,15
487019000,4819000,48,70,19,0,Division No. 19,"3,648",37,879,29,21,534,"1,378",344,12,273,59,4,78
487019006,4819006,48,70,19,6,Grande Prairie County No. 1,"1,435",18,447,16,12,120,441,155,7,159,26,3,31
487019041,4819041,48,70,19,41,Smoky River No. 130,513,1,41,0,2,108,263,66,1,21,3,0,7
487019049,4819049,48,70,19,49,Birch Hills No. 19,351,2,60,3,5,57,164,29,0,11,9,1,10
487019054,4819054,48,70,19,54,Spirit River No. 133,181,2,24,0,0,65,65,14,0,6,3,0,2
487019059,4819059,48,70,19,59,Saddle Hills No. 20,609,8,174,4,2,126,177,50,2,42,8,0,16
487019066,4819066,48,70,19,66,Fairview No. 136,322,2,81,3,0,35,158,14,2,16,5,0,6
487019071,4819071,48,70,19,71,Peace No. 135,237,4,52,3,0,23,110,16,0,18,5,0,6
590000000,5900000,59,0,0,0,British Columbia - Colombie-Britannique,"18,022","1,184","4,413",206,925,119,240,"1,621","2,836","4,784",623,595,476
590100000,5900000,59,1,0,0,Vancouver Island - Coast,"2,338",142,432,49,179,3,3,115,226,799,156,114,120
590117000,5917000,59,1,17,0,Capital Regional District,814,17,97,11,76,0,2,33,101,308,48,60,61
590117005,5917005,59,1,17,5,North Saanich,56,2,6,0,2,0,0,3,5,28,3,3,4
590117015,5917015,59,1,17,15,Central Saanich,164,7,23,3,12,0,1,12,33,56,1,13,3
590117021,5917021,59,1,17,21,Saanich,191,2,18,1,19,0,0,8,21,83,13,12,14
590117025,5917025,59,1,17,25,"Capital, Subd. A",220,2,25,3,13,0,1,7,26,73,17,23,30
590117045,5917045,59,1,17,45,"Capital, Subd. B",125,3,12,3,25,0,0,2,12,42,8,9,9
590117055,5917055,59,1,17,55,"Capital, Subd. D",58,1,13,1,5,0,0,1,4,26,6,0,1
590119000,5919000,59,1,19,0,Cowichan Valley Regional District,606,62,143,17,48,1,0,30,55,178,37,15,20
590119014,5919014,59,1,19,14,"Cowichan Valley, Subd. B",423,42,112,11,32,1,0,22,36,112,26,11,18
590119031,5919031,59,1,19,31,"Cowichan Valley, Subd. A",25,0,3,2,4,0,0,0,1,11,0,3,1
590119045,5919045,59,1,19,45,"Cowichan Valley, Subd. C",158,20,28,4,12,0,0,8,18,55,11,1,1
590121000,5921000,59,1,21,0,Nanaimo Regional District,382,16,79,10,31,1,1,26,23,136,30,13,16
590121012,5921012,59,1,21,12,"Nanaimo, Subd. A",234,8,55,4,19,1,1,13,14,85,20,6,8
590121028,5921028,59,1,21,28,"Nanaimo, Subd. B",148,8,24,6,12,0,0,13,9,51,10,7,8
590123000,5923000,59,1,23,0,Alberni-Clayoquot Regional District,70,11,19,3,0,0,0,3,3,22,4,3,2
590123031,5923031,59,1,23,31,"Alberni-Clayoquot, Subd. A",70,11,19,3,0,0,0,3,3,22,4,3,2
590125000,5925000,59,1,25,0,Comox-Strathcona Regional District,368,34,83,5,20,1,0,18,34,121,25,14,13
590125020,5925020,59,1,25,20,"Comox-Strathcona, Subd. C",302,28,74,5,18,1,0,17,28,91,18,13,9
590125044,5925044,59,1,25,44,"Comox-Strathcona, Subd. B",35,4,7,0,1,0,0,0,1,17,3,0,2
590125050,5925050,59,1,25,50,"Comox-Strathcona, Subd. A",31,2,2,0,1,0,0,1,5,13,4,1,2
590127000,5927000,59,1,27,0,Powell River Regional District,72,1,6,3,4,0,0,2,8,23,12,7,6
590127014,5927014,59,1,27,14,"Powell River, Subd. A",72,1,6,3,4,0,0,2,8,23,12,7,6
590145000,5945000,59,1,45,0,Central Coast Regional District,26,1,5,0,0,0,0,3,2,11,0,2,2
590145008,5945008,59,1,45,8,"Central Coast, Subd. A",26,1,5,0,0,0,0,3,2,11,0,2,2
590200000,5900000,59,2,0,0,Lower Mainland - Southwest,"5,601",662,871,98,570,2,7,267,750,"1,894",143,230,107
590209000,5909000,59,2,9,0,Fraser Valley Regional District,"2,587",523,424,71,346,1,1,89,386,584,54,62,46
590209012,5909012,59,2,9,12,"Fraser Valley, Subd. A",27,5,10,0,0,0,0,0,1,7,0,2,2
590209038,5909038,59,2,9,38,"Fraser Valley, Subd. B",984,270,177,28,94,0,0,35,82,232,24,21,21
590209052,5909052,59,2,9,52,Abbotsford,"1,294",194,178,35,234,1,1,39,285,261,19,32,15
590209056,5909056,59,2,9,56,Mission,115,6,25,4,12,0,0,1,9,42,9,4,3
590209058,5909058,59,2,9,58,"Fraser Valley, Subd. E",167,48,34,4,6,0,0,14,9,42,2,3,5
590215000,5915000,59,2,15,0,Greater Vancouver Regional District,"2,845",137,423,24,213,1,5,155,354,"1,251",84,148,50
590215001,5915001,59,2,15,1,Langley,"1,311",62,241,15,105,0,1,49,75,689,37,21,16
590215004,5915004,59,2,15,4,Surrey,592,26,111,2,59,0,3,31,60,213,21,55,11
590215011,5915011,59,2,15,11,Delta,171,15,7,1,2,0,0,38,19,57,0,27,5
590215015,5915015,59,2,15,15,Richmond,211,2,4,0,5,0,0,10,101,61,1,23,4
590215022,5915022,59,2,15,22,Vancouver,17,1,1,0,0,0,0,0,0,13,0,1,1
590215025,5915025,59,2,15,25,Burnaby,46,1,3,0,1,0,0,3,4,20,1,12,1
590215063,5915063,59,2,15,63,"Greater Vancouver, Subd. A",80,6,9,2,3,0,0,2,25,28,3,2,0
590215070,5915070,59,2,15,70,Pitt Meadows,159,17,14,1,6,0,1,12,50,50,2,2,4
590215075,5915075,59,2,15,75,Maple Ridge,258,7,33,3,32,1,0,10,20,120,19,5,8
590229000,5929000,59,2,29,0,Sunshine Coast Regional District,69,0,2,3,9,0,1,2,6,27,1,11,7
590229020,5929020,59,2,29,20,"Sunshine Coast, Subd. A",69,0,2,3,9,0,1,2,6,27,1,11,7
590231000,5931000,59,2,31,0,Squamish-Lillooet Regional District,100,2,22,0,2,0,0,21,4,32,4,9,4
590231019,5931019,59,2,31,19,"Squamish-Lillooet, Subd. B",67,2,10,0,2,0,0,18,1,24,3,6,1
590231030,5931030,59,2,31,30,"Squamish-Lillooet, Subd. A",33,0,12,0,0,0,0,3,3,8,1,3,3
590300000,5900000,59,3,0,0,Thompson - Okanagan,"4,963",167,"1,024",22,112,17,15,379,"1,744","1,091",125,171,96
590307000,5907000,59,3,7,0,Okanagan-Similkameen Regional District,"1,495",13,159,2,9,2,1,50,987,167,21,58,26
590307020,5907020,59,3,7,20,"Okanagan-Similkameen, Subd. B",857,8,76,1,6,1,0,34,585,78,8,46,14
590307030,5907030,59,3,7,30,"Okanagan-Similkameen, Subd. C",68,2,42,0,0,0,0,7,4,9,4,0,0
590307045,5907045,59,3,7,45,"Okanagan-Similkameen, Subd. A",570,3,41,1,3,1,1,9,398,80,9,12,12
590333000,5933000,59,3,33,0,Thompson-Nicola Regional District,975,22,405,4,20,1,1,105,23,311,37,24,22
590333010,5933010,59,3,33,10,"Thompson-Nicola, Subd. C",105,4,45,0,2,0,0,19,1,24,7,2,1
590333034,5933034,59,3,33,34,"Thompson-Nicola, Subd. D",154,3,65,0,3,0,1,20,6,45,1,7,3
590333040,5933040,59,3,33,40,"Thompson-Nicola, Subd. B",279,4,102,1,5,0,0,24,12,99,13,9,10
590333058,5933058,59,3,33,58,"Thompson-Nicola, Subd. E",241,4,102,1,5,1,0,27,1,85,6,4,5
590333066,5933066,59,3,33,66,"Thompson-Nicola, Subd. A",196,7,91,2,5,0,0,15,3,58,10,2,3
590335000,5935000,59,3,35,0,Central Okanagan Regional District,996,5,54,0,22,4,1,51,608,187,22,32,10
590335013,5935013,59,3,35,13,"Central Okanagan, Subd. A",858,5,50,0,17,3,1,47,525,161,15,26,8
590335023,5935023,59,3,35,23,"Central Okanagan, Subd. B",138,0,4,0,5,1,0,4,83,26,7,6,2
590337000,5937000,59,3,37,0,North Okanagan Regional District,964,76,228,11,39,8,11,135,90,279,21,44,22
590337019,5937019,59,3,37,19,"North Okanagan, Subd. B",454,11,124,6,9,2,2,51,80,135,10,15,9
590337024,5937024,59,3,37,24,Spallumcheen,322,30,52,2,24,6,7,61,7,93,9,24,7
590337039,5937039,59,3,37,39,"North Okanagan, Subd. A",188,35,52,3,6,0,2,23,3,51,2,5,6
590339000,5939000,59,3,39,0,Columbia-Shuswap Regional District,533,51,178,5,22,2,1,38,36,147,24,13,16
590339013,5939013,59,3,39,13,"Columbia-Shuswap, Subd. A",69,2,22,0,1,1,0,6,0,29,4,1,3
590339041,5939041,59,3,39,41,"Columbia-Shuswap, Subd. C",464,49,156,5,21,1,1,32,36,118,20,12,13
590400000,5900000,59,4,0,0,Kootenay,"1,126",51,383,9,32,6,10,133,94,274,52,48,34
590401000,5901000,59,4,1,0,East Kootenay Regional District,377,12,166,1,12,1,2,41,2,111,19,3,7
590401015,5901015,59,4,1,15,"East Kootenay, Subd. C",115,5,57,0,2,0,1,11,0,29,5,1,4
590401033,5901033,59,4,1,33,"East Kootenay, Subd. B",178,5,82,0,9,1,0,16,2,52,10,0,1
590401044,5901044,59,4,1,44,"East Kootenay, Subd. A",84,2,27,1,1,0,1,14,0,30,4,2,2
590403000,5903000,59,4,3,0,Central Kootenay Regional District,464,27,111,2,10,5,5,58,75,99,16,35,21
590403008,5903008,59,4,3,8,"Central Kootenay, Subd. C",270,20,59,0,4,4,5,43,60,43,7,15,10
590403037,5903037,59,4,3,37,"Central Kootenay, Subd. B",127,2,30,0,4,1,0,12,9,39,7,16,7
590403054,5903054,59,4,3,54,"Central Kootenay, Subd. A",67,5,22,2,2,0,0,3,6,17,2,4,4
590405000,5905000,59,4,5,0,Kootenay Boundary Regional District,285,12,106,6,10,0,3,34,17,64,17,10,6
590405028,5905028,59,4,5,28,"Kootenay Boundary, Subd. A",34,2,12,2,3,0,0,0,3,9,1,0,2
590405048,5905048,59,4,5,48,"Kootenay Boundary, Subd. B",251,10,94,4,7,0,3,34,14,55,16,10,4
590500000,5900000,59,5,0,0,Cariboo,"1,495",55,728,12,19,4,4,216,9,335,67,15,31
590541000,5941000,59,5,41,0,Cariboo Regional District,997,36,515,4,11,3,0,135,5,209,46,13,20
590541011,5941011,59,5,41,11,"Cariboo, Subd. B",482,16,227,1,7,1,0,70,2,121,25,7,5
590541023,5941023,59,5,41,23,"Cariboo, Subd. A",371,14,194,3,4,2,0,55,3,64,17,5,10
590541037,5941037,59,5,41,37,"Cariboo, Subd. C",144,6,94,0,0,0,0,10,0,24,4,1,5
590553000,5953000,59,5,53,0,Fraser-Fort George Regional District,498,19,213,8,8,1,4,81,4,126,21,2,11
590553017,5953017,59,5,53,17,"Fraser-Fort George, Subd. B",117,8,54,2,1,1,2,13,1,27,7,0,1
590553040,5953040,59,5,53,40,"Fraser-Fort George, Subd. A",381,11,159,6,7,0,2,68,3,99,14,2,10
590600000,5900000,59,6,0,0,North Coast,149,7,30,3,3,2,1,25,9,44,13,4,8
590647000,5947000,59,6,47,0,Skeena-Queen Charlotte Regional District,17,0,2,0,1,0,1,2,2,6,1,1,1
