AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,NTFAREA,TFAREA,ETFAREA,NAOWNED,AOWNED,EAOWNED,NTOTLSRT,TOTLSRT,ETOTLSRT,NALSDGOV,ALSDGOV,EALSDGOV,NARNTED,ARNTED,EARNTED,NTOTUSE,TOTUSE,ETOTUSE,NCRPLND,CRPLND,ECRPLND,NSUMMRF,SUMMRF,ESUMMRF,NIMPAST,IMPAST,EIMPAST,NUNIMPST,UNIMPST,EUNIMPST,NOTHLND,OTHLND,EOTHLND,NIRRIG,IRRIG,EIRRIG,NFERTIL,FERTIL,EFERTIL,NHERBCI,HERBCI,EHERBCI,NINSECTI,INSECTI,EINSECTI,NFUNGIC,FUNGIC,EFUNGIC,NMSOLID,MSOLID,EMSOLID,NMIRRIG,MIRRIG,EMIRRIG,NMLIQSUR,MLIQSUR,EMLIQSUR,NMLIQINJ,MLIQINJ,EMLIQINJ,NCROPROT,NPRMGRAS,NCOVCROP,NCONTOUR,NSTRIPCR,NGRASWAT,NWINDYES,NTILARS,TILARS,ETILARS,NTILCONV,TILCONV,ETILCONV,NTILCONS,TILCONS,ETILCONS,NTILLNO,TILLNO,ETILLNO,NCHEMSF,CHEMSF,ECHEMSF,NTILLSF,TILLSF,ETILLSF,NCOMBSF,COMBSF,ECOMBSF
471001043,4701043,47,10,1,43,Storthoaks No. 31,116,"166,595","67,419",107,"111,144","44,978",69,"55,451","22,440",17,"6,046","2,447",60,"49,405","19,993",116,"166,595","67,419",115,"121,960","49,355",65,"13,698","5,543",41,"7,245","2,932",63,"12,270","4,965",97,"11,422","4,622",0,0,0,98,"97,592","39,494",85,"80,496","32,576",44,"16,467","6,664",10,"5,395","2,183",33,"2,374",961,0,0,0,0,0,0,0,0,0,90,20,5,7,5,3,10,109,"118,052","47,774",76,"57,191","23,144",39,"29,506","11,941",24,"31,355","12,689",6,495,200,32,"7,131","2,886",30,"6,072","2,457"
471001047,4701047,47,10,1,47,Antler No. 61,183,"192,711","77,987",169,"142,121","57,514",94,"50,590","20,473",23,"9,736","3,940",82,"40,854","16,533",183,"192,711","77,987",172,"134,109","54,272",107,"17,833","7,217",47,"3,663","1,482",105,"16,079","6,507",151,"21,027","8,509",2,x,x,146,"116,373","47,094",130,"108,959","44,094",74,"21,948","8,882",9,"1,955",791,59,"3,986","1,613",0,0,0,4,330,134,0,0,0,153,30,5,8,2,8,20,169,"132,355","53,562",108,"70,573","28,560",73,"50,064","20,260",27,"11,718","4,742",9,"1,084",439,53,"9,311","3,768",50,"7,438","3,010"
471001053,4701053,47,10,1,53,Moose Mountain No. 63,192,"187,806","76,002",176,"134,420","54,398",83,"53,386","21,605",19,"6,706","2,714",73,"46,680","18,891",192,"187,806","76,002",184,"110,627","44,769",128,"22,747","9,205",70,"10,629","4,301",120,"31,194","12,624",140,"12,609","5,103",0,0,0,113,"68,968","27,910",122,"62,670","25,362",68,"26,359","10,667",4,"1,264",512,67,"3,991","1,615",1,x,x,3,230,93,2,x,x,161,39,1,13,11,19,19,182,"101,042","40,890",105,"38,986","15,777",88,"37,221","15,063",25,"24,835","10,050",6,815,330,90,"15,175","6,141",36,"6,757","2,734"
471001058,4701058,47,10,1,58,Brock No. 64,130,"154,452","62,505",121,"113,919","46,101",55,"40,533","16,403",18,"8,100","3,278",47,"32,433","13,125",130,"154,452","62,505",114,"76,506","30,961",69,"15,776","6,384",55,"10,627","4,301",100,"45,158","18,275",93,"6,385","2,584",1,x,x,56,"48,223","19,515",64,"44,200","17,887",42,"18,538","7,502",4,"3,670","1,485",64,"3,307","1,338",0,0,0,1,x,x,0,0,0,84,49,2,12,13,17,28,107,"66,872","27,062",68,"32,954","13,336",37,"18,788","7,603",20,"15,130","6,123",8,"1,718",695,47,"8,505","3,442",21,"5,553","2,247"
471001063,4701063,47,10,1,63,Tecumseh No. 65,163,"203,540","82,370",144,"127,583","51,631",85,"75,957","30,739",19,"30,056","12,163",76,"45,901","18,575",163,"203,540","82,370",158,"111,176","44,991",118,"36,895","14,931",42,"6,075","2,458",89,"33,924","13,729",137,"15,470","6,260",1,x,x,103,"66,524","26,921",124,"77,205","31,244",70,"25,619","10,368",6,"1,585",641,41,"2,845","1,151",0,0,0,2,x,x,0,0,0,128,34,3,19,9,5,17,151,"105,689","42,771",90,"43,609","17,648",67,"37,637","15,231",26,"24,443","9,892",7,"1,682",681,83,"24,986","10,111",38,"10,227","4,139"
471002001,4702001,47,10,2,1,Cambria No. 6,121,"203,008","82,154",114,"134,220","54,317",78,"68,788","27,838",20,"16,322","6,605",73,"52,466","21,232",121,"203,008","82,154",118,"152,660","61,779",72,"19,772","8,001",19,"2,947","1,193",45,"22,068","8,931",82,"5,561","2,250",2,x,x,86,"98,937","40,038",93,"107,913","43,671",32,"11,660","4,719",7,"2,165",876,17,"1,308",529,0,0,0,2,x,x,0,0,0,88,12,3,8,11,6,9,117,"152,277","61,624",56,"39,806","16,109",66,"68,672","27,791",34,"43,799","17,725",9,"2,497","1,010",47,"12,008","4,859",18,"5,267","2,131"
471100000,4700000,47,11,0,0,Agricultural Region 1B - RÇgion agricole 1B,"2,256","2,410,435","975,468","2,100","1,636,746","662,368","1,169","773,689","313,101",370,"170,442","68,975",992,"603,247","244,125","2,256","2,410,435","975,468","2,153","1,417,571","573,671","1,479","325,338","131,660",837,"110,373","44,666","1,556","366,961","148,504","1,858","190,192","76,968",19,"4,939","1,999","1,577","1,056,667","427,618","1,665","1,092,677","442,191",973,"342,592","138,642",99,"41,652","16,856",802,"44,454","17,990",1,x,x,20,"1,070",433,5,630,255,"1,857",577,35,143,56,245,372,"2,047","1,321,059","534,614","1,286","593,883","240,336",836,"455,355","184,276",382,"271,821","110,002",115,"18,549","7,507",849,"179,720","72,730",587,"127,069","51,423"
471101069,4701069,47,11,1,69,Golden West No. 95,141,"164,954","66,755",130,"112,881","45,681",77,"52,073","21,073",28,"9,203","3,724",67,"42,870","17,349",141,"164,954","66,755",136,"90,342","36,560",122,"35,543","14,384",39,"3,611","1,461",86,"23,943","9,689",117,"11,515","4,660",1,x,x,82,"52,924","21,418",105,"75,047","30,370",74,"30,972","12,534",6,"1,915",775,43,"2,915","1,180",0,0,0,0,0,0,0,0,0,124,33,3,14,14,25,32,132,"86,613","35,051",78,"31,155","12,608",55,"29,871","12,088",39,"25,587","10,355",9,"2,969","1,202",73,"22,512","9,110",42,"10,062","4,072"
471101072,4701072,47,11,1,72,Hazelwood No. 94,128,"134,830","54,564",126,"99,239","40,161",54,"35,591","14,403",17,"8,255","3,341",46,"27,336","11,062",128,"134,830","54,564",125,"61,699","24,969",98,"20,021","8,102",53,"7,185","2,908",88,"30,860","12,489",110,"15,065","6,097",1,x,x,71,"30,603","12,385",87,"38,387","15,535",42,"11,041","4,468",2,x,x,54,"2,788","1,128",0,0,0,0,0,0,0,0,0,105,39,2,15,3,26,21,118,"52,191","21,121",77,"27,404","11,090",52,"18,100","7,325",15,"6,687","2,706",12,"1,538",622,59,"10,973","4,441",30,"7,510","3,039"
471101076,4701076,47,11,1,76,Wawken No. 93,166,"156,606","63,376",154,"114,749","46,437",74,"41,857","16,939",27,"18,601","7,528",57,"23,256","9,411",166,"156,606","63,376",155,"79,084","32,004",105,"20,600","8,337",80,"12,796","5,178",120,"26,739","10,821",132,"17,387","7,036",1,x,x,109,"55,028","22,269",121,"58,085","23,506",68,"17,474","7,071",8,"2,422",980,73,"3,996","1,617",0,0,0,0,0,0,2,x,x,128,59,5,16,3,27,34,146,"69,133","27,977",112,"45,268","18,319",55,"20,214","8,180",11,"3,651","1,478",12,"2,053",831,57,"11,021","4,460",40,"7,526","3,046"
471101091,4701091,47,11,1,91,Walpole No. 92,160,"191,389","77,452",145,"128,459","51,986",95,"62,930","25,467",34,"15,000","6,070",78,"47,930","19,397",160,"191,389","77,452",151,"112,651","45,588",89,"15,037","6,085",59,"7,823","3,166",130,"39,780","16,098",128,"16,098","6,515",1,x,x,111,"86,226","34,894",112,"81,257","32,884",66,"19,680","7,964",7,x,x,81,"5,094","2,061",1,x,x,0,0,0,0,0,0,133,46,1,3,4,12,25,140,"104,695","42,369",87,"43,528","17,615",60,"46,949","19,000",19,"14,218","5,754",4,x,x,49,"8,069","3,265",40,x,x
471101094,4701094,47,11,1,94,Maryfield No. 91,151,"175,637","71,078",140,"123,393","49,935",87,"52,244","21,142",34,"16,193","6,553",69,"36,051","14,589",151,"175,637","71,078",146,"105,442","42,671",84,"15,614","6,319",65,"6,953","2,814",116,"34,051","13,780",124,"13,577","5,494",1,x,x,130,"90,411","36,588",121,"82,559","33,410",58,"14,342","5,804",7,"3,146","1,273",61,"3,210","1,299",0,0,0,8,510,206,0,0,0,136,36,3,9,3,9,22,143,"99,085","40,098",95,"54,912","22,222",55,"35,268","14,272",12,"8,905","3,604",1,x,x,50,"9,286","3,758",35,x,x
471105001,4705001,47,11,5,1,Moosomin No. 121,145,"132,516","53,627",136,"86,499","35,005",75,"46,017","18,622",22,"8,742","3,538",63,"37,275","15,085",145,"132,516","53,627",132,"89,591","36,256",82,"17,824","7,213",27,"2,315",937,99,"15,809","6,398",115,"6,977","2,823",2,x,x,98,"73,843","29,883",97,"68,677","27,793",35,"14,901","6,030",7,"3,148","1,274",37,"1,603",649,0,0,0,1,x,x,0,0,0,105,30,1,4,0,16,26,118,"85,199","34,479",81,"44,777","18,121",42,"28,214","11,418",22,"12,208","4,940",8,"1,069",433,50,"10,461","4,233",30,"6,294","2,547"
471105007,4705007,47,11,5,7,Martin No. 122,123,"117,209","47,433",113,"75,686","30,629",68,"41,523","16,804",30,"11,189","4,528",51,"30,334","12,276",123,"117,209","47,433",117,"65,896","26,667",72,"13,549","5,483",49,"6,181","2,501",95,"23,698","9,590",99,"7,885","3,191",1,x,x,88,"47,743","19,321",88,"46,104","18,658",36,"13,899","5,625",4,692,280,46,"2,278",922,0,0,0,1,x,x,0,0,0,95,40,2,9,0,11,20,111,"58,269","23,581",67,"29,769","12,047",50,"20,901","8,458",17,"7,599","3,075",1,x,x,49,"9,065","3,668",27,x,x
471105011,4705011,47,11,5,11,Silverwood No. 123,163,"198,650","80,391",153,"131,443","53,193",90,"67,207","27,198",25,"16,953","6,861",79,"50,254","20,337",163,"198,650","80,391",159,"114,034","46,148",111,"22,218","8,991",64,"14,009","5,669",124,"32,750","13,253",131,"15,639","6,329",0,0,0,123,"88,867","35,963",126,"87,272","35,318",89,"30,212","12,226",9,"4,202","1,700",63,"4,088","1,654",0,0,0,2,x,x,0,0,0,145,41,1,10,2,15,22,154,"107,993","43,703",91,"45,554","18,435",64,"38,201","15,459",36,"24,238","9,809",14,"2,258",914,57,"11,031","4,464",48,"8,929","3,613"
471105014,4705014,47,11,5,14,Kingsley No. 124,171,"186,082","75,305",163,"141,433","57,236",76,"44,649","18,069",24,"8,785","3,555",63,"35,864","14,514",171,"186,082","75,305",164,"109,293","44,229",134,"38,839","15,718",70,"8,514","3,445",93,"16,698","6,757",150,"12,738","5,155",2,x,x,121,"76,683","31,033",140,"92,491","37,430",94,"31,540","12,764",7,"2,240",906,56,"2,752","1,114",0,0,0,3,125,51,2,x,x,141,48,4,12,8,11,34,158,"102,724","41,571",98,"40,284","16,302",66,"38,923","15,752",34,"23,517","9,517",11,"1,581",640,68,"19,830","8,025",63,"17,428","7,053"
471105018,4705018,47,11,5,18,Chester No. 125,187,"201,185","81,417",173,"142,954","57,851",95,"58,231","23,565",27,"13,341","5,399",86,"44,890","18,166",187,"201,185","81,417",185,"120,531","48,777",146,"38,591","15,617",70,"6,750","2,732",116,"16,588","6,713",161,"18,725","7,578",1,x,x,136,"85,779","34,714",149,"97,885","39,613",98,"39,784","16,100",8,"2,032",822,55,"2,942","1,191",0,0,0,0,0,0,1,x,x,166,36,2,15,4,18,23,178,"117,739","47,647",120,"57,978","23,463",78,"36,213","14,655",33,"23,548","9,530",17,"2,883","1,167",85,"19,987","8,088",56,"15,721","6,362"
471105027,4705027,47,11,5,27,Wolseley No. 155,188,"196,254","79,421",174,"131,168","53,082",105,"65,086","26,339",22,"8,400","3,399",94,"56,686","22,940",188,"196,254","79,421",181,"123,562","50,004",129,"30,559","12,367",65,"6,157","2,492",113,"20,430","8,268",159,"15,546","6,291",4,416,168,140,"97,903","39,620",142,"94,896","38,403",105,"38,012","15,383",11,"5,378","2,176",52,"2,513","1,017",0,0,0,0,0,0,0,0,0,153,33,1,10,3,22,28,176,"119,448","48,339",102,"39,007","15,786",61,"30,425","12,313",53,"50,016","20,241",7,"1,479",599,83,"17,859","7,227",43,"11,221","4,541"
471105028,4705028,47,11,5,28,Elcapo No. 154,210,"222,908","90,208",197,"151,075","61,138",97,"71,833","29,070",27,"13,362","5,407",86,"58,471","23,662",210,"222,908","90,208",196,"144,655","58,540",132,"25,921","10,490",69,"10,911","4,416",140,"27,604","11,171",172,"13,817","5,592",3,488,197,148,"113,460","45,916",152,"115,735","46,836",103,"44,968","18,198",11,"6,375","2,580",69,"4,665","1,888",0,0,0,3,65,26,0,0,0,167,51,4,11,5,16,30,190,"138,294","55,966",102,"47,155","19,083",91,"61,431","24,860",37,"29,708","12,022",11,948,384,62,"11,564","4,680",64,"13,409","5,426"
471105033,4705033,47,11,5,33,Willowdale No. 153,149,"150,656","60,968",134,"90,792","36,742",82,"59,864","24,226",20,"8,144","3,296",73,"51,720","20,930",149,"150,656","60,968",144,"86,950","35,187",86,"18,025","7,294",61,"9,815","3,972",109,"25,477","10,310",128,"10,389","4,204",1,x,x,92,"59,533","24,092",104,"64,820","26,232",48,"17,379","7,033",3,"1,500",607,46,"2,159",874,0,0,0,1,x,x,0,0,0,127,40,3,8,2,14,21,135,"79,091","32,007",82,"32,721","13,242",48,"19,628","7,943",34,"26,742","10,822",7,x,x,52,"10,596","4,288",33,x,x
471105037,4705037,47,11,5,37,Rocanville No. 151,174,"181,559","73,474",162,"106,975","43,291",94,"74,584","30,183",33,"14,274","5,776",80,"60,310","24,407",174,"181,559","73,474",162,"113,841","46,070",89,"12,997","5,260",66,"7,353","2,976",127,"32,534","13,166",132,"14,834","6,003",0,0,0,128,"97,664","39,523",121,"89,462","36,204",57,"18,388","7,441",9,"6,327","2,560",66,"3,451","1,397",0,0,0,1,x,x,0,0,0,132,45,3,7,5,23,34,148,"100,585","40,705",94,"54,371","22,003",59,"31,017","12,552",20,"15,197","6,150",1,x,x,55,"7,466","3,021",36,x,x
472000000,4700000,47,20,0,0,Agricultural Region 2A - RÇgion agricole 2A,"1,788","2,264,182","916,282","1,612","1,351,541","546,949","1,025","912,641","369,333",200,"221,642","89,695",943,"690,999","279,637","1,788","2,264,182","916,282","1,755","1,335,601","540,498","1,371","465,383","188,334",494,"72,885","29,496",861,"313,908","127,034","1,294","76,405","30,920",18,"1,174",475,"1,108","789,559","319,523","1,370","1,017,944","411,947",398,"129,065","52,231",83,"35,811","14,492",338,"18,681","7,560",0,0,0,6,x,x,0,0,0,"1,434",261,13,146,147,126,265,"1,698","1,298,759","525,589",972,"510,448","206,571",629,"365,171","147,779",555,"423,140","171,239",110,"27,243","11,025",992,"326,537","132,145",358,"111,603","45,164"
472002033,4702033,47,20,2,33,Lomond No. 37,129,"202,711","82,034",109,"90,410","36,588",93,"112,301","45,447",18,"49,426","20,002",83,"62,875","25,445",129,"202,711","82,034",125,"104,931","42,464",98,"31,523","12,757",50,"9,363","3,789",71,"51,119","20,687",101,"5,775","2,337",2,x,x,70,"48,875","19,779",106,"82,098","33,224",17,"4,922","1,992",4,"2,170",878,52,"3,112","1,259",0,0,0,0,0,0,0,0,0,100,28,2,9,13,9,29,120,"99,557","40,289",71,"39,956","16,170",56,"32,716","13,240",30,"26,885","10,880",9,"1,989",805,72,"24,055","9,735",23,"5,479","2,217"
472002037,4702037,47,20,2,37,Cymri No. 36,173,"228,287","92,384",152,"118,836","48,091",107,"109,451","44,293",18,"23,703","9,592",104,"85,748","34,701",173,"228,287","92,384",166,"118,150","47,814",142,"54,541","22,072",51,"6,989","2,828",83,"35,483","14,359",145,"13,124","5,311",3,24,10,72,"47,549","19,242",128,"83,609","33,835",29,"10,697","4,329",5,"2,548","1,031",40,"1,809",732,0,0,0,0,0,0,0,0,0,139,19,0,16,15,2,21,158,"114,061","46,159",102,"50,302","20,356",63,"31,079","12,577",37,"32,680","13,225",13,"3,567","1,444",115,"39,564","16,011",24,"11,410","4,617"
472002042,4702042,47,20,2,42,Griffin No. 66,155,"183,759","74,365",140,"120,775","48,876",93,"62,984","25,489",10,"4,225","1,710",90,"58,759","23,779",155,"183,759","74,365",154,"115,880","46,895",125,"43,306","17,525",53,"5,588","2,261",76,"8,397","3,398",135,"10,588","4,285",3,149,60,93,"67,897","27,477",118,"90,303","36,544",57,"19,476","7,882",10,"5,590","2,262",26,"1,796",727,0,0,0,1,x,x,0,0,0,123,20,1,11,13,5,18,151,"113,290","45,847",90,"43,658","17,668",61,"32,354","13,093",55,"37,278","15,086",12,"4,124","1,669",87,"27,636","11,184",37,"11,546","4,672"
472002044,4702044,47,20,2,44,Weyburn No. 67,219,"242,239","98,031",202,"171,662","69,469",109,"70,577","28,561",15,"3,507","1,419",103,"67,070","27,142",219,"242,239","98,031",215,"174,366","70,563",142,"42,654","17,261",51,"5,551","2,246",91,"12,335","4,992",144,"7,333","2,968",4,646,261,145,"105,637","42,750",165,"128,567","52,029",53,"22,914","9,273",8,"4,516","1,828",36,"2,325",941,0,0,0,2,x,x,0,0,0,174,36,2,4,11,16,48,207,"169,792","68,712",102,"49,928","20,205",92,"68,784","27,836",61,"51,080","20,671",11,"2,423",981,102,"33,822","13,687",35,"6,409","2,594"
472002051,4702051,47,20,2,51,Brokenshell No. 68,129,"197,037","79,738",121,"123,672","50,048",71,"73,365","29,690",17,"36,004","14,570",62,"37,361","15,119",129,"197,037","79,738",124,"105,763","42,801",87,"20,331","8,228",42,"14,764","5,975",79,"51,142","20,696",95,"5,037","2,038",1,x,x,80,"62,903","25,456",93,"75,361","30,498",22,"5,817","2,354",5,"2,465",998,25,"1,175",476,0,0,0,0,0,0,0,0,0,86,32,2,13,12,12,18,114,"99,327","40,196",66,"37,022","14,982",46,"29,885","12,094",35,"32,420","13,120",6,672,272,67,"16,049","6,495",18,"3,610","1,461"
472002052,4702052,47,20,2,52,Norton No. 69,147,"188,364","76,228",134,"120,226","48,654",81,"68,138","27,574",23,"11,055","4,474",73,"57,083","23,101",147,"188,364","76,228",146,"103,804","42,008",109,"42,268","17,105",50,"4,825","1,953",101,"30,934","12,519",107,"6,533","2,644",0,0,0,78,"46,736","18,913",110,"69,965","28,314",15,"2,875","1,163",5,"2,360",955,41,"2,796","1,132",0,0,0,0,0,0,0,0,0,105,27,1,17,15,15,36,140,"99,011","40,068",93,"50,430","20,408",60,"26,190","10,599",32,"22,391","9,061",8,"2,141",866,85,"34,428","13,933",25,"5,699","2,306"
472002061,4702061,47,20,2,61,Elmsthorpe No. 100,146,"199,235","80,628",131,"127,204","51,478",82,"72,031","29,150",17,"7,920","3,205",76,"64,111","25,945",146,"199,235","80,628",144,"101,297","40,993",125,"57,194","23,146",41,"3,511","1,421",93,"29,811","12,064",106,"7,422","3,004",2,x,x,94,"73,590","29,781",108,"80,986","32,774",12,"4,593","1,859",5,x,x,36,"1,334",540,0,0,0,0,0,0,0,0,0,113,23,2,24,19,26,20,140,"98,683","39,936",94,"55,756","22,564",50,"25,705","10,402",29,"17,222","6,969",9,"3,248","1,314",84,"33,926","13,729",37,"20,020","8,102"
472002066,4702066,47,20,2,66,Caledonia No. 99,148,"206,382","83,520",130,"104,841","42,428",88,"101,541","41,092",21,"37,552","15,197",81,"63,989","25,895",148,"206,382","83,520",142,"102,405","41,442",121,"47,027","19,031",31,"5,234","2,118",69,"47,259","19,125",94,"4,457","1,804",0,0,0,86,"58,612","23,719",108,"79,308","32,095",10,"5,227","2,115",1,x,x,20,"1,224",495,0,0,0,0,0,0,0,0,0,120,14,2,12,12,7,10,139,"101,475","41,065",77,"46,442","18,794",35,"19,399","7,850",56,"35,634","14,421",5,944,382,93,"37,195","15,052",26,"8,888","3,597"
472002069,4702069,47,20,2,69,Scott No. 98,170,"200,089","80,973",152,"124,348","50,322",106,"75,741","30,651",18,"4,752","1,923",98,"70,989","28,728",170,"200,089","80,973",170,"153,054","61,939",127,"37,800","15,297",21,760,308,39,"6,611","2,675",84,"1,864",754,1,x,x,142,"128,278","51,912",144,"133,812","54,152",27,"9,104","3,684",13,"6,853","2,773",7,326,132,0,0,0,0,0,0,0,0,0,151,5,1,16,3,3,6,168,"153,126","61,968",69,"43,071","17,430",27,"20,758","8,400",107,"89,297","36,137",11,"3,050","1,234",92,"24,382","9,867",31,"10,368","4,196"
472002073,4702073,47,20,2,73,Wellington No. 97,180,"202,311","81,872",162,"114,087","46,169",93,"88,224","35,703",18,"32,080","12,982",84,"56,144","22,721",180,"202,311","81,872",179,"123,926","50,151",137,"34,920","14,132",39,"10,241","4,144",77,"29,140","11,793",126,"4,084","1,653",0,0,0,120,"73,714","29,831",137,"93,096","37,675",51,"15,290","6,188",8,"2,694","1,090",20,844,342,0,0,0,1,x,x,0,0,0,150,26,0,10,18,5,20,174,"122,264","49,478",101,"48,827","19,760",58,"30,986","12,540",53,"42,451","17,179",10,"1,767",715,96,"23,731","9,604",42,"9,422","3,813"
472002076,4702076,47,20,2,76,Fillmore No. 96,192,"213,768","86,509",179,"135,480","54,827",102,"78,288","31,682",25,"11,418","4,621",89,"66,870","27,061",192,"213,768","86,509",190,"132,025","53,429",158,"53,819","21,780",65,"6,059","2,452",82,"11,677","4,726",157,"10,188","4,123",2,x,x,128,"75,768","30,662",153,"100,839","40,808",105,"28,150","11,392",19,"5,125","2,074",35,"1,940",785,0,0,0,2,x,x,0,0,0,173,31,0,14,16,26,39,187,"128,173","51,870",107,"45,056","18,234",81,"47,315","19,148",60,"35,802","14,489",16,"3,318","1,343",99,"31,749","12,848",60,"18,752","7,589"
472100000,4700000,47,21,0,0,Agricultural Region 2B - RÇgion agricole 2B,"3,192","2,942,266","1,190,693","2,925","1,937,808","784,203","1,532","1,004,458","406,490",269,"120,509","48,768","1,420","883,949","357,721","3,192","2,942,266","1,190,693","3,055","2,044,661","827,445","2,042","508,413","205,747",727,"63,588","25,733","1,350","224,280","90,763","2,157","101,324","41,004",75,"12,019","4,864","2,221","1,536,198","621,677","2,343","1,634,345","661,396",875,"317,118","128,333",249,"87,110","35,252",521,"28,403","11,494",3,290,117,10,"1,323",535,2,x,x,"2,476",538,30,215,196,240,450,"2,864","1,973,743","798,745","1,384","559,699","226,502",908,"450,552","182,332","1,220","963,492","389,911",198,"39,008","15,786","1,233","300,347","121,546",730,"169,058","68,415"
472106001,4706001,47,21,6,1,Montmartre No. 126,248,"234,192","94,774",225,"173,810","70,338",114,"60,382","24,436",46,"18,065","7,311",90,"42,317","17,125",248,"234,192","94,774",243,"145,964","59,070",180,"42,425","17,169",77,"6,967","2,819",160,"26,858","10,869",203,"11,978","4,847",3,948,384,196,"104,543","42,307",188,"105,718","42,783",106,"37,551","15,196",9,"1,561",632,96,"4,592","1,858",0,0,0,0,0,0,0,0,0,210,52,8,26,15,18,22,239,"140,129","56,708",122,"48,240","19,522",112,"50,418","20,403",60,"41,471","16,783",11,"2,321",939,114,"26,037","10,537",62,"14,067","5,693"
