AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TOTAL,TOTALM,TOTALF,ONE,ONEM,ONEF,TWO,TWOM,TWOF
486012014,4812014,48,60,12,14,St. Paul County No. 19,"1,340",995,345,585,560,25,750,435,320
486012022,4812022,48,60,12,22,Smoky Lake County No. 13,865,655,215,395,370,30,470,285,185
486013000,4813000,48,60,13,0,Division No. 13,"7,915","5,590","2,325","3,045","2,805",240,"4,870","2,785","2,085"
486013001,4813001,48,60,13,1,Lac Ste. Anne County,"1,870","1,285",590,670,600,70,"1,205",685,515
486013018,4813018,48,60,13,18,Barrhead County No. 11,"1,470","1,040",435,575,535,40,900,500,395
486013028,4813028,48,60,13,28,Westlock No. 92,"1,620","1,165",465,610,580,30,"1,015",580,435
486013029,4813029,48,60,13,29,Woodlands No. 15,530,355,175,195,170,25,335,185,145
486013036,4813036,48,60,13,36,Thorhild County No. 7,920,680,240,405,385,25,510,300,215
486013044,4813044,48,60,13,44,Athabasca County No. 12,"1,500","1,075",430,585,545,45,915,530,385
486014000,4814000,48,60,14,0,Division No. 14,"1,370",955,410,500,465,35,875,495,380
486014003,4814003,48,60,14,3,Yellowhead No. 94,"1,370",955,415,500,465,35,870,490,380
487000000,4800000,48,70,0,0,Agricultural Region 7 - RÇgion agricole 7,"10,565","7,930","2,635","4,950","4,725",225,"5,615","3,205","2,410"
487017000,4817000,48,70,17,0,Division No. 17,"4,000","3,125",875,"2,120","2,025",90,"1,880","1,095",785
487017031,4817031,48,70,17,31,Opportunity No. 17,"1,430","1,085",350,685,640,45,750,445,305
487017062,4817062,48,70,17,62,Clear Hills No. 21,770,595,180,400,385,15,365,205,160
487017076,4817076,48,70,17,76,Northern Lights No. 22,945,735,210,505,480,25,435,245,190
487017095,4817095,48,70,17,95,Mackenzie No. 23,855,715,130,525,520,5,325,200,125
487018000,4818000,48,70,18,0,Division No. 18,"1,175",820,360,440,410,30,735,405,325
487018015,4818015,48,70,18,15,Greenview No. 16,"1,170",815,355,440,410,30,735,405,325
487019000,4819000,48,70,19,0,Division No. 19,"5,395","3,990","1,405","2,395","2,290",105,"3,000","1,700","1,300"
487019006,4819006,48,70,19,6,Grande Prairie County No. 1,"2,190","1,585",605,925,880,40,"1,270",705,570
487019041,4819041,48,70,19,41,Smoky River No. 130,705,555,145,355,340,15,350,215,135
487019049,4819049,48,70,19,49,Birch Hills No. 19,500,380,125,230,220,10,275,160,115
487019054,4819054,48,70,19,54,Spirit River No. 133,250,195,55,120,120,10,130,80,50
487019059,4819059,48,70,19,59,Saddle Hills No. 20,925,665,260,390,375,20,535,290,240
487019066,4819066,48,70,19,66,Fairview No. 136,475,345,130,215,205,10,260,145,115
487019071,4819071,48,70,19,71,Peace No. 135,345,260,80,155,155,5,180,105,75
590000000,5900000,59,0,0,0,British Columbia - Colombie-Britannique,"32,955","21,270","11,685","11,385","9,390","1,995","21,565","11,880","9,690"
590100000,5900000,59,1,0,0,Vancouver Island - Coast,"4,540","2,705","1,835","1,565","1,135",435,"2,970","1,570","1,400"
590117000,5917000,59,1,17,0,Capital Regional District,"1,610",960,645,610,425,180,995,530,470
590117005,5917005,59,1,17,5,North Saanich,115,65,55,35,20,20,80,45,40
590117015,5917015,59,1,17,15,Central Saanich,315,200,115,100,75,25,225,125,95
590117021,5917021,59,1,17,21,Saanich,355,230,135,140,110,30,220,120,100
590117025,5917025,59,1,17,25,"Capital, Subd. A",420,240,175,180,115,60,240,120,115
590117045,5917045,59,1,17,45,"Capital, Subd. B",255,155,100,115,80,35,140,70,70
590117055,5917055,59,1,17,55,"Capital, Subd. D",135,75,65,45,25,20,90,50,45
590119000,5919000,59,1,19,0,Cowichan Valley Regional District,"1,220",730,490,360,275,90,860,460,405
590119014,5919014,59,1,19,14,"Cowichan Valley, Subd. B",845,505,335,240,185,55,600,320,280
590119031,5919031,59,1,19,31,"Cowichan Valley, Subd. A",45,25,20,20,15,5,30,10,15
590119045,5919045,59,1,19,45,"Cowichan Valley, Subd. C",335,200,135,100,75,25,235,120,110
590121000,5921000,59,1,21,0,Nanaimo Regional District,745,440,300,255,190,65,490,255,235
590121012,5921012,59,1,21,12,"Nanaimo, Subd. A",470,280,185,170,125,45,300,155,145
590121028,5921028,59,1,21,28,"Nanaimo, Subd. B",275,165,110,85,70,20,190,95,90
590123000,5923000,59,1,23,0,Alberni-Clayoquot Regional District,120,80,40,45,40,5,70,45,30
590123031,5923031,59,1,23,31,"Alberni-Clayoquot, Subd. A",120,85,40,45,40,5,70,45,25
590125000,5925000,59,1,25,0,Comox-Strathcona Regional District,665,390,275,225,155,70,440,230,210
590125020,5925020,59,1,25,20,"Comox-Strathcona, Subd. C",535,310,225,185,130,50,350,185,170
590125044,5925044,59,1,25,44,"Comox-Strathcona, Subd. B",60,40,25,20,20,5,40,25,20
590125050,5925050,59,1,25,50,"Comox-Strathcona, Subd. A",70,35,35,20,15,10,50,25,20
590127000,5927000,59,1,27,0,Powell River Regional District,140,80,65,50,35,15,90,45,50
590127014,5927014,59,1,27,14,"Powell River, Subd. A",145,75,65,50,35,20,90,45,45
590145000,5945000,59,1,45,0,Central Coast Regional District,40,20,15,20,10,10,15,10,10
590145008,5945008,59,1,45,8,"Central Coast, Subd. A",40,20,20,20,15,10,20,10,10
590200000,5900000,59,2,0,0,Lower Mainland - Southwest,"10,105","6,635","3,465","3,475","2,835",640,"6,630","3,800","2,825"
590209000,5909000,59,2,9,0,Fraser Valley Regional District,"4,610","3,105","1,505","1,450","1,245",210,"3,160","1,865","1,295"
590209012,5909012,59,2,9,12,"Fraser Valley, Subd. A",50,30,25,15,15,5,35,15,15
590209038,5909038,59,2,9,38,"Fraser Valley, Subd. B","1,785","1,210",580,530,470,60,"1,255",735,525
590209052,5909052,59,2,9,52,Abbotsford,"2,230","1,515",715,705,600,105,"1,525",915,610
590209056,5909056,59,2,9,56,Mission,240,145,95,85,65,25,150,80,70
590209058,5909058,59,2,9,58,"Fraser Valley, Subd. E",300,205,95,110,95,15,190,115,80
590215000,5915000,59,2,15,0,Greater Vancouver Regional District,"5,160","3,335","1,830","1,890","1,490",395,"3,275","1,840","1,440"
590215001,5915001,59,2,15,1,Langley,"2,390","1,475",920,825,625,200,"1,570",850,720
590215004,5915004,59,2,15,4,Surrey,"1,095",740,360,425,350,75,670,390,280
590215011,5915011,59,2,15,11,Delta,275,195,75,120,100,20,155,95,60
590215015,5915015,59,2,15,15,Richmond,345,240,105,155,120,30,195,120,80
590215022,5915022,59,2,15,22,Vancouver,30,15,15,15,10,10,15,5,10
590215025,5915025,59,2,15,25,Burnaby,70,55,20,35,30,5,40,25,15
590215063,5915063,59,2,15,63,"Greater Vancouver, Subd. A",180,115,70,60,45,10,120,65,55
590215070,5915070,59,2,15,70,Pitt Meadows,265,185,75,100,90,10,165,105,65
590215075,5915075,59,2,15,75,Maple Ridge,510,315,195,165,125,35,345,185,160
590229000,5929000,59,2,29,0,Sunshine Coast Regional District,145,85,60,65,45,20,80,40,40
590229020,5929020,59,2,29,20,"Sunshine Coast, Subd. A",150,85,60,65,45,20,80,40,40
590231000,5931000,59,2,31,0,Squamish-Lillooet Regional District,185,110,70,65,50,15,115,60,60
590231019,5931019,59,2,31,19,"Squamish-Lillooet, Subd. B",120,75,45,45,35,10,75,40,40
590231030,5931030,59,2,31,30,"Squamish-Lillooet, Subd. A",60,35,20,20,20,0,40,15,20
590300000,5900000,59,3,0,0,Thompson - Okanagan,"8,995","5,765","3,230","2,995","2,530",465,"6,000","3,235","2,765"
590307000,5907000,59,3,7,0,Okanagan-Similkameen Regional District,"2,635","1,715",925,890,770,120,"1,750",945,805
590307020,5907020,59,3,7,20,"Okanagan-Similkameen, Subd. B","1,460",945,510,475,415,65,980,535,445
590307030,5907030,59,3,7,30,"Okanagan-Similkameen, Subd. C",130,75,55,40,25,5,90,45,45
590307045,5907045,59,3,7,45,"Okanagan-Similkameen, Subd. A","1,055",690,365,375,330,50,680,365,310
590333000,5933000,59,3,33,0,Thompson-Nicola Regional District,"1,790","1,120",675,545,435,105,"1,250",685,565
590333010,5933010,59,3,33,10,"Thompson-Nicola, Subd. C",190,120,70,55,45,10,135,75,60
590333034,5933034,59,3,33,34,"Thompson-Nicola, Subd. D",280,190,90,85,80,10,195,110,80
590333040,5933040,59,3,33,40,"Thompson-Nicola, Subd. B",485,320,165,170,145,25,320,175,145
590333058,5933058,59,3,33,58,"Thompson-Nicola, Subd. E",455,265,185,125,95,35,330,175,150
590333066,5933066,59,3,33,66,"Thompson-Nicola, Subd. A",385,225,160,110,75,35,275,150,125
590335000,5935000,59,3,35,0,Central Okanagan Regional District,"1,695","1,115",575,630,540,90,"1,065",580,490
590335013,5935013,59,3,35,13,"Central Okanagan, Subd. A","1,450",960,485,540,470,75,910,495,415
590335023,5935023,59,3,35,23,"Central Okanagan, Subd. B",240,155,90,90,70,15,160,85,70
590337000,5937000,59,3,37,0,North Okanagan Regional District,"1,825","1,155",670,590,495,95,"1,235",660,575
590337019,5937019,59,3,37,19,"North Okanagan, Subd. B",870,560,310,295,250,40,575,305,270
590337024,5937024,59,3,37,24,Spallumcheen,605,375,225,185,145,35,415,230,190
590337039,5937039,59,3,37,39,"North Okanagan, Subd. A",355,220,135,110,95,15,245,125,115
590339000,5939000,59,3,39,0,Columbia-Shuswap Regional District,"1,045",660,380,345,290,55,700,375,330
590339013,5939013,59,3,39,13,"Columbia-Shuswap, Subd. A",135,85,50,45,40,5,90,45,40
590339041,5939041,59,3,39,41,"Columbia-Shuswap, Subd. C",915,580,330,300,255,45,615,325,285
590400000,5900000,59,4,0,0,Kootenay,"2,145","1,390",755,740,605,140,"1,400",785,615
590401000,5901000,59,4,1,0,East Kootenay Regional District,705,480,220,265,230,40,440,255,185
590401015,5901015,59,4,1,15,"East Kootenay, Subd. C",215,155,55,85,80,5,130,80,50
590401033,5901033,59,4,1,33,"East Kootenay, Subd. B",340,220,120,125,105,25,210,115,95
590401044,5901044,59,4,1,44,"East Kootenay, Subd. A",150,105,50,55,45,10,100,60,40
590403000,5903000,59,4,3,0,Central Kootenay Regional District,895,560,335,305,240,65,590,320,265
590403008,5903008,59,4,3,8,"Central Kootenay, Subd. C",520,335,180,165,145,25,350,195,155
590403037,5903037,59,4,3,37,"Central Kootenay, Subd. B",250,140,110,90,55,35,155,85,70
590403054,5903054,59,4,3,54,"Central Kootenay, Subd. A",125,80,45,40,35,10,85,45,40
590405000,5905000,59,4,5,0,Kootenay Boundary Regional District,550,350,200,175,140,35,370,210,165
590405028,5905028,59,4,5,28,"Kootenay Boundary, Subd. A",70,45,25,20,20,5,45,25,20
590405048,5905048,59,4,5,48,"Kootenay Boundary, Subd. B",480,300,170,150,125,30,325,180,145
590500000,5900000,59,5,0,0,Cariboo,"2,775","1,755","1,025",895,755,140,"1,880","1,000",885
590541000,5941000,59,5,41,0,Cariboo Regional District,"1,785","1,120",670,560,465,90,"1,230",655,575
590541011,5941011,59,5,41,11,"Cariboo, Subd. B",865,535,330,270,220,45,595,320,280
590541023,5941023,59,5,41,23,"Cariboo, Subd. A",680,430,250,200,170,25,485,255,230
590541037,5941037,59,5,41,37,"Cariboo, Subd. C",245,155,90,95,70,20,150,80,70
590553000,5953000,59,5,53,0,Fraser-Fort George Regional District,985,635,355,335,295,45,650,340,305
590553017,5953017,59,5,53,17,"Fraser-Fort George, Subd. B",225,140,85,70,60,10,150,80,75
590553040,5953040,59,5,53,40,"Fraser-Fort George, Subd. A",765,500,270,265,230,35,500,265,235
590600000,5900000,59,6,0,0,North Coast,315,200,115,135,100,30,185,100,80
590647000,5947000,59,6,47,0,Skeena-Queen Charlotte Regional District,55,25,25,25,10,10,25,15,15
590647029,5947029,59,6,47,29,"Skeena-Queen Charlotte, Subd. B",50,30,25,20,10,10,25,15,15
590649000,5949000,59,6,49,0,Kitimat-Stikine Regional District,260,175,90,110,85,20,155,85,70
590649016,5949016,59,6,49,16,"Kitimat-Stikine, Subd. C",145,90,45,60,50,15,75,45,35
590649026,5949026,59,6,49,26,"Kitimat-Stikine, Subd. B",120,80,45,45,40,5,75,40,35
590700000,5900000,59,7,0,0,Nechako,"1,475",960,510,500,440,65,975,525,450
590751000,5951000,59,7,51,0,Bulkley-Nechako Regional District,"1,475",960,515,505,435,65,970,530,450
590751018,5951018,59,7,51,18,"Bulkley-Nechako, Subd. A",715,460,255,235,215,25,475,245,230
590751030,5951030,59,7,51,30,"Bulkley-Nechako, Subd. C",260,170,90,85,80,15,170,95,75
590751049,5951049,59,7,51,49,"Bulkley-Nechako, Subd. B",500,330,175,175,140,30,325,185,140
590800000,5900000,59,8,0,0,Peace River,"2,605","1,855",750,"1,075",995,80,"1,530",855,665
590855000,5955000,59,8,55,0,Peace River Regional District,"2,605","1,850",750,"1,075",995,80,"1,525",855,670
590855019,5955019,59,8,55,19,"Peace River, Subd. C","1,400",960,435,545,490,55,850,470,385
590855036,5955036,59,8,55,36,"Peace River, Subd. B","1,200",895,315,530,500,25,675,390,285
