AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,NTOTEXP,TOTEXP,NTRNTEXP,TRNTEXP,NRNTCSH,RNTCSH,NRNTSHR,RNTSHR,NTCSHWGE,TCSHWGE,NCSHWGEF,CSHWGEF,NCSHWGNF,CSHWGNF,NTINSUR,TINSUR,NINSCROP,INSCROP,NINSOTH,INSOTH,NTMCHEXP,TMCHEXP,NMCHFUEL,MCHFUEL,NREPMCH,REPMCH,NTCRPEXP,TCRPEXP,NFERTPD,FERTPD,NCHEMPD,CHEMPD,NSEEDPD,SEEDPD,NSEEDCO,SEEDCO,NCONTAIN,CONTAIN,NTLVSEXP,TLVSEXP,NFEEDPD,FEEDPD,NFEEDCO,FEEDCO,NLVSTPD,LVSTPD,NVETSER,VETSER,NCUSTOM,CUSTOM,NTOTINT,TOTINT,NTELPHON,TELPHON,NELECTY,ELECTY,NFUELHT,FUELHT,NREPBLDG,REPBLDG,NOTHEXP,OTHEXP,NTOTLAB,TOTLAB,NPDLBYR,PDLBYR,NPDLBSL,PDLBSL
590209038,5909038,59,2,9,38,"Fraser Valley, Subd. B","1,136","142,833,501",319,"2,167,933",311,x,14,x,558,"21,916,752",363,"9,895,899",391,"12,020,853",927,"2,787,029",46,"225,918",913,"2,561,111","1,020","7,612,440",995,"2,907,124",926,"4,705,316",696,"7,899,133",615,"3,502,584",364,"869,715",361,"3,526,834",312,"2,845,477",409,"1,392,591",866,"58,869,532",816,"41,832,439",777,"38,827,769",517,"13,503,992",705,"3,533,101",535,"4,202,339",565,"13,995,459",868,"918,376",940,"3,565,300",244,"1,251,203",842,"3,522,800",976,"12,732,614",558,"44,682",324,"29,840",341,"14,842"
590209052,5909052,59,2,9,52,Abbotsford,"1,447","276,148,599",339,"5,247,894",323,"4,911,413",23,"336,481",862,"55,864,592",561,"20,417,629",676,"35,446,963","1,224","4,687,020",124,"528,295","1,175","4,158,725","1,294","11,484,839","1,274","4,348,416","1,195","7,136,423",890,"12,925,681",771,"5,806,892",526,"2,294,890",446,"4,823,899",353,"3,758,272",442,"3,442,319",950,"115,061,492",901,"82,014,014",838,"76,630,488",616,"29,425,710",763,"3,621,768",724,"11,039,565",743,"22,084,937","1,103","1,254,167","1,180","6,070,278",314,"2,323,156","1,012","5,311,973","1,238","19,350,686",862,"113,934",475,"63,640",572,"50,294"
590209056,5909056,59,2,9,56,Mission,161,"16,389,371",22,"78,302",21,x,1,x,37,"2,907,893",21,"235,515",28,"2,672,378",115,"186,451",8,x,113,x,131,"424,548",129,"170,040",101,"254,508",91,"370,027",73,x,34,"28,451",46,x,39,"193,425",37,x,117,x,114,x,109,"306,842",71,x,79,x,52,"167,485",47,"749,239",93,x,107,"309,907",19,x,113,"251,096",134,"476,510",37,"5,094",9,"3,810",34,"1,284"
590209058,5909058,59,2,9,58,"Fraser Valley, Subd. E",198,"20,316,312",48,"477,014",47,x,1,x,86,"4,631,161",61,"2,469,324",63,"2,161,837",161,"539,192",4,"9,444",159,"529,748",184,"1,672,803",180,"637,478",166,"1,035,325",137,"1,003,364",118,"783,779",59,"110,982",51,"108,603",43,"93,215",72,"247,083",161,x,151,x,143,"4,681,028",95,x,140,x,82,"372,946",87,"1,548,570",157,x,170,"527,206",36,x,152,"542,936",168,"1,989,146",86,"10,272",51,"6,051",57,"4,221"
590215000,5915000,59,2,15,0,Greater Vancouver Regional District,"3,464","440,358,125",664,"9,242,655",624,"8,273,312",54,"969,343","1,357","105,938,737",743,"26,845,754","1,062","79,092,983","2,631","7,746,254",212,"861,747","2,550","6,884,507","2,953","20,235,667","2,857","7,833,091","2,513","12,402,576","1,973","53,156,147","1,657","15,844,902","1,010","5,551,543","1,024","31,759,702",827,"25,771,184",997,"16,501,064","2,260","100,513,409","2,137","61,626,252","2,006","56,172,340","1,267","34,066,868","1,745","4,820,289","1,113","25,089,299","1,122","26,930,024","2,338","2,924,879","2,602","9,481,288",575,"8,246,796","2,392","10,592,533","2,879","43,759,373","1,357","202,093",699,"122,724",941,"79,369"
590215001,5915001,59,2,15,1,Langley,"1,584","132,545,906",259,"2,367,200",244,"2,278,902",19,"88,298",554,"28,233,478",296,"7,862,720",414,"20,370,758","1,246","2,818,451",55,"69,884","1,224","2,748,567","1,343","5,851,372","1,294","2,414,446","1,135","3,436,926",795,"11,597,860",639,"3,719,133",346,"1,046,190",377,"6,832,537",302,"5,215,243",395,"3,260,866","1,218","43,962,882","1,169","29,879,420","1,104","28,173,689",676,"11,731,861",962,"2,351,601",504,"3,343,231",490,"8,497,297","1,045","1,102,097","1,162","4,130,717",198,"2,513,190","1,149","3,962,702","1,312","10,904,563",554,"52,713",284,"36,509",346,"16,204"
590215004,5915004,59,2,15,4,Surrey,744,"100,413,643",137,"1,544,434",130,"1,511,033",9,"33,401",283,"25,110,451",170,"5,845,655",211,"19,264,796",534,"1,509,501",48,"132,633",517,"1,376,868",618,"4,387,720",604,"1,813,210",512,"2,574,510",408,"12,985,391",346,"3,239,633",223,"1,208,463",231,"8,537,295",195,"7,476,737",226,"4,900,358",479,"23,638,571",450,"15,368,385",423,"14,881,737",276,"7,470,938",359,"799,248",221,"4,918,150",245,"4,947,145",493,"601,346",558,"2,203,329",143,"1,969,868",527,"2,345,558",617,"9,351,821",283,"48,541",146,"26,230",206,"22,311"
590215011,5915011,59,2,15,11,Delta,186,"56,471,900",90,"2,124,826",85,"1,470,599",9,"654,227",114,"13,460,743",74,"3,174,601",91,"10,286,142",160,"1,089,607",30,"309,041",149,"780,566",172,"3,675,236",170,"1,358,546",161,"2,316,690",140,"10,148,195",129,"3,768,829",89,"1,312,870",96,"5,066,496",80,"4,528,407",75,"3,930,270",97,"4,744,660",80,"3,122,321",73,"2,956,212",47,"1,084,077",81,"538,262",86,"5,728,827",90,"3,148,605",158,"316,483",163,"642,504",45,"926,548",123,"1,086,624",167,"5,448,772",114,"26,123",66,"18,670",83,"7,453"
590215015,5915015,59,2,15,15,Richmond,247,"46,016,249",57,"884,009",51,"772,265",8,"111,744",147,"14,495,101",75,"4,298,578",134,"10,196,523",177,"765,635",34,"213,155",161,"552,480",222,"2,719,353",216,"883,555",190,"1,835,798",200,"7,926,212",179,"2,024,475",135,"823,473",96,"5,078,264",74,"4,154,815",90,"1,258,887",52,"3,969,257",45,"2,820,012",43,"2,805,800",28,x,42,x,78,"2,851,954",82,"4,396,949",174,"284,851",186,"857,140",59,"530,905",122,"1,133,048",204,"3,942,948",147,"32,184",75,"17,730",122,"14,454"
590215022,5915022,59,2,15,22,Vancouver,22,"2,984,205",7,"88,625",6,x,1,x,10,"521,284",5,"199,241",9,"322,043",15,x,1,x,15,x,15,"133,097",14,"44,125",14,"88,972",8,x,7,"25,252",5,"6,700",6,x,6,x,5,"13,643",18,x,18,x,17,x,6,x,12,"29,194",11,"75,279",9,"177,955",16,"37,219",17,"88,560",2,x,20,"95,823",20,"393,166",10,986,7,616,5,370
590215025,5915025,59,2,15,25,Burnaby,54,"18,212,667",13,x,12,x,1,x,30,"1,889,794",14,"509,642",23,"1,380,152",41,x,3,x,39,"173,187",43,"445,663",41,"179,923",38,"265,740",39,x,34,"240,327",26,"71,412",29,x,24,"241,659",19,"150,784",13,x,12,x,11,x,8,x,9,x,10,"59,602",14,x,46,"64,431",47,"151,679",18,"62,000",31,"157,297",44,"3,079,781",30,"4,770",11,"2,096",26,"2,674"
590215063,5915063,59,2,15,63,"Greater Vancouver, Subd. A",118,"10,085,681",17,"108,400",15,"102,600",3,"5,800",41,"2,145,630",21,"765,876",33,"1,379,754",79,"190,788",4,x,77,x,100,"437,611",91,"160,935",87,"276,676",73,"893,270",62,"549,576",38,"85,058",41,"258,636",29,x,34,"198,048",60,"3,463,415",55,x,52,"2,450,453",37,x,47,"200,991",29,"256,686",30,"668,062",76,"95,190",83,"250,349",19,"99,859",65,"291,830",98,"986,543",41,"4,144",18,"2,548",31,"1,596"
590215070,5915070,59,2,15,70,Pitt Meadows,178,"50,220,256",41,x,38,"672,463",3,x,95,"13,073,394",49,"2,328,129",80,"10,745,265",144,"641,047",24,"101,279",137,"539,768",161,"1,665,246",156,"600,254",147,"1,064,992",133,"6,844,957",120,"1,657,311",84,"898,234",59,"4,289,412",46,"3,027,024",66,"1,761,207",75,x,69,"2,589,831",59,"2,272,094",43,x,56,"294,964",78,"6,951,772",77,x,130,"252,472",142,"727,536",37,x,127,"959,149",150,"6,199,551",95,"22,880",55,"13,557",63,"9,323"
590215075,5915075,59,2,15,75,Maple Ridge,331,"23,407,618",43,"1,224,826",43,x,1,x,83,"7,008,862",39,"1,861,312",67,"5,147,550",235,"498,682",13,"26,650",231,"472,032",279,"920,369",271,"378,097",229,"542,272",177,"1,591,440",141,"620,366",64,"99,143",89,"871,931",71,"695,644",87,"1,027,001",248,"3,446,190",239,"1,850,022",224,"1,769,234",146,"1,307,663",177,"288,505",96,"903,798",85,"1,150,577",200,"170,790",244,"429,474",54,"1,022,879",228,"560,502",267,"3,452,228",83,"9,752",37,"4,768",59,"4,984"
590229000,5929000,59,2,29,0,Sunshine Coast Regional District,107,"4,915,462",11,"29,793",10,x,1,x,32,"549,783",22,"319,968",20,"229,815",70,"115,885",6,"10,577",68,"105,308",94,"257,289",89,"125,147",77,"132,142",66,"219,035",52,"75,267",18,"20,996",49,"122,772",43,"112,010",36,"40,405",64,"1,883,095",59,"1,325,889",57,"1,304,587",48,"512,550",32,"44,656",29,"630,675",27,"316,142",71,"48,384",81,"164,447",14,"49,479",64,"117,412",93,"493,638",32,"1,519",14,"1,077",24,442
590229020,5929020,59,2,29,20,"Sunshine Coast, Subd. A",107,"4,915,462",11,"29,793",10,x,1,x,32,"549,783",22,"319,968",20,"229,815",70,"115,885",6,"10,577",68,"105,308",94,"257,289",89,"125,147",77,"132,142",66,"219,035",52,"75,267",18,"20,996",49,"122,772",43,"112,010",36,"40,405",64,"1,883,095",59,"1,325,889",57,"1,304,587",48,"512,550",32,"44,656",29,"630,675",27,"316,142",71,"48,384",81,"164,447",14,"49,479",64,"117,412",93,"493,638",32,"1,519",14,"1,077",24,442
590231000,5931000,59,2,31,0,Squamish-Lillooet Regional District,123,"5,844,711",38,"180,425",36,"178,625",3,"1,800",53,"1,250,390",29,"290,226",41,"960,164",92,"187,719",4,"9,270",89,"178,449",116,"756,524",112,"303,284",108,"453,240",81,"727,617",48,"220,004",31,"197,490",63,"310,123",54,"76,276",70,"96,343",95,"1,046,685",79,"601,101",68,"537,091",43,"332,271",77,"113,313",39,"136,584",43,"470,050",93,"67,311",94,"134,294",17,"44,654",98,"242,627",106,"503,488",53,"2,536",27,"1,514",34,"1,022"
590231019,5931019,59,2,31,19,"Squamish-Lillooet, Subd. B",82,"3,751,978",25,"81,271",23,"79,471",3,"1,800",37,"605,186",21,"219,106",30,"386,080",63,"121,808",3,x,60,x,77,"520,333",74,"206,783",71,"313,550",55,"420,491",34,x,25,x,45,x,38,"63,138",50,"79,130",66,"873,826",57,"495,783",48,"439,853",29,"296,983",55,"81,060",26,"80,455",30,"344,767",62,"43,599",64,"86,191",11,"40,229",67,"157,973",71,"296,719",37,"1,278",19,850,21,428
590231030,5931030,59,2,31,30,"Squamish-Lillooet, Subd. A",41,"2,092,733",13,"99,154",13,"99,154",0,0,16,"645,204",8,"71,120",11,"574,084",29,"65,911",1,x,29,x,39,"236,191",38,"96,501",37,"139,690",26,"307,126",14,x,6,x,18,x,16,"13,138",20,"17,213",29,"172,859",22,"105,318",20,"97,237",14,"35,288",22,"32,253",13,"56,129",13,"125,283",31,"23,712",30,"48,103",6,"4,425",31,"84,654",35,"206,769",16,"1,258",8,664,13,594
590300000,5900000,59,3,0,0,Thompson - Okanagan,"5,933","327,700,532","1,270","6,831,774","1,064","5,388,598",279,"1,443,176","2,658","70,786,520","1,192","17,894,952","2,186","52,891,568","4,735","11,277,157","1,024","3,462,745","4,422","7,814,412","5,529","30,073,155","5,400","12,552,664","4,914","17,520,491","4,253","24,901,886","3,212","7,967,701","2,370","7,609,697","2,173","9,324,488","1,774","6,591,590","2,306","9,263,864","3,286","86,089,102","2,921","39,603,412","2,547","33,283,521","1,739","41,101,280","2,547","5,384,410","2,201","12,033,460","2,335","22,784,882","4,313","3,237,457","4,725","7,238,689",933,"1,929,376","3,759","8,648,949","5,177","32,604,261","2,658","163,952",698,"82,070","2,271","81,882"
590307000,5907000,59,3,7,0,Okanagan-Similkameen Regional District,"1,754","77,782,797",344,"1,611,442",260,"1,181,587",101,"429,855",957,"20,521,856",351,"3,787,691",841,"16,734,165","1,411","3,472,051",506,"1,513,060","1,256","1,958,991","1,652","7,416,097","1,614","3,024,296","1,480","4,391,801","1,462","7,627,522","1,123","2,718,836","1,034","2,860,865",667,"2,047,821",525,"1,467,656",666,"5,326,241",562,"9,509,025",483,"5,228,471",412,"4,493,358",286,"3,706,835",398,"573,719",705,"2,574,698",732,"5,555,468","1,291","818,250","1,386","1,889,058",255,"634,328",974,"2,070,973","1,554","8,755,788",957,"53,852",161,"22,465",874,"31,387"
590307020,5907020,59,3,7,20,"Okanagan-Similkameen, Subd. B",963,"50,241,778",194,"1,065,099",157,"845,504",45,"219,595",558,"13,292,116",203,"2,180,703",497,"11,111,413",777,"1,905,518",280,"826,309",687,"1,079,209",909,"4,570,439",891,"1,884,264",824,"2,686,175",830,"5,233,332",659,"1,984,846",593,"1,861,479",404,"1,387,007",310,"925,142",416,"4,025,615",281,"7,135,716",242,"4,170,036",199,"3,605,517",147,"2,618,942",202,"346,738",398,"1,162,137",426,"3,443,729",752,"472,651",806,"1,182,568",135,"417,796",542,"1,226,715",845,"5,108,347",558,"36,754",94,"17,905",511,"18,849"
590307030,5907030,59,3,7,30,"Okanagan-Similkameen, Subd. C",82,"2,978,864",29,"60,267",26,"51,367",5,"8,900",22,"291,349",8,"57,592",17,"233,757",66,"141,539",4,"3,508",65,"138,031",72,"452,404",71,"196,816",63,"255,588",43,"94,153",29,"64,368",8,"10,886",28,"18,899",26,"15,546",33,"10,765",69,"859,321",58,"497,625",51,"409,757",36,"288,831",48,"72,865",18,"55,465",23,"263,658",62,"78,961",73,"122,157",14,"41,441",58,"170,228",70,"337,156",22,497,7,315,18,182
590307045,5907045,59,3,7,45,"Okanagan-Similkameen, Subd. A",709,"24,562,155",121,"486,076",77,"284,716",51,"201,360",377,"6,938,391",140,"1,549,396",327,"5,388,995",568,"1,424,994",222,"683,243",504,"741,751",671,"2,393,254",652,"943,216",593,"1,450,038",589,"2,300,037",435,"669,622",433,"988,500",235,"641,915",189,"526,968",217,"1,289,861",212,"1,513,988",183,"560,810",162,"478,083",103,"799,062",148,"154,116",289,"1,357,096",283,"1,848,081",477,"266,638",507,"584,333",106,"175,091",374,"674,030",639,"3,310,285",377,"16,601",60,"4,245",345,"12,356"
590333000,5933000,59,3,33,0,Thompson-Nicola Regional District,"1,150","83,101,745",338,"2,232,284",317,"2,081,089",36,"151,195",418,"14,979,578",213,"3,747,286",318,"11,232,292",895,"1,951,189",56,"109,571",872,"1,841,618","1,056","8,358,637","1,028","3,541,221",939,"4,817,416",650,"5,116,110",466,"1,560,136",161,"1,521,550",409,"2,034,424",351,"1,902,843",518,"588,257",951,"28,663,648",854,"9,672,362",752,"7,508,042",537,"17,264,081",801,"1,727,205",376,"3,774,901",482,"5,169,675",881,"840,922",971,"1,882,037",175,"396,117",822,"2,004,813",988,"7,143,577",418,"32,896",162,"23,205",316,"9,691"
590333010,5933010,59,3,33,10,"Thompson-Nicola, Subd. C",117,"14,956,575",35,"196,487",32,"168,179",5,"28,308",50,"3,656,046",30,"652,978",40,"3,003,068",85,"311,062",7,"18,228",82,"292,834",109,"1,474,204",108,"623,247",101,"850,957",66,"696,522",50,"325,583",18,"150,921",42,"220,018",36,"200,749",61,"97,880",100,"3,725,065",91,"2,476,566",73,"2,177,159",58,"916,620",79,"331,879",43,"175,971",59,"1,106,187",99,"144,666",107,"370,742",23,"75,046",90,"363,599",97,"2,563,098",50,"6,836",23,"5,986",37,850
590333034,5933034,59,3,33,34,"Thompson-Nicola, Subd. D",181,"10,192,832",54,"297,262",52,"285,825",6,"11,437",71,"2,035,309",36,"565,436",51,"1,469,873",135,"307,922",11,"21,635",128,"286,287",165,"1,239,610",161,"570,100",146,"669,510",110,"621,796",77,"221,063",27,"143,337",61,"257,396",56,"252,034",86,"136,052",138,"3,020,080",123,"1,394,963",104,"969,686",71,"1,396,231",110,"228,886",47,"241,007",70,"668,944",132,"138,532",141,"312,320",25,"41,207",122,"299,445",148,"833,346",71,"3,999",33,"2,756",48,"1,243"
590333040,5933040,59,3,33,40,"Thompson-Nicola, Subd. B",321,"33,406,509",108,"1,049,174",101,"983,993",11,"65,181",118,"5,662,344",54,"1,165,295",90,"4,497,049",257,"503,639",17,"34,904",252,"468,735",296,"2,365,249",283,"959,967",259,"1,405,282",193,"2,658,934",138,x,48,x,124,"1,146,977",106,"1,075,059",136,"92,182",245,"13,937,087",214,"2,815,151",191,"2,125,108",145,"10,641,065",214,"480,871",100,"2,582,099",126,"1,652,985",225,"187,236",264,"476,965",40,"192,127",229,"487,508",274,"1,558,980",118,"11,890",42,"9,158",96,"2,732"
590333058,5933058,59,3,33,58,"Thompson-Nicola, Subd. E",289,"16,251,337",83,"458,296",77,"442,166",8,"16,130",90,"2,300,575",48,"776,214",70,"1,524,361",226,"497,425",11,"19,609",225,"477,816",264,"2,043,235",257,"820,488",242,"1,222,747",147,"600,989",105,x,45,x,97,"228,305",80,"208,955",126,"109,381",261,"6,001,017",236,"1,852,680",213,"1,416,040",162,"3,754,888",226,"393,449",103,"490,059",127,"1,029,041",232,"243,960",248,"434,025",47,"52,410",223,"569,868",255,"1,421,056",90,"7,265",36,"3,422",63,"3,843"
590333066,5933066,59,3,33,66,"Thompson-Nicola, Subd. A",242,"8,294,492",58,"231,065",55,"200,926",6,"30,139",89,"1,325,304",45,"587,363",67,"737,941",192,"331,141",10,"15,195",185,"315,946",222,"1,236,339",219,"567,419",191,"668,920",134,"537,869",96,x,23,x,85,"181,728",73,"166,046",109,"152,762",207,"1,980,399",190,"1,133,002",171,"820,048",101,"555,277",172,"292,120",83,"285,765",100,"712,518",193,"126,528",211,"287,985",40,"35,327",158,"284,393",214,"767,097",89,"2,906",28,"1,883",72,"1,023"
590335000,5935000,59,3,35,0,Central Okanagan Regional District,"1,157","55,620,118",168,"1,241,042",117,"721,918",56,"519,124",596,"17,520,036",247,"3,617,875",512,"13,902,161",946,"2,976,536",336,"1,509,335",858,"1,467,201","1,081","4,949,887","1,061","2,152,472",975,"2,797,415",949,"7,309,934",733,"1,501,969",678,"2,502,636",418,"3,305,329",314,"1,657,903",360,"1,882,323",399,"3,254,431",336,"1,648,322",287,"1,396,793",192,"1,217,100",276,"389,009",429,"3,267,271",435,"3,329,437",795,"532,297",882,"1,001,990",161,"251,573",650,"1,252,829","1,003","6,850,532",596,"40,314",136,"14,243",538,"26,071"
590335013,5935013,59,3,35,13,"Central Okanagan, Subd. A",995,"45,254,985",149,"1,131,452",105,"658,987",49,"472,465",524,"14,265,226",224,"3,122,892",447,"11,142,334",817,"2,500,927",289,"1,238,241",742,"1,262,686",933,"4,224,133",916,"1,801,775",843,"2,422,358",818,"5,364,559",639,x,593,"2,206,721",354,x,264,"1,535,077",309,"1,782,656",333,"2,466,446",279,"1,352,520",237,"1,128,751",154,"838,356",232,"275,570",371,"2,910,046",377,"2,975,998",688,"455,192",762,"855,500",136,"173,886",553,"969,240",859,"5,179,724",524,"33,228",124,"12,118",470,"21,110"
590335023,5935023,59,3,35,23,"Central Okanagan, Subd. B",162,"10,365,133",19,"109,590",12,"62,931",7,"46,659",72,"3,254,810",23,"494,983",65,"2,759,827",129,"475,609",47,"271,094",116,"204,515",148,"725,754",145,"350,697",132,"375,057",131,"1,945,375",94,x,85,"295,915",64,x,50,"122,826",51,"99,667",66,"787,985",57,"295,802",50,"268,043",38,"378,744",44,"113,439",58,"357,225",58,"353,439",107,"77,105",120,"146,490",25,"77,687",97,"283,589",144,"1,670,808",72,"7,086",12,"2,125",68,"4,961"
590337000,5937000,59,3,37,0,North Okanagan Regional District,"1,187","72,817,869",271,"1,254,048",235,"989,155",60,"264,893",461,"12,330,107",265,"4,608,826",340,"7,721,281",943,"1,861,404",87,"251,145",915,"1,610,259","1,107","6,084,430","1,078","2,442,742",986,"3,641,688",757,"3,557,302",555,"1,491,597",342,"589,564",421,"1,476,141",358,"1,188,768",469,"1,147,615",835,"27,685,651",747,"14,565,350",658,"12,752,003",455,"11,464,200",649,"1,656,101",461,"1,537,998",455,"6,098,934",835,"657,128",922,"1,537,496",213,"427,321",824,"2,021,264","1,044","6,617,171",461,"26,091",152,"15,599",368,"10,492"
590337019,5937019,59,3,37,19,"North Okanagan, Subd. B",574,"24,751,350",133,"614,226",120,"559,396",24,"54,830",217,"5,410,637",123,"1,611,318",166,"3,799,319",441,"776,508",58,"206,210",423,"570,298",527,"2,547,794",513,"1,077,397",458,"1,470,397",369,"1,980,315",283,"625,285",176,"376,705",178,"978,325",147,"731,358",221,"896,826",372,"5,081,405",326,"2,658,311",280,"2,276,075",190,"1,949,997",279,"473,097",224,"760,386",220,"2,096,588",378,"267,635",416,"478,435",101,"183,410",383,"766,403",494,"2,890,782",217,"13,035",60,"7,109",181,"5,926"
590337024,5937024,59,3,37,24,Spallumcheen,386,"31,689,128",82,"373,291",64,"203,078",26,"170,213",158,"4,340,564",92,"1,600,809",105,"2,739,755",329,"600,986",21,"34,376",323,"566,610",364,"1,999,762",354,"793,378",333,"1,206,384",230,"803,533",153,"376,401",103,"133,725",141,"293,407",118,"265,394",151,"145,102",283,"16,331,736",256,"8,439,709",228,"7,384,238",172,"7,232,484",231,"659,543",142,"450,216",152,"2,477,097",291,"256,621",322,"670,696",83,"215,294",279,"781,925",353,"2,242,305",158,"8,446",52,"5,261",123,"3,185"
590337039,5937039,59,3,37,39,"North Okanagan, Subd. A",227,"16,377,391",56,"266,531",51,"226,681",10,"39,850",86,"2,578,906",50,"1,396,699",69,"1,182,207",173,"483,910",8,"10,559",169,"473,351",216,"1,536,874",211,"571,967",195,"964,907",158,"773,454",119,"489,911",63,"79,134",102,"204,409",93,"192,016",97,"105,687",180,"6,272,510",165,"3,467,330",150,"3,091,691",93,"2,281,719",139,"523,461",95,"327,396",83,"1,525,249",166,"132,872",184,"388,365",29,"28,617",162,"472,936",197,"1,484,084",86,"4,610",40,"3,229",64,"1,381"
590339000,5939000,59,3,39,0,Columbia-Shuswap Regional District,685,"38,378,003",149,"492,958",135,"414,849",26,"78,109",226,"5,434,943",116,"2,133,274",175,"3,301,669",540,"1,015,977",39,"79,634",521,"936,343",633,"3,264,104",619,"1,391,933",534,"1,872,171",435,"1,291,018",335,"695,163",155,"135,082",258,"460,773",226,"374,420",293,"319,428",539,"16,976,347",501,"8,488,907",438,"7,133,324",269,"7,449,064",423,"1,038,376",230,"878,592",231,"2,631,368",511,"388,860",564,"928,108",129,"220,037",489,"1,299,070",588,"3,237,193",226,"10,799",87,"6,558",175,"4,241"
590339013,5939013,59,3,39,13,"Columbia-Shuswap, Subd. A",88,"1,873,645",16,"26,985",13,"23,905",4,"3,080",19,"110,836",7,"8,547",16,"102,289",63,"111,123",2,x,63,x,79,"312,798",76,"175,665",70,"137,133",57,"127,553",45,"82,965",13,"10,371",34,"34,217",32,"26,838",45,"17,875",68,"461,206",63,"188,841",57,"131,071",34,"221,215",56,"51,150",21,"108,327",24,"138,092",64,"56,504",69,"68,132",12,"5,301",61,"150,415",73,"178,498",19,294,6,217,14,77
