AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TFAREA,NTOTVEG,TOTVEG,ETOTVEG,NSWCORN,SWCORN,ESWCORN,NTOMATO,TOMATO,ETOMATO,NCUCUMB,CUCUMB,ECUCUMB,NGRPEAS,GRPEAS,EGRPEAS,NBEANS,BEANS,EBEANS,NCABAGE,CABAGE,ECABAGE,NCHINCAB,CHINCAB,ECHINCAB,NCLFLWR,CLFLWR,ECLFLWR,NBROCLI,BROCLI,EBROCLI,NBRSPRT,BRSPRT,EBRSPRT,NCARROT,CARROT,ECARROT,NRTBAGA,RTBAGA,ERTBAGA,NBEETS,BEETS,EBEETS,NRADISH,RADISH,ERADISH,NONIONS,ONIONS,EONIONS,NSHALOT,SHALOT,ESHALOT,NCELERY,CELERY,ECELERY,NLETUCE,LETUCE,ELETUCE,NSPNACH,SPNACH,ESPNACH,NPEPPER,PEPPER,EPEPPER,NSQPUMP,SQPUMP,ESQPUMP,NRHBARB,RHBARB,ERHBARB,NASPPROD,ASPPROD,EASPPROD,NASPNPRD,ASPNPRD,EASPNPRD,NOTHVEG,OTHVEG,EOTHVEG
483015000,4815000,48,30,15,0,Division No. 15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483015015,4815015,48,30,15,15,Bighorn No. 8,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483015045,4815045,48,30,15,45,Ranchland No. 66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484000000,4800000,48,40,0,0,Agricultural Region 4A - RÇgion agricole 4A,"3,664",15,34,14,12,13,5,8,x,x,7,2,0,6,x,x,5,x,x,4,x,x,1,x,x,4,x,x,3,x,x,2,x,x,5,x,x,2,x,x,6,x,x,5,x,x,5,1,0,1,x,x,3,x,x,3,x,x,0,0,0,0,0,0,2,x,x,3,x,x,0,0,0,0,0,0,2,x,x
484007000,4807000,48,40,7,0,Division No.  7,"3,664",15,34,14,12,13,5,8,x,x,7,2,0,6,x,x,5,x,x,4,x,x,1,x,x,4,x,x,3,x,x,2,x,x,5,x,x,2,x,x,6,x,x,5,x,x,5,1,0,1,x,x,3,x,x,3,x,x,0,0,0,0,0,0,2,x,x,3,x,x,0,0,0,0,0,0,2,x,x
484007001,4807001,48,40,7,1,Provost No. 52,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484007011,4807011,48,40,7,11,Paintearth County No. 18,545,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484007019,4807019,48,40,7,19,Stettler County No. 6,922,6,9,4,4,x,x,3,x,x,3,x,x,1,x,x,4,x,x,1,x,x,1,x,x,3,x,x,2,x,x,2,x,x,2,x,x,1,x,x,3,x,x,3,1,0,3,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0
484007031,4807031,48,40,7,31,Flagstaff County No. 29,992,5,7,3,4,1,0,3,x,x,3,x,x,3,x,x,1,x,x,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,2,x,x,1,x,x,3,x,x,2,x,x,2,x,x,1,x,x,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x
484007049,4807049,48,40,7,49,Wainwright No. 61,641,3,x,x,3,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
484100000,4800000,48,41,0,0,Agricultural Region 4B - RÇgion agricole 4B,"6,565",40,162,66,19,6,3,17,x,x,20,19,8,18,9,4,15,6,2,11,x,x,2,x,x,10,17,7,9,3,1,3,x,x,19,x,x,6,x,x,15,x,x,12,7,3,10,x,x,6,3,1,4,x,x,15,32,13,7,x,x,6,x,x,19,9,4,6,3,1,3,x,x,0,0,0,10,9,4
484110000,4810000,48,41,10,0,Division No. 10,"6,565",40,162,66,19,6,3,17,x,x,20,19,8,18,9,4,15,6,2,11,x,x,2,x,x,10,17,7,9,3,1,3,x,x,19,x,x,6,x,x,15,x,x,12,7,3,10,x,x,6,3,1,4,x,x,15,32,13,7,x,x,6,x,x,19,9,4,6,3,1,3,x,x,0,0,0,10,9,4
484110001,4810001,48,41,10,1,Camrose County No. 22,"1,432",7,x,x,4,x,x,4,1,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,2,x,x,1,x,x,2,x,x,1,x,x,2,x,x,1,x,x,1,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x
484110016,4810016,48,41,10,16,Beaver County No. 9,"1,026",10,84,34,8,3,1,5,x,x,7,3,1,8,3,1,5,x,x,5,3,1,0,0,0,5,x,x,5,3,1,1,x,x,7,8,3,1,x,x,7,3,1,5,3,1,4,1,0,1,x,x,2,x,x,6,x,x,2,x,x,1,x,x,4,3,1,2,x,x,1,x,x,0,0,0,3,x,x
484110026,4810026,48,41,10,26,Minburn County No. 27,836,3,10,4,3,x,x,3,x,x,3,x,x,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,3,x,x,2,x,x,1,x,x,2,x,x,2,x,x,2,x,x,0,0,0,2,x,x,1,x,x,2,x,x,3,x,x,2,x,x,0,0,0,0,0,0,2,x,x
484110036,4810036,48,41,10,36,Vermilion River County No. 24,"1,405",14,44,18,3,2,0,4,x,x,6,5,2,5,4,2,5,3,1,2,x,x,1,x,x,2,x,x,2,x,x,1,x,x,6,x,x,1,x,x,4,x,x,3,x,x,1,x,x,1,x,x,1,x,x,3,x,x,2,x,x,1,x,x,8,5,2,1,x,x,1,x,x,0,0,0,3,x,x
484110048,4810048,48,41,10,48,Two Hills County No. 21,761,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
484110058,4810058,48,41,10,58,Lamont County No. 30,"1,105",5,13,5,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x
485000000,4800000,48,50,0,0,Agricultural Region 5 - RÇgion agricole 5,"13,696",151,"1,228",497,54,43,17,46,12,5,74,59,24,85,66,27,67,38,15,50,161,65,10,x,x,47,93,38,46,91,37,13,2,0,90,244,99,26,8,3,62,34,14,33,8,3,48,26,11,36,11,4,4,x,x,51,11,4,34,8,3,15,8,3,54,25,10,30,14,6,15,5,2,15,19,8,45,217,88
485008000,4808000,48,50,8,0,Division No.  8,"4,960",41,175,71,9,4,2,14,x,x,16,x,x,19,17,7,16,x,x,12,x,x,4,x,x,13,x,x,14,x,x,2,x,x,27,55,22,11,2,0,19,x,x,13,x,x,13,4,2,7,x,x,0,0,0,13,x,x,8,x,x,3,x,x,12,x,x,14,8,3,8,2,0,7,x,x,11,x,x
485008001,4808001,48,50,8,1,Red Deer County No. 23,"2,030",20,98,40,3,1,0,7,2,0,6,x,x,11,14,6,10,1,0,3,x,x,1,x,x,4,x,x,5,x,x,1,x,x,15,45,18,6,2,0,9,2,0,5,x,x,5,1,0,5,x,x,0,0,0,7,2,0,5,x,x,1,x,x,8,2,0,7,x,x,4,1,0,4,x,x,3,1,0
485008022,4808022,48,50,8,22,Lacombe County,"1,481",15,63,25,3,1,0,5,2,0,7,4,2,6,x,x,5,x,x,7,5,2,2,x,x,6,1,0,6,1,0,1,x,x,8,9,4,3,x,x,7,2,1,6,1,0,5,1,0,2,x,x,0,0,0,4,x,x,2,x,x,2,x,x,3,x,x,5,6,3,2,x,x,1,x,x,6,16,6
485008038,4808038,48,50,8,38,Ponoka County No. 3,"1,449",6,14,6,3,2,0,2,x,x,3,2,0,2,x,x,1,x,x,2,x,x,1,x,x,3,x,x,3,x,x,0,0,0,4,1,0,2,x,x,3,x,x,2,x,x,3,x,x,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,1,x,x,2,x,x,2,x,x,2,x,x,2,x,x
485009000,4809000,48,50,9,0,Division No.  9,"1,377",6,7,3,0,0,0,1,x,x,1,x,x,4,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,4,x,x,0,0,0,1,x,x,1,x,x,0,0,0,4,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x
485009002,4809002,48,50,9,2,Clearwater No. 99,"1,377",6,7,3,0,0,0,1,x,x,1,x,x,4,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,4,x,x,0,0,0,1,x,x,1,x,x,0,0,0,4,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x
485011000,4811000,48,50,11,0,Division No. 11,"7,359",104,"1,045",423,45,39,16,31,6,3,57,50,20,62,49,20,50,36,14,37,155,63,6,x,x,33,91,37,31,88,36,11,x,x,59,188,76,15,6,2,42,29,12,19,5,2,35,22,9,25,9,4,4,x,x,37,8,3,25,7,3,12,x,x,41,22,9,16,5,2,7,3,1,8,x,x,33,197,80
485011001,4811001,48,50,11,1,Wetaskiwin County No. 10,"1,416",14,x,x,6,2,1,3,x,x,10,3,1,8,x,x,6,2,0,2,x,x,0,0,0,3,x,x,3,x,x,0,0,0,8,6,2,2,x,x,7,3,1,3,1,0,4,x,x,3,x,x,0,0,0,4,x,x,6,2,0,1,x,x,4,2,0,4,1,0,2,x,x,1,x,x,5,x,x
485011012,4811012,48,50,11,12,Leduc County No. 25,"1,703",20,217,88,12,6,2,8,x,x,11,5,2,15,8,3,11,4,2,9,15,6,2,x,x,8,x,x,8,x,x,4,x,x,15,24,10,5,2,0,12,3,1,2,x,x,8,3,1,8,2,0,2,x,x,9,3,1,4,x,x,5,x,x,9,5,2,2,x,x,2,x,x,1,x,x,6,26,10
485011032,4811032,48,50,11,32,Brazeau No. 77,701,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
485011034,4811034,48,50,11,34,Parkland County,"1,196",17,56,23,4,4,2,3,x,x,7,6,2,6,6,2,6,3,1,4,3,1,0,0,0,2,x,x,2,x,x,0,0,0,8,4,2,0,0,0,5,4,2,2,x,x,5,3,1,2,x,x,0,0,0,4,x,x,2,x,x,2,x,x,5,3,1,3,x,x,1,x,x,2,x,x,7,x,x
485011052,4811052,48,50,11,52,Strathcona County,938,19,71,29,6,5,2,7,2,0,10,5,2,12,5,2,10,10,4,5,8,3,1,x,x,4,x,x,4,x,x,1,x,x,8,5,2,2,x,x,5,3,1,3,1,0,7,5,2,2,x,x,0,0,0,6,2,0,3,1,0,3,1,0,5,4,2,2,x,x,2,x,x,2,x,x,2,x,x
485011059,4811059,48,50,11,59,Sturgeon No. 90,"1,172",17,204,83,9,3,1,5,x,x,10,3,1,10,10,4,10,4,2,8,x,x,1,x,x,8,x,x,7,4,2,3,x,x,10,8,3,4,x,x,5,x,x,5,2,0,7,2,0,6,x,x,2,x,x,7,x,x,2,x,x,0,0,0,10,3,1,3,x,x,0,0,0,0,0,0,7,x,x
485011061,4811061,48,50,11,61,Edmonton,233,16,465,188,8,19,8,4,1,0,9,29,12,10,15,6,7,13,5,9,125,51,1,x,x,7,4,2,6,x,x,2,x,x,10,141,57,2,x,x,8,14,6,4,x,x,4,x,x,4,3,1,0,0,0,6,x,x,7,2,0,1,x,x,8,5,2,2,x,x,0,0,0,1,x,x,6,x,x
486000000,4800000,48,60,0,0,Agricultural Region 6 - RÇgion agricole 6,"9,332",86,394,159,30,16,6,39,10,4,47,18,7,45,21,8,43,13,5,35,20,8,3,1,0,28,10,4,31,8,3,12,2,0,56,34,14,24,68,27,42,11,4,25,6,3,34,7,3,21,x,x,10,2,0,30,9,4,11,x,x,8,x,x,29,12,5,21,4,1,5,x,x,1,x,x,23,110,45
486012000,4812000,48,60,12,0,Division No. 12,"2,939",24,91,37,9,x,x,15,5,2,13,x,x,11,3,1,11,3,1,12,8,3,0,0,0,10,3,1,10,3,1,4,x,x,15,18,7,8,5,2,14,4,2,4,x,x,12,3,1,3,x,x,2,x,x,7,4,1,1,x,x,3,x,x,10,4,2,12,2,0,2,x,x,1,x,x,6,7,3
486012004,4812004,48,60,12,4,Bonnyville No. 87,"1,349",13,50,20,5,5,2,9,3,1,7,4,1,5,2,0,6,2,0,7,4,2,0,0,0,6,3,1,6,2,0,4,x,x,8,4,2,6,x,x,8,3,1,2,x,x,6,2,0,1,x,x,0,0,0,4,3,1,1,x,x,3,x,x,5,2,0,7,2,0,2,x,x,1,x,x,2,x,x
486012014,4812014,48,60,12,14,St. Paul County No. 19,961,8,26,10,1,x,x,6,2,0,3,1,0,3,x,x,3,x,x,2,x,x,0,0,0,2,x,x,2,x,x,0,0,0,5,x,x,0,0,0,4,x,x,0,0,0,4,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,2,x,x,3,x,x,0,0,0,0,0,0,2,x,x
486012022,4812022,48,60,12,22,Smoky Lake County No. 13,629,3,15,6,3,1,0,0,0,0,3,x,x,3,1,0,2,x,x,3,x,x,0,0,0,2,x,x,2,x,x,0,0,0,2,x,x,2,x,x,2,x,x,2,x,x,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,3,x,x,2,x,x,0,0,0,0,0,0,2,x,x
486013000,4813000,48,60,13,0,Division No. 13,"5,466",46,216,87,20,8,3,24,6,2,32,9,4,27,13,5,28,9,4,18,9,4,3,1,0,15,5,2,16,4,2,6,x,x,32,11,5,7,x,x,21,6,2,19,6,2,19,3,1,16,4,2,8,x,x,19,5,2,7,x,x,4,x,x,16,8,3,7,x,x,3,x,x,0,0,0,12,100,41
486013001,4813001,48,60,13,1,Lac Ste. Anne County,"1,255",9,26,10,3,2,0,3,x,x,6,2,0,4,1,0,6,2,0,2,x,x,0,0,0,2,x,x,1,x,x,1,x,x,4,2,0,1,x,x,4,1,0,2,x,x,3,x,x,3,x,x,2,x,x,3,x,x,1,x,x,1,x,x,3,x,x,2,x,x,1,x,x,0,0,0,5,x,x
486013018,4813018,48,60,13,18,Barrhead County No. 11,"1,023",6,7,3,3,x,x,5,x,x,5,x,x,4,x,x,4,x,x,2,x,x,0,0,0,1,x,x,3,x,x,1,x,x,5,x,x,1,x,x,1,x,x,2,x,x,3,x,x,2,x,x,2,x,x,1,x,x,0,0,0,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0
486013028,4813028,48,60,13,28,Westlock No. 92,"1,115",13,138,56,8,3,1,5,2,0,9,3,1,10,6,2,8,3,1,5,4,2,2,x,x,7,3,1,5,2,0,1,x,x,10,5,2,2,x,x,7,2,0,8,2,0,5,x,x,6,x,x,2,x,x,7,2,0,3,x,x,0,0,0,5,4,2,3,x,x,1,x,x,0,0,0,3,x,x
486013029,4813029,48,60,13,29,Woodlands No. 15,360,4,7,3,1,x,x,3,x,x,3,x,x,2,x,x,3,x,x,2,x,x,0,0,0,2,x,x,2,x,x,0,0,0,4,x,x,0,0,0,3,x,x,1,x,x,3,x,x,2,x,x,0,0,0,2,x,x,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x
486013036,4813036,48,60,13,36,Thorhild County No. 7,658,3,3,1,0,0,0,2,x,x,1,x,x,1,x,x,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0
486013044,4813044,48,60,13,44,Athabasca County No. 12,"1,055",11,35,14,5,3,1,6,2,0,8,3,1,6,5,2,6,3,1,5,2,0,1,x,x,3,x,x,5,x,x,2,x,x,8,2,1,2,x,x,5,2,0,5,2,0,4,x,x,3,1,0,2,x,x,5,2,0,1,x,x,1,x,x,5,3,1,1,x,x,1,x,x,0,0,0,2,x,x
486014000,4814000,48,60,14,0,Division No. 14,927,16,87,35,1,x,x,0,0,0,2,x,x,7,4,2,4,1,0,5,2,1,0,0,0,3,1,0,5,2,0,2,x,x,9,5,2,9,x,x,7,2,0,2,x,x,3,1,0,2,x,x,0,0,0,4,x,x,3,x,x,1,x,x,3,x,x,2,x,x,0,0,0,0,0,0,5,3,1
486014003,4814003,48,60,14,3,Yellowhead No. 94,927,16,87,35,1,x,x,0,0,0,2,x,x,7,4,2,4,1,0,5,2,1,0,0,0,3,1,0,5,2,0,2,x,x,9,5,2,9,x,x,7,2,0,2,x,x,3,1,0,2,x,x,0,0,0,4,x,x,3,x,x,1,x,x,3,x,x,2,x,x,0,0,0,0,0,0,5,3,1
487000000,4800000,48,70,0,0,Agricultural Region 7 - RÇgion agricole 7,"7,775",42,225,91,19,49,20,16,x,x,19,27,11,19,x,x,21,7,3,17,21,9,3,2,0,16,7,3,15,12,5,6,3,1,21,x,x,10,x,x,19,x,x,9,x,x,15,7,3,11,x,x,3,2,0,14,8,3,9,x,x,1,x,x,14,x,x,10,x,x,3,x,x,2,x,x,15,12,5
487017000,4817000,48,70,17,0,Division No. 17,"3,088",17,x,x,3,x,x,6,x,x,3,x,x,5,x,x,3,x,x,3,x,x,1,x,x,2,x,x,3,x,x,1,x,x,4,x,x,3,3,1,4,x,x,0,0,0,4,x,x,2,x,x,1,x,x,4,x,x,2,x,x,0,0,0,3,1,0,3,x,x,2,x,x,0,0,0,6,x,x
487017031,4817031,48,70,17,31,Opportunity No. 17,"1,063",14,19,8,1,x,x,4,x,x,1,x,x,4,3,1,2,x,x,2,x,x,0,0,0,1,x,x,2,x,x,0,0,0,4,x,x,2,x,x,4,x,x,0,0,0,4,x,x,1,x,x,0,0,0,3,2,0,1,x,x,0,0,0,3,1,0,3,x,x,2,x,x,0,0,0,6,x,x
487017062,4817062,48,70,17,62,Clear Hills No. 21,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487017076,4817076,48,70,17,76,Northern Lights No. 22,735,2,x,x,2,x,x,1,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487017095,4817095,48,70,17,95,Mackenzie No. 23,699,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487018000,4818000,48,70,18,0,Division No. 18,798,2,x,x,2,x,x,0,0,0,2,x,x,0,0,0,2,x,x,1,x,x,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,2,x,x,2,x,x,0,0,0,2,x,x,2,x,x,0,0,0,2,x,x,1,x,x,0,0,0,1,x,x,2,x,x,1,x,x,1,x,x,1,x,x
487018015,4818015,48,70,18,15,Greenview No. 16,798,2,x,x,2,x,x,0,0,0,2,x,x,0,0,0,2,x,x,1,x,x,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,2,x,x,2,x,x,0,0,0,2,x,x,2,x,x,0,0,0,2,x,x,1,x,x,0,0,0,1,x,x,2,x,x,1,x,x,1,x,x,1,x,x
487019000,4819000,48,70,19,0,Division No. 19,"3,889",23,169,68,14,45,18,10,4,2,14,21,8,14,5,2,16,5,2,13,19,8,2,x,x,12,5,2,10,4,1,3,2,0,16,x,x,5,5,2,13,5,2,9,x,x,9,6,3,7,2,0,2,x,x,8,4,1,6,x,x,1,x,x,10,3,1,5,x,x,0,0,0,1,x,x,8,9,4
487019006,4819006,48,70,19,6,Grande Prairie County No. 1,"1,560",10,65,26,5,x,x,2,x,x,4,2,0,7,3,1,7,3,1,6,3,1,1,x,x,5,2,0,5,2,0,3,2,0,8,12,5,3,x,x,5,3,1,6,x,x,5,6,2,5,x,x,1,x,x,4,2,0,5,1,0,0,0,0,5,1,0,3,x,x,0,0,0,1,x,x,6,x,x
487019041,4819041,48,70,19,41,Smoky River No. 130,527,3,9,4,2,x,x,2,x,x,3,x,x,2,x,x,2,x,x,2,x,x,0,0,0,2,x,x,1,x,x,0,0,0,2,x,x,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
487019049,4819049,48,70,19,49,Birch Hills No. 19,362,2,x,x,1,x,x,1,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x
487019054,4819054,48,70,19,54,Spirit River No. 133,185,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
487019059,4819059,48,70,19,59,Saddle Hills No. 20,660,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487019066,4819066,48,70,19,66,Fairview No. 136,344,3,37,15,3,26,10,3,1,0,3,6,2,2,x,x,3,x,x,2,x,x,1,x,x,2,x,x,1,x,x,0,0,0,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0
487019071,4819071,48,70,19,71,Peace No. 135,251,3,49,20,3,x,x,2,x,x,2,x,x,1,x,x,2,x,x,2,x,x,0,0,0,2,x,x,2,x,x,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,2,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
590000000,5900000,59,0,0,0,British Columbia - Colombie-Britannique,"21,835","1,916","17,586","7,117",748,"3,638","1,472",637,414,167,478,363,147,355,"1,871",757,432,"1,353",547,276,580,235,96,210,85,250,867,351,282,"1,732",701,86,716,290,500,784,317,111,168,68,356,196,79,204,181,73,270,521,211,241,141,57,71,127,52,396,897,363,225,181,73,347,379,153,544,905,366,209,106,43,97,261,106,85,89,36,701,905,366
590100000,5900000,59,1,0,0,Vancouver Island - Coast,"2,992",494,"2,092",847,205,562,228,198,39,16,137,43,17,101,62,25,141,76,31,60,45,18,18,17,7,75,115,46,91,272,110,28,x,x,128,131,53,33,19,8,103,27,11,51,x,x,77,44,18,67,9,3,21,x,x,138,125,50,62,16,7,70,48,19,163,111,45,95,x,x,27,15,6,32,10,4,206,117,47
590117000,5917000,59,1,17,0,Capital Regional District,"1,082",244,713,289,87,125,51,106,20,8,64,x,x,45,x,x,58,x,x,25,x,x,12,16,7,36,49,20,43,x,x,15,x,x,55,81,33,13,14,6,48,x,x,27,x,x,39,38,16,28,x,x,7,x,x,70,89,36,28,x,x,30,x,x,83,67,27,47,x,x,15,3,1,19,7,3,109,67,27
590117005,5917005,59,1,17,5,North Saanich,74,16,23,9,6,1,0,9,1,0,7,1,0,7,1,0,7,2,0,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,3,x,x,1,x,x,3,x,x,3,x,x,3,x,x,5,x,x,1,x,x,3,x,x,2,x,x,3,x,x,11,2,0,3,x,x,0,0,0,2,x,x,8,5,2
590117015,5917015,59,1,17,15,Central Saanich,201,37,302,122,13,55,22,9,2,0,10,6,2,7,2,0,7,6,3,5,23,9,1,x,x,7,25,10,7,x,x,2,x,x,9,45,18,0,0,0,8,4,2,4,x,x,2,x,x,3,x,x,1,x,x,9,x,x,1,x,x,2,x,x,10,26,11,8,3,1,1,x,x,1,x,x,12,9,4
590117021,5917021,59,1,17,21,Saanich,245,45,223,90,15,50,20,17,4,2,10,5,2,3,x,x,7,4,1,2,x,x,0,0,0,2,x,x,3,x,x,1,x,x,7,28,11,1,x,x,6,2,1,1,x,x,8,x,x,2,x,x,0,0,0,10,12,5,3,x,x,3,x,x,19,29,12,6,1,0,5,x,x,4,2,0,16,10,4
590117025,5917025,59,1,17,25,"Capital, Subd. A",293,94,124,50,31,13,5,45,9,4,26,4,2,19,5,2,25,4,2,10,1,0,7,x,x,18,4,1,25,4,2,9,x,x,26,6,2,8,x,x,22,3,1,14,2,0,17,3,1,11,1,0,4,x,x,37,10,4,14,4,2,14,2,0,31,8,3,25,4,1,5,1,0,9,1,0,54,28,12
590117045,5917045,59,1,17,45,"Capital, Subd. B",183,39,35,14,17,5,2,19,2,1,9,x,x,7,x,x,11,2,0,4,x,x,1,x,x,5,x,x,4,x,x,1,x,x,9,1,0,2,x,x,7,x,x,3,x,x,7,x,x,4,x,x,1,x,x,8,x,x,6,x,x,6,x,x,10,x,x,3,x,x,2,x,x,1,x,x,16,14,6
590117055,5917055,59,1,17,55,"Capital, Subd. D",86,13,7,3,5,1,0,7,1,0,2,x,x,2,x,x,1,x,x,2,x,x,1,x,x,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,2,x,x,2,x,x,2,x,x,3,x,x,0,0,0,3,x,x,2,x,x,2,x,x,2,x,x,2,x,x,2,x,x,2,x,x,3,x,x
