AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TOTAL,TOTALF,TOTALR,TOTALC,ONE,ONEF,ONER,ONEC,TWO,TWOF,TWOR,TWOC
473300000,4700000,47,33,0,0,Agricultural Region 3BS - Région agricole 3BS,"1,625","1,891","111,264","647,167","1,200","1,753","98,159","593,350",430,"2,278","147,860","797,452"
473303016,4703016,47,33,3,16,Glen McPherson No. 46,65,"2,387","113,511","673,660",50,"2,076","91,743","596,831",15,"3,425","186,072","929,755"
473303018,4703018,47,33,3,18,Mankota No. 45,165,"2,393","113,699","737,776",125,"2,209","94,912","652,707",40,"2,911","166,643","977,518"
473303048,4703048,47,33,3,48,Pinto Creek No. 75,130,"1,688","120,498","689,434",100,"1,542","103,423","589,780",35,"2,135","172,791","994,625"
473303054,4703054,47,33,3,54,Auvergne No. 76,145,"1,397","109,480","519,804",100,"1,290","104,164","467,583",45,"1,629","121,034","633,329"
473303059,4703059,47,33,3,59,Whiska Creek No. 106,160,"1,275","103,977","632,338",125,"1,200","102,636","616,528",35,"1,561","109,095","692,704"
473303064,4703064,47,33,3,64,Glen Bain No. 105,170,"1,178","100,401","538,465",120,"1,054","79,882","459,817",50,"1,499","153,662","742,616"
473304003,4704003,47,33,4,3,Val Marie No. 17,170,"3,896","144,801","855,601",125,"3,727","123,524","791,800",40,"4,365","203,796","1,032,503"
473304006,4704006,47,33,4,6,Lone Tree No. 18,90,"2,412","120,151","712,736",70,"2,508","115,048","721,531",25,"2,108","136,387","684,751"
473304028,4704028,47,33,4,28,Wise Creek No. 77,125,"1,668","101,280","610,302",95,"1,650","96,062","599,751",30,"1,729","118,982","646,100"
473304034,4704034,47,33,4,34,Grassy Creek No. 78,115,"2,023","101,927","611,152",80,"1,371","66,687","452,371",35,"3,578","185,883","989,425"
473304058,4704058,47,33,4,58,Bone Creek No. 108,145,"1,305","111,527","607,275",100,"1,244","101,050","587,826",45,"1,455","136,972","654,508"
473304061,4704061,47,33,4,61,Lac Pelletier No. 107,150,"1,333","93,785","584,980",110,"1,270","93,057","565,147",45,"1,496","95,658","635,980"
474000000,4700000,47,40,0,0,Agricultural Region 4A - Région agricole 4A,"1,225","2,696","123,770","746,812",835,"2,295","92,927","587,058",395,"3,546","188,979","1,084,566"
474004011,4704011,47,40,4,11,Frontier No. 19,135,"3,313","134,742","818,025",95,"3,438","117,947","761,367",35,"2,972","180,809","973,429"
474004019,4704019,47,40,4,19,Reno No. 51,190,"4,613","129,864","881,643",125,"4,160","103,834","725,122",65,"5,472","179,164","1,178,083"
474004024,4704024,47,40,4,24,White Valley No. 49,225,"2,203","119,717","728,145",165,"1,808","99,889","585,545",65,"3,212","170,391","1,092,566"
474004038,4704038,47,40,4,38,Arlington No. 79,115,"1,641","101,211","517,347",80,"1,531","69,997","431,922",35,"1,909","177,826","727,025"
474004045,4704045,47,40,4,45,Maple Creek No. 111,280,"2,544","140,519","850,727",170,"1,758","87,755","553,256",110,"3,765","222,596","1,313,460"
474004050,4704050,47,40,4,50,Piapot No. 110,165,"2,501","107,672","614,560",110,"2,149","84,187","506,985",55,"3,198","154,207","827,717"
474004054,4704054,47,40,4,54,Carmichael No. 109,130,"1,601","114,904","653,508",95,"1,274","80,035","514,048",35,"2,487","209,547","1,032,042"
474100000,4700000,47,41,0,0,Agricultural Region 4B - Région agricole 4B,"1,320","1,788","115,452","675,975",965,"1,583","105,827","609,912",350,"2,357","142,148","859,208"
474108009,4708009,47,41,8,9,Gull Lake No. 139,115,"1,839","107,794","572,619",75,"1,636","104,994","555,149",40,"2,261","113,628","609,016"
474108016,4708016,47,41,8,16,Big Stick No. 141,100,"2,422","113,446","714,542",65,"2,553","98,941","679,612",30,"2,136","145,262","791,162"
474108021,4708021,47,41,8,21,Enterprise No. 142,120,"1,939","129,319","905,489",90,"1,658","110,625","799,415",35,"2,664","177,706","1,180,032"
474108024,4708024,47,41,8,24,Fox Valley No. 171,160,"1,505","102,844","639,620",120,"1,338","74,820","524,392",45,"1,982","182,915","968,844"
474108028,4708028,47,41,8,28,Pittville No. 169,130,"2,163","103,965","584,120",90,"2,399","99,227","550,267",40,"1,575","115,746","668,293"
474108046,4708046,47,41,8,46,Miry Creek No. 229,180,"1,765","160,456","786,952",130,"1,545","171,801","729,028",50,"2,371","129,258","946,245"
474108053,4708053,47,41,8,53,Clinworth No. 230,150,"2,310","128,774","739,992",115,"1,501","108,238","584,609",45,"4,448","183,048","1,150,647"
474108056,4708056,47,41,8,56,Happyland No. 231,270,"1,179","86,425","574,346",220,"1,117","83,136","558,794",45,"1,458","101,194","644,175"
474108061,4708061,47,41,8,61,Deer Forks No. 232,95,"1,779","121,429","621,190",65,"1,497","113,121","557,858",30,"2,363","138,599","752,076"
475000000,4700000,47,50,0,0,Agricultural Region 5A - Région agricole 5A,"4,595",871,"79,850","415,864","3,385",814,"71,523","378,266","1,210","1,031","103,177","521,189"
475005041,4705041,47,50,5,41,Spy Hill No. 152,130,"1,334","112,428","575,460",80,"1,145","86,439","433,460",50,"1,653","156,283","815,086"
475005047,4705047,47,50,5,47,Langenburg No. 181,200,800,"93,019","466,002",145,752,"82,800","424,761",55,925,"119,774","573,979"
475005051,4705051,47,50,5,51,Fertile Belt No. 183,265,919,"82,680","406,539",205,838,"69,172","354,123",65,"1,173","124,866","570,236"
475005057,4705057,47,50,5,57,Grayson No. 184,200,"1,011","75,782","405,754",135,902,"69,751","362,422",60,"1,253","89,205","502,200"
475005063,4705063,47,50,5,63,McLeod No. 185,270,840,"75,198","411,252",215,833,"72,642","402,884",50,870,"86,076","446,859"
475005067,4705067,47,50,5,67,Stanley No. 215,250,786,"70,357","380,968",195,793,"67,367","373,811",55,763,"80,361","404,909"
475005073,4705073,47,50,5,73,Cana No. 214,265,715,"69,838","344,104",200,708,"65,928","331,407",65,739,"81,749","382,781"
475005077,4705077,47,50,5,77,Saltcoats No. 213,230,840,"85,226","397,701",165,744,"74,206","353,394",60,"1,101","115,035","517,547"
475005093,4705093,47,50,5,93,Churchbridge No. 211,265,899,"92,344","448,375",195,843,"74,404","388,933",70,"1,054","142,576","614,814"
475006042,4706042,47,50,6,42,Abernethy No. 186,190,980,"114,246","558,839",135,877,"95,302","496,031",60,"1,204","155,239","694,752"
475006048,4706048,47,50,6,48,North Qu'Appelle No. 187,140,854,"78,479","503,102",100,784,"63,619","440,286",45,"1,004","110,511","638,504"
475006091,4706091,47,50,6,91,Cupar No. 218,245,936,"77,190","412,535",180,904,"75,447","398,820",65,"1,024","82,044","450,726"
475006096,4706096,47,50,6,96,Lipton No. 217,215,911,"72,679","423,166",160,844,"64,259","394,553",60,"1,088","95,226","499,788"
475006099,4706099,47,50,6,99,Tullymet No. 216,145,957,"94,890","519,458",105,797,"88,027","473,221",40,"1,372","112,632","639,000"
475009001,4709001,47,50,9,1,Calder No. 241,190,889,"69,909","389,346",145,856,"68,518","367,626",45,987,"74,052","454,051"
475009006,4709006,47,50,9,6,Wallace No. 243,260,809,"86,404","447,421",185,730,"72,260","392,455",75,"1,000","120,572","580,196"
475009011,4709011,47,50,9,11,Orkney No. 244,300,678,"66,752","357,006",220,670,"62,576","337,800",80,701,"78,378","410,491"
475009019,4709019,47,50,9,19,Garry No. 245,205,865,"62,786","358,916",160,837,"59,338","329,787",45,961,"74,629","458,969"
475010003,4710003,47,50,10,3,Ituna Bon Accord No. 246,220,894,"61,144","350,725",175,890,"56,345","340,134",50,908,"78,643","389,338"
475010008,4710008,47,50,10,8,Kellross No. 247,225,813,"83,981","354,519",170,759,"86,886","324,679",55,990,"74,441","452,483"
475010014,4710014,47,50,10,14,Touchwood No. 248,170,916,"75,865","396,771",120,820,"63,364","346,541",50,"1,140","104,789","512,987"
475100000,4700000,47,51,0,0,Agricultural Region 5B - Région agricole 5B,"4,945",857,"75,703","395,159","3,715",786,"67,177","359,468","1,225","1,074","101,580","503,487"
475109023,4709023,47,51,9,23,Insinger No. 275,215,901,"65,457","351,628",170,836,"61,093","333,345",45,"1,157","82,616","423,515"
475109029,4709029,47,51,9,29,Good Lake No. 274,220,814,"59,259","332,457",165,776,"49,468","307,454",60,927,"87,944","405,712"
475109033,4709033,47,51,9,33,Sliding Hills No. 273,225,832,"85,404","460,402",165,723,"72,655","401,710",55,"1,167","124,348","639,679"
475109037,4709037,47,51,9,37,Cote No. 271,190,950,"88,130","431,476",150,840,"74,561","383,523",35,"1,411","145,047","632,615"
475109042,4709042,47,51,9,42,St. Philips No. 301,140,799,"61,999","334,813",110,633,"42,541","282,444",30,"1,402","132,698","525,086"
475109046,4709046,47,51,9,46,Keys No. 303,165,750,"62,283","345,450",125,665,"51,764","285,985",35,"1,036","97,820","546,345"
475109049,4709049,47,51,9,49,Buchanan No. 304,195,796,"71,458","372,432",150,738,"69,623","355,612",45,976,"77,199","425,036"
475109054,4709054,47,51,9,54,Invermay No. 305,195,815,"56,264","328,052",145,748,"47,654","287,128",45,"1,032","84,389","461,737"
475109060,4709060,47,51,9,60,Hazel Dell No. 335,235,910,"48,705","290,407",165,948,"49,956","296,887",70,820,"45,756","275,131"
475109062,4709062,47,51,9,62,Preeceville No. 334,370,680,"44,988","277,790",255,622,"34,881","255,027",115,807,"67,293","328,025"
475109067,4709067,47,51,9,67,Clayton No. 333,315,801,"67,925","342,516",235,674,"53,184","281,276",85,"1,162","109,812","516,527"
475109075,4709075,47,51,9,75,Livingston No. 331,160,871,"62,885","317,179",125,819,"52,774","266,356",35,"1,051","97,715","492,235"
475110026,4710026,47,51,10,26,Kutawa No. 278,110,827,"63,342","385,317",75,731,"54,142","345,404",35,"1,060","85,366","480,867"
475110031,4710031,47,51,10,31,Emerald No. 277,225,828,"65,292","392,058",175,770,"59,112","359,656",60,"1,003","83,939","489,834"
475110036,4710036,47,51,10,36,Foam Lake No. 276,335,930,"81,116","422,912",260,877,"73,421","399,786",75,"1,113","107,542","502,334"
475110041,4710041,47,51,10,41,Elfros No. 307,185,873,"84,326","437,244",140,788,"73,615","401,892",45,"1,137","117,392","546,372"
475110046,4710046,47,51,10,46,Big Quill No. 308,220,877,"124,753","485,580",170,760,"121,947","428,819",55,"1,257","133,940","671,443"
475110061,4710061,47,51,10,61,Lakeside No. 338,135,"1,054","130,114","632,928",110,934,"110,054","564,144",30,"1,484","202,328","880,549"
475110066,4710066,47,51,10,66,Lakeview No. 337,170,948,"87,777","456,817",120,838,"73,197","401,012",50,"1,226","124,834","598,656"
475110071,4710071,47,51,10,71,Sasman No. 336,270,"1,001","98,537","508,913",205,935,"94,161","470,274",65,"1,212","112,542","632,557"
475114021,4714021,47,51,14,21,Kelvington No. 366,205,922,"75,854","391,007",155,901,"72,500","369,353",50,986,"86,181","457,665"
475114023,4714023,47,51,14,23,Ponass Lake No. 367,245,786,"74,661","403,195",185,710,"64,147","367,463",60,"1,018","106,373","510,979"
475114026,4714026,47,51,14,26,Spalding No. 368,205,879,"106,850","505,438",150,834,"98,053","475,753",50,"1,012","132,733","592,780"
476000000,4700000,47,60,0,0,Agricultural Region 6A - Région agricole 6A,"3,880","1,150","118,927","538,156","2,790","1,053","105,618","482,764","1,085","1,399","153,119","680,460"
476006053,4706053,47,60,6,53,Lumsden No. 189,275,749,"100,501","526,514",170,667,"77,943","421,305",105,887,"138,097","701,863"
476006059,4706059,47,60,6,59,Dufferin No. 190,185,"1,315","89,428","528,521",130,"1,213","74,294","501,426",50,"1,576","127,845","597,300"
476006063,4706063,47,60,6,63,Sarnia No. 221,185,"1,213","92,051","491,054",150,"1,128","83,740","438,248",35,"1,554","125,517","703,707"
476006070,4706070,47,60,6,70,Longlaketon No. 219,305,889,"76,134","432,122",225,856,"67,573","405,017",85,980,"99,521","506,162"
476006071,4706071,47,60,6,71,McKillop No. 220,160,967,"83,826","396,189",115,918,"71,103","343,746",50,"1,083","114,041","520,742"
476007091,4707091,47,60,7,91,Craik No. 222,135,"1,566","121,293","638,452",105,"1,331","101,553","513,306",30,"2,405","191,698","1,084,806"
476010021,4710021,47,60,10,21,Mount Hope No. 279,230,"1,356","123,323","600,919",155,"1,308","113,890","563,103",75,"1,461","143,869","683,284"
476010052,4710052,47,60,10,52,Prairie Rose No. 309,140,"1,185","405,537","805,391",95,"1,055","529,025","859,308",50,"1,447","155,933","696,410"
476010056,4710056,47,60,10,56,Leroy No. 339,215,"1,012","118,665","618,128",160,807,"96,063","508,200",60,"1,574","180,627","919,482"
476011003,4711003,47,60,11,3,Last Mountain Valley No. 250,195,"1,144","104,385","493,105",145,972,"82,335","416,296",50,"1,654","170,088","721,966"
476011006,4711006,47,60,11,6,Big Arm No. 251,125,"1,511","151,153","630,263",95,"1,308","124,441","555,408",25,"2,232","246,129","896,415"
476011011,4711011,47,60,11,11,Arm River No. 252,115,"1,241","106,836","535,449",90,"1,167","95,633","516,120",25,"1,494","145,186","601,612"
476011034,4711034,47,60,11,34,McCraney No. 282,185,"1,292","104,640","515,960",150,"1,178","92,298","476,957",40,"1,731","152,385","666,840"
476011039,4711039,47,60,11,39,Wood Creek No. 281,140,"1,508","137,086","615,064",100,"1,293","113,807","540,126",35,"2,135","204,928","833,457"
476011042,4711042,47,60,11,42,Wreford No. 280,115,"1,517","122,156","614,990",85,"1,470","99,529","565,014",30,"1,662","191,653","768,490"
476011046,4711046,47,60,11,46,Usborne No. 310,170,"1,285","131,549","534,483",115,"1,206","106,880","475,238",50,"1,455","185,076","663,034"
476011052,4711052,47,60,11,52,Morris No. 312,165,"1,182","113,498","575,261",125,"1,075","94,208","503,993",45,"1,496","170,023","784,091"
476011059,4711059,47,60,11,59,Lost River No. 313,110,"1,052","84,395","470,971",80,"1,013","74,565","442,820",35,"1,150","109,764","543,617"
476011069,4711069,47,60,11,69,Blucher No. 343,225,889,"89,365","487,401",140,890,"86,595","479,032",85,887,"94,137","501,819"
476011076,4711076,47,60,11,76,Colonsay No. 342,145,948,"86,993","461,274",110,827,"73,691","397,330",40,"1,307","126,541","651,379"
476011091,4711091,47,60,11,91,Viscount No. 341,165,"1,226","148,764","532,824",105,"1,043","99,781","455,103",60,"1,575","242,434","681,447"
476011096,4711096,47,60,11,96,Wolverine No. 340,185,"1,065","126,264","502,887",130,992,"103,670","437,667",50,"1,255","185,913","675,067"
476100000,4700000,47,61,0,0,Agricultural Region 6B - Région agricole 6B,"3,925",931,"106,393","530,755","2,615",931,"97,749","500,255","1,305",930,"123,715","591,873"
476107076,4707076,47,61,7,76,Huron No. 223,80,"2,365","155,146","796,946",65,"2,395","150,448","730,574",20,"2,273","169,709","1,002,700"
476111016,4711016,47,61,11,16,Willner No. 253,135,"1,349","119,124","560,617",105,"1,261","100,888","523,502",25,"1,696","190,714","706,329"
476111018,4711018,47,61,11,18,Loreburn No. 254,225,"1,102","97,793","483,899",175,"1,017","91,227","430,594",50,"1,401","121,036","672,601"
476111026,4711026,47,61,11,26,Rudy No. 284,190,"1,023","120,461","521,728",125,"1,004","104,255","466,772",60,"1,061","153,645","634,255"
476111031,4711031,47,61,11,31,Rosedale No. 283,180,"1,176","110,711","573,017",135,"1,168","117,204","584,456",45,"1,198","93,350","542,435"
476111061,4711061,47,61,11,61,Dundurn No. 314,105,"2,285","123,788","720,852",65,"2,906","138,398","786,380",40,"1,261","99,683","612,733"
476111065,4711065,47,61,11,65,Corman Park No. 344,"1,075",466,"76,550","451,165",620,478,"61,368","437,224",450,450,"97,421","470,329"
476112011,4712011,47,61,12,11,Milden No. 286,160,"1,173","121,568","709,835",105,973,"102,213","576,229",50,"1,618","164,624","1,007,039"
476112020,4712020,47,61,12,20,Fertile Valley No. 285,225,"1,215","123,525","588,685",180,"1,196","122,716","571,275",40,"1,293","126,927","661,967"
476112026,4712026,47,61,12,26,Montrose No. 315,150,"1,239","100,143","470,019",105,"1,137","81,156","409,774",50,"1,449","139,257","594,123"
476112029,4712029,47,61,12,29,Harris No. 316,130,"1,429","184,864","574,582",95,"1,371","207,953","542,346",35,"1,577","125,581","657,348"
476112050,4712050,47,61,12,50,Perdue No. 346,155,"1,196","123,043","580,595",100,"1,098","106,195","507,716",55,"1,377","154,244","715,555"
476112054,4712054,47,61,12,54,Vanscoy No. 345,320,719,"92,842","443,839",190,632,"78,837","385,253",130,844,"113,048","528,362"
476112064,4712064,47,61,12,64,Eagle Creek No. 376,145,"1,385","136,930","708,438",95,"1,331","143,980","739,008",50,"1,489","123,253","649,131"
476115026,4715026,47,61,15,26,Laird No. 404,290,653,"115,846","551,438",220,620,"104,117","523,820",75,746,"149,182","629,933"
476115031,4715031,47,61,15,31,Rosthern No. 403,350,666,"111,469","514,480",235,602,"85,643","440,912",115,797,"164,011","664,154"
477000000,4700000,47,70,0,0,Agricultural Region 7A - Région agricole 7A,"2,240","1,449","123,328","700,571","1,545","1,323","105,625","609,097",695,"1,726","162,575","903,366"
477008065,4708065,47,70,8,65,Chesterfield No. 261,220,"1,930","148,663","759,358",150,"1,708","113,811","661,659",70,"2,417","225,338","974,298"
477008071,4708071,47,70,8,71,Newcombe No. 260,145,"1,568","117,207","656,454",100,"1,608","110,844","617,939",40,"1,479","131,669","743,988"
477008074,4708074,47,70,8,74,Snipe Lake No. 259,290,"1,382","130,615","797,862",170,"1,117","96,385","622,772",120,"1,772","181,229","1,056,756"
477012001,4712001,47,70,12,1,Pleasant Valley No. 288,135,"1,408","136,222","657,988",90,"1,292","117,442","577,553",40,"1,677","179,884","844,999"
477012004,4712004,47,70,12,4,St. Andrews No. 287,210,"1,103","136,931","777,902",135,"1,025","132,305","714,938",75,"1,247","145,444","893,757"
477012034,4712034,47,70,12,34,Marriott No. 317,150,"1,351","124,036","639,311",100,"1,115","99,784","496,777",50,"1,820","172,065","921,584"
477012038,4712038,47,70,12,38,Mountain View No. 318,160,"1,216","111,923","679,577",110,"1,091","98,277","610,332",50,"1,477","140,528","824,726"
477013006,4713006,47,70,13,6,Kindersley No. 290,370,"1,456","115,967","676,670",275,"1,424","108,700","633,916",100,"1,547","136,495","797,438"
477013011,4713011,47,70,13,11,Milton No. 292,100,"1,681","117,892","708,206",80,"1,409","97,563","546,644",20,"2,631","189,043","1,273,673"
