AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TFAREA,NTSMFRTC,TSMFRTC,ETSMFRTC,NTARHRV,TARHRV,ETARHRV,NSTWBRYC,STWBRYC,ESTWBRYC,NSTWBRYH,STWBRYH,ESTWBRYH,NRASPBC,RASPBC,ERASPBC,NRASPBH,RASPBH,ERASPBH,NBLUEBC,BLUEBC,EBLUEBC,NBLUEBH,BLUEBH,EBLUEBH,NCRANBC,CRANBC,ECRANBC,NCRANBH,CRANBH,ECRANBH,NGRAPESC,GRAPESC,EGRAPESC,NGRAPESH,GRAPESH,EGRAPESH,NOTHBERC,OTHBERC,EOTHBERC,NOTHBERH,OTHBERH,EOTHBERH
476011096,4711096,47,60,11,96,Wolverine No. 340,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476100000,4700000,47,61,0,0,Agricultural Region 6B - RÇgion agricole 6B,"3,923",58,267,108,44,192,78,21,65,26,18,61,25,18,x,x,15,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,46,187,76,33,119,48
476107076,4707076,47,61,7,76,Huron No. 223,82,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
476111016,4711016,47,61,11,16,Willner No. 253,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476111018,4711018,47,61,11,18,Loreburn No. 254,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476111026,4711026,47,61,11,26,Rudy No. 284,192,5,9,4,4,8,3,3,x,x,3,x,x,5,x,x,4,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x
476111031,4711031,47,61,11,31,Rosedale No. 283,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476111061,4711061,47,61,11,61,Dundurn No. 314,106,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476111065,4711065,47,61,11,65,Corman Park No. 344,"1,071",34,177,72,25,143,58,13,50,20,10,x,x,8,x,x,7,10,4,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,29,115,47,22,84,34
476112011,4712011,47,61,12,11,Milden No. 286,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476112020,4712020,47,61,12,20,Fertile Valley No. 285,224,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
476112026,4712026,47,61,12,26,Montrose No. 315,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476112029,4712029,47,61,12,29,Harris No. 316,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476112050,4712050,47,61,12,50,Perdue No. 346,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476112054,4712054,47,61,12,54,Vanscoy No. 345,320,7,x,x,6,18,7,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,x,x,5,x,x
476112064,4712064,47,61,12,64,Eagle Creek No. 376,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476115026,4715026,47,61,15,26,Laird No. 404,292,8,x,x,6,x,x,3,x,x,3,x,x,3,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,x,x,4,15,6
476115031,4715031,47,61,15,31,Rosthern No. 403,352,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477000000,4700000,47,70,0,0,Agricultural Region 7A - RÇgion agricole 7A,"2,239",10,82,33,8,57,23,5,x,x,5,18,7,3,x,x,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,47,19,5,x,x
477008065,4708065,47,70,8,65,Chesterfield No. 261,224,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
477008071,4708071,47,70,8,71,Newcombe No. 260,144,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x
477008074,4708074,47,70,8,74,Snipe Lake No. 259,290,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
477012001,4712001,47,70,12,1,Pleasant Valley No. 288,133,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
477012004,4712004,47,70,12,4,St. Andrews No. 287,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477012034,4712034,47,70,12,34,Marriott No. 317,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477012038,4712038,47,70,12,38,Mountain View No. 318,161,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
477013006,4713006,47,70,13,6,Kindersley No. 290,371,3,9,4,3,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
477013011,4713011,47,70,13,11,Milton No. 292,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477013016,4713016,47,70,13,16,Antelope Park No. 322,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477013019,4713019,47,70,13,19,Prairiedale No. 321,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477013024,4713024,47,70,13,24,Oakdale No. 320,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477013028,4713028,47,70,13,28,Winslow No. 319,164,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477100000,4700000,47,71,0,0,Agricultural Region 7B - RÇgion agricole 7B,"2,327",5,8,3,5,6,2,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,x,x,4,x,x
477112042,4712042,47,71,12,42,Biggar No. 347,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477112069,4712069,47,71,12,69,Glenside No. 377,119,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
477112072,4712072,47,71,12,72,Rosemount No. 378,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477112076,4712076,47,71,12,76,Prairie No. 408,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477113032,4713032,47,71,13,32,Grandview No. 349,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477113038,4713038,47,71,13,38,Mariposa No. 350,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477113041,4713041,47,71,13,41,Progress No. 351,162,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
477113046,4713046,47,71,13,46,Heart's Hill No. 352,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477113049,4713049,47,71,13,49,Eye Hill No. 382,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477113056,4713056,47,71,13,56,Grass Lake No. 381,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477113059,4713059,47,71,13,59,Tramping Lake No. 380,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477113064,4713064,47,71,13,64,Reford No. 379,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477113068,4713068,47,71,13,68,Buffalo No. 409,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477113072,4713072,47,71,13,72,Round Valley No. 410,148,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x
477113076,4713076,47,71,13,76,Senlac No. 411,110,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
478000000,4700000,47,80,0,0,Agricultural Region 8A - RÇgion agricole 8A,"3,115",19,40,16,12,21,8,9,x,x,8,x,x,5,x,x,4,2,0,0,0,0,0,0,0,2,x,x,1,x,x,1,x,x,1,x,x,12,24,10,6,x,x
478014001,4714001,47,80,14,1,Hudson Bay No. 394,291,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
478014006,4714006,47,80,14,6,Porcupine No. 395,348,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x
478014034,4714034,47,80,14,34,Barrier Valley No. 397,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478014035,4714035,47,80,14,35,Pleasantdale No. 398,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478014038,4714038,47,80,14,38,Bjorkdale No. 426,311,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478014043,4714043,47,80,14,43,Tisdale No. 427,227,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
478014047,4714047,47,80,14,47,Star City No. 428,239,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478014053,4714053,47,80,14,53,Willow Creek No. 458,268,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
478014056,4714056,47,80,14,56,Connaught No. 457,227,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0
478014059,4714059,47,80,14,59,Arborfield No. 456,187,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0
478014067,4714067,47,80,14,67,Moose Range No. 486,363,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478014072,4714072,47,80,14,72,Nipawin No. 487,283,6,15,6,4,8,3,3,7,3,3,5,2,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,x,x,3,x,x
478100000,4700000,47,81,0,0,Agricultural Region 8B - RÇgion agricole 8B,"3,154",21,46,18,14,x,x,6,x,x,6,14,6,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,9,7,4,2
478115001,4715001,47,81,15,1,St. Peter No. 369,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478115007,4715007,47,81,15,7,Humboldt No. 370,253,4,3,1,3,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x
478115011,4715011,47,81,15,11,Bayne No. 371,247,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0
478115014,4715014,47,81,15,14,Grant No. 372,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478115018,4715018,47,81,15,18,Aberdeen No. 373,204,3,3,1,3,2,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x
478115036,4715036,47,81,15,36,Fish Creek No. 402,169,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
478115039,4715039,47,81,15,39,Hoodoo No. 401,259,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x
478115044,4715044,47,81,15,44,Three Lakes No. 400,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478115048,4715048,47,81,15,48,Lake Lenore No. 399,147,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x
478115051,4715051,47,81,15,51,Flett's Springs No. 429,235,4,19,8,3,x,x,3,x,x,3,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
478115054,4715054,47,81,15,54,Invergordon No. 430,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478115057,4715057,47,81,15,57,St. Louis No. 431,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478115067,4715067,47,81,15,67,Birch Hills No. 460,198,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
478115071,4715071,47,81,15,71,Kinistino No. 459,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479000000,4700000,47,90,0,0,Agricultural Region 9A - RÇgion agricole 9A,"5,008",47,167,68,39,118,48,18,60,24,17,36,15,19,x,x,19,x,x,1,x,x,1,x,x,2,x,x,2,x,x,0,0,0,0,0,0,34,79,32,26,56,23
479014077,4714077,47,90,14,77,Torch River No. 488,530,8,18,7,7,16,6,3,x,x,3,x,x,3,1,0,3,1,0,1,x,x,1,x,x,2,x,x,2,x,x,0,0,0,0,0,0,5,x,x,4,2,0
479015061,4715061,47,90,15,61,Duck Lake No. 463,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479015064,4715064,47,90,15,64,Prince Albert No. 461,405,5,18,7,5,17,7,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,x,x,5,x,x
479015079,4715079,47,90,15,79,Garden River No. 490,198,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
479015094,4715094,47,90,15,94,Buckland No. 491,261,7,21,8,7,21,8,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,6,5,14,6
479015099,4715099,47,90,15,99,Paddockwood No. 520,203,3,x,x,3,11,4,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x
479016005,4716005,47,90,16,5,Mayfield No. 406,145,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
479016008,4716008,47,90,16,8,Great Bend No. 405,182,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
479016013,4716013,47,90,16,13,Blaine Lake No. 434,165,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
479016018,4716018,47,90,16,18,Redberry No. 435,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479016023,4716023,47,90,16,23,Douglas No. 436,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479016028,4716028,47,90,16,28,North Battleford No. 437,225,3,6,2,3,4,2,2,x,x,2,x,x,3,x,x,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x
479016033,4716033,47,90,16,33,Round Hill No. 467,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479016038,4716038,47,90,16,38,Meeting Lake No. 466,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479016041,4716041,47,90,16,41,Leask No. 464,263,3,2,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,x,x
479016046,4716046,47,90,16,46,Shellbrook No. 493,307,5,x,x,4,x,x,3,x,x,3,x,x,3,x,x,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,2,x,x
479016051,4716051,47,90,16,51,Canwood No. 494,441,4,7,3,3,3,1,3,x,x,3,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0
479016056,4716056,47,90,16,56,Spiritwood No. 496,415,4,9,4,4,5,2,3,x,x,3,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,3,x,x
479016062,4716062,47,90,16,62,Medstead No. 497,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479016075,4716075,47,90,16,75,Big River No. 555,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479100000,4700000,47,91,0,0,Agricultural Region 9B - RÇgion agricole 9B,"3,259",18,61,25,12,30,12,6,17,7,6,17,7,8,x,x,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,x,x,5,9,4
479112078,4712078,47,91,12,78,Battle River No. 438,164,3,4,2,2,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x
479113079,4713079,47,91,13,79,Manitou Lake No. 442,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479113092,4713092,47,91,13,92,Hillsdale No. 440,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479113096,4713096,47,91,13,96,Cut Knife No. 439,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479117001,4717001,47,91,17,1,Meota No. 468,163,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479117008,4717008,47,91,17,8,Turtle River No. 469,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479117013,4717013,47,91,17,13,Paynton No. 470,86,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
479117017,4717017,47,91,17,17,Eldon No. 471,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479117022,4717022,47,91,17,22,Wilton No. 472,257,3,x,x,3,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x
479117028,4717028,47,91,17,28,Britannia No. 502,260,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479117032,4717032,47,91,17,32,Frenchman Butte No. 501,275,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
479117045,4717045,47,91,17,45,Mervin No. 499,292,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479117047,4717047,47,91,17,47,Parkdale No. 498,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479117054,4717054,47,91,17,54,Meadow Lake No. 588,422,4,23,9,3,8,3,1,x,x,1,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,2,x,x
479117056,4717056,47,91,17,56,Loon Lake No. 561,214,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
479117062,4717062,47,91,17,62,Beaver River No. 622,206,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
480000000,4800000,48,0,0,0,Alberta,"59,007",473,"1,634",661,393,"1,074",434,236,454,184,224,374,151,191,188,76,178,155,63,6,1,0,5,1,0,4,x,x,3,x,x,3,x,x,2,x,x,270,988,400,179,543,220
481000000,4800000,48,10,0,0,Agricultural Region 1 - RÇgion agricole 1,"3,389",14,20,8,10,8,3,8,5,2,7,4,2,5,3,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,5,3,x,x
481001000,4801000,48,10,1,0,Division No.  1,"1,817",8,10,4,5,4,2,3,1,0,2,x,x,4,x,x,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,x,x,2,x,x
481001003,4801003,48,10,1,3,Cypress No. 1,"1,046",6,x,x,4,x,x,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,x,x,2,x,x
481001008,4801008,48,10,1,8,Forty Mile County No. 8,771,2,x,x,1,x,x,1,x,x,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481004000,4804000,48,10,4,0,Division No.  4,"1,572",6,9,4,5,4,1,5,3,1,5,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,1,x,x
