AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TFAREA,NTCHICK,TCHICK,NBROILER,BROILER,NPULETS,PULETS,NLAYHEN,LAYHEN,NHENHTCH,HENHTCH,NTURKEY,TURKEY,NOTHPLT,OTHPLT,NBROILPD,BROILPD,GBROILPD,NTURKPRD,TURKPRD,GTURKPRD,NHATCHNM,HATCHNM,NTCATTL,TCATTL,NBULLS,BULLS,NTOTCOW,TOTCOW,NMLKCOW,MLKCOW,NBFCOWS,BFCOWS,NHEIFER,HEIFER,NSTEERS,STEERS,NCALFU1,CALFU1,NTOPIGS,TOPIGS,NBOARS,BOARS,NSOWS,SOWS,NTOTOTP,TOTOTP,NTSHEEP,TSHEEP,NRAMS,RAMS,NEWEWETH,EWEWETH,NLAMBS,LAMBS,NHORSES,HORSES,NGOATS,GOATS,NRABBIT,RABBIT,NMINK,MINK,NFOX,FOX,NBISON,BISON,NDEER,DEER,NLAMAS,LAMAS,NOTHLIV,NBEES,BEES
471105007,4705007,47,11,5,7,Martin No. 122,123,11,507,3,x,2,x,10,262,0,0,5,35,3,55,6,"2,925","6,449",2,x,x,0,0,78,"9,463",62,251,74,"4,024",2,x,73,x,56,703,29,884,74,"3,601",5,44,2,x,2,x,5,x,4,385,3,6,4,x,3,x,28,151,1,x,2,x,0,0,0,0,0,0,5,172,2,x,4,1,x
471105011,4705011,47,11,5,11,Silverwood No. 123,163,13,844,6,294,5,240,9,310,0,0,2,x,5,80,8,"1,037","2,286",3,141,311,0,0,110,"13,212",95,274,108,"6,019",2,x,107,x,79,"1,177",52,531,102,"5,211",3,x,2,x,3,x,3,x,1,x,0,0,1,x,1,x,35,319,1,x,3,16,0,0,0,0,0,0,0,0,0,0,1,0,0
471105014,4705014,47,11,5,14,Kingsley No. 124,171,12,901,5,x,2,x,8,379,0,0,1,x,0,0,6,966,"2,130",0,0,0,0,0,87,"8,620",66,153,82,"3,943",11,538,75,"3,405",59,852,36,516,82,"3,156",4,x,1,x,1,x,4,x,0,0,0,0,0,0,0,0,29,635,1,x,2,x,0,0,0,0,0,0,0,0,0,0,1,0,0
471105018,4705018,47,11,5,18,Chester No. 125,187,21,"1,610",8,736,4,240,18,634,0,0,7,51,7,64,12,"2,651","5,844",4,390,860,0,0,84,"7,622",67,148,78,"3,214",3,43,77,"3,171",64,"1,114",38,437,75,"2,709",9,"1,237",5,7,6,117,8,"1,113",7,156,5,6,6,73,6,77,28,262,0,0,2,x,0,0,0,0,0,0,0,0,0,0,1,1,x
471105027,4705027,47,11,5,27,Wolseley No. 155,188,12,"1,463",4,x,2,x,10,563,0,0,1,x,5,48,6,"1,415","3,120",2,x,x,0,0,96,"8,042",72,174,91,"3,828",10,464,86,"3,364",65,822,31,327,91,"2,891",8,324,3,4,4,37,8,283,3,x,3,8,3,x,3,x,27,360,3,3,3,33,0,0,0,0,0,0,0,0,0,0,2,1,x
471105028,4705028,47,11,5,28,Elcapo No. 154,210,18,"1,939",12,913,4,440,11,586,0,0,1,x,1,x,7,"1,538","3,391",0,0,0,0,0,117,"12,531",101,324,115,"5,895",4,276,114,"5,619",90,"1,166",42,412,111,"4,734",3,x,2,x,2,x,3,x,2,x,2,x,2,x,2,x,32,378,1,x,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
471105033,4705033,47,11,5,33,Willowdale No. 153,149,14,692,4,390,3,75,11,227,0,0,3,62,7,x,3,390,860,2,x,x,0,0,93,"9,306",74,222,88,"4,370",2,x,86,x,75,904,32,308,86,"3,502",2,x,0,0,0,0,2,x,6,318,6,22,5,153,5,143,18,117,7,39,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
471105037,4705037,47,11,5,37,Rocanville No. 151,174,8,470,3,x,1,x,5,290,0,0,1,x,3,x,6,"1,182","2,606",0,0,0,0,0,113,"12,867",85,257,108,"4,431",6,124,104,"4,307",78,"1,999",38,"2,373",109,"3,807",9,953,2,x,3,x,9,x,3,73,1,x,3,40,3,x,49,293,6,19,3,15,0,0,0,0,0,0,3,x,0,0,4,2,x
472000000,4700000,47,20,0,0,Agricultural Region 2A - RÇgion agricole 2A,"1,788",119,"11,999",64,"7,760",34,"1,611",79,"2,628",0,0,31,768,46,691,74,"26,277","57,931",37,"9,346","20,604",0,0,653,"62,991",492,"1,645",613,"27,481",32,646,602,"26,835",465,"6,653",241,"3,304",591,"23,908",41,"1,351",13,30,17,128,38,"1,193",24,"1,239",13,35,22,564,22,640,294,"2,098",27,225,10,384,0,0,0,0,3,149,5,348,3,x,7,3,x
472002033,4702033,47,20,2,33,Lomond No. 37,129,5,"1,800",5,x,1,x,1,x,0,0,3,143,1,x,4,"5,231","11,532",4,"2,562","5,648",0,0,73,"9,380",44,260,65,"3,816",5,53,63,"3,763",52,"1,225",25,575,64,"3,504",7,128,1,x,1,x,7,x,2,x,0,0,0,0,2,x,32,115,4,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472002037,4702037,47,20,2,37,Cymri No. 36,173,9,735,1,x,2,x,8,510,0,0,3,31,3,15,3,726,"1,601",1,x,x,0,0,74,"7,437",56,191,70,"2,885",3,x,69,x,55,819,30,936,67,"2,606",5,59,2,x,2,x,5,48,2,x,1,x,2,x,2,x,29,133,1,x,3,36,0,0,0,0,0,0,0,0,0,0,2,2,x
472002042,4702042,47,20,2,42,Griffin No. 66,155,8,475,3,267,3,80,6,128,0,0,1,x,3,13,3,315,694,2,x,x,0,0,58,"4,717",45,117,54,"2,194",3,x,53,x,38,442,23,202,51,"1,762",6,71,0,0,2,x,5,x,3,43,1,x,3,22,2,x,26,284,4,5,1,x,0,0,0,0,0,0,0,0,2,x,1,0,0
472002044,4702044,47,20,2,44,Weyburn No. 67,219,15,"1,152",9,745,3,68,11,339,0,0,4,39,4,48,6,711,"1,567",3,303,668,0,0,57,"5,722",41,117,54,"2,508",4,x,53,x,45,677,26,481,54,"1,939",5,72,1,x,2,x,5,x,2,x,2,x,2,x,2,x,28,253,3,4,0,0,0,0,0,0,1,x,0,0,0,0,0,0,0
472002051,4702051,47,20,2,51,Brokenshell No. 68,129,11,632,4,400,2,x,9,x,0,0,2,x,5,30,4,"1,519","3,349",3,"1,859","4,098",0,0,60,"5,827",48,166,56,"2,656",3,x,56,x,38,582,11,70,52,"2,353",4,x,2,x,2,x,4,x,2,x,0,0,2,x,2,x,36,600,3,11,1,x,0,0,0,0,1,x,1,x,0,0,1,0,0
472002052,4702052,47,20,2,52,Norton No. 69,147,16,"1,273",9,609,7,314,14,350,0,0,3,54,8,26,8,"1,233","2,718",3,192,423,0,0,71,"7,167",61,160,69,"3,354",3,x,69,x,54,605,30,176,69,"2,872",3,119,1,x,1,x,3,x,7,268,3,5,7,117,6,146,44,298,2,x,1,x,0,0,0,0,0,0,0,0,0,0,1,1,x
472002061,4702061,47,20,2,61,Elmsthorpe No. 100,146,18,"1,656",11,"1,043",5,264,8,349,0,0,4,65,7,259,15,"2,336","5,150",9,698,"1,539",0,0,72,"6,921",60,178,70,"3,142",1,x,70,x,49,624,23,227,68,"2,750",2,x,1,x,2,x,1,x,1,x,1,x,1,x,1,x,28,129,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472002066,4702066,47,20,2,66,Caledonia No. 99,148,7,"1,315",4,960,3,150,5,205,0,0,4,129,3,x,4,"1,905","4,200",4,"1,578","3,479",0,0,48,"5,127",38,145,43,"2,127",2,x,42,x,31,613,20,326,42,"1,916",1,x,1,x,1,x,1,x,3,240,3,17,3,104,3,119,25,97,3,18,0,0,0,0,0,0,1,x,2,x,0,0,1,0,0
472002069,4702069,47,20,2,69,Scott No. 98,170,4,86,1,x,0,0,3,x,0,0,0,0,1,x,6,"3,176","7,002",3,258,569,0,0,22,"1,604",17,39,21,721,3,x,19,x,17,160,11,52,18,632,1,x,1,x,1,x,0,0,0,0,0,0,0,0,0,0,10,29,0,0,0,0,0,0,0,0,0,0,2,x,0,0,0,0,0
472002073,4702073,47,20,2,73,Wellington No. 97,180,12,"1,400",8,925,6,310,7,165,0,0,4,75,7,100,11,"5,221","11,510",2,x,x,0,0,52,"3,388",37,131,47,"1,466",3,38,45,"1,428",38,344,20,149,47,"1,298",5,113,1,x,1,x,5,x,1,x,1,x,1,x,1,x,23,93,3,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
472002076,4702076,47,20,2,76,Fillmore No. 96,192,14,"1,475",9,"1,036",2,x,7,x,0,0,3,181,4,74,10,"3,904","8,607",3,266,586,0,0,66,"5,701",45,141,64,"2,612",2,x,63,x,48,562,22,110,59,"2,276",2,x,2,x,2,x,2,x,1,x,1,x,1,x,1,x,13,67,3,x,4,x,0,0,0,0,0,0,0,0,1,x,0,0,0
472100000,4700000,47,21,0,0,Agricultural Region 2B - RÇgion agricole 2B,"3,192",218,"424,300",112,"186,147",51,"145,276",140,"92,877",0,0,57,"6,876",88,"3,958",165,"1,213,770","2,675,905",74,"16,506","36,390",1,x,"1,007","84,564",691,"2,021",910,"34,511",117,"3,779",853,"30,732",683,"11,563",397,"8,163",902,"28,306",92,"15,444",34,172,43,"1,348",84,"13,924",75,"3,375",42,83,66,"1,520",62,"1,772",506,"5,650",54,534,43,904,0,0,0,0,1,x,6,316,7,28,13,15,624
472106001,4706001,47,21,6,1,Montmartre No. 126,248,24,"2,508",17,"1,692",6,404,13,412,0,0,7,226,10,68,21,"6,062","13,364",7,472,"1,041",0,0,140,"11,761",110,326,129,"5,262",10,94,127,"5,168",96,"1,164",60,612,130,"4,397",7,78,0,0,1,x,7,x,3,x,1,x,3,x,2,x,39,"1,306",2,x,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0
472106004,4706004,47,21,6,4,Francis No. 127,297,23,x,11,x,7,x,16,x,0,0,6,174,7,135,17,x,x,8,"1,778","3,920",0,0,118,"9,313",87,203,110,"3,928",25,827,98,"3,101",92,"1,176",59,984,109,"3,022",13,331,1,x,4,x,12,325,7,135,2,x,4,x,6,73,35,342,4,19,5,24,0,0,0,0,0,0,1,x,1,x,2,1,x
472106011,4706011,47,21,6,11,Lajord No. 128,220,14,"8,402",6,x,4,x,9,"5,524",0,0,4,39,3,x,7,"4,945","10,902",3,344,758,0,0,31,"2,424",23,35,30,"1,110",7,266,28,844,25,301,11,116,27,862,2,x,1,x,2,x,1,x,6,375,4,7,6,162,5,206,18,89,4,74,3,6,0,0,0,0,0,0,2,x,0,0,0,0,0
472106013,4706013,47,21,6,13,Bratt's Lake No. 129,189,5,483,4,x,1,x,2,x,0,0,1,x,1,x,3,581,"1,281",0,0,0,0,0,6,71,1,x,5,x,1,x,4,x,3,x,0,0,1,x,2,x,0,0,0,0,2,x,0,0,0,0,0,0,0,0,6,88,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x
472106016,4706016,47,21,6,16,Redburn No. 130,166,5,711,3,625,0,0,3,86,0,0,1,x,4,152,5,"1,392","3,069",2,x,x,0,0,28,"2,086",22,52,25,956,1,x,24,x,17,209,11,40,26,829,5,233,2,x,3,x,5,201,3,313,3,8,3,109,3,196,23,117,1,x,1,x,0,0,0,0,0,0,0,0,1,x,1,0,0
472106021,4706021,47,21,6,21,Pense No. 160,205,9,"15,650",5,x,2,x,6,x,0,0,1,x,2,x,5,"10,538","23,232",2,x,x,1,x,45,"4,946",32,98,41,"1,826",2,x,40,x,29,572,19,566,42,"1,884",6,"3,688",5,31,5,337,6,"3,320",4,83,3,3,4,36,4,44,24,131,3,3,4,15,0,0,0,0,0,0,0,0,0,0,4,0,0
472106026,4706026,47,21,6,26,Sherwood No. 159,244,19,x,12,x,6,x,10,295,0,0,7,x,9,632,14,x,x,6,580,"1,279",0,0,28,"2,204",14,x,24,x,1,x,23,x,20,x,11,150,19,x,2,x,2,x,1,x,1,x,10,247,6,12,10,123,8,112,29,345,6,18,4,5,0,0,0,0,0,0,1,x,1,x,1,5,211
472106029,4706029,47,21,6,29,Edenwold No. 158,406,28,"29,474",14,x,4,x,17,727,0,0,6,147,13,195,26,x,x,11,"1,496","3,298",0,0,133,"7,762",79,193,123,"3,412",27,"1,011",107,"2,401",101,"1,162",57,312,118,"2,683",13,"2,282",3,14,6,195,13,"2,073",11,248,6,13,10,118,10,117,93,483,6,245,8,40,0,0,0,0,0,0,0,0,0,0,2,2,x
472106034,4706034,47,21,6,34,South Qu'Appelle No. 157,314,30,"19,312",15,"17,763",10,745,21,804,0,0,7,167,13,183,25,x,x,6,959,"2,114",0,0,153,"9,498",93,167,134,"4,349",25,972,121,"3,377",96,"1,046",54,460,147,"3,476",10,"1,492",5,15,7,148,7,"1,329",5,77,3,x,4,43,2,x,77,"1,374",6,13,4,31,0,0,0,0,0,0,0,0,0,0,0,4,x
472106038,4706038,47,21,6,38,Indian Head No. 156,166,10,615,5,375,0,0,7,240,0,0,5,175,4,176,6,814,"1,795",4,239,527,0,0,71,"6,026",52,197,67,"2,888",4,x,66,x,45,589,22,514,65,"1,838",7,65,3,6,3,9,6,50,2,x,2,x,2,x,2,x,29,543,3,4,3,x,0,0,0,0,0,0,0,0,1,x,1,0,0
472107001,4707001,47,21,7,1,Baildon No. 131,181,15,x,3,x,2,x,13,x,0,0,5,438,8,x,6,"4,272","9,418",6,"4,182","9,220",0,0,75,"6,418",55,192,69,"2,944",4,68,66,"2,876",47,603,26,227,67,"2,452",7,"1,726",2,x,2,x,7,x,4,x,2,x,2,x,4,x,46,231,7,34,5,x,0,0,0,0,1,x,2,x,0,0,2,1,x
472107036,4707036,47,21,7,36,Caron No. 162,135,8,x,2,x,1,x,7,332,0,0,3,26,6,117,7,"2,267","4,998",6,796,"1,755",0,0,62,"5,166",48,169,57,"2,173",3,x,56,x,38,656,20,337,58,"1,831",6,321,2,x,1,x,6,x,9,774,5,14,9,335,8,425,31,370,3,23,2,x,0,0,0,0,0,0,0,0,2,x,0,1,x
472107038,4707038,47,21,7,38,Moose Jaw No. 161,256,18,"1,695",7,350,5,501,11,844,0,0,4,x,6,132,12,"1,778","3,920",10,"2,616","5,767",0,0,77,"13,270",45,222,63,"3,378",5,161,60,"3,217",49,"2,728",31,"3,725",61,"3,217",8,x,6,32,6,x,8,x,7,122,4,7,6,52,6,63,40,182,6,77,0,0,0,0,0,0,0,0,0,0,1,x,0,0,0
472107042,4707042,47,21,7,42,Marquis No. 191,165,10,882,8,617,3,90,5,175,0,0,0,0,2,x,11,"2,615","5,765",3,x,x,0,0,40,"3,619",30,117,33,"1,626",2,x,33,x,25,389,16,120,32,"1,367",4,44,2,x,2,x,3,x,4,x,1,x,3,x,2,x,16,49,1,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0
473000000,4700000,47,30,0,0,Agricultural Region 3AN - RÇgion agricole 3AN,"1,445",99,"11,007",55,"7,981",24,"1,100",60,"1,926",0,0,22,x,13,229,53,x,x,19,"4,323","9,531",0,0,669,"81,099",536,"2,192",627,"36,770",19,94,619,"36,676",471,"7,255",242,"2,807",602,"32,075",44,"3,522",17,70,19,789,43,"2,663",28,"1,008",16,27,26,465,24,516,235,"1,532",20,145,20,525,0,0,0,0,2,x,2,x,2,x,6,2,x
473003068,4703068,47,30,3,68,Gravelbourg No. 104,187,10,"1,160",8,972,3,99,4,89,0,0,3,132,0,0,5,"1,442","3,179",2,x,x,0,0,53,"4,335",43,89,49,"2,081",2,x,48,x,34,239,21,111,48,"1,815",7,51,1,x,2,x,7,x,3,54,1,x,2,x,3,x,13,42,2,x,1,x,0,0,0,0,2,x,0,0,0,0,1,0,0
473003074,4703074,47,30,3,74,Sutton No. 103,152,11,"2,231",10,"1,456",6,531,5,244,0,0,5,169,2,x,10,"2,284","5,035",3,x,x,0,0,34,"2,252",25,62,27,"1,022",2,x,27,x,25,222,13,56,26,890,1,x,1,x,1,x,1,x,4,x,2,x,4,x,4,x,19,67,2,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0
473003093,4703093,47,30,3,93,Lake Johnston No. 102,115,4,318,3,x,1,x,3,73,0,0,0,0,1,x,3,613,"1,351",0,0,0,0,0,38,"3,496",32,72,35,"1,614",2,x,34,x,29,300,10,20,34,"1,490",1,x,0,0,0,0,1,x,2,x,1,x,1,x,2,x,13,71,2,x,2,x,0,0,0,0,0,0,0,0,1,x,1,0,0
473003096,4703096,47,30,3,96,Terrell No. 101,143,14,"1,081",5,573,3,100,11,408,0,0,3,x,1,x,8,"1,821","4,015",3,193,425,0,0,94,"14,465",73,294,92,"6,422",4,12,90,"6,410",63,"1,247",37,913,87,"5,589",12,356,4,4,5,29,12,323,2,x,2,x,2,x,2,x,36,330,2,x,1,x,0,0,0,0,0,0,0,0,0,0,2,0,0
473007004,4707004,47,30,7,4,Hillsborough No. 132,45,5,344,3,250,1,x,3,x,0,0,1,x,1,x,1,x,x,0,0,0,0,0,32,"5,134",23,148,28,"2,305",0,0,28,"2,305",20,587,10,150,27,"1,944",1,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,19,184,3,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473007006,4707006,47,30,7,6,Rodgers No. 133,100,5,480,3,401,1,x,3,x,0,0,1,x,1,x,3,x,x,1,x,x,0,0,49,"7,768",42,240,48,"3,048",1,x,48,x,34,803,14,663,47,"3,014",2,x,1,x,1,x,2,x,0,0,0,0,0,0,0,0,11,27,2,x,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0
473007011,4707011,47,30,7,11,Shamrock No. 134,129,10,426,1,x,3,x,10,250,0,0,2,x,2,x,3,186,410,2,x,x,0,0,71,"7,489",49,211,64,"3,215",3,22,61,"3,193",47,937,25,337,65,"2,789",6,"1,340",3,x,3,x,5,x,4,251,4,7,4,104,4,140,23,349,3,14,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0
473007029,4707029,47,30,7,29,Chaplin No. 164,88,6,324,1,x,1,x,5,x,0,0,1,x,1,x,0,0,0,0,0,0,0,0,60,"8,888",51,184,59,"4,363",1,x,59,x,46,591,26,122,55,"3,628",3,100,2,x,2,x,3,x,2,x,1,x,2,x,1,x,20,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473007032,4707032,47,30,7,32,Wheatlands No. 163,101,5,x,3,x,1,x,1,x,0,0,2,x,1,x,2,x,x,1,x,x,0,0,61,"7,895",52,238,59,"3,670",2,x,59,x,38,652,19,120,56,"3,215",2,x,1,x,1,x,2,x,1,x,0,0,1,x,0,0,22,139,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473007047,4707047,47,30,7,47,Eyebrow No. 193,148,14,943,9,698,2,x,7,x,0,0,2,x,2,x,7,"1,102","2,429",3,322,710,0,0,51,"4,970",41,128,44,"2,248",2,x,43,x,39,476,25,120,44,"1,998",4,96,1,x,1,x,4,x,4,242,3,5,4,114,4,123,21,96,3,41,3,x,0,0,0,0,0,0,1,x,0,0,1,2,x
473007053,4707053,47,30,7,53,Enfield No. 194,158,4,x,2,x,0,0,2,x,0,0,0,0,0,0,4,"1,537","3,389",1,x,x,0,0,87,"9,687",74,349,85,"4,629",0,0,85,"4,629",67,811,30,140,77,"3,758",2,x,1,x,1,x,2,x,4,152,1,x,4,x,3,x,21,61,0,0,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0
473007071,4707071,47,30,7,71,Maple Bush No. 224,79,11,971,7,675,2,x,6,x,0,0,2,x,1,x,7,"1,146","2,526",3,"1,052","2,319",0,0,39,"4,720",31,177,37,"2,153",0,0,37,"2,153",29,390,12,55,36,"1,945",3,x,2,x,2,x,3,x,2,x,1,x,2,x,1,x,17,81,0,0,2,x,0,0,0,0,0,0,1,x,1,x,1,0,0
473100000,4700000,47,31,0,0,Agricultural Region 3AS - RÇgion agricole 3AS,"2,596",192,"54,975",86,"10,131",47,"9,154",142,"35,690",0,0,32,682,48,"1,166",89,"23,190","51,125",36,"8,487","18,711",0,0,"1,306","170,335","1,073","4,301","1,257","76,941",61,592,"1,240","76,349",903,"16,751",504,"6,651","1,193","65,691",76,"6,414",18,61,28,709,72,"5,644",70,"7,861",45,124,67,"3,493",63,"4,244",544,"4,121",37,274,25,109,0,0,0,0,1,x,3,26,2,x,16,0,0
473102006,4702006,47,31,2,6,Souris Valley No. 7,154,5,x,1,x,1,x,5,x,0,0,2,x,0,0,3,644,"1,420",4,x,x,0,0,53,"4,334",37,94,51,"1,935",4,x,49,x,35,427,19,222,49,"1,656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,90,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0
473102011,4702011,47,31,2,11,Lake Alma No. 8,123,10,x,2,x,1,x,10,x,0,0,0,0,4,7,2,x,x,0,0,0,0,0,75,"8,894",61,239,74,"4,105",5,30,72,"4,075",59,804,30,128,70,"3,618",4,22,0,0,0,0,4,22,7,203,4,7,7,84,7,112,34,506,1,x,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0
473102014,4702014,47,31,2,14,Surprise Valley No. 9,105,5,60,0,0,0,0,5,60,0,0,0,0,2,x,1,x,x,0,0,0,0,0,74,"12,136",67,271,72,"5,376",1,x,72,x,53,"1,289",29,649,66,"4,551",4,79,2,x,3,x,3,59,1,x,1,x,1,x,1,x,36,356,2,x,1,x,0,0,0,0,0,0,3,26,0,0,1,0,0
473102018,4702018,47,31,2,18,Happy Valley No. 10,69,5,x,2,x,2,x,4,73,0,0,1,x,2,x,0,0,0,0,0,0,0,0,47,"8,741",43,195,46,"3,944",4,7,46,"3,937",33,664,19,563,44,"3,375",3,68,0,0,0,0,3,68,1,x,0,0,1,x,0,0,25,105,1,x,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
473102024,4702024,47,31,2,24,Bengough No. 40,160,27,"2,552",12,"1,657",8,415,20,480,0,0,4,97,5,20,13,"3,371","7,432",6,"1,631","3,596",0,0,120,"15,542",104,340,113,"6,958",4,44,113,"6,914",82,"1,241",52,774,108,"6,229",7,58,0,0,1,x,7,x,7,683,4,7,6,298,6,378,53,200,7,75,4,11,0,0,0,0,0,0,0,0,0,0,1,0,0
473102026,4702026,47,31,2,26,The Gap No. 39,130,10,x,4,192,3,70,9,x,0,0,1,x,0,0,3,x,x,0,0,0,0,0,73,"7,820",58,198,71,"3,569",2,x,71,x,56,741,32,153,67,"3,159",3,x,0,0,1,x,2,x,1,x,1,x,1,x,1,x,29,835,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473102029,4702029,47,31,2,29,Laurier No. 38,150,8,x,3,225,1,x,5,85,0,0,1,x,1,x,4,"1,007","2,220",2,x,x,0,0,72,"7,734",51,198,66,"3,622",4,25,65,"3,597",46,578,25,78,68,"3,258",1,x,0,0,0,0,1,x,4,117,3,3,4,53,3,61,29,302,2,x,1,x,0,0,0,0,0,0,0,0,0,0,2,0,0
473102057,4702057,47,31,2,57,Key West No. 70,185,22,x,9,955,8,405,18,x,0,0,5,67,6,91,10,"3,206","7,068",5,858,"1,892",0,0,87,"6,852",65,253,80,"3,160",6,72,78,"3,088",60,605,34,153,77,"2,681",6,130,1,x,1,x,6,x,5,973,5,16,5,395,5,562,27,66,5,57,2,x,0,0,0,0,0,0,0,0,1,x,2,0,0
473103001,4703001,47,31,3,1,Hart Butte No. 11,120,6,x,1,x,1,x,6,x,0,0,0,0,1,x,1,x,x,0,0,0,0,0,58,"6,770",45,148,55,"3,295",1,x,55,x,36,527,20,171,52,"2,629",3,x,0,0,1,x,3,50,5,123,3,4,5,44,5,75,28,126,2,x,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0
473103006,4703006,47,31,3,6,Poplar Valley No. 12,113,9,713,5,379,3,125,6,209,0,0,3,20,4,26,4,363,800,3,101,223,0,0,56,"8,765",44,166,52,"3,983",4,39,49,"3,944",34,"1,161",22,689,51,"2,766",5,173,4,5,5,27,3,141,5,443,2,x,5,x,4,238,27,129,2,x,1,x,0,0,0,0,0,0,0,0,0,0,1,0,0
473103011,4703011,47,31,3,11,Old Post No. 43,205,22,"2,087",14,"1,325",7,433,15,329,0,0,5,177,3,9,13,"2,580","5,688",3,x,x,0,0,160,"30,142",141,851,157,"13,749",6,127,156,"13,622",120,"3,188",67,987,142,"11,367",8,x,1,x,2,x,8,142,12,"3,683",7,51,12,"1,712",10,"1,920",82,451,5,39,2,x,0,0,0,0,1,x,0,0,0,0,2,0,0
473103022,4703022,47,31,3,22,Waverley No. 44,146,11,x,5,337,1,x,8,112,0,0,2,x,3,3,4,376,829,0,0,0,0,0,97,"18,688",84,497,96,"7,840",4,21,95,"7,819",71,"2,503",38,950,91,"6,898",6,x,1,x,2,x,6,x,10,657,5,14,9,320,9,323,44,509,0,0,1,x,0,0,0,0,0,0,0,0,0,0,4,0,0
473103026,4703026,47,31,3,26,Willow Bunch No. 42,192,12,x,5,736,1,x,7,195,0,0,2,x,5,20,8,"2,045","4,508",6,"1,010","2,227",0,0,103,"13,291",87,355,101,"6,090",3,11,100,"6,079",64,"1,189",30,260,94,"5,397",10,"1,133",4,16,7,209,10,908,4,x,4,7,4,x,4,x,42,142,4,10,1,x,0,0,0,0,0,0,0,0,1,x,1,0,0
473103029,4703029,47,31,3,29,Excel No. 71,187,8,x,5,"2,385",3,x,5,x,0,0,3,131,3,x,7,"5,267","11,612",3,x,x,0,0,83,"7,389",63,176,78,"3,388",6,111,75,"3,277",55,582,40,265,78,"2,978",7,x,3,x,3,x,7,x,2,x,0,0,1,x,2,x,25,112,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473103034,4703034,47,31,3,34,Lake of the Rivers No. 72,158,6,x,3,310,2,x,3,39,0,0,0,0,2,x,3,x,x,0,0,0,0,0,39,"3,783",30,82,38,"1,820",0,0,38,"1,820",23,253,12,63,37,"1,565",0,0,0,0,0,0,0,0,3,x,3,5,3,x,3,x,11,32,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473103038,4703038,47,31,3,38,Stonehenge No. 73,246,15,762,7,411,4,x,11,x,0,0,0,0,5,39,7,"1,538","3,391",1,x,x,0,0,62,"5,076",54,146,61,"2,209",4,8,61,"2,201",42,617,14,82,55,"2,022",0,0,0,0,0,0,0,0,1,x,1,x,1,x,1,x,19,89,2,x,2,x,0,0,0,0,0,0,0,0,0,0,1,0,0
473103042,4703042,47,31,3,42,Wood River No. 74,153,11,x,8,790,1,x,5,155,0,0,3,35,2,x,6,"1,609","3,547",3,197,434,0,0,47,"4,378",39,92,46,"1,898",3,x,45,x,34,382,21,464,44,"1,542",9,x,2,x,2,x,9,409,2,x,2,x,2,x,2,x,18,71,0,0,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0
473200000,4700000,47,32,0,0,Agricultural Region 3BN - RÇgion agricole 3BN,"2,775",178,"120,163",67,"56,453",31,"19,545",144,"44,165",0,0,36,"1,025",79,"10,317",88,"558,257","1,230,746",26,"4,840","10,670",1,x,"1,232","132,740",914,"3,353","1,148","58,469",71,"1,698","1,119","56,771",854,"13,001",508,"7,547","1,112","50,370",111,"56,456",42,809,53,"4,416",100,"51,231",76,"4,896",46,93,71,"2,236",65,"2,567",547,"2,399",33,227,17,415,0,0,0,0,5,215,20,898,11,35,24,8,35
473207014,4707014,47,32,7,14,Lawtonia No. 135,162,10,"5,102",5,"1,910",2,x,7,x,0,0,4,x,5,x,5,529,"1,166",2,x,x,0,0,82,"8,399",70,253,78,"3,758",2,x,77,x,61,761,33,438,78,"3,189",11,"5,938",4,23,4,350,10,"5,565",3,120,1,x,3,x,2,x,27,89,3,11,0,0,0,0,0,0,0,0,4,482,1,x,2,1,x
