AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTFAREA,NTOTVEG,TOTVEG,ETOTVEG,NSWCORN,SWCORN,ESWCORN,NTOMATO,TOMATO,ETOMATO,NCUCUMB,CUCUMB,ECUCUMB,NGRPEAS,GRPEAS,EGRPEAS,NBEANS,BEANS,EBEANS,NCABAGE,CABAGE,ECABAGE,NCHINCAB,CHINCAB,ECHINCAB,NCLFLWR,CLFLWR,ECLFLWR,NBROCLI,BROCLI,EBROCLI,NBRSPRT,BRSPRT,EBRSPRT,NCARROT,CARROT,ECARROT,NRTBAGA,RTBAGA,ERTBAGA,NBEETS,BEETS,EBEETS,NRADISH,RADISH,ERADISH,NONIONS,ONIONS,EONIONS,NSHALOT,SHALOT,ESHALOT,NCELERY,CELERY,ECELERY,NLETUCE,LETUCE,ELETUCE,NSPNACH,SPNACH,ESPNACH,NPEPPER,PEPPER,EPEPPER,NSQPUMP,SQPUMP,ESQPUMP,NASPPROD,ASPPROD,EASPPROD,NASPNPRD,ASPNPRD,EASPNPRD,NRHBARB,RHBARB,ERHBARB,NOTHVEG,OTHVEG,EOTHVEG,NNURSERY,NURSERY,ENURSERY,NSOD,SOD,ESOD,NTUNGLAS,TUNGLAS,FTUNGLAS,NTOTGRN,TOTGRN,FTOTGRN,NFLOWER,FLOWER,FFLOWER,NGRNVEG,NGRNHTOM,FGRNHTOM,NGRNHCUC,GRNHCUC,FGRNHCUC,NGRNHLET,GRNHLET,FGRNHLET,NGRNHOVEG,GRNHOVEG,FGRNHOVEG,NVEGTRN,VEGTRN,FVEGTRN,NGRNOTHER,GRNOTHER,FGRNOTHER,NMUSHRM,MUSHRM,FMUSHRM
470017032,47,0,17,32,4717032,- Frenchman Butte No. 501,265,2,x,x,2,x,x,1,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470017045,47,0,17,45,4717045,- Mervin No. 499,303,3,3,1,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470017047,47,0,17,47,4717047,- Parkdale No. 498,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470017054,47,0,17,54,4717054,- Meadow Lake No. 588,408,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470017056,47,0,17,56,4717056,- Loon Lake No. 561,215,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470017062,47,0,17,62,4717062,- Beaver River No. 622,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
471000000,47,10,0,0,4700000,- Agricultural Region - RÇgion agricole 1A,"2,467",4,14,6,4,7,3,2,x,x,2,x,x,3,1,x,2,x,x,1,x,x,0,0,0,2,x,x,2,x,x,1,x,x,2,x,x,0,0,0,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,6,"26,828","2,492",6,"26,828","2,492",6,x,x,0,0,0,0,0,0,0,0,0,1,x,x,5,"3,334",310,0,0,0,0,0,0
471100000,47,11,0,0,4700000,- Agricultural Region - RÇgion agricole 1B,"2,404",1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,8,"29,488","2,740",8,"27,720","2,575",8,"15,208","1,413",3,x,x,0,0,0,0,0,0,1,x,x,4,x,x,0,0,0,0,0,0
472000000,47,20,0,0,4700000,- Agricultural Region - RÇgion agricole 2A,"2,018",2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,10,"35,454","3,294",10,"21,034","1,954",10,"18,008","1,673",0,0,0,0,0,0,0,0,0,0,0,0,5,x,x,2,x,x,0,0,0
472100000,47,21,0,0,4700000,- Agricultural Region - RÇgion agricole 2B,"3,401",15,30,12,10,15,6,4,x,x,6,2,1,3,x,x,2,x,x,3,x,x,2,x,x,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,2,x,x,0,0,0,3,1,x,0,0,0,0,0,0,0,0,0,1,x,x,2,x,x,2,x,x,0,0,0,1,x,x,2,x,x,1,x,x,11,118,48,1,x,x,23,"271,442","25,218",23,x,x,21,"221,204","20,551",3,x,x,1,x,x,0,0,0,1,x,x,4,x,x,2,x,x,0,0,0
473000000,47,30,0,0,4700000,- Agricultural Region - RÇgion agricole 3AN,"1,607",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
473100000,47,31,0,0,4700000,- Agricultural Region - RÇgion agricole 3AS,"2,825",5,59,24,3,1,x,2,x,x,1,x,x,2,x,x,2,x,x,3,x,x,1,x,x,1,x,x,0,0,0,0,0,0,3,1,x,2,x,x,2,x,x,2,x,x,3,1,x,1,x,x,1,x,x,2,x,x,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,2,x,x,0,0,0,8,"14,216","1,321",8,"10,716",996,7,"9,700",901,2,x,x,1,x,x,0,0,0,0,0,0,6,300,28,2,x,x,1,x,x
473200000,47,32,0,0,4700000,- Agricultural Region - RÇgion agricole 3BN,"2,942",6,37,15,6,11,4,6,2,1,6,3,1,6,2,1,2,x,x,5,3,1,0,0,0,3,1,x,2,x,x,0,0,0,6,2,1,4,x,x,6,1,x,5,2,1,5,2,1,2,x,x,0,0,0,4,1,x,0,0,0,1,x,x,3,1,x,1,x,x,1,x,x,4,1,x,1,x,x,4,13,5,0,0,0,7,"51,222","4,759",7,"44,073","4,095",5,x,x,3,x,x,2,x,x,1,x,x,1,x,x,3,x,x,0,0,0,0,0,0
473300000,47,33,0,0,4700000,- Agricultural Region - RÇgion agricole 3BS,"1,721",3,x,x,2,x,x,2,x,x,1,x,x,2,x,x,2,x,x,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,2,x,x,0,0,0,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,5,"32,596","3,028",5,"12,722","1,182",5,"10,693",993,0,0,0,0,0,0,0,0,0,0,0,0,3,"2,029",189,0,0,0,0,0,0
474000000,47,40,0,0,4700000,- Agricultural Region - RÇgion agricole 4A,"1,205",1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,x,x,5,x,x,1,x,x,1,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
474100000,47,41,0,0,4700000,- Agricultural Region - RÇgion agricole 4B,"1,436",1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
475000000,47,50,0,0,4700000,- Agricultural Region - RÇgion agricole 5A,"5,232",7,11,4,7,x,x,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,7,50,20,0,0,0,24,"63,382","5,888",24,"43,377","4,030",21,"32,262","2,997",3,x,x,2,x,x,1,x,x,0,0,0,19,"10,533",979,0,0,0,0,0,0
475100000,47,51,0,0,4700000,- Agricultural Region - RÇgion agricole 5B,"5,519",8,6,2,5,1,1,1,x,x,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x,5,17,7,1,x,x,21,"50,300","4,673",21,"27,374","2,543",17,"18,439","1,713",5,x,x,2,x,x,1,x,x,5,670,62,11,"7,775",722,0,0,0,0,0,0
476000000,47,60,0,0,4700000,- Agricultural Region - RÇgion agricole 6A,"4,239",15,228,92,12,104,42,8,2,1,7,18,7,7,9,4,6,4,2,9,52,21,0,0,0,8,6,2,4,1,1,0,0,0,8,7,3,6,x,x,6,x,x,2,x,x,6,4,2,4,1,x,0,0,0,1,x,x,1,x,x,4,x,x,6,16,6,0,0,0,0,0,0,0,0,0,0,0,0,5,14,6,0,0,0,16,"96,800","8,993",16,"74,904","6,959",14,"59,424","5,521",2,x,x,0,0,0,0,0,0,1,x,x,9,x,x,0,0,0,0,0,0
476100000,47,61,0,0,4700000,- Agricultural Region - RÇgion agricole 6B,"3,972",36,175,71,28,82,33,17,3,1,20,6,3,17,6,3,15,3,1,13,14,6,0,0,0,12,2,1,9,1,1,2,x,x,20,9,4,8,x,x,13,2,1,7,3,1,14,3,1,5,1,x,3,x,x,8,2,1,7,1,1,13,3,1,16,19,8,5,1,x,3,x,x,11,2,1,10,x,x,14,254,103,3,460,186,37,"354,259","32,912",37,"313,346","29,111",26,"244,182","22,685",7,"8,898",827,4,x,x,1,x,x,6,x,x,13,"21,199","1,969",6,x,x,1,x,x
477000000,47,70,0,0,4700000,- Agricultural Region - RÇgion agricole 7A,"2,439",6,25,10,4,x,x,5,2,1,5,2,1,3,x,x,1,x,x,5,2,1,1,x,x,2,x,x,2,x,x,1,x,x,5,1,x,0,0,0,3,1,x,4,2,1,3,2,1,2,x,x,1,x,x,2,x,x,0,0,0,1,x,x,3,1,1,0,0,0,0,0,0,1,x,x,1,x,x,4,x,x,0,0,0,6,"5,824",541,6,"5,824",541,6,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0
477100000,47,71,0,0,4700000,- Agricultural Region - RÇgion agricole 7B,"2,419",4,40,16,3,21,9,2,x,x,3,1,1,1,x,x,1,x,x,3,7,3,1,x,x,1,x,x,2,x,x,0,0,0,3,1,1,2,x,x,2,x,x,3,x,x,3,3,1,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,3,28,11,0,0,0,5,"9,280",862,5,"9,160",851,5,"7,620",708,1,x,x,1,x,x,0,0,0,0,0,0,3,x,x,0,0,0,0,0,0
478000000,47,80,0,0,4700000,- Agricultural Region - RÇgion agricole 8A,"3,235",12,19,8,9,6,3,4,x,x,7,1,x,5,2,1,4,x,x,7,x,x,1,x,x,3,x,x,2,x,x,1,x,x,7,x,x,1,x,x,3,x,x,1,x,x,2,x,x,1,x,x,0,0,0,4,x,x,0,0,0,2,x,x,4,x,x,0,0,0,0,0,0,1,x,x,1,x,x,4,x,x,0,0,0,14,"87,900","8,166",14,"78,570","7,299",11,"53,410","4,962",1,x,x,1,x,x,0,0,0,0,0,0,10,"11,440","1,063",2,x,x,0,0,0
478100000,47,81,0,0,4700000,- Agricultural Region - RÇgion agricole 8B,"3,419",14,49,20,8,23,10,3,x,x,6,1,x,4,2,1,4,2,1,3,1,x,0,0,0,2,x,x,1,x,x,0,0,0,9,7,3,2,x,x,4,1,x,4,1,x,7,2,1,1,x,x,2,x,x,3,x,x,3,x,x,2,x,x,4,1,x,0,0,0,1,x,x,1,x,x,6,5,2,3,x,x,2,x,x,9,"44,416","4,126",9,"44,316","4,117",9,"36,006","3,345",2,x,x,1,x,x,0,0,0,0,0,0,3,x,x,1,x,x,0,0,0
479000000,47,90,0,0,4700000,- Agricultural Region - RÇgion agricole 9A,"5,074",32,187,76,28,68,28,11,2,1,13,5,2,13,3,1,11,11,5,11,29,12,4,1,x,9,2,1,7,1,1,3,1,x,15,19,8,7,x,x,8,2,1,6,4,1,11,4,2,7,1,1,2,x,x,7,1,x,2,x,x,3,x,x,10,12,5,4,x,x,6,1,x,5,1,x,5,4,2,15,293,119,3,304,123,23,"98,072","9,111",23,"70,905","6,587",16,"42,459","3,945",5,"3,670",341,4,x,x,0,0,0,0,0,0,13,"15,851","1,473",2,x,x,0,0,0
479100000,47,91,0,0,4700000,- Agricultural Region - RÇgion agricole 9B,"3,266",16,110,45,12,63,26,8,4,2,9,12,5,10,8,3,4,1,1,6,6,3,0,0,0,2,x,x,2,x,x,1,x,x,10,4,2,3,x,x,4,1,x,1,x,x,6,2,1,2,x,x,0,0,0,5,1,x,0,0,0,1,x,x,3,1,x,1,x,x,0,0,0,2,x,x,3,3,1,10,46,19,0,0,0,7,"25,654","2,383",7,"22,972","2,134",6,"18,844","1,751",1,x,x,1,x,x,0,0,0,0,0,0,4,x,x,0,0,0,0,0,0
480000000,48,0,0,0,4800000,#NAME?,"57,245",483,"11,536","4,668",244,"3,615","1,463",128,36,14,223,244,99,257,"3,553","1,438",185,595,241,155,605,245,17,65,26,114,270,109,118,151,61,22,5,2,226,"1,047",424,72,193,78,168,91,37,77,104,42,139,223,90,75,77,31,34,24,10,113,87,35,58,48,20,47,8,3,136,324,131,33,9,4,19,9,3,72,20,8,73,135,55,384,"5,337","2,160",48,"6,677","2,702",424,"5,989,341","556,428",424,"5,744,516","533,683",286,"3,458,812","321,334",117,"396,638","36,849",111,"1,491,918","138,604",12,"31,800","2,954",27,"74,346","6,907",91,"169,106","15,710",31,"121,896","11,325",12,"391,644","36,385"
481000000,48,10,0,0,4800000,- Agricultural Region - RÇgion agricole 1,"3,337",29,"1,059",429,16,172,70,8,3,1,19,x,x,11,43,18,10,x,x,11,x,x,1,x,x,9,1,1,8,x,x,1,x,x,12,x,x,5,x,x,11,x,x,10,65,26,10,x,x,4,x,x,3,x,x,7,x,x,2,x,x,4,x,x,11,153,62,1,x,x,1,x,x,4,x,x,4,3,1,3,14,6,2,x,x,51,"1,577,331","146,539",51,"1,576,389","146,451",12,"300,389","27,907",8,x,x,38,x,x,1,x,x,0,0,0,3,x,x,1,x,x,0,0,0
481001000,48,10,1,0,4801000,- Division No.  1,"1,752",25,"1,053",426,13,171,69,6,x,x,17,x,x,9,x,x,9,x,x,9,x,x,1,x,x,8,x,x,7,x,x,0,0,0,10,x,x,3,x,x,9,x,x,8,x,x,8,x,x,4,x,x,2,x,x,5,x,x,1,x,x,3,1,x,10,x,x,0,0,0,1,x,x,2,x,x,4,3,1,2,x,x,2,x,x,48,x,x,48,x,x,10,x,x,7,x,x,37,"1,161,900","107,944",1,x,x,0,0,0,2,x,x,1,x,x,0,0,0
481001003,48,10,1,3,4801003,- Cypress No. 1,"1,004",16,979,396,6,x,x,1,x,x,11,x,x,4,x,x,4,x,x,4,x,x,1,x,x,2,x,x,2,x,x,0,0,0,4,x,x,2,x,x,5,x,x,3,x,x,4,x,x,2,x,x,0,0,0,3,x,x,1,x,x,2,x,x,5,x,x,0,0,0,1,x,x,0,0,0,2,x,x,0,0,0,1,x,x,47,"1,525,447","141,719",47,"1,524,697","141,649",9,"251,189","23,336",7,x,x,37,"1,161,900","107,944",1,x,x,0,0,0,1,x,x,1,x,x,0,0,0
481001008,48,10,1,8,4801008,- Forty Mile County No. 8,748,9,73,30,7,x,x,5,x,x,6,x,x,5,x,x,5,x,x,5,x,x,0,0,0,6,x,x,5,x,x,0,0,0,6,33,13,1,x,x,4,x,x,5,x,x,4,1,x,2,x,x,2,x,x,2,x,x,0,0,0,1,x,x,5,x,x,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
481004000,48,10,4,0,4804000,- Division No.  4,"1,585",4,6,3,3,1,1,2,x,x,2,x,x,2,x,x,1,x,x,2,x,x,0,0,0,1,x,x,1,x,x,1,x,x,2,x,x,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,1,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,2,x,x,0,0,0,1,x,x,0,0,0,3,x,x,3,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
481004004,48,10,4,4,4804004,- Special Area No. 2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
481004012,48,10,4,12,4804012,- Special Area No. 3,650,3,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481004020,48,10,4,20,4804020,- Special Area No. 4,364,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482000000,48,20,0,0,4800000,- Agricultural Region - RÇgion agricole 2,"6,939",149,"7,615","3,082",86,"3,300","1,335",27,9,4,44,113,46,67,"2,419",979,40,498,202,34,107,43,3,2,1,22,117,47,23,14,6,7,2,1,38,499,202,10,62,25,23,28,11,15,9,4,32,201,81,8,2,1,11,18,7,16,3,1,8,4,2,17,3,1,33,135,55,12,5,2,4,4,1,15,4,2,14,57,23,39,594,240,6,x,x,34,"375,719","34,905",34,"305,006","28,336",25,"261,884","24,330",10,"16,071","1,493",3,471,44,3,x,x,2,x,x,6,"3,380",314,0,0,0,0,0,0
482002000,48,20,2,0,4802000,- Division No.  2,"3,680",133,"7,562","3,060",75,"3,291","1,332",21,8,3,34,107,43,58,"2,415",977,30,496,201,27,105,43,2,x,x,16,x,x,18,13,5,7,2,1,30,497,201,7,62,25,15,27,11,11,8,3,24,196,79,6,x,x,11,18,7,11,2,1,7,x,x,15,x,x,30,134,54,11,x,x,2,x,x,12,4,2,12,x,x,27,360,146,4,x,x,18,"198,944","18,483",18,"139,499","12,960",13,"117,369","10,904",6,"8,575",797,2,x,x,3,x,x,0,0,0,3,x,x,0,0,0,0,0,0
482002001,48,20,2,1,4802001,- Warner County No. 5,607,7,34,14,6,7,3,5,x,x,5,2,1,5,2,1,4,1,x,5,1,1,0,0,0,4,x,x,4,1,x,2,x,x,5,1,1,2,x,x,4,2,1,4,3,1,5,1,x,2,x,x,4,x,x,5,1,x,1,x,x,2,x,x,6,2,1,4,x,x,2,x,x,5,1,x,2,x,x,4,33,13,0,0,0,4,x,x,4,"4,865",452,3,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
482002011,48,20,2,11,4802011,- Lethbridge County No. 26,"1,188",28,986,399,12,136,55,9,4,2,11,x,x,13,515,208,5,1,x,10,42,17,2,x,x,6,x,x,7,10,4,3,1,x,7,4,2,1,x,x,2,x,x,1,x,x,8,x,x,3,1,x,4,x,x,3,x,x,5,3,1,7,1,x,7,5,2,3,1,1,0,0,0,4,1,x,5,16,6,18,258,104,3,235,95,8,"73,900","6,866",8,"71,400","6,633",5,"56,850","5,282",1,x,x,0,0,0,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0
482002021,48,20,2,21,4802021,- Taber No. 14,952,74,"6,003","2,429",43,"3,097","1,254",2,x,x,7,x,x,32,"1,891",765,13,374,151,8,59,24,0,0,0,2,x,x,3,1,1,1,x,x,9,299,121,2,x,x,4,x,x,3,2,1,6,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,6,63,26,2,x,x,0,0,0,1,x,x,2,x,x,0,0,0,0,0,0,3,x,x,3,x,x,3,x,x,2,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
482002031,48,20,2,31,4802031,- Newell County No. 4,933,24,540,218,14,51,20,5,2,1,11,26,11,8,8,3,8,120,49,4,3,1,0,0,0,4,x,x,4,1,1,1,x,x,9,192,78,2,x,x,5,x,x,3,x,x,5,2,1,1,x,x,2,x,x,3,1,1,1,x,x,5,2,1,11,64,26,2,x,x,0,0,0,2,x,x,3,x,x,5,69,28,1,x,x,3,x,x,3,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
482005000,48,20,5,0,4805000,- Division No.  5,"3,259",16,52,21,11,9,4,6,1,x,10,6,2,9,4,2,10,2,1,7,2,1,1,x,x,6,x,x,5,1,x,0,0,0,8,2,1,3,1,x,8,2,1,4,1,x,8,5,2,2,x,x,0,0,0,5,1,x,1,x,x,2,x,x,3,1,x,1,x,x,2,x,x,3,1,x,2,x,x,12,234,95,2,x,x,16,"176,775","16,423",16,"165,507","15,376",12,"144,515","13,426",4,"7,496",696,1,x,x,0,0,0,2,x,x,3,x,x,0,0,0,0,0,0
482005001,48,20,5,1,4805001,- Vulcan County No. 2,855,4,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,3,4,2,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,3,x,x,3,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482005012,48,20,5,12,4805012,- Wheatland County No. 16,953,6,28,11,4,2,1,2,x,x,5,4,1,4,3,1,5,1,1,3,1,x,0,0,0,2,x,x,2,x,x,0,0,0,4,1,1,0,0,0,4,1,x,1,x,x,2,x,x,1,x,x,0,0,0,2,x,x,1,x,x,2,x,x,2,x,x,0,0,0,1,x,x,0,0,0,2,x,x,7,213,86,2,x,x,8,"133,175","12,372",8,"133,175","12,372",6,"120,775","11,220",0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,0,0,0
482005031,48,20,5,31,4805031,- Starland No. 47,462,2,x,x,2,x,x,1,x,x,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,4,"25,500","2,369",4,"18,900","1,756",3,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482005041,48,20,5,41,4805041,- Kneehill No. 48,989,4,8,3,4,x,x,2,x,x,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,2,x,x,1,x,x,0,0,0,2,x,x,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,3,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
483000000,48,30,0,0,4800000,- Agricultural Region - RÇgion agricole 3,"6,852",38,163,66,16,16,6,10,5,2,20,x,x,20,14,6,14,10,4,10,x,x,0,0,0,9,1,x,8,x,x,1,x,x,22,x,x,7,x,x,20,8,3,12,14,6,13,x,x,10,15,6,4,x,x,14,25,10,4,x,x,1,x,x,10,1,x,2,x,x,4,x,x,12,3,1,7,6,3,74,"1,060",429,3,x,x,53,"944,737","87,769",53,"924,019","85,844",35,"702,431","65,258",9,"37,822","3,514",8,"115,776","10,756",1,x,x,2,x,x,10,x,x,5,"34,700","3,224",3,"205,064","19,051"
