AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTFAREA,NTCHICK,TCHICK,NPULLETS,PULLETS,NHENS,HENS,NAOCHCK,AOCHCK,NHENEGG,HENEGG,NTURKEY,TURKEY,NOTHPLT,OTHPLT,NEGGS,EGGS,NNOCHCK,NOCHCK,NNOTURK,NOTURK,NTCATTL,TCATTL,NBULLS,BULLS,NTOTCOW,TOTCOW,NMLKCOW,MLKCOW,NBFCOWS,BFCOWS,NHEIFER,HEIFER,NMLKHEF,MLKHEF,NBFHEFS,BFHEFS,NBFSLGH,BFSLGH,NSTEERS,STEERS,NCALFU1,CALFU1,NCOWMLK,COWMLK,NTOPIGS,TOPIGS,NBOARS,BOARS,NSOWS,SOWS,NTOTOTP,TOTOTP,NPIGU45,PIGU45,NPIGS45,PIGS45,NPIG130,PIG130,NTSHEEP,TSHEEP,NRAMS,RAMS,NEWEWETH,EWEWETH,NLAMBS,LAMBS,NHORSES,HORSES,NGOATS,GOATS,NRABBIT,RABBIT,NMINK,MINK,NFOX,FOX,NOTHLIV,NBEES,BEES
470014001,47,0,14,1,4714001,- Hudson Bay No. 394,277,30,"3,019",9,713,17,593,19,"1,713",0,0,8,59,13,211,16,"4,808",8,422,1,x,93,"6,326",75,178,88,"2,779",4,32,88,"2,747",67,821,3,34,62,631,15,156,21,170,82,"2,378",4,9,16,580,8,10,11,101,15,469,7,124,9,272,3,73,6,x,3,7,4,449,3,x,40,291,5,x,4,33,1,x,0,0,6,3,29
470014006,47,0,14,6,4714006,- Porcupine No. 395,370,48,"4,924",13,551,29,846,34,"3,527",0,0,13,248,8,60,23,"5,882",20,"1,791",9,191,137,"12,970",112,239,132,"5,870",9,42,130,"5,828",102,"1,324",2,x,96,x,17,255,38,603,131,"4,934",14,39,43,"4,752",20,45,27,665,38,"4,042",22,"1,501",27,"1,495",13,"1,046",3,x,2,x,2,x,1,x,43,383,8,35,4,8,0,0,0,0,2,8,"3,937"
470014021,47,0,14,21,4714021,- Kelvington No. 366,247,39,"46,474",11,x,22,x,26,x,0,0,8,102,11,89,21,"4,064",20,x,7,x,123,"6,321",85,133,114,"2,800",21,242,106,"2,558",77,685,5,82,69,435,17,168,48,377,110,"2,326",14,142,20,762,6,9,11,130,18,623,10,385,10,162,6,76,14,422,7,x,14,197,12,x,32,90,12,82,2,x,0,0,0,0,4,1,x
470014023,47,0,14,23,4714023,- Ponass Lake No. 367,256,45,"41,093",7,514,23,772,33,"39,807",0,0,6,99,6,35,21,"6,128",24,x,2,x,130,"6,441",96,181,120,"2,918",11,87,117,"2,831",93,627,1,x,87,x,21,114,43,244,119,"2,471",9,46,28,"2,676",13,22,15,322,26,"2,332",14,870,21,904,13,558,2,x,1,x,2,x,2,x,35,119,5,x,6,x,0,0,0,0,2,0,0
470014026,47,0,14,26,4714026,- Spalding No. 368,225,23,"1,981",4,x,9,x,19,x,0,0,4,55,4,28,9,"3,175",13,"1,010",2,x,56,"3,006",42,71,52,"1,375",6,63,48,"1,312",34,269,1,x,31,x,11,84,20,139,49,"1,152",7,53,13,"7,164",8,46,8,833,13,"6,285",8,"2,589",10,"2,040",7,"1,656",3,x,3,x,3,x,2,x,16,39,1,x,4,382,0,0,0,0,1,0,0
470014034,47,0,14,34,4714034,- Barrier Valley No. 397,172,34,"2,234",13,490,24,562,22,"1,182",0,0,8,114,9,90,17,"3,019",12,614,5,63,88,"7,634",65,154,82,"3,170",15,205,77,"2,965",64,"1,162",6,65,52,741,17,356,31,570,78,"2,578",10,160,28,"2,221",15,28,19,355,25,"1,838",13,892,15,537,7,409,5,186,1,x,5,96,4,x,39,269,11,87,3,x,0,0,0,0,4,2,x
470014035,47,0,14,35,4714035,- Pleasantdale No. 398,221,26,"8,001",9,380,20,"6,573",15,"1,048",0,0,6,62,6,108,14,x,6,361,1,x,81,"4,425",51,79,75,"1,783",13,134,70,"1,649",59,537,4,48,52,367,13,122,24,634,71,"1,392",11,100,27,"2,419",13,20,20,363,26,"2,036",17,"1,091",13,495,9,450,2,x,1,x,2,x,2,x,37,160,5,44,3,19,0,0,1,x,1,4,"2,967"
470014038,47,0,14,38,4714038,- Bjorkdale No. 426,315,42,"3,407",14,"1,095",25,822,25,"1,490",0,0,10,97,4,25,20,"16,221",19,"1,215",6,58,125,"10,122",103,228,117,"4,579",9,250,113,"4,329",92,"1,018",6,67,81,824,19,127,29,244,115,"4,053",10,185,31,"2,736",20,38,24,430,29,"2,268",22,"1,338",14,492,12,438,14,425,11,20,13,216,10,189,33,146,6,29,4,67,0,0,0,0,6,1,x
470014043,47,0,14,43,4714043,- Tisdale No. 427,221,22,"1,997",9,563,12,494,15,940,0,0,7,136,3,49,11,"6,030",10,705,5,104,54,"4,886",33,89,49,"1,458",8,112,48,"1,346",41,562,5,48,36,348,14,166,28,570,49,"2,207",10,86,19,"2,755",11,28,12,344,19,"2,383",14,"1,061",15,735,13,587,2,x,2,x,2,x,1,x,26,95,4,30,3,13,0,0,0,0,1,2,x
470014047,47,0,14,47,4714047,- Star City No. 428,280,26,"8,491",7,395,16,"4,180",17,"3,916",0,0,9,279,6,x,11,x,13,"1,030",5,112,74,"4,665",42,136,64,"1,858",10,181,59,"1,677",50,755,4,208,41,411,14,136,28,269,64,"1,647",6,133,25,"5,729",6,21,13,347,24,"5,361",12,"1,271",17,"2,024",14,"2,066",6,190,4,6,6,77,4,107,42,223,4,20,1,x,0,0,1,x,1,4,"2,121"
470014053,47,0,14,53,4714053,- Willow Creek No. 458,275,34,"7,626",8,425,14,"5,231",26,"1,970",0,0,11,84,1,x,12,x,23,"8,085",4,x,52,"1,534",30,37,47,635,12,76,41,559,30,200,5,37,25,132,6,31,16,82,46,580,11,59,34,"3,296",17,34,18,450,34,"2,812",20,"1,220",24,"1,016",13,576,2,x,2,x,2,x,2,x,24,74,1,x,4,"1,254",0,0,0,0,5,4,x
470014056,47,0,14,56,4714056,- Connaught No. 457,230,28,"2,755",11,712,15,575,22,"1,468",0,0,17,573,2,x,14,"3,997",18,932,13,316,49,"2,644",30,75,43,932,9,113,42,819,37,488,1,x,33,x,9,264,17,262,44,887,10,104,18,"2,230",10,16,13,281,18,"1,933",16,930,6,640,6,363,2,x,2,x,2,x,1,x,15,100,5,46,2,x,0,0,1,x,3,4,"2,605"
470014059,47,0,14,59,4714059,- Arborfield No. 456,192,18,"1,280",5,221,13,462,11,597,0,0,7,67,3,40,8,"3,551",10,482,6,64,41,"1,819",24,29,38,829,3,3,37,826,26,158,0,0,19,93,13,65,20,129,37,674,3,3,22,"3,367",11,23,13,368,22,"2,976",12,"1,350",15,"1,173",8,453,4,235,3,x,4,x,4,78,12,29,4,44,2,x,0,0,1,x,2,5,"4,970"
470014067,47,0,14,67,4714067,- Moose Range No. 486,387,38,"5,352",14,"1,032",20,"1,212",30,"3,108",0,0,15,168,8,43,15,"9,992",18,"1,771",7,47,92,"6,561",55,104,76,"2,059",18,27,70,"2,032",67,"1,188",3,4,55,408,23,776,32,"1,150",75,"2,060",18,20,43,"6,679",23,41,27,658,40,"5,980",24,"1,728",25,"2,755",16,"1,497",9,634,8,14,9,321,9,299,44,222,10,63,3,17,0,0,0,0,8,3,x
470014072,47,0,14,72,4714072,- Nipawin No. 487,295,29,"3,213",10,617,16,779,19,"1,817",0,0,9,271,5,49,12,"5,358",19,"1,439",5,71,70,"4,143",45,69,64,"1,695",10,157,60,"1,538",45,438,2,x,40,x,8,77,22,591,57,"1,350",10,110,20,"4,506",11,34,14,399,20,"4,073",13,"1,057",13,"1,508",10,"1,508",8,701,5,26,8,369,6,306,42,225,5,26,3,23,0,0,0,0,2,17,"9,311"
470014077,47,0,14,77,4714077,- Torch River No. 488,532,66,"5,435",21,"1,545",40,"1,697",45,"2,193",0,0,24,372,13,227,36,"14,526",34,"1,731",17,353,131,"6,811",88,153,123,"2,754",18,56,117,"2,698",91,875,4,24,81,586,24,265,41,514,121,"2,515",15,33,23,"2,934",12,33,15,339,19,"2,562",14,"1,251",8,445,8,866,7,247,7,10,7,110,7,127,55,294,13,71,6,142,0,0,0,0,8,9,x
470015000,47,0,15,0,4715000,- Division No. 15,"5,331",723,"360,527",246,"49,436",411,"113,150",504,"197,941",2,x,175,"46,703",132,"1,987",337,"2,578,650",322,"1,241,145",101,"143,113","1,846","113,953","1,213","2,494","1,648","43,633",374,"6,876","1,466","36,757","1,291","16,029",199,"2,973",996,"7,649",389,"5,407",684,"14,766","1,630","37,031",343,"5,230",844,"182,949",456,"1,168",529,"18,517",814,"163,264",505,"53,444",585,"59,610",475,"50,210",113,"5,610",68,123,104,"2,567",98,"2,920",623,"2,498",87,"1,093",94,"2,579",0,0,5,x,39,36,"8,770"
470015001,47,0,15,1,4715001,- St. Peter No. 369,305,34,"4,505",17,"1,181",19,"1,172",30,"2,152",0,0,10,x,10,75,18,"11,418",19,"2,007",5,29,60,"2,748",31,47,53,"1,044",17,194,47,850,44,577,4,118,31,196,21,263,27,245,53,835,16,140,81,"40,402",55,231,56,"3,993",80,"36,178",56,"12,104",69,"12,894",66,"11,180",10,341,7,11,9,143,9,187,15,75,3,8,6,"1,175",0,0,0,0,0,2,x
470015007,47,0,15,7,4715007,- Humboldt No. 370,286,28,"3,439",8,625,12,668,24,"2,146",0,0,6,x,5,50,12,"8,617",14,x,3,27,65,"1,964",38,44,59,830,15,161,53,669,38,287,5,45,24,82,19,160,20,170,57,633,12,103,62,"17,745",39,100,39,"1,588",61,"16,057",35,"4,251",48,"6,224",41,"5,582",5,92,2,x,5,x,5,52,25,101,1,x,2,x,0,0,0,0,1,2,x
470015011,47,0,15,11,4715011,- Bayne No. 371,276,45,"5,813",16,"1,119",23,"1,169",36,"3,525",0,0,5,x,8,55,17,"6,531",16,x,3,x,106,"4,852",79,105,99,"1,922",12,81,95,"1,841",77,564,3,x,62,x,33,195,53,633,96,"1,628",8,44,77,"18,646",42,99,48,"1,782",76,"16,765",48,"5,186",60,"6,699",46,"4,880",6,325,4,7,5,149,6,169,32,164,6,19,6,96,0,0,0,0,2,1,x
470015014,47,0,15,14,4715014,- Grant No. 372,210,41,"4,760",18,982,24,"1,246",31,"2,532",0,0,12,x,8,173,16,"8,877",19,x,6,32,67,"3,894",46,83,65,"1,539",15,239,61,"1,300",48,498,7,128,40,295,11,75,24,469,64,"1,305",14,177,33,"4,293",12,24,17,412,33,"3,857",17,"1,021",22,"1,681",14,"1,155",4,63,3,3,4,29,4,31,21,75,4,24,3,10,0,0,0,0,0,1,x
470015018,47,0,15,18,4715018,- Aberdeen No. 373,220,36,"56,332",11,"1,465",17,x,26,x,0,0,10,x,3,105,14,"10,565",19,x,6,53,90,"5,961",65,133,82,"2,176",18,402,72,"1,774",63,663,10,165,53,360,14,138,36,"1,154",82,"1,835",20,307,18,"3,781",7,29,9,390,17,"3,362",10,"1,090",11,"1,056",7,"1,216",9,596,4,12,8,290,9,294,35,104,3,23,6,88,0,0,0,0,2,2,x
470015026,47,0,15,26,4715026,- Laird No. 404,283,41,"49,608",10,"8,438",22,"16,222",24,"24,948",2,x,9,x,6,30,17,"302,563",16,"264,895",6,39,87,"6,799",41,81,69,"2,115",39,"1,062",38,"1,053",63,780,31,511,27,175,15,94,44,"2,203",70,"1,620",40,853,52,"12,932",32,88,36,"1,408",50,"11,436",37,"4,052",33,"4,104",32,"3,280",4,68,3,x,2,x,3,29,27,86,3,x,7,16,0,0,0,0,4,2,x
470015031,47,0,15,31,4715031,- Rosthern No. 403,384,72,"133,320",13,"9,230",41,"38,511",48,"85,579",0,0,9,x,6,96,25,"1,113,319",30,"444,855",4,77,199,"11,679",116,198,183,"5,223",94,"2,877",114,"2,346",154,"2,017",76,"1,331",80,459,26,227,61,448,178,"3,793",91,"2,292",54,"11,648",19,55,22,918,53,"10,675",26,"2,836",32,"3,651",27,"4,188",11,413,6,x,9,x,10,223,50,159,6,x,13,259,0,0,0,0,1,1,x
470015036,47,0,15,36,4715036,- Fish Creek No. 402,182,31,"3,851",14,"1,035",21,795,20,"2,021",0,0,4,29,6,82,16,"6,715",11,x,1,x,57,"2,335",40,74,52,"1,089",15,80,49,"1,009",36,240,3,x,31,x,9,55,13,38,51,894,11,60,36,"2,043",12,18,21,154,34,"1,871",16,677,20,667,21,527,4,61,3,4,4,31,4,26,15,67,1,x,1,x,0,0,0,0,0,1,x
470015039,47,0,15,39,4715039,- Hoodoo No. 401,286,39,"8,297",13,855,24,"5,561",28,"1,881",0,0,9,x,6,45,20,"98,176",14,x,3,x,66,"2,241",34,66,51,770,13,45,46,725,43,326,5,15,31,144,19,167,30,379,54,700,10,20,54,"9,710",31,74,39,"1,072",50,"8,564",34,"2,976",38,"3,120",35,"2,468",3,x,2,x,3,x,3,44,18,59,3,8,4,15,0,0,0,0,0,0,0
470015044,47,0,15,44,4715044,- Three Lakes No. 400,242,37,"5,083",12,927,29,"1,552",25,"2,604",0,0,7,x,8,123,24,"14,584",17,"2,226",5,102,102,"5,282",65,198,88,"2,110",17,213,81,"1,897",62,525,6,57,55,311,22,157,36,523,91,"1,926",15,144,64,"9,653",33,70,34,"1,011",64,"8,572",36,"2,908",49,"3,000",36,"2,664",8,"1,037",6,18,8,413,8,606,17,48,2,x,3,71,0,0,1,x,1,2,x
470015048,47,0,15,48,4715048,- Lake Lenore No. 399,166,18,"2,556",10,685,10,447,14,"1,424",0,0,8,x,10,76,9,"4,105",8,x,3,33,51,"3,858",35,90,49,"1,656",18,137,46,"1,519",41,452,5,55,37,269,14,128,17,324,47,"1,336",12,86,23,"2,889",14,31,16,466,23,"2,392",14,"1,186",13,767,7,439,5,256,4,5,5,112,3,139,19,89,3,50,2,x,0,0,0,0,4,0,0
470015051,47,0,15,51,4715051,- Flett's Springs No. 429,240,19,"1,945",6,320,10,x,10,x,0,0,4,x,3,39,10,"15,317",7,x,1,x,57,"5,416",35,121,47,"1,506",8,52,45,"1,454",35,897,3,10,29,342,11,545,21,"1,513",48,"1,379",4,42,31,"5,088",14,28,18,409,31,"4,651",18,"1,362",26,"1,929",19,"1,360",4,334,2,x,4,176,3,x,33,110,2,x,1,x,0,0,0,0,3,1,x
470015054,47,0,15,54,4715054,- Invergordon No. 430,244,35,"3,452",12,569,17,679,27,"2,204",0,0,7,x,4,33,17,"5,888",16,x,3,16,101,"5,026",70,107,86,"1,807",13,35,83,"1,772",69,761,3,7,58,344,20,410,32,820,83,"1,531",11,16,42,"9,173",25,59,26,"1,054",41,"8,060",25,"2,946",31,"2,672",26,"2,442",1,x,1,x,1,x,1,x,21,41,4,72,1,x,0,0,1,x,1,5,685
470015057,47,0,15,57,4715057,- St. Louis No. 431,281,36,"4,820",14,981,18,876,24,"2,963",0,0,9,x,2,x,17,"6,895",23,"2,166",10,124,71,"4,691",37,69,60,"1,133",9,124,56,"1,009",47,"1,043",3,27,33,237,17,779,21,"1,295",61,"1,151",10,87,45,"12,933",30,92,31,"1,410",42,"11,431",26,"3,975",33,"3,747",23,"3,709",4,65,3,3,4,31,3,31,30,136,3,x,4,173,0,0,0,0,3,0,0
470015061,47,0,15,61,4715061,- Duck Lake No. 463,170,24,"1,509",7,264,17,x,10,x,0,0,6,29,5,64,14,"6,601",9,595,2,x,113,"11,025",91,220,106,"4,452",13,271,103,"4,181",82,"1,420",9,83,68,884,27,453,44,990,106,"3,943",13,213,17,"3,813",10,24,14,496,17,"3,293",14,"1,260",10,"1,079",6,954,6,x,2,x,5,x,4,x,53,307,10,339,13,133,0,0,0,0,6,2,x
470015064,47,0,15,64,4715064,- Prince Albert No. 461,404,50,"12,384",17,"3,890",27,"6,332",37,"2,162",0,0,20,327,12,548,24,x,27,"4,274",11,219,169,"12,207",118,265,160,"4,997",20,476,152,"4,521",124,"1,823",12,231,105,"1,123",31,469,68,954,157,"4,168",22,369,35,"4,043",22,44,28,538,29,"3,461",23,"1,169",18,"1,376",16,916,12,612,6,14,12,356,9,242,70,314,9,58,4,11,0,0,0,0,2,4,x
470015067,47,0,15,67,4715067,- Birch Hills No. 460,211,19,"1,605",9,480,9,309,12,816,0,0,4,39,1,x,6,"3,402",10,x,5,27,47,"2,877",36,60,39,"1,050",3,15,39,"1,035",35,441,1,x,32,x,9,76,16,212,40,"1,114",3,9,23,"3,237",16,27,19,331,22,"2,879",17,"1,058",15,"1,288",13,533,1,x,0,0,1,x,0,0,20,59,0,0,2,x,0,0,0,0,2,1,x
470015071,47,0,15,71,4715071,- Kinistino No. 459,270,18,"2,090",6,450,9,515,13,"1,125",0,0,8,x,6,61,10,"4,054",7,x,5,41,74,"2,915",45,96,64,"1,165",12,57,60,"1,108",50,347,3,7,45,283,15,57,21,190,64,"1,117",8,20,35,"6,139",17,28,20,485,35,"5,626",20,"1,575",26,"2,376",19,"1,675",0,0,0,0,0,0,0,0,26,118,2,x,2,x,0,0,1,x,1,3,x
470015079,47,0,15,79,4715079,- Garden River No. 490,206,33,"3,032",10,551,20,726,23,"1,755",0,0,11,x,8,153,16,"3,994",14,"1,370",7,105,72,"3,460",59,79,69,"1,569",7,92,66,"1,477",53,379,2,x,46,x,15,63,26,127,62,"1,306",5,69,17,654,6,13,9,113,14,528,9,304,7,125,7,99,2,x,2,x,2,x,2,x,19,39,4,18,3,18,0,0,0,0,1,1,x
470015094,47,0,15,94,4715094,- Buckland No. 491,268,39,"50,355",13,"15,074",21,x,23,x,0,0,13,x,9,107,18,x,18,"1,291",9,346,121,"9,924",83,271,102,"3,466",9,187,98,"3,279",76,"1,355",5,56,64,545,29,754,52,"1,783",103,"3,049",8,118,30,"3,300",14,26,16,350,30,"2,924",17,"1,057",18,"1,010",10,857,9,698,5,10,9,319,8,369,49,217,9,14,6,34,0,0,1,x,2,2,x
470015099,47,0,15,99,4715099,- Paddockwood No. 520,197,28,"1,771",10,315,21,x,19,x,0,0,4,25,6,52,17,"3,467",8,516,3,x,71,"4,799",49,87,65,"2,014",7,76,62,"1,938",51,634,3,x,45,x,12,142,22,296,63,"1,768",10,61,15,827,6,8,11,137,12,682,7,451,6,145,4,86,5,402,3,4,4,152,4,246,28,130,9,86,5,45,0,0,1,x,3,3,x
470016000,47,0,16,0,4716000,- Division No. 16,"3,297",526,"60,720",182,"12,285",334,"19,155",358,"29,280",0,0,104,"11,135",104,"2,771",266,"242,728",222,"20,435",69,"17,065","1,684","162,221","1,332","3,401","1,564","65,882",177,"2,144","1,521","63,738","1,229","20,949",58,742,"1,091","13,297",399,"6,910",572,"12,841","1,559","59,148",179,"1,663",355,"42,318",178,352,225,"4,569",333,"37,397",196,"12,577",190,"13,552",153,"11,268",77,"4,283",40,122,69,"1,854",71,"2,307",652,"2,356",74,916,71,833,1,x,6,237,32,28,x
470016005,47,0,16,5,4716005,- Mayfield No. 406,149,26,"3,996",9,540,13,373,23,"3,083",0,0,8,146,4,23,11,"4,264",18,"1,704",6,155,88,"6,789",68,119,85,"2,725",5,67,84,"2,658",69,779,2,x,61,x,31,241,31,651,85,"2,515",8,61,18,548,7,11,8,69,18,468,7,247,10,166,3,55,1,x,0,0,1,x,1,x,26,114,0,0,4,9,0,0,0,0,2,1,x
470016008,47,0,16,8,4716008,- Great Bend No. 405,189,27,"2,474",6,238,15,718,17,"1,518",0,0,6,112,5,x,14,"6,974",14,824,5,x,103,"12,142",75,158,88,"4,083",5,x,88,x,84,"2,638",3,23,71,"1,038",55,"1,577",56,"1,562",91,"3,701",6,93,23,"6,614",15,36,15,516,23,"6,062",15,"1,606",16,"2,449",12,"2,007",3,x,2,x,3,x,3,x,37,130,6,63,3,x,0,0,0,0,2,1,x
470016013,47,0,16,13,4716013,- Blaine Lake No. 434,204,23,"2,494",8,643,16,803,15,"1,048",0,0,4,120,6,39,16,"9,644",16,"1,572",4,x,62,"5,175",51,83,59,"2,290",7,19,58,"2,271",45,592,1,x,39,x,13,199,23,232,58,"1,978",4,8,18,"2,067",13,24,14,261,16,"1,782",10,656,9,734,8,392,5,87,2,x,4,x,5,44,26,124,6,27,1,x,0,0,0,0,0,1,x
470016018,47,0,16,18,4716018,- Redberry No. 435,219,52,"3,802",15,730,35,879,36,"2,193",0,0,8,x,12,135,25,"3,551",25,"1,876",10,x,110,"6,793",90,155,103,"3,015",21,128,96,"2,887",75,734,7,21,64,531,21,182,35,385,100,"2,504",21,99,26,x,5,x,10,x,23,x,9,x,11,81,8,28,6,356,4,7,6,179,6,170,27,73,7,26,8,277,0,0,0,0,0,2,x
470016023,47,0,16,23,4716023,- Douglas No. 436,201,26,"2,702",7,420,15,701,19,"1,581",0,0,4,x,1,x,12,"5,391",13,900,2,x,84,"7,384",62,169,79,"2,866",10,72,76,"2,794",60,"1,140",2,x,57,x,19,253,29,585,80,"2,624",10,60,13,351,4,4,7,57,13,290,6,144,7,70,5,76,3,36,1,x,3,x,3,19,25,62,3,7,6,36,0,0,0,0,2,1,x
470016028,47,0,16,28,4716028,- North Battleford No. 437,224,27,"4,638",8,615,15,"2,328",21,"1,695",0,0,8,217,4,50,11,"33,491",15,797,8,160,49,"2,977",32,x,42,"1,305",4,x,40,x,26,x,0,0,23,130,8,x,17,x,43,x,3,x,9,871,3,x,4,x,9,761,4,183,6,429,7,149,3,x,1,x,2,x,3,25,21,72,4,x,6,87,1,x,0,0,2,2,x
470016033,47,0,16,33,4716033,- Round Hill No. 467,171,32,"3,247",10,360,21,536,27,"2,351",0,0,8,113,7,90,14,x,8,"1,005",3,51,86,"7,548",74,188,79,"3,062",6,53,79,"3,009",67,"1,033",2,x,64,x,27,337,31,446,80,"2,819",5,35,17,"1,679",8,15,10,109,15,"1,555",10,270,7,670,8,615,6,104,2,x,5,57,5,x,48,167,3,34,6,43,0,0,0,0,0,0,0
470016038,47,0,16,38,4716038,- Meeting Lake No. 466,162,33,"3,302",8,242,22,"1,082",21,"1,978",0,0,5,x,6,95,10,"6,187",15,"1,219",2,x,100,"10,247",82,272,92,"4,238",14,139,89,"4,099",73,"1,397",2,x,62,x,23,491,27,591,91,"3,749",18,117,25,"1,023",13,14,18,147,24,862,12,268,16,509,8,85,8,"1,560",7,15,8,673,8,872,45,208,6,21,4,21,0,0,0,0,1,0,0
470016041,47,0,16,41,4716041,- Leask No. 464,283,41,"12,402",19,"3,632",26,"6,044",25,"2,726",0,0,11,x,10,"1,773",23,x,19,"1,250",6,x,155,"16,746",128,372,146,"7,041",13,277,141,"6,764",123,"2,198",6,102,106,"1,198",42,898,50,"1,067",146,"6,068",10,190,38,"8,869",21,50,30,918,34,"7,901",22,"2,612",19,"2,515",20,"2,774",7,408,4,7,6,155,6,246,46,156,8,71,5,50,0,0,0,0,3,4,x
470016046,47,0,16,46,4716046,- Shellbrook No. 493,302,34,"2,808",9,398,17,597,24,"1,813",0,0,7,x,5,73,12,"8,334",16,"2,173",4,x,151,"10,589",115,239,138,"4,675",5,44,137,"4,631",107,"1,110",2,x,100,x,22,201,45,376,137,"4,189",6,35,27,"3,895",18,32,21,535,27,"3,328",20,"1,275",19,999,14,"1,054",4,x,4,x,4,x,2,x,66,227,7,10,4,20,0,0,1,x,8,4,"1,500"
470016051,47,0,16,51,4716051,- Canwood No. 494,445,58,"5,608",29,"1,357",42,"1,606",35,"2,645",0,0,10,148,15,114,37,"11,042",18,"1,161",5,40,248,"20,167",193,450,233,"8,713",26,168,230,"8,545",178,"2,365",7,34,168,"1,640",41,691,75,"1,014",233,"7,625",25,113,42,"2,016",20,35,26,365,37,"1,616",24,732,19,657,17,227,7,221,2,x,6,x,7,125,68,243,9,422,6,122,0,0,0,0,5,4,x
470016056,47,0,16,56,4716056,- Spiritwood No. 496,413,94,"8,226",38,"1,978",66,"2,374",58,"3,874",0,0,18,168,19,284,55,"16,479",31,"4,741",10,x,265,"36,488",223,744,249,"14,596",35,568,239,"14,028",192,"4,520",14,214,163,"3,138",63,"1,168",95,"2,793",247,"13,835",38,470,66,"8,804",37,78,41,928,61,"7,798",35,"3,086",33,"2,393",23,"2,319",11,345,6,13,11,155,9,177,132,512,7,35,8,10,0,0,5,x,4,2,x
470016062,47,0,16,62,4716062,- Medstead No. 497,169,33,"3,118",10,734,20,776,22,"1,608",0,0,4,x,4,22,19,"7,320",11,953,3,x,113,"11,075",84,243,109,"4,378",21,410,103,"3,968",85,"1,432",6,196,76,878,22,358,40,"1,127",104,"3,895",22,342,21,"5,010",8,27,11,455,21,"4,528",13,"1,200",15,"1,864",16,"1,464",8,141,1,x,6,x,8,78,56,147,3,26,5,18,0,0,0,0,3,1,x
470016075,47,0,16,75,4716075,- Big River No. 555,94,20,"1,903",6,398,11,338,15,"1,167",0,0,3,x,6,30,7,"2,972",3,260,1,x,59,"5,465",46,121,51,"2,271",4,44,50,"2,227",39,593,4,48,32,399,11,146,15,433,55,"2,047",3,x,11,290,6,9,10,74,11,207,8,168,3,16,4,23,5,141,4,9,4,68,5,64,25,107,3,10,5,49,0,0,0,0,0,5,"1,532"
470016999,47,0,16,999,4716999,- Division No. 18,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"2,636",9,x,11,624,1,x,11,x,6,x,0,0,5,120,1,x,3,x,9,x,0,0,1,x,0,0,0,0,1,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,4,14,2,x,0,0,0,0,0,0,0,0,0
470017000,47,0,17,0,4717000,- Division No. 17,"2,674",561,"59,221",197,"10,676",343,"18,134",386,"30,411",0,0,136,"2,025",142,"1,926",251,"104,706",227,"17,625",66,"1,056","1,584","219,756","1,261","4,682","1,488","87,398",153,898,"1,452","86,500","1,133","25,737",35,274,"1,040","17,833",284,"7,630",522,"21,169","1,440","80,770",131,652,284,"25,055",137,254,194,"3,247",259,"21,554",150,"8,578",151,"8,184",96,"4,792",124,"6,337",76,226,110,"2,813",109,"3,298",769,"3,690",74,450,88,"1,031",2,x,9,812,40,19,"7,302"
470017001,47,0,17,1,4717001,- Meota No. 468,177,24,"3,644",3,95,11,"1,078",20,"2,471",0,0,7,76,4,131,7,"9,805",13,"1,222",6,55,77,"9,027",58,192,72,"3,414",5,8,70,"3,406",57,"1,165",1,x,47,x,19,603,27,"1,119",71,"3,137",3,4,9,638,2,x,3,x,8,x,5,x,4,273,4,x,5,167,4,5,5,91,4,71,27,189,3,5,4,20,1,x,0,0,2,3,955
470017008,47,0,17,8,4717008,- Turtle River No. 469,128,24,"2,240",4,160,15,460,18,"1,620",0,0,10,235,6,129,12,"2,163",16,"1,480",6,275,80,"10,417",68,207,78,"4,338",11,18,77,"4,320",62,"1,168",1,x,60,x,11,137,22,301,77,"4,403",11,15,8,671,4,10,6,78,7,583,5,x,5,189,3,x,5,74,3,4,4,41,4,29,32,126,4,24,5,7,0,0,0,0,0,1,x
470017013,47,0,17,13,4717013,- Paynton No. 470,87,11,"1,174",8,386,9,385,6,403,0,0,5,53,4,57,6,"2,572",5,547,4,55,44,"6,364",29,152,37,"2,403",4,5,36,"2,398",30,506,1,x,26,x,7,68,18,752,37,"2,551",3,4,6,57,1,x,1,x,6,x,1,x,5,28,3,x,10,504,6,7,6,233,9,264,27,114,3,16,4,9,0,0,0,0,1,1,x
470017017,47,0,17,17,4717017,- Eldon No. 471,197,42,"4,074",20,"1,033",29,"1,026",31,"2,015",0,0,12,316,8,61,21,"7,255",21,"1,414",6,128,96,"11,138",76,410,94,"4,823",6,16,92,"4,807",74,"1,335",1,x,69,x,15,93,26,173,90,"4,397",8,9,12,777,10,11,10,126,11,640,8,x,8,355,1,x,12,328,3,3,12,148,12,177,58,215,4,17,2,x,0,0,0,0,3,0,0
