AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTOTEXP,TOTEXP,NTRNTEXP,TRNTEXP,NRNTCSH,RNTCSH,NRNTSHR,RNTSHR,NTCSHWGE,TCSHWGE,NCSHWGEF,CSHWGEF,NCSHWGNF,CSHWGNF,NELECTY,ELECTY,NTINTRST,TINTRST,NINTOPER,INTOPER,NINTOTHD,INTOTHD,NTELPHON,TELPHON,NTMCHEXP,TMCHEXP,NMCHFUEL,MCHFUEL,NREPMCH,REPMCH,NCUSTOM,CUSTOM,NTCRPEXP,TCRPEXP,NFERTPD,FERTPD,NCHEMPD,CHEMPD,NSEEDPD,SEEDPD,NTLVSEXP,TLVSEXP,NFEEDPD,FEEDPD,NFEEDCO,FEEDCO,NLVSTPD,LVSTPD,NVETSER,VETSER,NFUELHT,FUELHT,NOTHEXP,OTHEXP,SALEDST,SALES95,SALEDST_1,SALEDST_2,SALEDST_3,SALEDST_4,SALEDST_5,SALEDST_6,SALEDST_7,SALEDST_8,SALEDST_9,FRMTYP,FRMTYP1_1,FRMTYP1_2,FRMTYP1_3,FRMTYP1_4,FRMTYP1_5,FRMTYP1_6,FRMTYP1_7,FRMTYP1_8,FRMTYP1_11,FRMTYP1_9,FRMTYP1_10,FRMTYP1_12,NVFTPRD,VFTPRD,NMAPLET,MAPLET,NTOTLAB,TOTLAB,NPDLBYR,PDLBYR,NPDLBSL,PDLBSL
484100000,48,41,0,0,4800000,- Agricultural Region - RÇgion agricole 4B,"6,703","438,670,653","3,027","23,649,444","2,280","13,581,123","1,315","10,068,321","2,624","23,074,110","1,703","14,507,006","1,495","8,567,104","5,689","6,390,591","4,455","56,567,313","2,618","16,050,974","3,728","40,516,339","5,631","3,016,378","6,385","76,573,047","6,252","33,888,304","6,109","42,684,743","3,026","9,911,333","5,782","78,918,483","5,152","43,855,820","4,564","24,681,112","4,623","10,381,551","4,623","106,318,456","4,252","33,974,731","3,654","21,768,045","2,990","66,398,248","3,982","5,945,477","4,025","3,241,376","4,833","51,010,122","6,703","523,191,804",348,279,514,"1,344","1,292","1,357","1,226",268,75,"6,355",125,"2,185",222,71,639,"2,355",116,5,3,219,300,115,15,"13,769",0,0,"2,626","69,663",855,"45,050","2,028","24,613"
484110000,48,41,10,0,4810000,- Division No. 10,"6,703","438,670,653","3,027","23,649,444","2,280","13,581,123","1,315","10,068,321","2,624","23,074,110","1,703","14,507,006","1,495","8,567,104","5,689","6,390,591","4,455","56,567,313","2,618","16,050,974","3,728","40,516,339","5,631","3,016,378","6,385","76,573,047","6,252","33,888,304","6,109","42,684,743","3,026","9,911,333","5,782","78,918,483","5,152","43,855,820","4,564","24,681,112","4,623","10,381,551","4,623","106,318,456","4,252","33,974,731","3,654","21,768,045","2,990","66,398,248","3,982","5,945,477","4,025","3,241,376","4,833","51,010,122","6,703","523,191,804",348,279,514,"1,344","1,292","1,357","1,226",268,75,"6,355",125,"2,185",222,71,639,"2,355",116,5,3,219,300,115,15,"13,769",0,0,"2,626","69,663",855,"45,050","2,028","24,613"
484110001,48,41,10,1,4810001,- Camrose County No. 22,"1,419","97,906,510",621,"5,074,069",426,"2,252,230",318,"2,821,839",623,"5,369,066",405,"3,587,542",376,"1,781,524","1,255","1,433,605",995,"11,782,243",621,"3,451,244",843,"8,330,999","1,225","660,563","1,342","14,645,773","1,320","6,380,369","1,292","8,265,404",681,"2,085,480","1,227","18,043,178","1,092","9,564,213",991,"6,101,567","1,052","2,377,398","1,020","25,955,606",962,"11,020,912",876,"8,418,540",671,"13,463,869",879,"1,470,825",919,"707,203","1,056","12,149,724","1,419","120,988,369",77,44,92,254,248,309,305,72,18,"1,342",59,442,74,39,115,450,35,1,2,52,54,19,4,783,0,0,623,"16,559",189,"9,944",500,"6,615"
484110016,48,41,10,16,4810016,- Beaver County No. 9,"1,035","65,758,989",459,"3,606,292",358,"1,952,368",199,"1,653,924",360,"2,911,490",237,"1,821,783",193,"1,089,707",870,"1,032,581",684,"7,936,263",378,"2,238,180",574,"5,698,083",868,"508,276",989,"11,875,204",972,"5,047,977",941,"6,827,227",429,"1,279,021",861,"11,104,496",732,"6,112,769",665,"3,425,436",684,"1,566,291",763,"16,890,883",705,"5,768,151",608,"3,825,120",511,"10,104,460",669,"1,018,272",608,"486,001",743,"8,128,482","1,035","78,438,982",55,51,75,206,198,214,190,33,13,980,25,375,35,14,81,320,10,3,0,35,58,24,1,x,0,0,360,"9,241",125,"6,123",269,"3,118"
484110026,48,41,10,26,4810026,- Minburn County No. 27,878,"59,095,021",421,"3,605,907",302,"2,218,042",185,"1,387,865",363,"2,435,737",216,"1,469,106",206,"966,631",745,"864,703",578,"8,014,748",353,"2,097,038",488,"5,917,710",738,"377,477",838,"11,073,936",821,"5,005,967",809,"6,067,969",409,"1,510,567",788,"11,428,626",718,"6,624,551",619,"3,282,842",626,"1,521,233",583,"11,732,892",523,"3,381,998",419,"2,134,399",364,"7,665,890",506,"685,004",532,"395,470",645,"7,654,958",878,"69,102,978",31,27,81,155,183,184,178,30,9,847,10,272,12,3,93,374,9,0,0,18,44,12,0,0,0,0,363,"8,832",102,"5,539",297,"3,293"
484110036,48,41,10,36,4810036,- Vermilion River County No. 24,"1,412","121,012,222",705,"6,055,534",579,"4,179,619",247,"1,875,915",603,"8,422,566",437,"5,190,718",314,"3,231,848","1,187","1,595,900",991,"16,063,903",592,"4,668,274",831,"11,395,629","1,199","694,002","1,336","18,563,917","1,302","8,348,649","1,281","10,215,268",711,"3,014,649","1,198","19,988,226","1,082","10,869,296",952,"6,442,925",957,"2,676,005","1,030","33,327,808",945,"8,101,217",792,"4,318,753",691,"23,668,156",897,"1,558,435",834,"780,183","1,044","12,505,534","1,412","145,867,935",47,44,77,238,254,300,346,80,26,"1,365",5,518,46,5,120,510,19,1,0,53,62,26,4,"4,959",0,0,604,"21,905",251,"15,415",434,"6,490"
484110048,48,41,10,48,4810048,- Two Hills County No. 21,807,"44,040,970",357,"2,487,968",276,"1,318,883",159,"1,169,085",316,"1,852,187",176,"1,180,987",203,"671,200",676,"646,352",515,"5,489,478",285,"1,630,095",426,"3,859,383",679,"367,389",780,"9,672,456",764,"4,368,784",754,"5,303,672",362,"1,069,138",716,"8,232,285",642,"4,899,493",569,"2,382,418",557,"950,374",528,"8,875,948",472,"2,926,450",389,"1,408,890",327,"5,273,428",452,"676,070",474,"398,102",573,"4,949,667",807,"50,859,841",49,37,68,185,169,157,115,23,4,758,8,271,15,5,79,307,11,0,0,20,27,15,4,"5,304",0,0,317,"5,919",85,"3,757",248,"2,162"
484110058,48,41,10,58,4810058,- Lamont County No. 30,"1,152","50,856,941",464,"2,819,674",339,"1,659,981",207,"1,159,693",359,"2,083,064",232,"1,256,870",203,"826,194",956,"817,450",692,"7,280,678",389,"1,966,143",566,"5,314,535",922,"408,671","1,100","10,741,761","1,073","4,736,558","1,032","6,005,203",434,"952,478",992,"10,121,672",886,"5,785,498",768,"3,045,924",747,"1,290,250",699,"9,535,319",645,"2,776,003",570,"1,662,343",426,"6,222,445",579,"536,871",658,"474,417",772,"5,621,757","1,152","57,933,699",89,76,121,306,240,193,92,30,5,"1,063",18,307,40,5,151,394,32,0,1,41,55,19,2,x,0,0,359,"7,207",103,"4,272",280,"2,935"
485000000,48,50,0,0,4800000,- Agricultural Region - RÇgion agricole 5,"12,635","838,969,712","5,023","31,533,188","4,224","22,536,626","1,474","8,996,562","4,654","67,951,332","3,120","35,494,221","2,717","32,457,111","10,912","14,066,581","7,305","91,123,811","4,205","29,015,433","5,799","62,108,378","10,387","5,812,183","11,757","108,267,000","11,343","47,916,124","11,121","60,350,876","5,532","22,343,896","8,629","85,493,657","6,833","48,974,375","5,185","21,983,482","6,568","14,535,800","9,982","310,446,999","9,361","108,747,849","8,253","74,324,819","6,239","186,247,972","8,716","15,451,178","7,195","6,703,875","8,646","95,227,190","12,635","999,656,840","1,091",843,"1,274","2,818","2,190","1,927","1,713",529,250,"11,544",659,"5,995",455,93,178,"2,001",516,24,28,"1,167",291,137,99,"285,100",0,0,"4,646","175,719","1,837","125,671","3,363","50,048"
485008000,48,50,8,0,4808000,- Division No.  8,"4,454","410,842,373","1,775","14,126,501","1,455","9,495,096",564,"4,631,405","1,809","27,254,047","1,234","15,381,463","1,048","11,872,584","3,939","5,606,421","2,975","43,584,205","1,891","14,496,696","2,402","29,087,509","3,863","2,356,877","4,170","44,139,896","4,044","19,234,665","3,984","24,905,231","2,303","11,068,180","3,297","40,853,935","2,758","23,866,942","2,201","10,613,993","2,569","6,373,000","3,643","176,375,788","3,431","53,764,172","3,106","36,141,525","2,384","115,924,340","3,257","6,687,276","2,693","2,477,188","3,182","42,999,335","4,454","496,978,738",263,201,335,851,777,814,814,260,139,"4,191",211,"2,355",238,10,57,788,112,9,6,274,100,31,27,"35,769",0,0,"1,806","68,876",790,"52,001","1,252","16,875"
485008001,48,50,8,1,4808001,- Red Deer County No. 23,"1,795","168,200,068",762,"6,495,304",616,"4,239,639",272,"2,255,665",715,"11,525,504",492,"6,705,527",396,"4,819,977","1,565","1,998,417","1,180","16,439,870",781,"5,911,199",935,"10,528,671","1,546","899,542","1,672","17,900,253","1,626","7,689,619","1,590","10,210,634",930,"4,844,679","1,364","18,956,357","1,180","10,822,943",972,"5,227,890","1,062","2,905,524","1,414","71,448,225","1,326","18,121,788","1,168","11,178,563",931,"50,710,127","1,249","2,616,310","1,045","829,024","1,273","16,862,893","1,795","199,916,805",117,72,132,329,324,340,331,94,56,"1,678",50,848,104,3,34,396,42,4,5,132,48,12,9,"9,380",0,0,714,"28,529",320,"21,359",496,"7,170"
485008022,48,50,8,22,4808022,- Lacombe County No. 14,"1,327","129,726,671",519,"4,469,529",414,"2,766,208",176,"1,703,321",612,"10,334,652",415,"5,503,406",370,"4,831,246","1,188","2,159,877",901,"15,052,582",579,"4,393,225",751,"10,659,357","1,167","773,330","1,240","13,848,469","1,198","6,118,578","1,189","7,729,891",691,"3,238,439",987,"13,379,016",845,"7,837,050",674,"3,357,252",763,"2,184,714","1,047","49,619,212",999,"19,750,429",916,"15,252,449",718,"27,932,693",939,"1,936,090",838,"1,025,860",966,"15,825,705","1,327","157,057,952",69,66,95,243,210,239,262,93,50,"1,258",65,658,93,5,18,267,36,3,0,69,32,12,4,"4,327",0,0,611,"26,380",278,"20,462",423,"5,918"
485008038,48,50,8,38,4808038,- Ponoka County No. 3,"1,332","112,915,634",494,"3,161,668",425,"2,489,249",116,"672,419",482,"5,393,891",327,"3,172,530",282,"2,221,361","1,186","1,448,127",894,"12,091,753",531,"4,192,272",716,"7,899,481","1,150","684,005","1,258","12,391,174","1,220","5,426,468","1,205","6,964,706",682,"2,985,062",946,"8,518,562",733,"5,206,949",555,"2,028,851",744,"1,282,762","1,182","55,308,351","1,106","15,891,955","1,022","9,710,513",735,"37,281,520","1,069","2,134,876",810,"622,304",943,"10,310,737","1,332","140,003,981",77,63,108,279,243,235,221,73,33,"1,255",96,849,41,2,5,125,34,2,1,73,20,7,14,"22,062",0,0,481,"13,967",192,"10,180",333,"3,787"
485009000,48,50,9,0,4809000,- Division No.  9,"1,227","53,355,967",503,"1,861,825",450,"1,504,020",108,"357,805",393,"3,075,006",271,"1,757,561",205,"1,317,445","1,066","1,073,485",733,"6,996,179",393,"2,096,678",586,"4,899,501","1,007","499,744","1,151","8,318,535","1,106","3,822,458","1,091","4,496,077",556,"1,613,801",777,"3,176,766",572,"1,976,299",266,"446,648",561,"753,819","1,042","19,423,390",972,"7,024,121",792,"4,129,984",628,"11,242,857",921,"1,156,412",713,"462,212",830,"6,855,024","1,227","60,730,573",134,65,140,292,245,193,127,27,4,"1,093",43,788,22,3,5,47,58,0,0,102,18,7,19,"108,859",0,0,387,"10,997",159,"7,957",271,"3,040"
485009002,48,50,9,2,4809002,- Clearwater No. 99,"1,227","53,355,967",503,"1,861,825",450,"1,504,020",108,"357,805",393,"3,075,006",271,"1,757,561",205,"1,317,445","1,066","1,073,485",733,"6,996,179",393,"2,096,678",586,"4,899,501","1,007","499,744","1,151","8,318,535","1,106","3,822,458","1,091","4,496,077",556,"1,613,801",777,"3,176,766",572,"1,976,299",266,"446,648",561,"753,819","1,042","19,423,390",972,"7,024,121",792,"4,129,984",628,"11,242,857",921,"1,156,412",713,"462,212",830,"6,855,024","1,227","60,730,573",134,65,140,292,245,193,127,27,4,"1,093",43,788,22,3,5,47,58,0,0,102,18,7,19,"108,859",0,0,387,"10,997",159,"7,957",271,"3,040"
485011000,48,50,11,0,4811000,- Division No. 11,"6,954","374,771,372","2,745","15,544,862","2,319","11,537,510",802,"4,007,352","2,452","37,622,279","1,615","18,355,197","1,464","19,267,082","5,907","7,386,675","3,597","40,543,427","1,921","12,422,059","2,811","28,121,368","5,517","2,955,562","6,436","55,808,569","6,193","24,859,001","6,046","30,949,568","2,673","9,661,915","4,555","41,462,956","3,503","23,131,134","2,718","10,922,841","3,438","7,408,981","5,297","114,647,821","4,958","47,959,556","4,355","34,053,310","3,227","59,080,775","4,538","7,607,490","3,789","3,764,475","4,634","45,372,831","6,954","441,947,529",694,577,799,"1,675","1,168",920,772,242,107,"6,260",405,"2,852",195,80,116,"1,166",346,15,22,791,173,99,53,"140,472",0,0,"2,453","95,846",888,"65,713","1,840","30,133"
485011001,48,50,11,1,4811001,- Wetaskiwin County No. 10,"1,352","80,114,506",551,"2,804,421",468,"2,080,569",158,"723,852",507,"6,103,410",334,"2,941,736",306,"3,161,674","1,185","1,290,252",790,"8,404,526",450,"2,791,305",622,"5,613,221","1,124","613,827","1,248","11,281,996","1,204","5,096,708","1,176","6,185,288",609,"2,310,938",897,"7,764,544",666,"4,222,055",499,"2,154,915",700,"1,387,574","1,123","28,361,031","1,056","10,100,637",948,"6,438,737",715,"16,490,555",990,"1,769,839",768,"620,462",951,"10,559,099","1,352","97,049,936",96,92,121,321,248,213,195,47,19,"1,256",85,712,36,15,17,180,54,0,0,100,36,21,14,"62,496",0,0,508,"15,885",199,"11,482",363,"4,403"
485011012,48,50,11,12,4811012,- Leduc County No. 25,"1,595","86,010,324",648,"3,906,974",543,"2,848,365",198,"1,058,609",597,"7,549,801",387,"4,361,498",372,"3,188,303","1,397","1,824,989",882,"10,262,389",444,"2,635,299",706,"7,627,090","1,323","716,558","1,510","13,747,368","1,461","6,195,898","1,432","7,551,470",636,"2,482,948","1,154","8,802,717",940,"5,397,816",721,"2,114,635",859,"1,290,266","1,251","24,252,778","1,177","11,269,165","1,030","7,856,652",781,"10,794,805","1,088","2,188,808",929,"855,171","1,114","11,608,631","1,595","103,191,003",132,114,147,410,254,224,228,71,15,"1,463",199,613,44,16,31,272,81,0,6,132,50,19,5,"12,475",0,0,597,"19,028",217,"14,062",449,"4,966"
485011032,48,50,11,32,4811032,- Brazeau No. 77,619,"16,315,604",206,"569,207",162,"361,110",68,"208,097",155,"777,721",105,"484,799",80,"292,922",506,"431,203",303,"2,226,197",145,"627,075",246,"1,599,122",469,"223,806",568,"3,361,586",540,"1,531,629",529,"1,829,957",232,"640,529",300,"715,790",148,"392,328",79,"104,061",228,"219,401",520,"5,039,089",472,"1,750,951",390,"1,020,736",300,"2,823,189",450,"464,949",320,"185,483",375,"2,144,993",619,"17,828,830",86,63,92,167,113,64,26,8,0,533,16,383,4,1,1,20,35,0,1,61,7,4,10,"30,637",0,0,155,"3,027",42,"1,806",122,"1,221"
485011034,48,50,11,34,4811034,- Parkland County No. 31,"1,145","50,595,264",453,"2,119,515",389,"1,626,858",118,"492,657",334,"4,468,503",215,"2,336,972",193,"2,131,531",955,"1,107,285",526,"5,505,182",279,"2,072,211",407,"3,432,971",896,"422,222","1,052","8,045,874","1,013","3,562,117",976,"4,483,757",403,"1,239,973",693,"4,417,533",516,"2,392,782",378,"1,144,345",515,"880,406",916,"16,510,529",860,"6,340,905",772,"4,865,323",528,"9,066,106",788,"1,103,518",586,"539,139",728,"6,219,509","1,145","57,764,938",136,115,167,279,185,129,99,19,16,"1,009",38,554,31,6,6,116,44,5,5,151,31,22,12,"16,134",0,0,334,"11,318",120,"7,819",245,"3,499"
485011052,48,50,11,52,4811052,- Strathcona County No. 20,889,"49,384,552",313,"1,528,821",266,"1,120,725",84,"408,096",311,"7,008,321",208,"2,952,325",178,"4,055,996",717,"1,091,737",377,"5,029,775",186,"1,457,583",292,"3,572,192",624,"325,960",805,"6,198,775",772,"2,809,700",750,"3,389,075",294,"941,527",497,"5,539,063",366,"2,934,047",313,"1,517,571",366,"1,087,445",662,"15,638,270",621,"6,597,391",549,"5,109,507",403,"8,190,867",526,"850,012",416,"518,832",546,"5,563,471",889,"59,011,102",117,90,135,196,124,109,71,28,19,772,34,278,15,20,13,162,42,5,1,177,14,11,5,x,0,0,311,"16,773",112,"11,689",231,"5,084"
485011059,48,50,11,59,4811059,- Sturgeon No. 90,"1,150","78,160,556",469,"3,815,855",392,"2,816,924",158,"998,931",465,"8,181,556",315,"4,006,242",279,"4,175,314",979,"1,386,202",647,"7,937,061",369,"2,404,603",494,"5,532,458",928,"538,966","1,072","11,409,603","1,033","4,916,163","1,013","6,493,440",433,"1,642,082",884,"12,275,458",767,"6,878,018",644,"3,290,458",682,"2,106,982",725,"22,396,770",680,"10,901,921",584,"8,227,957",450,"10,415,161",615,"1,079,688",672,"801,522",780,"7,775,481","1,150","90,312,617",114,81,122,250,209,151,135,57,31,"1,036",30,272,62,19,34,370,78,4,3,116,33,15,5,"1,863",0,0,465,"19,212",167,"10,972",362,"8,240"
485011061,48,50,11,61,4811061,- Edmonton,204,"14,190,566",105,"800,069",99,"682,959",18,"117,110",83,"3,532,967",51,"1,271,625",56,"2,261,342",168,"255,007",72,"1,178,297",48,"433,983",44,"744,314",153,"114,223",181,"1,763,367",170,"746,786",170,"1,016,581",66,"403,918",130,"1,947,851",100,"914,088",84,"596,856",88,"436,907",100,"2,449,354",92,"998,586",82,"534,398",50,"1,300,092",81,"150,676",98,"243,866",140,"1,501,647",204,"16,789,103",13,22,15,52,35,30,18,12,7,191,3,40,3,3,14,46,12,1,6,54,2,7,2,x,0,0,83,"10,603",31,"7,883",68,"2,720"
486000000,48,60,0,0,4800000,- Agricultural Region - RÇgion agricole 6,"9,165","454,984,324","3,747","15,201,802","3,196","10,914,750","1,013","4,287,052","2,941","23,236,147","1,831","14,209,410","1,715","9,026,737","7,872","8,250,191","5,531","56,090,528","2,990","16,652,554","4,455","39,437,974","7,510","3,847,166","8,674","80,019,902","8,442","36,105,186","8,228","43,914,716","3,910","12,281,851","6,600","51,294,994","4,787","30,501,829","3,777","12,210,816","5,235","8,582,349","7,000","148,246,800","6,441","45,519,382","5,452","30,493,445","4,300","94,839,951","6,041","7,887,467","5,274","3,874,966","6,168","52,639,977","9,165","531,401,764",837,688,"1,025","2,177","1,698","1,464",974,229,73,"8,328",183,"4,371",384,46,124,"1,564",647,5,10,582,279,133,122,"824,315",0,0,"2,941","72,878",931,"45,716","2,268","27,162"
486012000,48,60,12,0,4812000,- Division No. 12,"2,282","113,161,652",974,"4,341,451",843,"3,096,540",282,"1,244,911",780,"5,616,013",467,"3,405,894",469,"2,210,119","1,925","1,993,253","1,448","15,151,921",797,"4,815,677","1,153","10,336,244","1,871","933,508","2,166","21,751,351","2,108","9,651,270","2,058","12,100,081","1,039","3,346,467","1,741","15,727,343","1,312","9,522,773","1,115","3,784,051","1,384","2,420,519","1,678","30,776,605","1,525","8,828,081","1,268","5,404,331","1,032","20,312,309","1,421","1,636,215","1,320","914,022","1,510","12,609,718","2,282","127,263,470",188,149,230,571,432,358,280,55,19,"2,094",38,956,138,8,54,526,145,0,0,98,92,39,10,"129,047",0,0,780,"17,455",219,"9,349",621,"8,106"
486012004,48,60,12,4,4812004,- Bonnyville No. 87,657,"33,087,129",277,"1,268,343",246,"1,022,857",74,"245,486",215,"1,676,749",130,"977,216",122,"699,533",552,"567,376",405,"4,977,446",217,"1,618,977",319,"3,358,469",529,"265,527",615,"5,777,664",596,"2,554,833",577,"3,222,831",299,"757,160",491,"4,540,344",344,"2,873,972",305,"999,182",391,"667,190",482,"9,741,813",420,"2,256,356",354,"1,140,955",284,"6,992,575",386,"492,882",388,"233,486",408,"3,281,221",657,"37,134,734",72,51,70,162,120,81,80,14,7,585,10,258,29,0,6,155,54,0,0,32,33,8,2,x,0,0,215,"5,072",70,"3,158",165,"1,914"
486012014,48,60,12,14,4812014,- St. Paul County No. 19,953,"52,703,411",418,"1,707,929",374,"1,302,331",102,"405,598",362,"2,838,973",220,"1,771,958",216,"1,067,015",813,"912,432",643,"6,418,174",356,"2,105,355",516,"4,312,819",784,"410,307",907,"9,927,927",884,"4,333,010",873,"5,594,917",451,"1,503,872",743,"6,670,347",566,"4,051,942",469,"1,512,950",596,"1,105,455",720,"15,512,707",670,"4,383,729",540,"2,888,858",455,"10,385,336",623,"743,642",561,"393,754",657,"6,406,989",953,"58,751,140",59,49,90,209,202,179,126,31,8,894,20,420,86,5,21,205,46,0,0,36,36,19,5,"25,472",0,0,362,"8,633",87,"4,054",300,"4,579"
486012022,48,60,12,22,4812022,- Smoky Lake County No. 13,672,"27,371,112",279,"1,365,179",223,"771,352",106,"593,827",203,"1,100,291",117,"656,720",131,"443,571",560,"513,445",400,"3,756,301",224,"1,091,345",318,"2,664,956",558,"257,674",644,"6,045,760",628,"2,763,427",608,"3,282,333",289,"1,085,435",507,"4,516,652",402,"2,596,859",341,"1,271,919",397,"647,874",476,"5,522,085",435,"2,187,996",374,"1,374,518",293,"2,934,398",412,"399,691",371,"286,782",445,"2,921,508",672,"31,377,596",57,49,70,200,110,98,74,10,4,615,8,278,23,3,27,166,45,0,0,30,23,12,3,x,0,0,203,"3,750",62,"2,137",156,"1,613"
486013000,48,60,13,0,4813000,- Division No. 13,"5,316","284,416,075","2,034","9,071,298","1,687","6,348,373",595,"2,722,925","1,715","14,427,877","1,108","8,901,656",976,"5,526,221","4,625","4,977,864","3,216","34,084,026","1,772","9,787,415","2,617","24,296,611","4,403","2,307,421","5,032","46,680,876","4,905","21,026,309","4,796","25,654,567","2,281","7,206,792","3,900","31,958,036","2,917","18,980,504","2,314","7,871,977","3,118","5,105,555","4,084","98,155,452","3,785","30,799,520","3,271","21,007,655","2,583","62,218,014","3,564","5,137,918","3,191","2,498,419","3,641","33,048,014","5,316","338,663,418",441,355,578,"1,231","1,016",889,594,165,47,"4,875",121,"2,611",224,30,61,920,360,5,5,312,147,79,41,"146,525",0,0,"1,715","46,844",601,"31,872","1,285","14,972"
486013001,48,60,13,1,4813001,- Lac Ste. Anne County No. 28,"1,200","47,042,237",428,"1,372,784",367,"1,067,645",103,"305,139",342,"2,477,994",214,"1,642,621",202,"835,373","1,050","1,035,999",703,"6,699,090",383,"1,707,931",566,"4,991,159",996,"480,546","1,123","8,749,130","1,088","3,941,179","1,061","4,807,951",510,"1,349,717",772,"3,288,449",469,"2,109,604",335,"561,017",620,"617,828","1,000","14,742,418",931,"4,742,948",808,"2,927,716",616,"8,812,588",903,"1,186,882",708,"427,263",827,"6,418,847","1,200","55,460,860",111,91,158,304,217,194,98,23,4,"1,089",24,741,22,5,6,61,97,0,0,86,30,17,11,"37,005",0,0,342,"8,319",111,"5,387",258,"2,932"
486013018,48,60,13,18,4813018,- Barrhead County No. 11,993,"70,006,010",355,"1,789,165",295,"1,383,718",102,"405,447",303,"3,309,010",230,"2,134,138",147,"1,174,872",877,"1,101,231",632,"7,336,746",348,"2,126,303",510,"5,210,443",828,"422,959",942,"8,493,109",916,"3,745,030",896,"4,748,079",466,"1,619,175",731,"5,880,499",534,"3,647,506",454,"1,291,354",590,"941,639",835,"32,652,736",787,"10,032,646",680,"6,448,881",568,"21,299,386",751,"1,320,704",609,"525,922",684,"6,875,458",993,"82,876,980",65,55,76,221,179,187,149,50,11,928,43,525,114,8,4,85,66,2,2,43,30,6,6,"10,990",0,0,303,"10,186",136,"7,557",207,"2,629"
