AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,ALL1,ALL2,ALL3,SEX1,SEX2,AGE1,AGE2,AGE3,RES1,OFF1,OFF2,OFF3,OFF4,OFF5,OFF6,AVAGE1,AVOFF1
470015007,47,0,15,7,4715007,Humboldt No. 370,365,210,155,290,70,75,185,105,295,220,15,25,65,40,140,46.5,65.5
470015011,47,0,15,11,4715011,Bayne No. 371,350,205,145,280,75,90,135,125,285,210,5,20,55,55,145,47.0,76.4
470015014,47,0,15,14,4715014,Grant No. 372,275,150,125,225,55,55,135,85,220,180,10,20,35,35,95,46.8,61.9
470015018,47,0,15,18,4715018,Aberdeen No. 373,285,155,125,225,55,40,140,100,230,165,10,15,50,45,115,49.5,76.9
470015026,47,0,15,26,4715026,Laird No. 404,365,195,170,290,75,90,170,105,315,230,15,35,45,35,135,45.9,54.6
470015031,47,0,15,31,4715031,Rosthern No. 403,505,260,245,395,110,105,235,160,440,340,15,35,70,45,165,47.2,52.0
470015036,47,0,15,36,4715036,Fish Creek No. 402,230,140,90,195,35,40,85,100,175,145,5,15,40,30,80,50.2,71.0
470015039,47,0,15,39,4715039,Hoodoo No. 401,350,220,130,295,55,85,140,125,265,225,5,20,60,35,125,47.7,61.1
470015044,47,0,15,44,4715044,Three Lakes No. 400,310,175,140,265,50,80,110,130,260,200,5,20,70,20,115,48.2,60.0
470015048,47,0,15,48,4715048,Lake Lenore No. 399,210,125,85,175,35,40,90,75,165,125,0,10,45,20,85,48.4,65.1
470015051,47,0,15,51,4715051,Flett's Springs No. 429,315,165,150,255,55,55,155,100,270,190,15,30,50,30,120,48.0,54.6
470015054,47,0,15,54,4715054,Invergordon No. 430,295,190,105,245,45,65,110,120,250,185,5,20,60,25,110,48.6,61.0
470015057,47,0,15,57,4715057,St. Louis No. 431,360,205,155,290,65,65,170,125,315,225,10,30,60,35,135,48.2,62.4
470015061,47,0,15,61,4715061,Duck Lake No. 463,215,125,90,175,45,45,100,70,185,130,0,10,40,25,85,46.6,72.1
470015064,47,0,15,64,4715064,Prince Albert No. 461,535,280,260,420,115,90,240,210,490,305,10,35,100,90,235,49.6,84.6
470015067,47,0,15,67,4715067,Birch Hills No. 460,265,155,115,215,50,55,115,105,225,185,5,10,45,15,85,49.5,53.4
470015071,47,0,15,71,4715071,Kinistino No. 459,335,210,125,275,60,55,155,120,275,200,10,15,60,40,130,49.1,67.1
470015079,47,0,15,79,4715079,Garden River No. 490,265,150,115,215,50,40,110,115,240,170,5,10,50,30,100,51.4,68.8
470015094,47,0,15,94,4715094,Buckland No. 491,360,185,180,275,90,45,175,140,340,200,10,10,65,70,160,50.1,89.2
470015099,47,0,15,99,4715099,Paddockwood No. 520,255,135,125,195,60,40,125,85,230,155,10,15,50,30,100,49.2,70.4
470016000,47,0,16,0,4716000,Division No. 16,4160,2400,1760,3405,760,825,1870,1465,3595,2795,125,275,545,415,1365,48.1,54.1
470016005,47,0,16,5,4716005,Mayfield No. 406,185,110,75,155,30,40,70,75,155,135,5,10,20,20,50,49.1,48.3
470016008,47,0,16,8,4716008,Great Bend No. 405,230,140,90,195,40,45,130,60,200,155,10,20,20,30,80,45.7,51.2
470016013,47,0,16,13,4716013,Blaine Lake No. 434,255,150,110,200,50,40,115,105,195,185,15,10,25,25,70,50.9,49.2
470016018,47,0,16,18,4716018,Redberry No. 435,270,165,110,225,50,45,125,100,230,190,5,15,35,25,80,49.6,52.3
470016023,47,0,16,23,4716023,Douglas No. 436,255,145,105,200,50,50,100,100,220,185,10,10,25,20,60,50.9,44.2
470016028,47,0,16,28,4716028,North Battleford No. 437,285,155,135,230,60,55,125,105,240,190,10,20,35,35,95,48.6,58.1
470016033,47,0,16,33,4716033,Round Hill No. 467,205,135,75,175,35,45,95,70,175,135,0,15,25,30,70,47.1,61.4
470016038,47,0,16,38,4716038,Meeting Lake No. 466,205,115,90,160,45,30,95,75,190,150,0,20,25,10,60,48.6,43.8
470016041,47,0,16,41,4716041,Leask No. 464,365,200,165,295,65,70,160,140,310,280,15,15,35,25,85,49.6,34.1
470016046,47,0,16,46,4716046,Shellbrook No. 493,405,200,200,320,85,95,195,110,370,255,10,35,60,45,150,46.1,59.6
470016051,47,0,16,51,4716051,Canwood No. 494,545,335,215,455,95,120,235,190,505,345,15,40,90,50,200,47.2,58.3
470016056,47,0,16,56,4716056,Spiritwood No. 496,520,310,210,445,75,100,230,195,470,350,15,35,75,45,175,48.2,53.8
470016062,47,0,16,62,4716062,Medstead No. 497,215,120,95,180,35,45,85,80,200,160,5,5,25,20,60,47.3,47.2
470016075,47,0,16,75,4716075,Big River No. 555,120,65,55,100,25,30,55,35,110,55,5,15,25,30,65,45.2,102.8
470016999,47,0,16,999,4716999,Division No. 18,85,60,30,70,15,15,50,20,45,30,10,10,20,20,55,46.5,97.7
470017000,47,0,17,0,4717000,Division No. 17,3545,1815,1725,2785,755,710,1725,1100,3165,2295,120,260,530,325,1245,47.3,55.8
470017001,47,0,17,1,4717001,Meota No. 468,220,130,90,175,45,45,105,70,190,155,5,10,35,20,65,47.0,50.9
470017008,47,0,17,8,4717008,Turtle River No. 469,165,95,75,135,25,40,75,55,135,105,10,15,25,10,60,46.1,49.0
470017013,47,0,17,13,4717013,Paynton No. 470,110,60,50,90,25,25,55,35,90,75,5,5,15,15,35,47.6,57.8
470017017,47,0,17,17,4717017,Eldon No. 471,270,125,145,215,55,45,140,85,235,190,15,20,25,20,85,47.8,44.9
470017022,47,0,17,22,4717022,Wilton No. 472,395,165,225,295,100,80,190,125,355,245,15,35,45,50,145,47.6,61.8
470017028,47,0,17,28,4717028,Britannia No. 502,320,170,150,250,70,65,160,90,300,190,5,25,55,40,125,46.8,71.9
470017032,47,0,17,32,4717032,Frenchman Butte No. 501,365,175,185,290,65,75,180,105,330,235,20,25,50,35,125,46.8,53.7
470017045,47,0,17,45,4717045,Mervin No. 499,395,200,195,315,85,70,200,130,340,250,15,30,70,40,150,48.4,59.7
470017047,47,0,17,47,4717047,Parkdale No. 498,225,115,105,175,45,50,95,75,190,160,5,15,30,15,65,47.2,42.4
470017054,47,0,17,54,4717054,Meadow Lake No. 588,555,265,290,415,135,115,265,175,520,330,20,45,105,50,220,47.5,61.3
470017056,47,0,17,56,4717056,Loon Lake No. 561,275,155,120,215,60,55,140,85,250,175,10,20,50,20,100,47.1,55.8
470017062,47,0,17,62,4717062,Beaver River No. 622,250,150,105,215,35,45,125,85,225,180,5,15,30,15,70,46.9,41.5
471000000,47,10,0,0,4700000,Agricultural Region RÇgion agricole 1A,3120,1760,1360,2535,585,645,1370,1100,2545,1960,80,230,445,405,1160,47.7,66.2
471100000,47,11,0,0,4700000,Agricultural Region RÇgion agricole 1B,3175,1630,1540,2505,665,630,1435,1105,2730,2225,80,195,450,225,950,48.1,46.8
472000000,47,20,0,0,4700000,Agricultural Region RÇgion agricole 2A,2515,1455,1055,1990,530,495,1075,950,1940,1570,75,185,395,290,940,49.0,63.8
472100000,47,21,0,0,4700000,Agricultural Region RÇgion agricole 2B,4450,2335,2115,3400,1045,855,2020,1575,3470,2680,130,285,720,640,1775,48.3,73.3
473000000,47,30,0,0,4700000,Agricultural Region RÇgion agricole 3AN,1995,1195,805,1605,390,440,865,690,1595,1350,55,130,235,220,650,47.4,56.0
473100000,47,31,0,0,4700000,Agricultural Region RÇgion agricole 3AS,3505,2115,1380,2845,655,805,1340,1355,2855,2365,85,235,470,340,1135,48.4,54.2
473200000,47,32,0,0,4700000,Agricultural Region RÇgion agricole 3BN,3765,2080,1680,2925,845,710,1650,1405,3090,2445,140,265,515,405,1325,49.0,57.8
473300000,47,33,0,0,4700000,Agricultural Region RÇgion agricole 3BS,2180,1235,940,1705,475,510,900,770,1800,1525,65,145,250,195,655,47.6,50.0
474000000,47,40,0,0,4700000,Agricultural Region RÇgion agricole 4A,1590,830,755,1230,355,345,690,555,1325,1145,50,100,170,120,440,48.0,43.3
474100000,47,41,0,0,4700000,Agricultural Region RÇgion agricole 4B,1785,1075,710,1435,350,455,720,610,1320,1135,70,140,225,215,650,47.1,61.2
475000000,47,50,0,0,4700000,Agricultural Region RÇgion agricole 5A,6730,3740,2995,5325,1405,1305,3130,2295,5590,4285,180,400,1045,815,2445,48.0,64.3
475100000,47,51,0,0,4700000,Agricultural Region RÇgion agricole 5B,7005,4045,2955,5615,1385,1240,3190,2570,5820,4565,170,470,1120,670,2435,48.8,58.0
476000000,47,60,0,0,4700000,Agricultural Region RÇgion agricole 6A,5420,3030,2390,4320,1100,1130,2315,1975,4335,3525,155,405,780,555,1890,48.3,57.0
476100000,47,61,0,0,4700000,Agricultural Region RÇgion agricole 6B,5270,2680,2590,3980,1290,1020,2435,1820,4370,3325,150,375,755,665,1940,48.3,63.5
477000000,47,70,0,0,4700000,Agricultural Region RÇgion agricole 7A,3165,1680,1485,2400,765,675,1390,1100,2500,2085,105,245,430,310,1090,48.0,54.7
477100000,47,71,0,0,4700000,Agricultural Region RÇgion agricole 7B,3090,1760,1330,2490,600,705,1365,1020,2615,2160,95,205,415,225,930,47.2,46.5
478000000,47,80,0,0,4700000,Agricultural Region RÇgion agricole 8A,4130,2310,1825,3330,805,730,1925,1475,3485,2495,110,375,715,440,1635,48.8,64.2
478100000,47,81,0,0,4700000,Agricultural Region RÇgion agricole 8B,4330,2510,1820,3550,780,885,1910,1540,3580,2720,115,290,745,470,1610,48.1,63.1
479000000,47,90,0,0,4700000,Agricultural Region RÇgion agricole 9A,6460,3680,2780,5215,1240,1185,2940,2335,5620,4155,180,420,990,715,2300,48.6,60.6
479100000,47,91,0,0,4700000,Agricultural Region RÇgion agricole 9B,4350,2195,2150,3435,920,890,2125,1340,3870,2845,145,315,635,410,1505,47.2,55.4
480000000,48,0,0,0,4800000,Alberta,81415,34290,47125,59710,21710,16665,38850,25910,74520,48775,1900,5380,13745,11615,32645,47.3,73.5
481000000,48,10,0,0,4800000,Agricultural Region RÇgion agricole 1,4560,2135,2425,3535,1030,1070,2030,1465,3950,3125,105,295,515,515,1440,46.7,56.0
481001000,48,10,1,0,4801000,Division No.  1,2385,1140,1245,1855,530,560,1070,755,2020,1605,50,160,270,305,785,46.6,61.5
481001003,48,10,1,3,4801003,Cypress No. 1,1380,635,745,1040,335,290,645,435,1160,880,25,90,185,200,500,47.0,70.7
481001008,48,10,1,8,4801008,Forty Mile County No. 8,1010,505,505,820,190,275,420,315,860,725,30,70,80,105,290,46.1,49.0
481004000,48,10,4,0,4804000,Division No.  4,2180,1000,1180,1675,500,510,965,705,1930,1525,55,140,250,210,655,46.9,49.9
481004004,48,10,4,4,4804004,Special Area No. 2,795,360,430,595,200,165,370,260,715,545,20,40,90,95,250,47.2,55.3
481004012,48,10,4,12,4804012,Special Area No. 3,890,410,475,690,200,215,380,290,765,625,20,65,110,70,265,46.5,46.6
481004020,48,10,4,20,4804020,Special Area No. 4,495,230,270,390,110,120,215,160,450,355,10,30,50,45,140,47.0,47.0
482000000,48,20,0,0,4800000,Agricultural Region RÇgion agricole 2,9720,4270,5455,7395,2325,2235,4425,3060,8610,6715,245,590,1185,980,3005,46.8,53.8
482002000,48,20,2,0,4802000,Division No.  2,5120,2305,2820,3955,1170,1230,2280,1610,4485,3555,115,335,550,570,1565,46.6,55.0
482002001,48,20,2,1,4802001,Warner County No. 5,830,400,425,645,180,180,405,245,700,575,20,50,95,90,250,46.8,53.2
482002011,48,20,2,11,4802011,Lethbridge County No. 26,1670,745,925,1330,345,415,695,560,1485,1165,30,95,180,195,505,46.9,56.3
482002021,48,20,2,21,4802021,Taber No. 14,1280,615,655,985,295,310,585,380,1095,885,30,95,130,135,400,46.4,53.8
482002031,48,20,2,31,4802031,Newell County No. 4,1350,535,815,995,355,330,595,425,1205,935,30,90,140,145,415,46.5,55.9
482005000,48,20,5,0,4805000,Division No.  5,4600,1965,2635,3440,1155,1005,2140,1450,4125,3160,130,260,635,410,1435,47.1,52.4
482005001,48,20,5,1,4805001,Vulcan County No. 2,1150,565,580,900,245,240,520,385,1015,830,20,65,165,65,320,47.7,45.1
482005012,48,20,5,12,4805012,Wheatland County No. 16,1435,505,930,1005,430,305,710,415,1300,960,45,70,205,150,475,46.3,57.1
482005031,48,20,5,31,4805031,Starland No. 47,675,260,410,500,175,135,310,235,605,450,20,50,95,65,225,47.9,55.6
482005041,48,20,5,41,4805041,Kneehill No. 48,1340,630,710,1035,305,325,605,415,1210,925,40,70,170,130,415,46.9,51.8
483000000,48,30,0,0,4800000,Agricultural Region RÇgion agricole 3,9885,3965,5920,7030,2855,1720,4775,3390,9040,5850,235,570,1660,1580,4040,48.4,78.1
483003000,48,30,3,0,4803000,Division No.  3,2940,1245,1695,2190,750,565,1380,990,2600,1750,85,170,465,470,1185,48.0,76.1
483003001,48,30,3,1,4803001,Cardston No. 6,970,470,500,750,220,175,450,350,840,560,25,45,150,190,410,49.0,85.4
483003011,48,30,3,11,4803011,Pincher Creek No. 9,735,275,460,525,215,140,355,240,685,435,30,50,130,95,300,48.1,69.0
483003018,48,30,3,18,4803018,Willow Creek No. 26,1235,505,730,915,320,255,580,400,1080,755,30,75,190,185,480,47.2,73.0
483006000,48,30,6,0,4806000,Division No.  6,6945,2720,4225,4835,2105,1155,3390,2400,6445,4095,150,400,1190,1110,2850,48.6,79.0
483006001,48,30,6,1,4806001,Foothills No. 31,1880,770,1110,1290,590,270,960,645,1740,1035,50,115,350,335,840,48.9,87.0
483006014,48,30,6,14,4806014,Rocky View No. 44,2230,860,1365,1540,685,350,1090,785,2070,1320,45,135,340,390,910,49.0,82.0
483006016,48,30,6,16,4806016,Calgary,55,25,35,40,15,5,25,25,50,30,0,5,5,15,30,54.1,108.7
483006028,48,30,6,28,4806028,Mountain View County No. 17,2610,990,1620,1845,765,495,1225,885,2435,1615,50,145,465,335,995,47.8,69.7
483006999,48,30,6,999,4806999,Division No. 15,165,70,95,120,50,25,85,55,145,100,5,5,30,30,70,48.7,83.4
484000000,48,40,0,0,4800000,Agricultural Region RÇgion agricole 4A,5075,2270,2805,3865,1210,1215,2285,1575,4650,3350,120,345,660,595,1725,46.5,58.7
484007000,48,40,7,0,4807000,Division No.  7,5075,2270,2805,3865,1210,1215,2285,1575,4650,3355,125,345,655,595,1725,46.5,58.7
484007001,48,40,7,1,4807001,Provost No. 52,780,370,410,630,150,210,315,255,705,560,20,40,85,80,225,46.7,50.1
484007011,48,40,7,11,4807011,Paintearth County No. 18,710,350,360,550,155,175,325,205,655,485,25,40,95,65,220,45.6,52.1
484007019,48,40,7,19,4807019,Stettler County No. 6,1260,560,700,950,315,300,545,420,1175,795,25,90,175,180,470,47.3,66.9
484007031,48,40,7,31,4807031,Flagstaff County No. 29,1390,595,795,1045,350,320,640,425,1255,915,30,115,180,155,480,46.4,56.0
484007049,48,40,7,49,4807049,Wainwright No. 61,935,395,545,695,235,215,455,270,860,600,25,60,125,115,330,46.1,63.9
484100000,48,41,0,0,4800000,Agricultural Region RÇgion agricole 4B,9400,4145,5260,7045,2360,2040,4320,3045,8455,5805,190,585,1560,1255,3595,47.2,70.1
484110000,48,41,10,0,4810000,Division No. 10,9400,4145,5255,7040,2360,2040,4320,3045,8450,5805,190,585,1560,1255,3595,47.2,70.1
484110001,48,41,10,1,4810001,Camrose County No. 22,2055,815,1245,1505,550,465,990,605,1905,1215,40,145,360,300,845,46.3,74.5
484110016,48,41,10,16,4810016,Beaver County No. 9,1450,625,820,1085,365,340,640,470,1295,890,30,90,235,200,560,47.2,72.0
484110026,48,41,10,26,4810026,Minburn County No. 27,1215,565,650,915,305,260,530,430,1090,750,35,75,205,160,470,47.8,68.4
484110036,48,41,10,36,4810036,Vermilion River County No. 24,1980,875,1105,1490,485,470,905,600,1830,1350,35,120,265,200,625,46.6,55.2
484110048,48,41,10,48,4810048,Two Hills County No. 21,1120,525,595,860,260,220,515,385,990,720,20,55,190,140,400,48.0,66.1
484110058,48,41,10,58,4810058,Lamont County No. 30,1580,745,830,1195,390,285,745,550,1350,885,30,105,305,255,695,48.1,85.1
485000000,48,50,0,0,4800000,Agricultural Region RÇgion agricole 5,18520,7125,11390,13120,5395,3525,9005,5985,17410,10790,395,1035,3355,2940,7725,47.7,80.0
485008000,48,50,8,0,4808000,Division No.  8,6490,2515,3980,4630,1865,1385,3075,2035,6075,4100,150,380,1030,830,2390,47.1,66.7
485008001,48,50,8,1,4808001,Red Deer County No. 23,2655,990,1660,1895,755,570,1205,875,2440,1660,65,145,425,355,995,47.4,69.4
485008022,48,50,8,22,4808022,Lacombe County No. 14,1935,755,1185,1370,570,410,980,545,1825,1210,40,110,310,265,730,46.7,69.4
485008038,48,50,8,38,4808038,Ponoka County No. 3,1900,775,1135,1365,540,410,880,610,1805,1230,45,125,295,210,670,47.2,60.4
485009000,48,50,9,0,4809000,Division No.  9,1790,700,1090,1250,540,315,910,560,1710,1040,40,115,340,255,755,48.0,76.6
485009002,48,50,9,2,4809002,Clearwater No. 99,1790,700,1090,1250,540,315,910,560,1705,1040,40,115,340,255,750,48.0,76.6
485011000,48,50,11,0,4811000,Division No. 11,10235,3910,6325,7235,3000,1825,5025,3385,9630,5655,205,535,1985,1860,4580,48.0,89.0
485011001,48,50,11,1,4811001,Wetaskiwin County No. 10,1990,765,1220,1415,575,360,970,655,1900,1180,55,120,370,260,805,47.8,72.8
485011012,48,50,11,12,4811012,Leduc County No. 25,2320,905,1410,1675,645,430,1145,745,2170,1350,35,130,435,375,975,47.5,81.3
485011032,48,50,11,32,4811032,Brazeau No. 77,940,310,630,630,315,195,490,265,905,445,25,50,230,190,495,46.4,103.7
485011034,48,50,11,34,4811034,Parkland County No. 31,1675,640,1040,1190,490,270,840,570,1585,890,40,85,330,330,790,48.8,95.0
485011052,48,50,11,52,4811052,Strathcona County No. 20,1325,490,840,910,420,230,640,460,1265,650,20,75,285,300,675,48.4,106.7
485011059,48,50,11,59,4811059,Sturgeon No. 90,1705,650,1055,1220,485,300,825,575,1565,960,25,75,290,350,745,48.0,93.2
485011061,48,50,11,61,4811061,Edmonton,275,145,135,200,70,40,115,120,245,180,0,10,35,45,95,50.5,73.2
486000000,48,60,0,0,4800000,Agricultural Region RÇgion agricole 6,13410,5190,8220,9620,3785,2650,6575,4180,12455,7560,290,930,2580,2040,5850,47.1,79.8
486012000,48,60,12,0,4812000,Division No. 12,3230,1390,1845,2410,825,690,1550,995,2945,1850,65,225,615,475,1385,46.8,78.1
486012004,48,60,12,4,4812004,Bonnyville No. 87,915,410,505,690,220,180,455,285,845,515,15,75,170,140,395,46.9,79.9
486012014,48,60,12,14,4812014,St. Paul County No. 19,1360,575,780,1025,335,315,665,380,1225,805,25,90,235,215,555,45.9,75.7
486012022,48,60,12,22,4812022,Smoky Lake County No. 13,955,400,560,690,265,195,430,330,875,525,25,65,215,125,430,48.0,79.9
486013000,48,60,13,0,4813000,Division No. 13,7905,2885,5025,5570,2340,1485,3845,2570,7375,4565,165,520,1480,1170,3340,47.5,77.4
486013001,48,60,13,1,4813001,Lac Ste. Anne County No. 28,1800,635,1165,1235,565,325,870,605,1700,1020,40,95,360,280,775,48.1,79.4
486013018,48,60,13,18,4813018,Barrhead County No. 11,1460,550,910,1050,410,280,715,465,1400,930,30,65,220,215,530,47.0,70.5
486013028,48,60,13,28,4813028,Westlock No. 92,1690,595,1095,1185,500,320,825,550,1585,1040,30,95,305,220,650,47.7,69.6
486013029,48,60,13,29,4813029,Improvement District No. 15,500,160,335,335,160,100,275,120,470,245,10,40,110,95,260,44.9,101.7
486013036,48,60,13,36,4813036,Thorhild County No. 7,995,400,590,720,270,205,450,335,905,560,15,80,205,130,435,47.0,77.2
486013044,48,60,13,44,4813044,Athabasca County No. 12,1460,545,925,1035,430,250,710,505,1325,770,35,140,285,225,695,48.1,82.6
486014000,48,60,14,0,4814000,Division No. 14,1180,410,770,820,365,220,625,340,1125,620,20,85,255,195,560,46.8,87.7
486014003,48,60,14,3,4814003,Improvement District No. 14,1180,410,770,815,365,215,625,345,1125,625,25,90,260,190,560,46.8,87.7
486016000,48,60,16,0,4816000,Division No. 16,1085,500,585,820,270,265,555,265,1015,520,35,95,225,210,560,45.3,94.0
486016030,48,60,16,30,4816030,I. D. No. 18 (Part),1090,505,585,820,265,265,555,270,1010,520,40,90,225,205,565,45.3,94.0
487000000,48,70,0,0,4800000,Agricultural Region RÇgion agricole 7,10850,5185,5660,8100,2745,2200,5435,3215,9950,5570,315,1030,2225,1705,5275,46.6,85.0
487017000,48,70,17,0,4817000,Division No. 17,4040,2190,1845,3120,915,850,2010,1175,3690,2005,115,425,860,640,2030,46.5,87.4
487017025,48,70,17,25,4817025,Improvement District No. 17,1370,730,645,1065,310,245,700,425,1265,705,25,115,285,240,665,47.4,92.5
487017062,48,70,17,62,4817062,Improvement District No. 21,835,415,420,620,220,180,400,255,765,435,20,95,155,130,395,46.8,81.8
487017076,48,70,17,76,4817076,Improvement District No. 22,1010,525,480,760,245,195,490,315,905,475,30,110,220,165,530,47.5,88.4
487017095,48,70,17,95,4817095,Improvement District No. 23,825,520,305,680,145,225,425,170,750,385,35,105,190,105,440,43.4,83.1
487018000,48,70,18,0,4818000,Division No. 18,1260,510,750,895,365,200,705,350,1195,600,25,110,300,230,655,46.8,96.9
487018015,48,70,18,15,4818015,Improvement District No. 16,1260,510,755,895,365,205,705,350,1195,605,25,105,295,230,655,46.8,96.9
487019000,48,70,19,0,4819000,Division No. 19,5550,2490,3065,4085,1465,1145,2715,1685,5060,2960,180,505,1070,830,2590,46.7,80.6
487019006,48,70,19,6,4819006,Grande Prairie County No. 1,2180,900,1285,1555,625,405,1110,665,2040,1100,80,185,445,370,1080,47.1,88.5
487019041,48,70,19,41,4819041,Smoky River No. 130,810,400,415,630,180,200,380,230,705,415,25,75,170,130,395,45.0,88.3
487019049,48,70,19,49,4819049,Improvement District No. 19,520,255,265,395,125,125,265,130,445,340,15,45,65,55,175,45.0,56.6
487019054,48,70,19,54,4819054,Spirit River No. 133,275,120,150,210,65,50,115,105,250,155,10,20,45,40,120,48.8,72.1
487019059,48,70,19,59,4819059,Improvement District No. 20,940,455,490,700,240,185,470,285,870,485,20,115,210,105,455,47.2,76.0
487019066,48,70,19,66,4819066,Fairview No. 136,470,215,250,345,120,100,210,165,415,265,25,40,80,55,200,47.3,68.5
487019071,48,70,19,71,4819071,Peace No. 135,360,150,210,250,110,85,165,110,335,200,10,25,50,70,155,47.4,84.7
590000000,59,0,0,0,5900000,B.C. C.-B.,28955,10125,18835,18935,10020,4180,14910,9865,27165,16150,630,1670,5280,5230,12805,48.9,86.8
590100000,59,1,0,0,5900000,Kootenay Region RÇgion de Kootenay,1330,460,865,885,445,180,655,490,1245,740,40,85,250,210,585,50.0,80.9
590101000,59,1,1,0,5901000,East Kootenay Regional District,580,210,370,405,180,85,295,205,540,315,15,40,115,100,270,49.6,87.0
590101015,59,1,1,15,5901015,"East Kootenay, Subd. C",190,60,130,130,60,25,100,65,180,95,5,15,45,40,95,49.4,97.8
590101033,59,1,1,33,5901033,"East Kootenay, Subd. B",250,100,150,175,75,35,130,85,230,135,10,20,45,45,120,49.8,88.1
590101044,59,1,1,44,5901044,"East Kootenay, Subd. A",140,50,90,95,45,30,60,50,135,85,5,10,25,25,55,49.4,70.6
590103000,59,1,3,0,5903000,Central Kootenay R. D.,745,250,495,480,260,100,360,285,700,425,25,45,135,110,320,50.2,76.0
590103008,59,1,3,8,5903008,"Central Kootenay, Subd. C",460,140,320,305,160,65,205,190,430,275,25,25,65,75,190,51.1,74.1
590103037,59,1,3,37,5903037,"Central Kootenay, Subd. B",180,60,125,110,70,20,100,65,175,95,5,20,45,15,85,49.2,76.4
590103054,59,1,3,54,5903054,"Central Kootenay, Subd. A",105,50,50,70,35,15,60,30,100,55,0,5,20,15,45,48.0,84.0
590200000,59,2,0,0,5900000,Okanagan Region RÇgion d'Okanagan,7150,2505,4640,4625,2525,855,3605,2690,6725,4030,190,420,1305,1205,3120,50.1,83.4
590205000,59,2,5,0,5905000,Kootenay Boundary R. D.,445,145,300,305,145,55,240,150,430,225,15,25,100,75,215,49.2,89.6
590205028,59,2,5,28,5905028,"Kootenay Boundary, Subd. A",65,20,45,45,15,5,35,20,60,35,0,0,10,10,30,49.4,88.3
590205048,59,2,5,48,5905048,"Kootenay Boundary, Subd. B",385,125,260,255,125,50,205,130,370,190,10,25,90,60,190,49.2,89.9
