HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NVALULB,VALULB,NVLBOWN,VLBOWN,NVLBRNT,VLBRNT,NTRCU60,TRCU60,VTRCU60,NTRCO60,TRCO60,VTRCO60,NTRCU100,TRCU100,VTRCU100,NTRC100,TRC100,VTRC100,NTRC149,TRC149,VTRC149,NTOTTRC,TOTTRC,TVALTRC,NTOTTRK,TOTTRK,TVALTRK,NPICKUP,PICKUP,VPICKUP,NOTHTRK,OTHTRK,VOTHTRK,NAUTMBL,AUTMBL,VAUTMBL,NCULTSD,CULTSD,VCULTSD,NCOMB,COMB,VCOMB,NSWTMOW,SWTMOW,VSWTMOW,NBALER,BALER,VBALER,NHARVST,HARVST,VHARVST,NVIRRIG,VIRRIG,NVALOEQ,VALOEQ,NVALMCH,VALMCH,NVALLVSK,VALLVSK,NTOTFCAP,TOTFCAP
59,1,27,20,Powell River E,22,22,"15,020,000",22,x,3,x,17,39,"326,098",6,7,"123,524",18,46,"449,622",4,4,"47,000",0,0,0,20,50,"496,622",16,29,"248,378",16,24,x,4,5,x,7,7,"46,000",13,32,"48,500",0,0,0,5,7,"22,900",5,8,"36,500",0,0,0,10,"91,300",17,"246,100",22,"1,236,300",17,"110,530",22,"16,366,830"
59,2,29,0,Sunshine Coast,96,96,"60,881,794",92,"55,935,784",10,"4,946,010",62,106,"656,244",11,21,"208,207",66,127,"864,451",7,7,"190,000",0,0,0,70,134,"1,054,451",62,83,"929,924",54,65,"702,625",15,18,"227,299",37,39,"343,343",29,75,"146,840",1,x,x,5,8,x,5,10,"81,592",2,x,x,24,"134,247",63,"851,454",96,"3,670,529",58,"327,569",96,"64,879,892"
59,2,29,18,Sunshine Coast A,96,96,"60,881,794",92,"55,935,784",10,"4,946,010",62,106,"656,244",11,21,"208,207",66,127,"864,451",7,7,"190,000",0,0,0,70,134,"1,054,451",62,83,"929,924",54,65,"702,625",15,18,"227,299",37,39,"343,343",29,75,"146,840",1,x,x,5,8,x,5,10,"81,592",2,x,x,24,"134,247",63,"851,454",96,"3,670,529",58,"327,569",96,"64,879,892"
59,2,31,0,Squamish-Lillooet,129,129,"156,756,920",125,"112,515,530",50,"44,241,390",91,160,"1,251,993",48,89,"2,196,279",107,249,"3,448,272",15,x,x,2,x,x,109,273,"4,356,549",101,172,"2,256,001",96,119,"1,847,372",25,53,"408,629",37,43,"587,578",62,248,"949,858",7,10,x,52,62,x,53,86,"534,274",10,x,x,57,"1,731,563",93,"1,727,339",129,"13,048,207",98,"3,921,428",129,"173,726,555"
59,2,31,17,Squamish-Lillooet C,86,86,"128,416,125",82,"87,502,125",36,"40,914,000",63,100,"844,796",32,64,"1,561,279",71,164,"2,406,075",11,x,x,2,x,x,72,182,"3,170,352",65,117,"1,586,350",62,76,"1,246,350",17,41,"340,000",25,29,"499,000",41,185,"803,376",7,10,x,31,41,x,32,56,"329,684",9,9,"351,000",32,"637,700",63,"1,031,639",86,"8,796,805",67,"2,170,671",86,"139,383,601"
59,2,31,34,Squamish-Lillooet B,43,43,"28,340,795",43,"25,013,405",14,"3,327,390",28,60,"407,197",16,25,"635,000",36,85,"1,042,197",4,6,"144,000",0,0,0,37,91,"1,186,197",36,55,"669,651",34,43,"601,022",8,12,"68,629",12,14,"88,578",21,63,"146,482",0,0,0,21,22,x,21,30,"204,590",1,x,x,25,"1,093,863",30,"695,700",43,"4,251,402",31,"1,750,757",43,"34,342,954"
59,3,33,0,Thompson-Nicola,"1,211","1,211","1,081,770,938","1,179","861,445,397",379,"220,325,541",807,"1,485","10,001,883",513,834,"18,762,392","1,011","2,319","28,764,275",158,206,"7,043,981",34,47,"1,770,387","1,049","2,572","37,578,643","1,048","2,055","24,870,248",993,"1,581","20,395,712",334,475,"4,474,536",405,458,"5,405,356",549,"1,737","6,018,914",28,30,"117,894",577,696,"5,530,773",566,821,"6,956,413",60,77,"731,236",630,"16,485,091",879,"18,394,389","1,211","122,088,957","1,038","88,083,223","1,211","1,291,943,118"
59,3,33,8,Thompson-Nicola M,64,64,"123,857,494",64,"103,432,494",23,"20,425,000",37,72,"500,900",31,51,"1,317,654",51,123,"1,818,554",12,x,x,1,x,x,54,152,"2,893,554",56,121,"1,801,662",55,95,"1,351,962",18,26,"449,700",21,21,"276,396",32,141,"1,205,850",1,x,x,37,53,"567,293",35,57,"633,346",4,6,x,39,"1,061,679",44,"1,420,050",64,"10,110,830",58,"30,275,888",64,"164,244,212"
59,3,33,12,Thompson-Nicola N,88,88,"72,127,946",86,"59,349,746",29,"12,778,200",57,122,"775,000",35,52,"1,154,496",72,173,"1,929,496",9,15,"703,587",4,4,"95,000",74,192,"2,728,083",70,125,"1,708,248",68,102,"1,553,748",20,23,"154,500",28,36,"448,500",39,110,"296,588",2,x,x,45,57,"415,882",42,55,"379,899",3,x,x,41,"964,280",59,"1,049,200",88,"8,033,180",75,"5,416,839",88,"85,577,965"
59,3,33,32,Thompson-Nicola E (Bonaparte Plateau),94,94,"102,738,243",90,"73,653,140",41,"29,085,103",58,95,"773,550",40,74,"1,615,271",75,169,"2,388,821",14,x,x,2,x,x,79,189,"3,261,767",83,193,"2,087,025",78,144,"1,667,382",30,49,"419,643",26,29,"293,507",46,152,"484,200",0,0,0,45,48,"343,123",42,62,"461,095",7,11,"73,500",52,"1,495,550",68,"1,489,906",94,"9,989,673",90,"9,030,002",94,"121,757,918"
59,3,33,37,Thompson-Nicola I (Blue Sky Country),129,129,"108,663,655",125,"88,968,076",34,"19,695,579",91,180,"1,357,817",58,120,"2,455,631",112,300,"3,813,448",29,40,"1,507,281",5,8,"263,817",117,347,"5,584,546",114,244,"2,808,600",106,183,"2,276,390",37,61,"532,210",51,56,"572,288",75,243,"967,689",2,x,x,69,79,"839,219",70,98,"1,081,069",5,5,x,73,"3,536,083",96,"1,977,867",129,"17,404,061",89,"5,954,269",129,"132,021,985"
59,3,33,39,Thompson-Nicola J (Copper Desert Country),58,58,"64,565,415",57,"44,150,666",25,"20,414,749",38,63,"425,883",24,33,"1,050,500",51,96,"1,476,383",7,x,x,2,x,x,52,106,"1,971,623",52,102,"1,391,217",49,76,"1,247,517",21,26,"143,700",18,22,x,24,70,"275,600",1,x,x,24,30,"352,048",25,33,"336,012",2,x,x,29,"743,000",44,"1,042,460",58,"6,438,960",54,"5,247,015",58,"76,251,390"
59,3,33,44,Thompson-Nicola P (Rivers and the Peaks),273,273,"228,194,703",267,"188,311,375",78,"39,883,328",188,349,"2,433,163",98,152,"3,567,479",225,501,"6,000,642",30,35,"837,000",10,14,"421,000",233,550,"7,258,642",219,404,"5,075,607",210,326,"4,390,807",53,78,"684,800",82,93,"1,158,455",107,289,"920,530",6,7,"27,000",116,142,"1,018,117",116,171,"1,424,400",11,14,"204,400",150,"3,184,120",190,"3,918,355",273,"24,189,626",221,"9,920,493",273,"262,304,822"
59,3,33,60,Thompson-Nicola L,336,336,"269,448,415",323,"217,425,633",94,"52,022,782",218,372,"2,539,198",137,202,"4,668,226",274,574,"7,207,424",34,40,"1,343,926",7,8,"292,500",285,622,"8,843,850",303,567,"6,956,248",283,432,"5,532,891",97,135,"1,423,357",111,128,"1,437,836",119,417,"961,784",12,13,"53,147",145,169,"1,249,426",134,193,"1,684,524",17,19,"102,786",145,"3,385,834",243,"4,919,758",336,"29,595,193",297,"13,803,483",336,"312,847,091"
59,3,33,68,Thompson-Nicola A (Wells Gray Country),56,56,"31,884,487",55,"25,712,187",17,"6,172,300",40,76,"410,433",31,45,"934,492",50,121,"1,344,925",6,x,x,1,x,x,51,128,"1,508,925",50,105,"1,146,027",47,74,"852,661",20,31,"293,366",20,21,x,35,108,"298,285",2,x,x,34,43,"261,531",37,61,"323,397",3,5,x,30,"544,100",44,"601,243",56,"4,955,008",50,"2,002,636",56,"38,842,131"
59,3,33,72,Thompson-Nicola O (Lower North Thompson),113,113,"80,290,580",112,"60,442,080",38,"19,848,500",80,158,"785,939",59,106,"1,998,643",101,264,"2,784,582",17,x,x,2,x,x,104,288,"3,527,653",101,195,"1,895,614",97,149,"1,522,354",38,46,"373,260",48,53,"653,374",72,207,"608,388",2,x,x,62,75,"484,134",65,92,"632,671",8,8,x,71,"1,570,445",91,"1,975,550",113,"11,372,426",104,"6,432,598",113,"98,095,604"
59,3,35,0,Central Okanagan,"1,017","1,017","1,326,565,410",987,"1,120,635,410",151,"205,930,000",804,"1,598","14,847,616",214,302,"5,882,888",889,"1,901","20,730,504",51,74,"1,360,089",18,20,"323,000",919,"1,995","22,413,593",802,"1,208","16,058,670",752,990,"13,088,845",161,219,"2,969,825",318,368,"4,796,381",339,961,"3,015,904",9,9,"87,300",198,245,"934,670",103,126,"510,348",10,11,"60,335",583,"11,828,378",726,"17,579,295","1,017","77,284,874",390,"5,879,669","1,017","1,409,729,953"
59,3,35,12,Central Okanagan,876,876,"1,167,113,122",851,"977,575,122",127,"189,538,000",702,"1,389","12,893,147",189,273,"5,504,149",772,"1,662","18,397,296",43,x,x,16,x,x,796,"1,744","19,876,953",701,"1,070","14,335,778",657,869,"11,502,022",146,202,"2,833,756",276,320,"4,178,710",293,843,"2,722,614",6,6,x,175,218,"847,272",89,110,"465,788",7,7,x,499,"9,459,217",637,"15,147,133",876,"67,143,300",333,"5,227,534",876,"1,239,483,956"
59,3,35,20,Central Okanagan J,141,141,"159,452,288",136,"143,060,288",24,"16,392,000",102,210,"1,954,469",25,29,"378,739",117,239,"2,333,208",8,x,x,2,x,x,123,251,"2,536,640",101,138,"1,722,892",95,121,"1,586,823",15,17,"136,069",42,48,"617,671",46,118,"293,290",3,3,x,23,27,"87,398",14,16,"44,560",3,4,x,84,"2,369,161",89,"2,432,162",141,"10,141,574",57,"652,135",141,"170,245,997"
59,3,37,0,North Okanagan,"1,227","1,227","1,138,768,409","1,204","957,808,644",316,"180,959,765",902,"1,804","12,172,147",441,695,"12,709,104","1,074","2,499","24,881,251",152,210,"7,004,068",53,80,"3,696,653","1,102","2,789","35,581,972","1,032","1,730","20,405,743",983,"1,326","16,357,940",283,404,"4,047,803",415,467,"5,779,502",579,"1,981","5,995,815",59,66,"520,324",481,571,"3,548,587",458,608,"4,129,518",76,101,"1,561,194",505,"8,386,482",842,"15,651,185","1,227","101,560,322",894,"38,535,843","1,227","1,278,864,574"
59,3,37,17,North Okanagan B,360,360,"317,831,703",349,"273,760,238",80,"44,071,465",255,481,"3,534,551",97,146,"2,651,135",306,626,"6,185,686",31,39,"747,042",6,13,"266,345",312,678,"7,199,073",285,436,"4,847,509",268,346,"3,987,643",70,90,"859,866",105,119,"1,530,983",148,410,"1,041,113",6,8,x,92,114,"575,781",83,110,"521,775",10,15,x,198,"2,846,365",218,"3,503,176",360,"22,154,966",232,"7,678,278",360,"347,664,947"
59,3,37,22,North Okanagan D,152,152,"136,842,770",148,"112,303,970",47,"24,538,800",108,219,"1,288,494",63,92,"1,741,651",132,311,"3,030,145",24,36,"1,398,922",12,18,"909,649",137,365,"5,338,716",130,246,"2,675,570",123,181,"2,176,827",46,65,"498,743",68,81,"1,070,136",77,227,"833,915",7,x,"80,843",77,94,"702,430",71,99,"911,402",10,14,"324,302",68,"1,042,999",105,"1,785,276",152,"14,765,589",134,"6,550,620",152,"158,158,979"
59,3,37,23,North Okanagan E,49,49,"37,518,053",48,"28,255,053",13,"9,263,000",37,81,"492,926",20,28,"313,582",45,109,"806,508",5,5,"185,000",0,0,0,45,114,"991,508",45,68,"757,911",44,57,"718,561",10,11,"39,350",21,24,"308,500",26,77,"136,096",1,x,x,24,26,"100,096",24,31,"141,261",3,4,x,11,"118,500",36,"367,778",49,"2,934,950",37,"782,584",49,"41,235,587"
59,3,37,24,Spallumcheen,450,450,"445,819,436",445,"379,836,936",113,"65,982,500",335,653,"4,298,630",175,294,"5,085,541",398,946,"9,384,171",61,79,"2,318,026",25,35,"1,783,010",409,"1,060","13,485,207",381,654,"8,339,402",365,493,"6,476,600",105,161,"1,862,802",135,151,"1,804,893",212,847,"2,625,095",37,40,"392,600",187,221,"1,323,878",186,251,"1,749,720",27,35,"700,620",136,"2,280,500",327,"6,606,397",450,"39,308,312",322,"14,137,481",450,"499,265,229"
59,3,37,41,North Okanagan F,216,216,"200,756,447",214,"163,652,447",63,"37,104,000",167,371,"2,557,546",86,136,"2,917,195",193,507,"5,474,741",31,52,"2,355,078",10,14,"737,649",199,573,"8,567,468",191,328,"3,785,351",183,250,"2,998,309",52,78,"787,042",86,93,"1,064,990",116,422,"1,359,596",8,10,"21,381",101,117,"846,402",94,118,"805,360",26,33,"459,281",92,"2,098,118",156,"3,388,558",216,"22,396,505",169,"9,386,880",216,"232,539,832"
59,3,39,0,Columbia-Shuswap,624,624,"538,671,492",611,"450,732,992",151,"87,938,500",455,933,"6,150,619",263,387,"7,504,897",548,"1,320","13,655,516",84,109,"3,621,009",23,24,"794,484",563,"1,452","18,071,009",520,889,"10,632,193",495,694,"8,592,640",137,196,"2,039,553",216,260,"2,819,187",320,"1,004","2,664,830",23,28,"291,905",289,351,"1,971,630",288,391,"2,269,724",43,51,"1,005,404",225,"3,283,947",462,"8,349,055",624,"51,358,884",507,"16,689,506",624,"606,719,882"
59,3,39,11,Columbia-Shuswap A,54,54,"46,594,616",53,"40,611,616",14,"5,983,000",37,90,"614,377",22,41,"621,509",42,131,"1,235,886",12,x,x,3,x,x,46,150,"1,730,886",45,76,"917,456",42,60,"807,982",9,16,"109,474",19,23,"233,796",23,80,x,1,x,x,25,37,"162,949",26,43,"185,599",2,x,x,21,"538,855",36,"687,627",54,"4,627,910",40,"1,092,430",54,"52,314,956"
59,3,39,23,Columbia-Shuswap B,20,20,"15,976,200",16,"11,109,200",6,"4,867,000",14,26,"157,500",7,9,"162,000",16,35,"319,500",2,x,x,0,0,0,16,x,x,18,23,"227,000",15,17,"189,000",6,6,"38,000",7,11,"89,000",6,23,x,2,x,x,6,6,"23,600",6,7,"39,000",1,x,x,6,"19,000",13,"203,900",20,"1,029,000",16,"267,684",20,"17,272,884"
59,3,39,37,Columbia-Shuswap C,104,104,"92,977,647",103,"78,502,647",30,"14,475,000",76,142,"1,008,276",47,67,"1,086,000",94,209,"2,094,276",15,17,"495,952",9,10,"371,000",96,236,"2,961,228",89,155,"1,911,412",86,116,"1,551,530",29,39,"359,882",36,44,"423,008",63,209,"489,546",5,7,"22,615",45,54,"265,254",49,68,"330,042",10,13,"159,380",30,"411,730",78,"1,333,322",104,"8,307,537",88,"2,968,514",104,"104,253,698"
59,3,39,39,Columbia-Shuswap D,365,365,"336,077,014",358,"278,480,014",87,"57,597,000",265,541,"3,555,836",151,218,"4,454,114",321,759,"8,009,950",45,62,"2,251,057",9,9,"346,484",328,829,"10,607,491",300,526,"6,589,145",287,411,"5,153,237",76,115,"1,435,908",121,143,"1,455,568",191,580,"1,612,509",11,13,"250,726",175,211,"1,296,636",167,223,"1,326,006",25,29,"748,574",138,"1,950,462",275,"5,006,819",365,"30,843,936",296,"10,426,610",365,"377,347,560"
59,3,39,43,Columbia-Shuswap E,45,45,"24,615,115",45,"21,458,615",7,"3,156,500",35,74,"433,556",18,27,"736,000",41,101,"1,169,556",5,x,x,2,x,x,42,109,"1,439,556",40,66,"557,880",38,56,"503,591",10,10,"54,289",20,24,"378,193",21,60,"182,972",2,x,x,18,20,"114,850",21,25,"168,250",3,4,x,13,"208,100",34,"493,100",45,"3,594,901",36,"1,252,488",45,"29,462,504"
59,3,39,44,Columbia-Shuswap F,36,36,"22,430,900",36,"20,570,900",7,"1,860,000",28,61,"381,074",18,25,"445,274",34,86,"826,348",5,x,x,0,0,0,35,x,x,28,44,"429,300",27,34,"387,300",7,10,"42,000",13,15,"239,622",16,52,"196,625",2,x,x,20,23,"108,341",19,25,"220,827",2,x,x,17,"155,800",26,"624,287",36,"2,955,600",31,"681,780",36,"26,068,280"
59,5,41,0,Cariboo,"1,160","1,160","903,991,259","1,125","675,895,492",476,"228,095,767",785,"1,560","9,416,638",627,940,"20,347,193","1,016","2,500","29,763,831",208,312,"10,033,769",58,82,"2,297,476","1,055","2,894","42,095,076","1,029","2,051","25,664,705",973,"1,490","20,367,212",375,561,"5,297,493",397,452,"5,464,529",579,"1,958","6,369,312",39,48,"170,489",654,882,"6,015,504",678,"1,001","8,096,160",97,122,"1,346,797",274,"11,149,474",826,"20,879,654","1,160","127,251,700","1,038","81,181,855","1,160","1,112,424,814"
59,5,41,10,Cariboo D,66,66,"43,335,390",65,"32,441,000",27,"10,894,390",52,101,"696,505",30,45,"808,570",56,146,"1,505,075",8,x,x,2,x,x,56,165,"2,176,075",56,114,"1,443,143",55,88,"1,284,451",17,26,"158,692",21,22,"351,866",34,108,"314,446",1,x,x,36,44,"329,072",38,54,"371,276",8,13,x,30,"1,062,223",46,"1,365,256",66,"7,503,158",58,"5,257,887",66,"56,096,435"
59,5,41,12,Cariboo E,57,57,"43,450,243",56,"33,412,414",28,"10,037,829",41,87,"628,785",26,38,"1,190,634",50,125,"1,819,419",10,x,x,2,x,x,53,140,"2,225,850",47,91,"1,682,277",45,64,"1,292,598",19,27,"389,679",17,17,"327,031",25,73,"265,314",2,x,x,24,30,"275,041",21,29,"359,069",4,4,x,22,"923,675",34,"957,917",57,"7,058,337",55,"6,253,451",57,"56,762,031"
59,5,41,14,Cariboo F,214,214,"143,616,076",209,"113,745,076",90,"29,871,000",138,272,"1,694,999",109,175,"3,874,385",185,447,"5,569,384",34,57,"1,698,706",4,6,"60,000",193,510,"7,328,090",197,390,"4,897,788",185,284,"4,110,968",71,106,"786,820",84,89,"1,118,015",88,279,"669,684",6,7,"24,600",128,168,"1,140,411",125,188,"1,579,229",8,9,"65,000",42,"806,233",160,"4,223,132",214,"21,852,182",195,"13,995,291",214,"179,463,549"
59,5,41,15,Cariboo G,76,76,"47,098,207",74,"34,321,107",25,"12,777,100",43,82,"547,700",39,48,"1,123,000",62,130,"1,670,700",8,10,x,3,4,x,67,144,"1,967,700",68,110,"1,366,400",62,84,"1,193,200",22,26,"173,200",24,28,"335,100",27,82,"239,500",0,0,0,29,35,"174,300",38,50,"305,250",2,x,x,16,x,52,"837,300",76,"5,461,050",71,"3,908,882",76,"56,468,139"
59,5,41,16,Cariboo H,72,72,"42,389,382",70,"33,503,552",23,"8,885,830",51,109,"685,849",31,45,"997,500",63,154,"1,683,349",5,7,"383,000",0,0,0,64,161,"2,066,349",63,118,"1,332,542",60,90,"1,103,042",17,28,"229,500",21,29,"339,622",32,105,"347,100",1,x,x,40,51,"288,555",42,60,"380,634",3,3,x,14,"334,050",51,"973,501",72,"6,073,453",65,"2,266,149",72,"50,728,984"
59,5,41,17,Cariboo L,111,111,"89,368,223",106,"69,588,393",42,"19,779,830",78,153,"863,102",55,70,"1,260,334",98,223,"2,123,436",15,19,x,3,4,x,101,246,"2,840,436",93,154,"1,641,096",89,123,"1,390,404",25,31,"250,692",47,56,"588,129",49,143,"434,619",3,3,x,51,68,"315,575",55,78,"561,911",3,3,x,22,"273,800",79,"1,450,255",111,"8,153,521",102,"3,828,950",111,"101,350,694"
59,5,41,19,Cariboo A,145,145,"79,620,269",143,"65,346,269",41,"14,274,000",92,171,"905,833",78,108,"1,802,225",124,279,"2,708,058",30,47,"1,035,805",13,20,"396,000",131,346,"4,139,863",120,229,"2,712,737",112,164,"2,046,244",45,65,"666,493",43,49,"542,653",83,265,"932,894",9,10,"26,541",71,92,"526,230",77,109,"788,028",19,28,"150,350",23,"1,313,200",95,"2,016,856",145,"13,149,352",123,"6,020,696",145,"98,790,317"
59,5,41,21,Cariboo B,143,143,"73,952,351",142,"61,310,823",46,"12,641,528",99,182,"988,302",82,117,"1,940,591",125,299,"2,928,893",27,41,"1,304,805",9,12,"416,500",131,352,"4,650,198",130,249,"2,725,300",123,175,"2,198,331",51,74,"526,969",53,62,"676,073",76,294,"909,304",8,11,"32,737",80,110,"779,501",85,131,"1,127,103",15,20,"99,184",14,"354,500",98,"2,282,950",143,"13,636,850",126,"4,784,407",143,"92,373,608"
59,5,41,26,Cariboo C,28,28,"16,309,480",25,"12,395,000",13,"3,914,480",16,41,"249,500",12,20,"611,650",22,61,"861,150",7,9,"226,866",3,3,"165,000",23,73,"1,253,016",21,47,"613,950",20,34,"470,150",8,13,"143,800",12,13,"119,500",18,61,"255,883",3,3,"3,511",16,20,"165,173",16,26,"275,674",2,x,x,5,x,20,"589,583",28,"3,379,001",19,"1,305,871",28,"20,994,352"
59,5,41,27,Cariboo I,115,115,"75,764,811",107,"53,914,921",54,"21,849,890",85,173,"1,011,362",79,130,"2,333,729",109,303,"3,345,091",29,39,"978,079",9,10,"157,245",111,352,"4,480,415",108,215,"2,344,316",104,156,"2,002,984",42,59,"341,332",41,46,"451,440",66,251,"682,243",6,8,"35,500",83,119,"686,856",84,131,"919,088",15,17,"139,932",19,"471,744",82,"1,550,855",115,"11,762,389",99,"6,487,240",115,"94,014,440"
59,5,41,39,Cariboo J,60,60,"60,056,644",58,"38,886,954",42,"21,169,690",40,91,"494,969",41,63,"2,005,010",57,154,"2,499,979",14,16,"703,500",3,6,"97,000",58,176,"3,300,479",57,127,"1,743,608",51,87,"1,438,724",27,40,"304,884",15,17,"245,100",38,135,"705,991",0,0,0,44,64,"446,722",45,63,"517,261",7,7,"36,267",23,"678,500",52,"2,223,349",60,"9,897,277",57,"6,828,210",60,"76,782,131"
59,5,41,41,Cariboo K,73,73,"189,030,183",70,"127,029,983",45,"62,000,200",50,100,"649,732",45,82,"2,399,565",65,182,"3,049,297",21,38,"2,121,408",7,12,"495,900",67,232,"5,666,605",69,208,"3,161,548",67,141,"1,836,116",31,67,"1,325,432",19,24,"370,000",43,163,"612,334",0,0,0,52,82,"888,068",52,83,"911,637",11,14,"697,200",44,"4,609,038",57,"2,408,700",73,"19,325,130",68,"20,244,821",73,"228,600,134"
59,1,45,0,Central Coast,32,32,"13,555,399",32,"11,954,599",9,"1,600,800",23,42,"155,933",12,15,"350,163",27,57,"506,096",2,x,x,1,x,x,29,60,x,27,38,"451,659",23,28,"307,159",7,10,"144,500",14,17,"220,144",19,58,"92,165",0,0,0,15,18,"65,113",15,23,"111,099",3,3,x,3,x,22,"451,930",32,"2,088,399",24,"395,056",32,"16,038,854"
59,1,45,10,Central Coast C,32,32,"13,555,399",32,"11,954,599",9,"1,600,800",23,42,"155,933",12,15,"350,163",27,57,"506,096",2,x,x,1,x,x,29,60,x,27,38,"451,659",23,28,"307,159",7,10,"144,500",14,17,"220,144",19,58,"92,165",0,0,0,15,18,"65,113",15,23,"111,099",3,3,x,3,x,22,"451,930",32,"2,088,399",24,"395,056",32,"16,038,854"
59,6,49,0,Kitimat-Stikine,134,134,"49,796,467",133,"44,651,875",33,"5,144,592",86,116,"760,951",39,48,"669,500",103,164,"1,430,451",17,x,x,2,x,x,107,187,"2,234,701",100,147,"1,622,656",88,110,"1,335,206",29,37,"287,450",43,46,"507,350",72,194,"399,766",6,6,"14,538",52,62,"290,301",51,71,"516,908",9,10,"15,400",19,"512,905",75,"1,079,084",134,"7,193,609",96,"1,736,812",134,"58,726,888"
59,6,49,13,Kitimat-Stikine C (Part 1),70,70,"22,177,083",70,"21,089,139",13,"1,087,944",48,60,"411,674",13,16,"195,500",53,76,"607,174",3,x,x,1,x,x,53,80,"700,174",46,63,"616,150",40,47,"440,150",12,16,"176,000",22,23,"307,547",28,58,"97,224",2,x,x,17,22,"106,000",17,21,"164,300",4,4,x,9,"32,105",34,"412,600",70,"2,452,100",47,"493,975",70,"25,123,158"
59,6,49,28,Kitimat-Stikine B,64,64,"27,619,384",63,"23,562,736",20,"4,056,648",38,56,"349,277",26,32,"474,000",50,88,"823,277",14,x,x,1,x,x,54,107,"1,534,527",54,84,"1,006,506",48,63,"895,056",17,21,"111,450",21,23,"199,803",44,136,"302,542",4,x,x,35,40,"184,301",34,50,"352,608",5,6,x,10,"480,800",41,"666,484",64,"4,741,509",49,"1,242,837",64,"33,603,730"
59,7,51,0,Bulkley-Nechako,886,886,"558,512,428",870,"429,208,349",347,"129,304,079",552,"1,070","6,378,376",495,764,"14,352,665",756,"1,834","20,731,041",235,334,"9,141,086",64,91,"2,995,860",798,"2,259","32,867,987",781,"1,544","17,295,923",725,"1,098","13,461,879",310,446,"3,834,044",328,375,"4,427,726",513,"1,853","6,332,984",93,98,"789,235",526,684,"5,150,875",570,912,"6,636,341",82,102,"633,000",119,"3,125,388",644,"15,459,561",886,"92,719,020",760,"50,391,532",886,"701,622,980"
59,7,51,15,Bulkley-Nechako C,37,37,"17,127,100",36,"13,556,100",14,"3,571,000",27,66,"451,700",20,30,"646,000",33,96,"1,097,700",8,x,x,3,x,x,34,110,"1,549,700",30,56,"618,604",28,42,"476,731",11,14,"141,873",13,15,"162,500",25,103,"271,965",3,3,"9,500",24,34,"228,393",28,42,"290,672",0,0,0,5,"77,445",27,"540,300",37,"3,749,079",33,"1,243,781",37,"22,119,960"
59,7,51,17,Bulkley-Nechako D,89,89,"62,512,750",87,"46,014,850",34,"16,497,900",60,123,"846,337",52,85,"1,806,773",78,208,"2,653,110",17,23,"564,500",9,13,"353,000",82,244,"3,570,610",82,159,"1,626,672",73,111,"1,340,255",35,48,"286,417",29,31,"385,400",54,200,"561,607",15,16,"70,246",60,75,"521,695",65,101,"790,766",9,10,x,3,x,60,"1,143,692",89,"8,793,288",78,"5,974,842",89,"77,280,880"
59,7,51,19,Bulkley-Nechako F,311,311,"179,774,144",305,"137,239,244",106,"42,534,900",185,348,"1,897,042",181,273,"5,182,546",269,621,"7,079,588",109,155,"3,977,133",33,49,"1,882,364",285,824,"12,939,085",276,566,"6,659,537",257,402,"5,033,323",111,164,"1,626,214",127,144,"1,836,559",178,661,"2,523,702",40,44,"599,389",188,238,"2,068,392",206,328,"2,917,998",32,39,"347,600",38,"1,615,200",223,"6,705,692",311,"38,213,154",260,"21,144,369",311,"239,131,667"
59,7,51,28,Bulkley-Nechako B,48,48,"29,342,163",47,"20,150,263",20,"9,191,900",22,35,"232,050",22,32,"369,226",34,67,"601,276",11,18,"293,940",3,5,"100,000",37,90,"995,216",43,88,"998,793",40,60,"671,153",21,29,"327,640",17,21,"194,388",20,78,"237,040",2,x,x,22,36,"168,740",22,43,"177,223",7,8,x,7,"135,343",32,"856,862",48,"3,825,605",42,"1,527,167",48,"34,694,935"
59,7,51,31,Bulkley-Nechako E,112,112,"68,189,659",111,"49,473,380",65,"18,716,279",71,133,"775,071",66,108,"1,684,876",95,241,"2,459,947",30,43,"1,317,300",6,10,"98,496",104,293,"3,875,743",98,217,"2,145,141",93,152,"1,732,624",47,65,"412,517",45,57,"596,911",71,240,"811,273",9,9,"18,000",68,90,"620,151",74,119,"703,134",17,20,"95,700",17,"476,000",89,"2,317,050",112,"11,659,103",100,"7,247,488",112,"87,096,250"
