HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NBEEHON,BEEHON,NBEEPOLL,BEEPOLL,NBROILER,BROILER,NPULETS,PULETS,NLAYHEN,LAYHEN,NTCHICK,TCHICK,NHENHATCH,HENHATCH,NTURKEY,TURKEY,NOTHPLT,OTHPLT,NTURKPRD,TURKPRD,ETURKPRD,NBROILPRD,BROILPRD,EBROILPRD,NHATCHNUM,HATCHNUM,NCALFU1,CALFU1,NSTEERS,STEERS,NHEIFER,HEIFER,NFDHEIF,FDHEIF,NBFHEIF,BFHEIF,NMLKHEIF,MLKHEIF,NTOTCOW,TOTCOW,NBFCOWS,BFCOWS,NMLKCOW,MLKCOW,NBULLS,BULLS,NTCATTL,TCATTL,NRAMS,RAMS,NEWES,EWES,NLAMBS,LAMBS,NTSHEEP,TSHEEP,NBOARS,BOARS,NSOWS,SOWS,NNURPIG,NURPIG,NGRWPIG,GRWPIG,NTOPIGS,TOPIGS,NHORSES,HORSES,NGOATS,GOATS,NWLDBOAR,WLDBOAR,NMINK,MINK,NFOX,FOX,NBISON,BISON,NLAMAS,LAMAS,NDEER,DEER,NELK,ELK
48,60,0,0,Agricultural Region 6 - rÇgion agricole 6,"7,791",72,"43,036",9,x,311,"452,701",124,"101,776",589,"277,472",740,"831,949",8,"86,958",122,"67,186",198,"12,197",43,"1,833,281","4,041,693",119,"5,605,765","12,358,596",2,x,"4,581","295,294","1,634","79,620","3,155","111,314","1,068","67,516","2,551","40,518",95,"3,280","4,635","335,594","4,582","328,491",133,"7,103","3,976","16,277","4,975","838,099",252,639,341,"14,160",279,"15,128",356,"29,927",129,600,157,"15,239",108,"51,307",201,"82,440",269,"149,586","2,502","23,360",229,"5,395",12,373,1,x,0,0,154,"13,599",324,"2,169",24,"1,924",72,"5,495"
48,70,0,0,Agricultural Region 7 - rÇgion agricole 7,"6,381",82,"68,503",10,x,250,"193,632",115,"22,750",391,"72,163",506,"288,545",0,0,83,"10,119",124,"11,141",23,"293,768","647,648",61,"2,347,533","5,175,424",1,x,"2,593","148,949","1,025","30,515","1,818","43,341",579,"21,003","1,489","21,590",45,748,"2,670","188,060","2,643","186,655",73,"1,405","2,242","9,422","2,858","420,287",151,466,197,"10,176",146,"9,412",214,"20,054",99,351,131,"9,942",99,"21,448",167,"62,816",235,"94,557","1,990","16,538",152,"5,031",12,971,0,0,0,0,216,"30,999",157,"1,273",13,632,86,"9,162"
48,10,1,0,Division No.  1,"1,536",8,x,2,x,35,"84,265",17,"43,848",75,"99,339",90,"227,452",0,0,16,x,28,"14,711",5,x,x,6,x,x,0,0,763,"76,035",340,"35,688",567,"30,470",220,"17,340",472,"12,250",17,880,772,"81,703",762,"79,568",26,"2,135",676,"4,629",873,"228,525",25,62,30,"1,491",27,"1,606",35,"3,159",26,345,25,"6,107",23,"23,211",29,"47,526",34,"77,189",446,"2,342",28,245,0,0,0,0,0,0,12,868,44,180,2,x,0,0
48,10,1,3,Cypress County,934,7,410,2,x,16,x,10,x,39,"15,442",49,"27,730",0,0,5,169,15,"7,724",2,x,x,3,x,x,0,0,509,"49,197",218,"21,764",387,"18,095",147,"9,076",326,"8,832",5,187,517,"56,880",515,"56,421",9,459,445,"3,275",589,"149,211",19,53,23,"1,193",18,"1,243",24,"2,489",11,85,10,"1,821",8,"6,666",12,"20,171",15,"28,743",345,"1,863",20,147,0,0,0,0,0,0,9,x,32,144,2,x,0,0
48,10,1,8,Forty Mile County No. 8,602,1,x,0,0,19,x,7,x,36,"83,897",41,"199,722",0,0,11,x,13,"6,987",3,x,x,3,x,x,0,0,254,"26,838",122,"13,924",180,"12,375",73,"8,264",146,"3,418",12,693,255,"24,823",247,"23,147",17,"1,676",231,"1,354",284,"79,314",6,9,7,298,9,363,11,670,15,260,15,"4,286",15,"16,545",17,"27,355",19,"48,446",101,479,8,98,0,0,0,0,0,0,3,x,12,36,0,0,0,0
48,20,2,0,Division No.  2,"3,164",18,"29,515",71,x,99,"1,334,949",61,"145,687",222,"326,142",273,"1,806,778",3,"31,224",25,"105,283",78,"42,767",15,"2,992,849","6,598,102",48,"19,165,270","42,252,185",1,x,"1,544","237,710",660,"337,199","1,009","312,655",403,"286,715",690,"20,100",109,"5,840","1,491","151,999","1,414","139,346",126,"12,653","1,270","7,324","1,780","1,046,887",116,451,157,"10,409",147,"13,444",176,"24,304",89,"1,184",95,"34,798",93,"106,525",123,"206,797",152,"349,304",907,"5,823",78,"3,959",0,0,0,0,1,x,16,"1,381",104,"1,325",4,92,6,379
48,20,2,1,Warner County No. 5,532,1,x,0,0,17,"175,913",14,"68,973",38,"135,085",41,"379,971",0,0,6,755,18,"8,734",4,"16,939","37,344",7,"2,017,746","4,448,368",0,0,274,"34,787",121,"23,512",181,"15,731",64,"9,596",142,"5,445",17,690,274,"33,375",263,"31,880",20,"1,495",242,"1,848",306,"109,253",12,32,18,826,19,914,21,"1,772",18,386,17,"6,703",18,"27,290",23,"46,304",24,"80,683",175,"1,137",13,296,0,0,0,0,0,0,2,x,11,144,1,x,3,x
48,20,2,11,Lethbridge County,"1,058",9,x,5,"17,965",43,"1,007,257",26,"28,002",95,"86,052",126,"1,121,311",2,x,8,x,32,"4,851",7,x,x,32,"15,222,253","33,559,321",0,0,432,"103,199",225,"181,452",302,"208,262",160,"201,611",121,"2,957",65,"3,694",379,"32,504",330,"24,009",75,"8,495",298,"1,261",544,"526,678",59,298,82,"6,569",73,"8,431",89,"15,298",36,324,41,"11,208",39,"34,573",61,"73,915",74,"120,020",256,"2,178",37,"2,528",0,0,0,0,1,x,7,254,40,439,1,x,0,0
48,20,2,21,Taber,768,2,x,4,x,17,"145,242",6,"19,254",44,"41,003",52,"205,499",1,x,5,x,13,"2,475",1,x,x,4,"1,921,563","4,236,321",0,0,375,"39,330",131,"18,210",217,"64,291",65,"59,964",174,"3,653",11,674,363,"27,925",355,"26,694",14,"1,231",320,"1,287",410,"151,043",21,50,31,"1,632",29,"1,777",33,"3,459",22,267,24,"13,604",22,"33,582",24,"63,307",35,"110,760",186,"1,089",13,642,0,0,0,0,0,0,4,140,22,498,1,x,1,x
48,20,2,31,Newell County No. 4,806,6,"24,570",62,"32,068",22,"6,537",15,"29,458",45,"64,002",54,"99,997",0,0,6,x,15,"26,707",3,x,x,5,"3,708","8,175",1,x,463,"60,394",183,"114,025",309,"24,371",114,"15,544",253,"8,045",16,782,475,"58,195",466,"56,763",17,"1,432",410,"2,928",520,"259,913",24,71,26,"1,382",26,"2,322",33,"3,775",13,207,13,"3,283",14,"11,080",15,"23,271",19,"37,841",290,"1,419",15,493,0,0,0,0,0,0,3,x,31,244,1,x,2,x
48,30,3,0,Division No.  3,"1,811",16,"19,134",1,x,55,"316,333",34,"77,329",122,"223,623",144,"617,285",1,x,26,"17,188",43,"16,880",13,x,x,30,"3,683,833","8,121,461",0,0,"1,196","123,577",495,"55,847",806,"63,789",326,"43,623",642,"18,413",41,"1,753","1,180","127,151","1,166","123,338",52,"3,813",992,"6,636","1,329","377,000",75,380,93,"10,250",84,"13,592",98,"24,222",37,617,39,"9,495",36,"35,165",66,"84,637",74,"129,914",920,"11,960",45,"1,066",2,x,0,0,1,x,26,"6,641",46,558,1,x,4,188
48,30,3,1,Cardston County,547,3,x,0,0,15,"64,135",16,"48,949",34,"102,088",38,"215,172",0,0,12,x,16,"10,199",6,x,x,7,"727,879","1,604,698",0,0,357,"34,874",114,"6,072",221,"10,170",63,"3,920",181,"5,556",19,694,355,"39,226",347,"37,573",23,"1,653",312,"2,211",387,"92,553",25,134,30,"4,408",28,"6,199",30,"10,741",13,212,14,"3,731",14,"14,733",18,"27,660",19,"46,336",265,"2,605",10,65,1,x,0,0,1,x,6,470,12,186,1,x,3,x
48,30,3,11,Pincher Creek No. 9,456,2,x,0,0,18,"116,232",11,"6,840",36,"21,661",47,"144,733",0,0,7,823,9,"3,034",3,x,x,13,"1,366,351","3,012,288",0,0,318,"33,623",140,"17,857",237,"21,579",108,"15,917",204,"5,418",7,244,319,"36,244",319,"35,843",9,401,262,"1,755",356,"111,058",22,106,26,"2,441",25,"3,483",29,"6,030",5,61,6,"1,431",5,"4,162",10,"7,177",12,"12,831",255,"1,861",11,77,0,0,0,0,0,0,8,427,17,130,0,0,1,x
48,30,3,18,Willow Creek No. 26,808,11,"18,976",1,x,22,"135,966",7,"21,540",52,"99,874",59,"257,380",1,x,7,x,18,"3,647",4,x,x,10,"1,589,603","3,504,475",0,0,521,"55,080",241,"31,918",348,"32,040",155,"23,786",257,"7,439",15,815,506,"51,681",500,"49,922",20,"1,759",418,"2,670",586,"173,389",28,140,37,"3,401",31,"3,910",39,"7,451",19,344,19,"4,333",17,"16,270",38,"49,800",43,"70,747",400,"7,494",24,924,1,x,0,0,0,0,12,"5,744",17,242,0,0,0,0
48,10,4,0,Division No.  4,"1,302",1,x,0,0,23,"52,796",13,"59,841",56,"46,845",66,"159,482",0,0,12,x,23,"4,746",6,x,x,9,x,x,0,0,903,"117,703",351,"38,429",648,"51,805",221,"30,259",585,"21,060",12,486,926,"135,322",925,"134,501",17,821,813,"7,279",969,"350,538",19,73,25,"2,034",22,"1,627",31,"3,734",16,431,18,"11,424",14,"40,961",19,"38,796",25,"91,612",465,"4,045",26,445,1,x,0,0,0,0,8,805,24,149,0,0,0,0
48,10,4,4,Special Area No. 2,514,0,0,0,0,10,x,6,x,25,"18,746",28,"30,632",0,0,5,385,8,"2,951",3,x,x,3,x,x,0,0,379,"60,973",162,"26,824",277,"27,573",104,"15,678",248,"11,746",5,149,392,"66,018",392,x,6,x,331,"3,539",416,"184,927",8,28,10,940,8,185,14,"1,153",6,258,8,"8,717",5,"31,393",7,"20,179",10,"60,547",235,"2,281",14,370,0,0,0,0,0,0,1,x,15,111,0,0,0,0
48,10,4,12,Special Area No. 3,510,0,0,0,0,10,"11,970",3,x,20,x,24,x,0,0,2,x,9,x,2,x,x,5,x,x,0,0,301,"29,354",103,"3,366",210,"13,766",63,"8,978",186,x,5,x,311,"35,688",310,"35,240",8,448,274,"1,986",320,"84,160",5,15,7,324,8,403,9,742,7,x,7,x,6,x,9,x,11,x,118,855,6,52,0,0,0,0,0,0,2,x,6,24,0,0,0,0
48,10,4,20,Special Area No. 4,278,1,x,0,0,3,x,4,x,11,x,14,x,0,0,5,x,6,x,1,x,x,1,x,x,0,0,223,"27,376",86,"8,239",161,"10,466",54,"5,603",151,x,2,x,223,"33,616",223,x,3,x,208,"1,754",233,"81,451",6,30,8,770,6,"1,039",8,"1,839",3,x,3,x,3,x,3,x,4,x,112,909,6,23,1,x,0,0,0,0,5,x,3,14,0,0,0,0
48,20,5,0,Division No.  5,"2,703",17,"10,761",4,x,92,"846,883",54,"214,499",164,"330,906",223,"1,392,288",9,"99,248",35,"112,654",61,"32,605",32,"3,225,555","7,111,131",77,"12,728,372","28,061,255",0,0,"1,285","142,509",515,"155,305",782,"124,889",296,"109,146",615,"14,186",45,"1,557","1,293","109,894","1,273","106,089",48,"3,805","1,136","5,990","1,429","538,587",79,440,93,"9,276",87,"9,885",111,"19,601",69,998,78,"36,112",72,"129,523",94,"186,146",115,"352,779",797,"6,068",51,"1,808",3,x,0,0,1,x,26,"1,316",71,904,4,145,4,224
48,20,5,1,Vulcan County,653,5,159,2,x,16,x,13,x,37,"70,937",42,"117,286",0,0,10,"20,551",19,"11,200",9,"510,066","1,124,503",11,x,x,0,0,300,"63,627",113,"43,332",184,"34,231",66,"30,430",138,"3,402",15,399,299,"29,283",290,"28,154",13,"1,129",259,"1,496",330,"171,969",21,85,27,"1,942",24,"2,835",30,"4,862",16,312,17,"8,091",17,"29,153",21,"31,189",26,"68,745",168,"1,668",16,523,1,x,0,0,0,0,6,358,15,216,1,x,0,0
48,20,5,12,Wheatland County,873,6,376,0,0,33,"319,070",17,"44,216",48,"82,108",67,"445,394",1,x,12,x,23,"11,065",14,x,x,30,"3,933,338","8,671,525",0,0,424,"39,096",162,"65,071",253,"59,872",99,"54,179",205,"5,242",13,451,429,"40,057",424,"38,955",14,"1,102",373,"2,156",480,"206,252",26,138,34,"4,095",37,"4,099",45,"8,332",22,291,27,"18,476",22,"59,484",28,"77,696",35,"155,947",312,"2,258",18,417,0,0,0,0,0,0,4,84,29,242,0,0,1,x
48,20,5,31,Starland County,364,2,x,1,x,11,x,7,x,21,"21,490",26,"64,253",0,0,7,"26,555",8,"6,215",5,"796,429","1,755,825",2,x,x,0,0,196,"12,598",76,"1,826",112,"4,352",45,"2,200",92,"1,799",8,353,200,"14,635",199,"14,016",10,619,179,930,212,"34,341",12,58,13,"1,536",12,"1,343",13,"2,937",8,185,8,"2,818",8,"11,307",9,"17,057",10,"31,367",90,574,5,76,1,x,0,0,0,0,4,411,10,104,0,0,0,0
48,20,5,41,Kneehill County,813,4,x,1,x,32,"496,088",17,"112,896",58,"156,371",88,"765,355",8,x,6,x,11,"4,125",4,x,x,34,"8,503,503","18,747,014",0,0,365,"27,188",164,"45,076",233,"26,434",86,"22,337",180,"3,743",9,354,365,"25,919",360,"24,964",11,955,325,"1,408",407,"126,025",20,159,19,"1,703",14,"1,608",23,"3,470",23,210,26,"6,727",25,"29,579",36,"60,204",44,"96,720",227,"1,568",12,792,1,x,0,0,1,x,12,463,17,342,3,x,3,x
48,30,6,0,Division No.  6,"4,905",32,x,4,x,102,"723,206",59,x,335,x,382,"965,959",1,x,52,"12,281",108,x,26,"509,566","1,123,401",44,"7,911,724","17,442,365",2,x,"2,356","189,761",896,"51,824","1,555","75,357",501,"48,187","1,239","24,935",65,"2,235","2,358","166,855","2,314",x,82,x,"1,827","10,184","2,669","493,981",169,590,227,"10,052",182,"8,916",240,"19,558",37,x,50,x,33,"16,975",63,"35,554",83,x,"2,315","21,315",135,"2,706",2,x,0,0,5,x,52,"4,720",182,"1,935",12,"1,581",18,"2,590"
48,30,6,1,Foothills No. 31,"1,405",9,x,1,x,23,x,17,x,103,x,114,"306,135",0,0,11,x,28,"2,863",6,"4,014","8,849",11,"2,776,407","6,120,929",0,0,579,"62,429",232,"10,620",392,"18,034",146,"12,090",305,"5,648",11,296,578,"44,684",573,"43,809",13,875,438,"2,055",675,"137,822",40,x,56,x,43,x,63,x,6,x,8,x,7,"2,165",10,x,14,x,752,"7,485",38,591,0,0,0,0,2,x,22,"1,612",59,718,4,290,7,"1,255"
48,30,6,14,Rocky View No. 44,"1,551",11,698,3,3,36,x,23,x,107,"92,898",119,"352,786",1,x,16,852,34,"6,611",10,x,x,17,"2,314,287","5,102,129",1,x,718,"63,385",286,"14,745",481,"28,101",153,"17,589",394,"10,023",15,489,726,"55,438",720,"54,586",18,852,536,"4,600",831,"166,269",60,225,83,"3,329",66,"3,263",85,"6,817",14,129,20,"2,559",13,"10,543",24,"24,394",30,"37,625",765,"6,682",39,"1,048",0,0,0,0,0,0,13,"1,311",49,x,2,x,4,722
48,30,6,16,Calgary,112,2,x,0,0,1,x,1,x,2,x,3,200,0,0,1,x,1,x,0,0,0,0,0,0,1,x,40,"3,261",19,213,19,403,7,182,13,221,0,0,41,"3,628",41,x,1,x,34,184,42,"7,689",2,x,2,x,2,x,2,x,0,0,0,0,0,0,2,x,2,x,31,195,0,0,0,0,0,0,0,0,2,x,2,x,1,x,1,x
48,30,6,28,Mountain View County,"1,837",10,549,0,0,42,"283,989",18,"1,071",123,"21,778",146,"306,838",0,0,24,"11,160",45,"8,228",10,x,x,16,"2,821,030","6,219,306",0,0,"1,019","60,686",359,"26,246",663,"28,819",195,"18,326",527,"9,043",39,"1,450","1,013","63,105",980,"60,247",50,"2,858",819,"3,345","1,121","182,201",67,239,86,"4,580",71,"3,060",90,"7,879",17,120,22,"1,632",13,"4,267",27,"6,919",37,"12,938",767,"6,953",58,"1,067",2,x,0,0,3,4,15,x,72,671,5,381,6,x
48,40,7,0,Division No.  7,"3,019",24,"2,972",2,x,89,"134,737",51,"54,064",162,"124,136",205,"312,937",1,x,40,"3,664",48,"12,469",17,"23,853","52,587",36,"1,407,732","3,103,518",0,0,"1,908","173,615",734,"45,208","1,318","69,229",484,"42,947","1,091","24,736",38,"1,546","1,942","190,865","1,918","186,739",63,"4,126","1,660","10,020","2,077","488,937",82,266,112,"6,190",88,"5,715",113,"12,171",44,452,47,"12,406",40,"50,414",75,"113,743",84,"177,015","1,061","8,295",56,991,2,x,0,0,1,x,35,"3,973",76,511,5,407,8,319
48,40,7,1,Provost No. 52,451,3,8,0,0,12,x,8,x,23,x,28,"26,088",0,0,6,143,4,x,2,x,x,2,x,x,0,0,306,"37,111",131,"12,464",208,"12,866",80,x,171,"4,212",1,x,312,"36,483",309,"36,385",7,98,269,"1,773",334,"100,697",8,14,9,464,10,425,10,903,4,26,4,x,3,x,9,"1,742",9,x,154,"1,050",7,79,0,0,0,0,0,0,7,x,5,40,0,0,5,175
48,40,7,11,Paintearth County No. 18,434,5,x,0,0,16,"13,371",8,"27,935",24,"44,420",32,"85,726",0,0,11,629,11,"4,852",1,x,x,5,"25,758","56,787",0,0,300,"29,166",120,"10,655",211,"6,917",74,x,186,"4,806",7,x,312,"30,396",310,"29,883",7,513,277,"1,592",331,"78,726",11,44,14,930,10,762,14,"1,736",9,145,9,"2,097",8,"7,754",13,"21,368",14,"31,364",168,"1,299",8,x,0,0,0,0,0,0,5,393,11,100,2,x,0,0
48,40,7,19,Stettler County No. 6,793,6,x,1,x,25,"45,259",14,"13,119",49,"31,701",63,"90,079",1,x,6,767,15,"3,953",5,"4,632","10,212",12,"631,970","1,393,255",0,0,529,"41,931",187,"6,308",364,"18,373",119,"11,582",298,"6,073",13,718,538,"49,649",530,"48,104",23,"1,545",450,"2,874",574,"119,135",35,143,45,"3,172",38,"3,396",45,"6,711",13,138,13,"4,124",12,"12,550",23,"42,487",26,"59,299",331,"3,117",19,176,2,x,0,0,0,0,8,x,31,233,2,x,0,0
48,40,7,31,Flagstaff County,790,2,x,1,x,21,"4,521",15,"6,480",40,"14,935",50,"25,936",0,0,8,559,10,"1,070",5,x,x,7,x,x,0,0,441,"32,656",162,"9,915",296,"11,801",118,"7,279",237,"4,217",11,305,434,"34,996",426,"34,549",15,447,370,"1,775",465,"91,143",12,34,19,981,12,752,19,"1,767",12,63,12,x,11,x,18,"11,833",20,x,221,"1,653",8,x,0,0,0,0,0,0,7,315,17,85,1,x,2,x
48,40,7,49,Wainwright No. 61,551,8,791,0,0,15,x,6,x,26,x,32,"85,108",0,0,9,"1,566",8,x,4,"14,243","31,400",10,"719,375","1,585,950",0,0,332,"32,751",134,"5,866",239,"19,272",93,"13,545",199,"5,428",6,299,346,"39,341",343,"37,818",11,"1,523",294,"2,006",373,"99,236",16,31,25,643,18,380,25,"1,054",6,80,9,"4,763",6,"25,844",12,"36,313",15,"67,000",187,"1,176",14,292,0,0,0,0,1,x,8,"1,024",12,53,0,0,1,x
48,50,8,0,Division No.  8,"4,203",28,"9,232",2,x,114,"1,328,671",64,"42,864",270,"93,689",333,"1,465,224",1,x,51,"15,280",99,"9,923",26,"682,653","1,504,992",63,"19,918,203","43,912,118",0,0,"2,396","177,089",877,"50,571","1,642","82,856",508,"47,259","1,253","24,077",187,"11,520","2,427","198,291","2,277","176,465",219,"21,826","1,982","10,142","2,664","518,949",146,499,210,"7,333",170,"8,687",228,"16,519",82,686,88,"28,055",100,"108,536",149,"211,307",170,"348,584","1,523","14,033",117,"2,455",2,x,1,x,0,0,66,"9,367",178,"1,636",10,"1,684",40,"2,947"
48,50,8,1,Red Deer County,"1,751",9,"7,177",1,x,30,"49,445",20,x,102,x,116,"101,262",1,x,18,x,35,"3,185",12,x,x,15,"644,925","1,421,816",0,0,962,"70,066",383,"25,045",635,"37,258",211,"24,034",501,"10,929",44,"2,295",961,"75,522",928,"70,142",52,"5,380",782,"4,616","1,064","212,507",53,223,76,"2,568",59,"3,081",84,"5,872",20,248,21,"7,569",25,"23,565",43,"44,057",53,"75,439",688,"5,788",43,779,0,0,0,0,0,0,21,"1,867",89,717,2,x,8,651
48,50,8,22,Lacombe County,"1,219",6,"1,295",0,0,40,"597,161",20,"10,178",71,"48,049",92,"655,388",0,0,12,247,27,"4,717",5,"4,163","9,178",24,"9,229,913","20,348,474",0,0,673,"46,181",232,"12,772",477,"20,798",133,"10,316",363,"6,159",69,"4,323",686,"54,922",627,"47,051",75,"7,871",565,"2,344",746,"137,017",41,155,65,"2,946",50,"3,520",67,"6,621",42,304,43,"14,821",51,"63,083",68,"125,457",71,"203,665",384,"4,244",33,643,2,x,0,0,0,0,26,"5,398",46,430,3,x,18,"1,460"
48,50,8,38,Ponoka County,"1,233",13,760,1,x,44,"682,065",24,x,97,x,125,"708,574",0,0,21,x,37,"2,021",9,x,x,24,"10,043,365","22,141,828",0,0,761,"60,842",262,"12,754",530,"24,800",164,"12,909",389,"6,989",74,"4,902",780,"67,847",722,"59,272",92,"8,575",635,"3,182",854,"169,425",52,121,69,"1,819",61,"2,086",77,"4,026",20,134,24,"5,665",24,"21,888",38,"41,793",46,"69,480",451,"4,001",41,"1,033",0,0,1,x,0,0,19,"2,102",43,489,5,786,14,836
48,50,9,0,Division No.  9,"1,209",5,295,0,0,21,x,12,x,79,"25,421",89,"37,999",1,x,11,376,34,"1,177",7,"1,766","3,893",9,x,x,0,0,731,"42,330",270,"4,666",509,"12,878",174,"5,403",412,"6,954",21,521,741,"49,451",730,"48,443",29,"1,008",644,"2,553",797,"111,878",27,63,38,"1,308",31,"1,845",39,"3,216",9,52,12,"2,093",12,"6,723",21,"12,028",26,"20,896",554,"5,680",42,297,3,56,0,0,0,0,19,"1,245",48,420,4,329,16,735
48,50,9,2,Clearwater County,"1,209",5,295,0,0,21,x,12,x,79,"25,421",89,"37,999",1,x,11,376,34,"1,177",7,"1,766","3,893",9,x,x,0,0,731,"42,330",270,"4,666",509,"12,878",174,"5,403",412,"6,954",21,521,741,"49,451",730,"48,443",29,"1,008",644,"2,553",797,"111,878",27,63,38,"1,308",31,"1,845",39,"3,216",9,52,12,"2,093",12,"6,723",21,"12,028",26,"20,896",554,"5,680",42,297,3,56,0,0,0,0,19,"1,245",48,420,4,329,16,735
48,41,10,0,Division No. 10,"5,217",30,"4,783",5,987,200,"1,232,283",74,"68,886",284,"184,996",399,"1,486,165",8,"81,100",75,"88,012",91,"15,147",43,"1,639,290","3,614,016",106,"16,712,660","36,845,106",1,x,"2,893","182,258","1,093","56,492","1,958","88,920",713,"62,473","1,601","25,356",46,"1,091","2,914","206,432","2,885","203,729",64,"2,703","2,469","10,870","3,128","544,972",178,498,221,"10,015",191,"11,130",233,"21,643",78,515,91,"10,995",80,"30,123",129,"72,914",164,"114,547","1,557","11,179",78,"1,272",11,300,0,0,1,x,83,"10,275",145,868,9,562,41,"4,842"
48,41,10,1,Camrose County No. 22,"1,149",3,x,1,x,57,"898,926",18,"42,095",53,"94,485",95,"1,035,506",6,x,18,"61,839",19,"2,649",11,"1,270,119","2,800,133",42,"12,249,176","27,004,809",0,0,597,"33,644",195,"10,454",393,"12,039",126,"7,119",322,"4,330",18,590,590,"35,685",575,"34,314",24,"1,371",504,"1,830",636,"93,652",46,116,57,"2,670",49,"3,158",58,"5,944",14,88,17,"1,670",16,"7,034",23,"17,904",30,"26,696",326,"2,253",13,376,1,x,0,0,0,0,9,240,23,87,0,0,6,287
48,41,10,16,Beaver County,795,7,"1,578",0,0,28,"175,727",11,"11,147",54,"27,446",67,"214,320",1,x,12,x,20,"2,693",8,x,x,14,"2,229,045","4,914,203",1,x,460,"23,772",154,"4,573",306,"6,190",110,"2,824",251,"3,258",7,108,470,"29,185",465,"28,728",11,457,390,"1,504",503,"65,224",22,61,27,"1,539",23,"1,291",29,"2,891",9,101,11,"2,969",11,"6,943",17,"16,658",19,"26,671",279,"1,871",12,152,2,x,0,0,0,0,9,415,21,81,2,x,3,x
48,41,10,26,Minburn County No. 27,685,5,x,1,x,24,x,6,x,28,"25,754",41,"44,448",0,0,11,x,9,"6,563",7,x,x,13,"76,039","167,637",0,0,358,"22,156",138,"5,187",242,"7,644",66,"4,499",203,"3,031",7,114,362,"26,825",360,"26,541",6,284,311,"1,336",390,"63,148",24,106,29,"2,416",26,"2,652",30,"5,174",8,44,10,"1,346",9,"5,247",16,"8,443",18,"15,080",203,"1,297",8,133,3,x,0,0,1,x,12,"3,612",18,196,1,x,7,684
48,41,10,36,Vermilion River County No. 24,"1,137",3,17,1,x,31,"76,244",9,642,58,"6,612",75,"83,498",0,0,10,177,14,111,4,"1,629","3,591",19,"1,289,423","2,842,691",0,0,676,"60,603",310,"24,168",491,"22,399",211,"12,492",399,"9,679",7,228,689,"66,433",687,"65,967",8,466,573,"3,745",746,"177,348",27,79,37,"1,361",28,"1,546",39,"2,986",21,145,23,"2,288",19,"6,569",37,"25,700",47,"34,702",411,"3,168",17,225,3,82,0,0,0,0,30,"5,069",30,263,4,430,16,"2,898"
48,41,10,48,Two Hills County No. 21,600,5,66,2,x,31,"61,222",14,"8,200",43,"17,883",59,"87,305",0,0,15,"2,190",15,"2,999",7,"25,334","55,852",10,"865,840","1,908,850",0,0,368,"25,314",122,"5,452",241,"33,653",78,"31,034",200,x,5,x,368,"27,154",366,"27,050",8,104,324,"1,337",390,"92,910",28,63,36,"1,341",33,"1,718",37,"3,122",12,108,16,"2,472",14,"3,911",19,"2,786",26,"9,277",133,998,12,140,2,x,0,0,0,0,7,163,18,62,0,0,1,x
48,41,10,58,Lamont County,851,7,575,0,0,29,x,16,x,48,"12,816",62,"21,088",1,x,9,147,14,132,6,"1,812","3,995",8,"3,137","6,916",0,0,434,"16,769",174,"6,658",285,"6,995",122,"4,505",226,x,2,x,435,"21,150",432,"21,129",7,21,367,"1,118",463,"52,690",31,73,35,688,32,765,40,"1,526",14,29,14,250,11,419,17,"1,423",24,"2,121",205,"1,592",16,246,0,0,0,0,0,0,16,776,35,179,2,x,8,776
48,50,11,0,Division No. 11,"6,060",82,"32,061",3,175,218,x,88,x,359,"246,283",472,"2,165,196",2,x,100,"225,372",145,"20,277",48,"3,794,060","8,364,470",99,x,x,4,x,"2,828","136,543","1,058","28,577","1,948","48,894",585,"22,762","1,517","19,786",172,"6,346","2,832","164,113","2,721","151,227",174,"12,886","2,279","7,900","3,137","386,027",210,663,279,"10,661",230,"12,394",300,"23,718",73,589,81,"7,173",68,"24,956",109,"55,692",144,"88,410","2,114","23,111",179,"3,400",3,x,0,0,2,x,153,"12,141",275,"2,748",20,"1,042",57,"6,902"
48,50,11,1,Wetaskiwin County No. 10,"1,207",9,"1,066",0,0,40,x,19,706,79,"21,153",102,x,0,0,23,"69,063",34,"3,333",9,"849,109","1,871,965",16,x,x,1,x,636,"38,048",223,"12,543",456,"14,434",144,"7,498",362,"5,563",38,"1,373",634,"44,468",611,"41,656",40,"2,812",530,"2,279",694,"111,772",54,181,75,"3,372",64,"4,952",80,"8,505",18,153,19,"2,382",20,"8,619",28,"17,895",39,"29,049",465,"5,792",29,x,1,x,0,0,0,0,50,"4,835",56,312,6,407,22,"2,046"
48,50,11,12,Leduc County,"1,438",14,"5,624",0,0,57,"241,487",27,"15,212",85,"45,543",109,"302,242",0,0,27,"2,041",36,"5,553",12,x,x,22,"3,215,117","7,088,119",1,x,738,"30,601",258,"6,347",518,"11,637",132,"4,811",379,"3,928",79,"2,898",747,"40,503",692,"34,551",79,"5,952",577,"1,762",827,"90,850",48,142,62,"1,310",51,"1,457",66,"2,909",19,234,22,"2,044",18,"7,346",25,"9,997",33,"19,621",432,"4,173",39,940,0,0,0,0,2,x,32,"2,778",61,497,2,x,9,"1,018"
