HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NTOTWHT,TOTWHT,ETOTWHT,NWHTSPG,WHTSPG,EWHTSPG,NWHTDUR,WHTDUR,EWHTDUR,NWHTWIN,WHTWIN,EWHTWIN,NOATS,OATS,EOATS,NBARLEY,BARLEY,EBARLEY,NMXDGRN,MXDGRN,EMXDGRN,NTOTCORN,TOTCORN,ETOTCRN,NCORNGR,CORNGR,ECORNGR,NCORNSI,CORNSI,ECORNSI,NTOTRYE,TOTRYE,ETOTRYE,NRYEFAL,RYEFAL,ERYEFAL,NRYESPG,RYESPG,ERYESPG,NCANOLA,CANOLA,ECANOLA,NSOYBNS,SOYBNS,ESOYBNS,NFLAXSD,FLAXSD,EFLAXSD,NDFPEAS,DFPEAS,EDFPEAS,NCHICPEA,CHICPEA,ECHICPEA,NLENTIL,LENTIL,ELENTIL,NWHITBN,WHITBN,EWHITBN,NODFBNS,ODFBNS,EODFBNS,NALFALFA,ALFALFA,EALFALFA,NOTTAME,OTTAME,EOTTAME,NFORAGE,FORAGE,EFORAGE,NPOTATS,POTATS,EPOTATS,NMUSTSD,MUSTSD,EMUSTSD,NSUNFLS,SUNFLS,ESUNFLS,NCANARY,CANARY,ECANARY,NTOBACO,TOBACO,ETOBACO,NGINSENG,GINSENG,EGINSENG,NBUCWHT,BUCWHT,EBUCWHT,NSUGARB,SUGARB,ESUGARB,NCARAWAY,CARAWAY,ECARAWAY,NTRITCL,TRITCL,ETRITCL,NOFIELD,OFIELD,EOFIELD
47,31,3,38,Stonehenge No. 73,162,135,"99,643","40,324",126,"73,766","29,852",80,"25,167","10,185",3,710,287,16,"1,520",615,40,"6,175","2,499",0,0,0,3,75,30,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,10,"4,016","1,625",0,0,0,31,"5,465","2,212",74,"31,677","12,819",7,"1,405",569,27,"7,909","3,201",0,0,0,0,0,0,45,"5,527","2,237",10,"3,200","1,295",2,x,x,0,0,0,3,760,308,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
47,31,3,42,Wood River No. 74,139,116,"75,910","30,720",85,"33,733","13,651",85,"40,267","16,295",7,"1,910",773,27,"2,935","1,188",43,"10,456","4,231",1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,7,"3,690","1,493",0,0,0,22,"4,206","1,702",63,"20,359","8,239",19,"6,878","2,783",20,"3,990","1,615",0,0,0,0,0,0,56,"9,562","3,870",17,"1,928",780,0,0,0,0,0,0,15,"3,770","1,526",0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
47,33,3,48,Pinto Creek No. 75,101,78,"61,206","24,769",62,"33,379","13,508",60,"27,827","11,261",0,0,0,21,"4,464","1,807",48,"13,684","5,538",2,x,x,1,x,x,0,0,0,1,x,x,5,702,284,4,x,x,1,x,x,10,"3,332","1,348",0,0,0,11,"2,898","1,173",34,"13,628","5,515",11,"4,664","1,887",35,"9,490","3,840",1,x,x,0,0,0,55,"16,783","6,792",9,"1,911",773,0,0,0,0,0,0,16,"6,537","2,645",0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0
47,33,3,54,Auvergne No. 76,103,63,"51,071","20,668",47,"20,541","8,313",50,"24,907","10,080",7,"5,623","2,276",20,"3,602","1,458",33,"8,699","3,520",2,x,x,1,x,x,0,0,0,1,x,x,8,"1,200",486,7,x,x,1,x,x,4,555,225,0,0,0,11,"1,322",535,36,"15,995","6,473",10,"1,305",528,15,"4,470","1,809",1,x,x,0,0,0,59,"20,545","8,314",26,"6,880","2,784",0,0,0,0,0,0,5,x,x,0,0,0,4,670,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,655,265,2,x,x
47,33,3,59,Whiska Creek No. 106,118,98,"72,154","29,200",81,"45,006","18,213",61,x,x,3,x,x,3,730,295,36,"8,622","3,489",0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,1,x,x,11,"2,462",996,0,0,0,5,x,x,37,"15,491","6,269",10,"2,148",869,30,"10,932","4,424",0,0,0,0,0,0,53,"9,412","3,809",14,"3,327","1,346",5,"1,525",617,1,x,x,0,0,0,0,0,0,4,621,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,540,219,3,798,323
47,33,3,64,Glen Bain No. 105,118,102,"73,118","29,590",76,"40,282","16,302",68,x,x,1,x,x,9,852,345,40,"12,149","4,917",2,x,x,1,x,x,0,0,0,1,x,x,2,x,x,1,x,x,1,x,x,14,"4,715","1,908",0,0,0,15,"3,026","1,225",52,"21,109","8,543",25,"6,566","2,657",25,"7,892","3,194",0,0,0,0,0,0,40,"11,377","4,604",13,"4,892","1,980",1,x,x,0,0,0,12,"4,250","1,720",0,0,0,5,661,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,2,x,x
47,30,3,68,Gravelbourg No. 104,139,121,"79,064","31,996",94,"44,494","18,006",87,x,x,2,x,x,14,"2,081",842,42,"7,883","3,190",2,x,x,0,0,0,0,0,0,0,0,0,9,"1,787",723,8,x,x,1,x,x,14,"3,432","1,389",0,0,0,20,"5,167","2,091",56,"18,868","7,636",20,"3,584","1,450",22,"6,955","2,815",0,0,0,1,x,x,50,"9,849","3,986",13,"2,900","1,174",1,x,x,0,0,0,24,"4,833","1,956",1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,4,497,201
47,30,3,74,Sutton No. 103,102,74,"63,147","25,555",62,"34,889","14,119",49,"27,148","10,986",4,"1,110",449,12,"1,652",669,26,"8,388","3,395",0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,14,"5,468","2,213",0,0,0,23,"5,189","2,100",51,"24,071","9,741",15,"4,082","1,652",29,"12,230","4,949",1,x,x,0,0,0,37,"12,539","5,074",11,"1,974",799,1,x,x,0,0,0,14,"2,800","1,133",0,0,0,2,x,x,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0
47,30,3,93,Lake Johnston No. 102,78,58,"42,632","17,253",40,"18,297","7,405",43,x,x,2,x,x,19,"2,625","1,062",19,"3,051","1,235",0,0,0,1,x,x,0,0,0,1,x,x,6,730,295,6,730,295,0,0,0,13,"4,618","1,869",0,0,0,20,"4,156","1,682",36,"15,698","6,353",5,x,x,11,"4,648","1,881",0,0,0,0,0,0,32,"8,265","3,345",13,"3,824","1,548",1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,30,3,96,Terrell No. 101,100,60,"26,209","10,606",43,"10,410","4,213",37,"15,799","6,394",0,0,0,41,"6,850","2,772",20,"3,788","1,533",4,328,133,1,x,x,0,0,0,1,x,x,3,x,x,2,x,x,1,x,x,5,"1,210",490,0,0,0,9,"1,253",507,16,"5,765","2,333",1,x,x,7,"4,140","1,675",0,0,0,0,0,0,58,"17,823","7,213",28,"6,859","2,776",1,x,x,0,0,0,2,x,x,0,0,0,3,450,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
47,0,4,0,Division No.  4,"1,555",806,"648,979","262,632",601,"361,137","146,147",513,"271,104","109,712",44,"16,738","6,774",316,"47,685","19,297",402,"142,001","57,466",41,"9,378","3,795",8,273,110,1,x,x,7,x,x,81,"13,758","5,568",80,x,x,2,x,x,80,"40,229","16,280",1,x,x,60,"12,122","4,906",369,"173,408","70,176",92,"25,503","10,321",91,"31,644","12,806",1,x,x,2,x,x,800,"224,251","90,751",230,"67,104","27,156",6,570,231,7,18,7,77,"25,957","10,504",0,0,0,10,"5,488","2,221",0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,96,"14,775","5,979",19,"3,941","1,595"
47,33,4,3,Val Marie No. 17,125,65,"57,382","23,222",57,"39,927","16,158",33,"17,455","7,064",0,0,0,20,"2,700","1,093",46,"17,315","7,007",4,548,222,1,x,x,0,0,0,1,x,x,4,"1,369",554,4,"1,369",554,0,0,0,6,"2,115",856,0,0,0,5,"1,395",565,23,"12,748","5,159",12,"2,847","1,152",7,"2,053",831,0,0,0,0,0,0,67,"23,206","9,391",25,"5,900","2,388",1,x,x,1,x,x,9,"4,232","1,713",0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x
47,33,4,6,Lone Tree No. 18,74,59,"63,618","25,745",55,"45,573","18,443",30,"17,145","6,938",3,900,364,10,"3,686","1,492",15,"5,604","2,268",0,0,0,1,x,x,0,0,0,1,x,x,4,323,131,4,323,131,0,0,0,2,x,x,0,0,0,1,x,x,26,"16,621","6,726",11,"3,692","1,494",5,"2,063",835,0,0,0,0,0,0,23,"8,106","3,280",7,"3,295","1,333",0,0,0,0,0,0,14,"5,150","2,084",0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
47,40,4,11,Frontier No. 19,97,72,"67,970","27,506",59,"41,335","16,728",52,"24,325","9,844",3,"2,310",935,22,"3,392","1,373",31,"8,973","3,631",6,"2,400",971,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,3,x,x,0,0,0,1,x,x,29,"14,295","5,785",13,"3,703","1,499",7,"2,704","1,094",0,0,0,2,x,x,30,"11,718","4,742",14,"2,516","1,018",1,x,x,0,0,0,17,"6,866","2,779",0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,4,"1,114",451
47,40,4,19,Reno No. 51,154,85,"75,554","30,576",72,"47,436","19,197",55,"27,037","10,941",4,"1,081",437,26,"5,345","2,163",34,"6,884","2,786",6,700,283,0,0,0,0,0,0,0,0,0,7,"2,015",815,7,"2,015",815,0,0,0,2,x,x,0,0,0,1,x,x,12,"3,454","1,398",4,"1,086",439,3,"1,028",416,0,0,0,0,0,0,91,"20,166","8,161",25,"6,384","2,584",1,x,x,0,0,0,4,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,"3,020","1,222",3,515,208
47,40,4,24,White Valley No. 49,192,112,"81,661","33,047",88,"45,210","18,296",76,"34,401","13,922",9,"2,050",830,38,"5,849","2,367",64,"25,137","10,173",5,"2,335",945,0,0,0,0,0,0,0,0,0,10,x,x,10,x,x,0,0,0,9,"9,005","3,644",0,0,0,5,"1,670",676,48,"18,845","7,626",4,815,330,6,"2,449",991,0,0,0,0,0,0,92,"30,595","12,381",23,"7,575","3,065",0,0,0,1,x,x,9,"1,790",724,0,0,0,3,"1,425",577,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,5,"1,095",443,0,0,0
47,33,4,28,Wise Creek No. 77,89,61,"40,992","16,589",42,"19,560","7,916",44,"20,927","8,469",3,505,204,27,"4,063","1,644",24,"5,274","2,134",3,575,233,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,7,"1,383",560,1,x,x,17,"2,694","1,090",43,"17,258","6,984",17,"4,931","1,996",8,"1,826",739,0,0,0,0,0,0,47,"14,123","5,715",14,"1,456",589,0,0,0,0,0,0,8,"1,998",809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0
47,33,4,34,Grassy Creek No. 78,86,48,"33,240","13,452",26,"10,740","4,346",32,"21,240","8,596",5,"1,260",510,18,"2,493","1,009",22,"8,513","3,445",1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,4,x,x,26,"13,464","5,449",5,"1,540",623,11,"5,805","2,349",0,0,0,0,0,0,38,"8,344","3,377",15,"2,953","1,195",0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,175,71,1,x,x
47,40,4,38,Arlington No. 79,82,42,"34,899","14,123",33,"18,088","7,320",29,x,x,1,x,x,21,"3,012","1,219",22,"9,425","3,814",5,775,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"3,561","1,441",0,0,0,4,560,227,25,"14,182","5,739",3,"1,195",484,3,x,x,0,0,0,0,0,0,44,"10,189","4,123",11,"1,955",791,0,0,0,0,0,0,3,"1,700",688,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,0,0,0
47,40,4,45,Maple Creek No. 111,219,34,"48,861","19,773",21,"25,327","10,249",24,"19,917","8,060",6,"3,617","1,464",42,"5,374","2,175",9,"8,611","3,485",2,x,x,2,x,x,0,0,0,2,x,x,20,"3,682","1,490",19,x,x,1,x,x,5,"7,018","2,840",0,0,0,0,0,0,8,"5,867","2,374",3,618,250,1,x,x,0,0,0,0,0,0,134,"35,382","14,319",30,"15,078","6,102",1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,"4,540","1,837",0,0,0
47,40,4,50,Piapot No. 110,134,37,"19,145","7,748",18,"7,832","3,169",23,"11,313","4,578",0,0,0,43,"5,715","2,313",18,"3,924","1,588",3,895,362,0,0,0,0,0,0,0,0,0,24,"3,753","1,519",24,x,x,1,x,x,4,"2,339",947,0,0,0,3,x,x,9,"2,806","1,136",0,0,0,7,"1,064",431,0,0,0,0,0,0,82,"28,012","11,336",27,"11,518","4,661",0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"2,587","1,047",2,x,x
47,40,4,54,Carmichael No. 109,93,52,"32,329","13,083",34,"16,154","6,537",34,x,x,2,x,x,24,"3,252","1,316",34,"12,815","5,186",4,x,x,1,x,x,0,0,0,1,x,x,7,"1,275",516,7,"1,275",516,0,0,0,17,"4,252","1,721",0,0,0,6,"1,227",497,28,"9,588","3,880",3,770,312,4,"1,152",466,1,x,x,0,0,0,57,"14,170","5,734",15,"5,210","2,108",1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,502,203,1,x,x
47,33,4,58,Bone Creek No. 108,91,68,"49,436","20,006",47,"23,358","9,453",44,"23,108","9,351",5,"2,970","1,202",9,708,287,30,"7,011","2,837",2,x,x,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,6,"2,860","1,157",0,0,0,8,"1,820",737,38,"15,837","6,409",7,"1,582",640,13,"3,002","1,215",0,0,0,0,0,0,35,"7,425","3,005",17,"2,599","1,052",1,x,x,1,x,x,6,"1,793",726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,6,815,330,1,x,x
47,33,4,61,Lac Pelletier No. 107,119,71,"43,892","17,762",49,"20,597","8,335",37,"22,830","9,239",3,465,188,16,"2,096",848,53,"22,515","9,111",0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,9,"3,780","1,530",0,0,0,5,974,394,54,"28,443","11,510",10,"2,724","1,102",16,"7,478","3,026",0,0,0,0,0,0,60,"12,815","5,186",7,665,269,0,0,0,2,x,x,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,569,230,4,580,235
47,0,5,0,Division No.  5,"2,736","1,328","601,141","243,273","1,281","549,174","222,243",83,x,x,93,x,x,"1,163","228,528","92,482",893,"217,243","87,915",42,"6,609","2,675",36,"2,081",842,5,180,73,31,"1,901",769,70,"9,969","4,034",64,x,x,6,x,x,"1,003","410,644","166,182",7,710,287,642,"155,448","62,908",236,"60,743","24,582",4,"1,065",431,28,"6,336","2,564",2,x,x,10,923,374,"1,250","235,501","95,304",503,"71,503","28,936",28,"9,198","3,722",8,x,x,27,"4,989","2,019",2,x,x,25,"5,217","2,111",0,0,0,0,0,0,0,0,0,0,0,0,11,"2,250",911,17,"1,463",592,63,"9,659","3,909"
47,11,5,1,Moosomin No. 121,111,46,"23,901","9,672",45,x,x,0,0,0,2,x,x,31,"6,538","2,646",31,"8,350","3,379",1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,"15,759","6,377",1,x,x,21,"7,574","3,065",2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,46,"8,455","3,422",17,"2,918","1,181",2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,473,191
47,11,5,7,Martin No. 122,107,27,"16,660","6,742",27,"16,660","6,742",0,0,0,0,0,0,54,"12,586","5,093",32,"10,663","4,315",2,x,x,0,0,0,0,0,0,0,0,0,6,415,168,6,415,168,0,0,0,23,"12,263","4,963",0,0,0,15,"3,171","1,283",2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,58,"14,908","6,033",28,"3,006","1,216",0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0
47,11,5,11,Silverwood No. 123,135,60,"25,308","10,242",60,"22,158","8,967",3,"1,640",664,3,"1,510",611,74,"17,481","7,074",36,"7,929","3,209",3,585,237,0,0,0,0,0,0,0,0,0,5,470,190,5,470,190,0,0,0,55,"22,810","9,231",0,0,0,34,"7,754","3,138",7,"1,832",741,0,0,0,2,x,x,0,0,0,0,0,0,58,"10,633","4,303",30,"5,098","2,063",0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x
47,11,5,14,Kingsley No. 124,140,78,"29,821","12,068",76,"27,100","10,967",6,"1,797",727,5,924,374,81,"19,984","8,087",37,"9,196","3,721",1,x,x,3,x,x,1,x,x,2,x,x,2,x,x,2,x,x,0,0,0,47,"16,143","6,533",0,0,0,59,"12,289","4,973",15,"3,536","1,431",1,x,x,3,262,106,1,x,x,1,x,x,66,"14,874","6,019",28,"4,117","1,666",0,0,0,0,0,0,3,851,344,0,0,0,4,670,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,3,778,315
47,11,5,18,Chester No. 125,139,90,"36,270","14,678",84,"27,818","11,258",24,"7,331","2,967",5,"1,121",454,72,"13,041","5,278",66,"15,994","6,473",1,x,x,5,810,328,1,x,x,4,x,x,3,x,x,3,x,x,0,0,0,55,"20,046","8,112",1,x,x,67,"17,494","7,080",36,"10,217","4,135",1,x,x,5,735,297,0,0,0,0,0,0,67,"14,503","5,869",19,"4,117","1,666",0,0,0,0,0,0,2,x,x,1,x,x,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,1,x,x
47,11,5,27,Wolseley No. 155,141,75,"29,252","11,838",72,"26,344","10,661",10,"2,186",885,4,722,292,58,"11,036","4,466",70,"19,661","7,957",3,x,x,4,317,128,0,0,0,4,317,128,8,"2,794","1,131",7,x,x,1,x,x,60,"19,082","7,722",0,0,0,61,"13,406","5,425",14,"3,520","1,424",0,0,0,1,x,x,0,0,0,0,0,0,76,"12,823","5,189",17,"2,199",890,0,0,0,0,0,0,3,625,253,1,x,x,7,"1,104",447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"2,145",868
47,11,5,28,Elcapo No. 154,164,90,"46,586","18,853",86,"43,251","17,503",5,759,307,11,"2,576","1,042",71,"16,649","6,738",48,"13,452","5,444",3,315,127,5,450,182,0,0,0,5,450,182,6,584,236,5,x,x,1,x,x,63,"29,440","11,914",0,0,0,55,"16,445","6,655",22,"7,244","2,932",0,0,0,0,0,0,0,0,0,1,x,x,72,"11,987","4,851",37,"4,263","1,725",2,x,x,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,4,x,x,0,0,0,6,584,236
47,11,5,33,Willowdale No. 153,115,43,"12,726","5,150",41,x,x,1,x,x,4,660,267,54,"11,996","4,855",23,"5,244","2,122",4,610,247,0,0,0,0,0,0,0,0,0,8,"1,090",441,7,x,x,1,x,x,24,"5,357","2,168",0,0,0,30,"5,977","2,419",3,205,83,0,0,0,2,x,x,0,0,0,1,x,x,64,"16,122","6,524",25,"3,018","1,221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
47,11,5,37,Rocanville No. 151,146,58,"31,377","12,698",57,x,x,1,x,x,2,x,x,59,"13,612","5,509",29,"4,381","1,773",0,0,0,0,0,0,0,0,0,0,0,0,9,906,367,7,x,x,2,x,x,26,"11,625","4,704",1,x,x,28,"7,083","2,866",6,"2,220",898,1,x,x,1,x,x,0,0,0,2,x,x,73,"15,816","6,401",35,"3,744","1,515",2,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,835,338
47,50,5,41,Spy Hill No. 152,103,51,"31,393","12,704",50,x,x,1,x,x,0,0,0,51,"8,134","3,292",38,"10,424","4,218",2,x,x,3,65,26,0,0,0,3,65,26,2,x,x,2,x,x,0,0,0,34,"27,093","10,964",0,0,0,18,"4,160","1,683",8,"2,035",824,0,0,0,0,0,0,0,0,0,0,0,0,44,"10,974","4,441",23,"4,285","1,734",2,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
47,50,5,47,Langenburg No. 181,162,86,"46,988","19,015",84,"46,285","18,731",1,x,x,2,x,x,50,"4,793","1,940",46,"8,707","3,524",5,356,144,1,x,x,1,x,x,0,0,0,2,x,x,1,x,x,1,x,x,72,"32,767","13,260",0,0,0,29,"9,967","4,034",12,"2,923","1,183",0,0,0,0,0,0,0,0,0,0,0,0,74,"8,760","3,545",31,"2,611","1,057",2,x,x,0,0,0,1,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,4,417,169
47,50,5,51,Fertile Belt No. 183,199,81,"45,405","18,375",78,"43,343","17,540",1,x,x,8,x,x,74,"11,305","4,575",48,"10,958","4,435",1,x,x,5,150,61,1,x,x,4,x,x,1,x,x,1,x,x,0,0,0,71,"38,374","15,529",0,0,0,34,"8,397","3,398",14,"3,565","1,443",0,0,0,0,0,0,0,0,0,0,0,0,86,"14,399","5,827",40,"4,354","1,762",6,"3,763","1,523",0,0,0,4,595,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,350,142,1,x,x
47,50,5,57,Grayson No. 184,131,72,"28,818","11,662",69,"25,089","10,153",3,"1,744",706,4,"1,985",803,68,"13,228","5,353",31,"6,985","2,827",2,x,x,0,0,0,0,0,0,0,0,0,3,325,132,3,325,132,0,0,0,53,"18,204","7,367",0,0,0,33,"8,770","3,549",13,"3,615","1,463",1,x,x,3,800,324,0,0,0,0,0,0,51,"12,717","5,146",14,"3,472","1,405",0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,689,279
47,50,5,63,McLeod No. 185,186,126,"47,230","19,113",119,"39,184","15,857",23,"5,046","2,042",12,"3,000","1,214",62,"11,997","4,855",82,"17,168","6,948",3,705,285,3,80,32,0,0,0,3,80,32,1,x,x,1,x,x,0,0,0,105,"32,679","13,225",2,x,x,66,"13,822","5,594",30,"6,494","2,628",0,0,0,8,"1,065",431,0,0,0,0,0,0,65,"10,183","4,121",31,"2,896","1,172",1,x,x,2,x,x,3,455,184,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,2,x,x,15,"2,051",830
47,50,5,67,Stanley No. 215,160,90,"39,007","15,786",86,"31,260","12,650",2,x,x,6,x,x,83,"17,417","7,048",66,"16,656","6,740",3,500,202,1,x,x,0,0,0,1,x,x,6,659,267,6,659,267,0,0,0,64,"24,361","9,859",0,0,0,26,"4,920","1,991",19,"3,836","1,552",0,0,0,0,0,0,0,0,0,0,0,0,64,"12,471","5,047",22,"2,192",887,3,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,2,x,x
47,50,5,73,Cana No. 214,222,76,"28,875","11,685",76,"27,596","11,168",0,0,0,5,"1,279",518,80,"16,243","6,573",62,"16,749","6,778",1,x,x,1,x,x,0,0,0,1,x,x,4,"1,030",417,4,"1,030",417,0,0,0,56,"20,917","8,465",0,0,0,21,"6,072","2,457",4,"1,485",601,0,0,0,2,x,x,0,0,0,1,x,x,119,"19,817","8,020",36,"6,239","2,525",4,"1,922",778,4,x,x,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
47,50,5,77,Saltcoats No. 213,183,81,"31,072","12,574",75,x,x,1,x,x,14,"2,302",932,82,"14,903","6,031",60,"16,285","6,590",2,x,x,4,110,45,1,x,x,3,x,x,4,420,170,4,420,170,0,0,0,68,"21,517","8,708",1,x,x,26,"4,623","1,871",15,"3,045","1,232",0,0,0,0,0,0,1,x,x,1,x,x,94,"14,328","5,798",41,"7,218","2,921",1,x,x,0,0,0,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,330,134,3,280,113
47,50,5,93,Churchbridge No. 211,192,98,"50,452","20,417",96,"48,870","19,777",1,x,x,6,x,x,59,"7,585","3,070",88,"18,441","7,463",5,917,371,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,91,"42,207","17,081",1,x,x,19,"3,524","1,426",14,"3,950","1,599",0,0,0,1,x,x,0,0,0,3,x,x,73,"11,731","4,747",29,"5,756","2,329",3,705,285,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,723,293,2,x,x,6,495,200
47,0,6,0,Division No.  6,"3,500","1,906","937,330","379,324","1,595","590,686","239,042",747,"323,162","130,779",91,"23,482","9,503","1,042","175,100","70,860","1,113","271,865","110,020",40,"8,269","3,346",35,"2,277",921,7,433,175,29,"1,844",746,85,"10,436","4,223",79,"9,657","3,908",8,779,315,"1,039","396,162","160,321",9,"1,546",626,"1,123","302,462","122,402",753,"218,803","88,546",53,"19,356","7,833",481,"212,811","86,122",1,x,x,13,"1,550",627,"1,354","239,641","96,979",516,"75,366","30,500",16,"3,238","1,310",15,835,338,104,"24,564","9,941",17,"4,351","1,761",191,"57,968","23,459",0,0,0,0,0,0,2,x,x,0,0,0,10,"1,905",771,16,"1,305",528,55,"9,915","4,012"
47,21,6,1,Montmartre No. 126,188,116,"50,204","20,317",101,"33,990","13,755",39,x,x,2,x,x,95,"18,890","7,645",68,"12,526","5,069",5,685,277,0,0,0,0,0,0,0,0,0,3,830,336,2,x,x,1,x,x,74,"24,993","10,114",1,x,x,66,"17,501","7,082",63,"18,754","7,589",2,x,x,5,"1,525",617,0,0,0,0,0,0,94,"16,895","6,837",33,"5,294","2,142",1,x,x,1,x,x,3,515,208,0,0,0,7,"1,605",650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x
47,21,6,4,Francis No. 127,218,121,"59,723","24,169",106,"44,687","18,084",39,x,x,2,x,x,61,"9,031","3,655",76,"15,053","6,092",1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,72,"29,996","12,139",0,0,0,90,"29,955","12,122",58,"12,950","5,241",1,x,x,36,"10,148","4,107",0,0,0,0,0,0,107,"20,950","8,478",28,"3,333","1,349",2,x,x,1,x,x,5,570,231,0,0,0,19,"3,814","1,543",0,0,0,0,0,0,0,0,0,0,0,0,3,820,332,0,0,0,5,715,289
