PROV ,CAR,CD,CCS,GEO NAMES,ntfarea,tfarea,etfarea,ncrplnd,crplnd,ecrplnd,nsummrf,summrf,esummrf,nimpast,impast,eimpast,nunimpst,unimpst,eunimpst,nothlnd,othlnd,eothlnd,nimpsz1,nimpsz2,nimpsz3,nimpsz4,nimpsz5,nimpsz6,nimpsz7,nimpsz8,nimpsz9,nimpsz10,nimpsz11,nimpsz12,nimpsz13,ntunglas,tunglas,etunglas,ntotgrn,totgrn,etotgrn,nflower,flower,eflower,ngrnveg,grnveg,egrnveg,ngrnothr,grnothr,egrnothr,nmushrm,mushrm,emushrm,nirrig,irrig,eirrig,nfertil,fertil,efertil,nherbci,herbci,eherbci,ninsecti,insecti,einsecti,nfungic,fungic,efungic,nmsolid,msolid,emsolid,nmirrig,mirrig,emirrig,nmliqsur,mliqsur,emliqsur,nmliqinj,mliqinj,emliqinj,ncroprot,nprmgras,ncovcrop,ncontour,nstripcr,ngraswat,nwindyes,ngrmanny,nmchcpny,ntilars,tilars,etilars,ntilconv,tilconv,etilconv,ntilcons,tilcons,etilcons,ntillno,tillno,etillno,nchemsf,chemsf,echemsf,ntillsf,tillsf,etillsf,ncombsf,combsf,ecombsf
59,2,9,52,Abbotsford,"1,284","55,637","22,515",905,"37,768","15,284",35,314,127,223,"3,326","1,346",357,"5,969","2,416",955,"8,260","3,343",906,97,255,401,70,37,24,15,5,2,0,0,0,74,"5,244,739","487,252",74,"5,238,150","486,640",36,"1,285,488","119,426",17,"3,660,396","340,062",25,"292,266","27,152",16,"800,680","74,386",385,"12,225","4,947",580,"26,914","10,892",457,"15,004","6,072",297,"8,758","3,544",261,"7,869","3,184",509,"11,913","4,821",24,"1,829",740,226,"15,896","6,433",4,x,x,200,472,182,24,12,45,35,90,237,318,"15,741","6,370",270,"13,575","5,494",46,"1,636",662,42,530,214,6,31,13,24,157,64,10,126,51
59,2,9,60,Fraser Valley F,172,"5,050","2,044",89,"1,686",682,4,10,4,32,578,234,90,818,331,133,"1,958",792,89,17,37,29,3,2,1,0,0,0,0,0,0,13,x,x,13,x,x,6,"8,230",765,3,"1,900",177,6,x,x,0,0,0,17,255,103,30,727,294,25,426,172,11,302,122,11,253,102,59,617,250,0,0,0,11,606,245,0,0,0,12,76,7,4,2,5,6,6,32,27,277,112,18,236,96,3,x,x,6,x,x,0,0,0,4,10,4,0,0,0
59,2,9,62,Fraser Valley G,118,"9,783","3,959",101,"7,331","2,967",2,x,x,26,695,281,32,684,277,85,x,x,101,5,29,23,26,7,9,0,1,1,0,0,0,7,x,x,7,x,x,7,x,x,0,0,0,1,x,x,0,0,0,23,"1,656",670,60,"5,993","2,425",40,"1,847",747,8,878,355,8,388,157,49,"1,507",610,4,475,192,47,"4,592","1,858",2,x,x,31,71,13,2,2,4,3,13,16,45,"2,039",825,38,"1,755",710,4,244,99,6,40,16,0,0,0,1,x,x,2,x,x
59,2,15,0,Greater Vancouver R. D.,"2,854","98,187","39,735","1,657","56,747","22,965",65,725,293,505,"6,602","2,672","1,173","16,374","6,626","2,123","17,739","7,179","1,668",368,530,555,105,28,33,30,12,5,2,0,0,321,"30,303,260","2,815,265",321,"30,010,276","2,788,046",209,"11,644,572","1,081,816",86,"13,942,514","1,295,302",80,"4,423,190","410,928",42,"1,437,622","133,559",551,"15,752","6,375",938,"36,214","14,655",565,"22,405","9,067",414,"16,189","6,551",349,"13,560","5,488",961,"18,945","7,667",18,"1,422",575,133,x,x,4,67,27,327,"1,113",134,26,38,47,49,134,477,610,"24,036","9,727",490,"20,852","8,439",87,"2,279",922,95,905,366,4,73,30,54,545,221,12,107,43
59,2,15,1,Langley,"1,417","35,056","14,187",715,"14,464","5,853",30,176,71,268,"3,508","1,420",716,"8,422","3,408","1,120","8,486","3,434",723,172,238,264,32,6,6,4,0,1,0,0,0,118,"5,854,762","543,925",118,"5,794,083","538,288",74,"2,399,681","222,938",24,"2,363,530","219,579",44,"1,030,872","95,771",23,"902,876","83,880",199,"2,629","1,064",335,"7,470","3,023",205,"2,886","1,168",102,"1,530",619,80,"1,235",500,539,"8,211","3,323",7,450,182,66,"3,625","1,467",2,x,x,106,670,51,13,12,22,28,50,183,215,"3,480","1,408",158,"2,934","1,187",32,293,119,42,253,102,0,0,0,25,159,64,6,17,7
59,2,15,4,Surrey,557,"17,505","7,084",330,"11,436","4,628",9,222,90,94,981,397,206,"1,804",730,402,"3,062","1,239",332,68,115,102,24,5,7,8,2,1,0,0,0,67,"3,889,973","361,390",67,"3,837,016","356,470",48,"3,225,757","299,683",21,"518,611","48,181",9,"92,648","8,607",14,"340,446","31,628",116,"3,485","1,410",188,"7,315","2,960",113,"4,420","1,789",99,"3,276","1,326",76,"2,700","1,093",194,"3,728","1,509",5,482,195,22,"2,087",845,1,x,x,78,168,30,4,4,13,7,30,83,157,"6,450","2,610",129,"5,321","2,153",30,827,335,21,302,122,3,x,x,7,134,54,1,x,x
59,2,15,11,Delta,196,"19,372","7,840",152,"15,667","6,340",9,169,68,38,714,289,53,599,242,140,"2,223",900,152,12,32,48,22,8,12,7,7,2,2,0,0,32,"12,583,011","1,169,000",32,"12,547,731","1,165,722",19,x,x,13,x,x,3,"9,600",892,1,x,x,63,"4,319","1,748",106,"10,824","4,380",81,"8,656","3,503",63,"6,020","2,436",56,"5,830","2,359",69,"4,318","1,747",4,x,x,17,"1,572",636,1,x,x,72,72,36,1,6,4,7,27,50,95,"11,659","4,718",88,"10,446","4,227",6,"1,046",423,9,167,68,0,0,0,8,x,x,1,x,x
59,2,15,15,Richmond,182,"8,315","3,365",150,"6,053","2,450",6,99,40,18,118,48,29,"1,114",451,115,931,377,150,36,58,32,5,6,5,6,2,0,0,0,0,37,"1,656,675","153,910",37,"1,650,205","153,309",25,"1,247,456","115,892",10,"305,654","28,396",4,"97,095","9,020",0,0,0,58,"2,788","1,128",112,"4,734","1,916",67,"3,446","1,395",70,"3,386","1,370",69,"2,205",892,28,403,163,0,0,0,8,925,374,0,0,0,28,38,5,3,5,2,2,12,68,48,"1,324",536,42,"1,196",484,6,48,19,4,80,32,0,0,0,5,46,19,3,53,21
59,2,15,20,Greater Vancouver A,82,"5,877","2,378",59,"1,661",672,7,x,x,17,224,91,20,"3,022","1,223",63,x,x,60,14,19,19,5,1,1,1,0,0,0,0,0,6,x,x,6,"159,025","14,774",5,x,x,3,x,x,2,x,x,1,x,x,18,568,230,25,401,162,11,328,133,4,10,4,8,50,20,20,423,171,0,0,0,6,490,198,0,0,0,6,35,1,2,1,2,2,5,17,17,121,49,13,104,42,1,x,x,3,x,x,0,0,0,6,x,x,1,x,x
59,2,15,25,Burnaby,51,722,292,36,355,144,0,0,0,3,12,5,7,36,15,30,319,129,36,17,9,9,1,0,0,0,0,0,0,0,0,19,x,x,19,"463,805","43,089",15,"428,275","39,788",5,x,x,2,x,x,1,x,x,28,85,34,26,126,51,21,60,24,24,79,32,8,19,8,8,22,9,0,0,0,0,0,0,0,0,0,18,6,4,1,7,0,0,1,22,29,171,69,23,110,45,7,22,9,7,39,16,0,0,0,0,0,0,0,0,0
59,2,15,70,Pitt Meadows,132,"7,350","2,974",107,"5,745","2,325",1,x,x,16,359,145,33,341,138,84,x,x,107,12,27,46,12,2,2,4,1,1,0,0,0,17,"2,797,507","259,897",17,"2,797,507","259,897",9,"441,486","41,015",4,x,x,5,x,x,1,x,x,32,"1,754",710,78,"4,641","1,878",41,"2,366",957,35,"1,799",728,35,"1,435",581,36,"1,040",421,2,x,x,11,950,384,0,0,0,10,42,3,1,2,0,1,6,22,18,506,205,14,460,186,2,x,x,3,x,x,1,x,x,0,0,0,0,0,0
59,2,15,75,Maple Ridge,237,"3,990","1,615",108,"1,366",553,3,4,2,51,686,278,109,"1,036",419,169,898,363,108,37,32,35,4,0,0,0,0,0,0,0,0,25,"2,764,853","256,863",25,"2,760,904","256,496",14,x,x,6,x,x,11,x,x,1,x,x,37,124,50,68,703,284,26,243,98,17,89,36,17,86,35,67,800,324,0,0,0,3,x,x,0,0,0,9,82,4,1,1,4,2,3,32,31,325,132,23,281,114,3,6,2,6,38,15,0,0,0,3,4,2,0,0,0
59,1,17,0,Capital Regional District,974,"38,322","15,508",676,"12,966","5,247",31,682,276,218,"3,423","1,385",448,"8,880","3,594",739,"12,371","5,006",679,242,229,170,22,3,5,2,3,2,1,0,0,161,"1,546,596","143,683",161,"1,436,036","133,412",81,"971,379","90,244",78,"116,115","10,787",46,"348,542","32,381",5,x,x,400,"4,338","1,756",286,"7,609","3,079",109,"2,607","1,055",62,"1,379",558,68,"1,335",540,322,"2,333",944,6,258,104,12,"1,036",419,0,0,0,207,417,115,19,17,36,69,143,285,300,"4,456","1,803",228,"2,873","1,163",44,913,369,44,670,271,1,x,x,27,x,x,4,511,207
59,1,17,5,North Saanich,84,"2,532","1,025",60,"1,451",587,4,53,21,19,203,82,40,387,157,55,438,177,60,14,26,17,1,0,0,1,0,1,0,0,0,21,"528,625","49,111",21,"499,056","46,364",14,"291,600","27,091",6,"5,588",519,7,"201,868","18,754",0,0,0,38,554,224,32,"1,244",503,12,197,80,10,71,29,8,24,10,27,309,125,0,0,0,2,x,x,0,0,0,17,39,11,0,0,2,3,10,26,26,313,127,20,280,113,3,23,9,4,10,4,1,x,x,3,x,x,0,0,0
59,1,17,15,Central Saanich,167,"6,545","2,649",133,"4,046","1,637",7,517,209,28,296,120,56,581,235,128,"1,105",447,133,27,55,39,5,1,2,1,2,0,1,0,0,23,"459,044","42,647",23,"441,396","41,007",12,"392,790","36,491",5,"2,600",242,8,"46,006","4,274",0,0,0,83,"1,895",767,93,"3,855","1,560",36,"1,310",530,20,"1,021",413,24,937,379,53,496,201,2,x,x,6,611,247,0,0,0,37,81,25,6,5,6,10,20,49,44,"1,488",602,36,"1,344",544,5,118,48,5,26,11,0,0,0,5,x,x,3,x,x
59,1,17,21,Saanich,246,"7,541","3,052",165,"2,684","1,086",8,37,15,42,279,113,102,"2,544","1,030",180,"1,997",808,166,80,49,32,2,0,1,0,1,1,0,0,0,41,"300,350","27,903",41,"298,199","27,704",24,"236,640","21,985",21,"52,658","4,892",9,"8,901",827,2,x,x,97,726,294,70,"1,108",448,30,908,367,16,237,96,14,246,100,69,333,135,2,x,x,1,x,x,0,0,0,41,89,24,4,2,8,10,31,71,69,"1,162",470,50,560,227,10,391,158,14,211,85,0,0,0,7,x,x,1,x,x
59,1,17,27,Capital F,170,"8,333","3,372",133,"1,999",809,6,57,23,52,"1,152",466,93,"2,462",996,132,"2,663","1,078",134,39,46,42,6,0,1,0,0,0,0,0,0,27,"82,110","7,628",27,"80,372","7,467",13,"7,680",713,17,"19,342","1,797",4,"53,350","4,956",2,x,x,79,620,251,38,702,284,13,73,30,7,14,6,9,22,9,69,528,214,0,0,0,1,x,x,0,0,0,47,90,25,2,5,10,19,33,56,65,597,242,47,200,81,7,211,85,13,186,75,0,0,0,6,57,23,0,0,0
59,1,17,29,Capital G,81,"7,220","2,922",66,903,365,3,9,4,32,871,352,43,"1,061",429,65,"4,376","1,771",66,29,16,19,2,0,0,0,0,0,0,0,0,17,"52,356","4,864",17,"51,746","4,807",6,"32,575","3,026",10,"8,920",829,7,"10,251",952,0,0,0,29,137,55,21,379,153,3,3,1,3,3,1,4,66,27,28,141,57,1,x,x,0,0,0,0,0,0,20,35,11,3,0,5,5,18,25,31,130,53,24,45,18,5,70,28,3,15,6,0,0,0,3,9,4,0,0,0
59,1,17,56,Capital H (Part 2),226,"6,151","2,489",119,"1,883",762,3,9,4,45,622,252,114,"1,845",747,179,"1,792",725,120,53,37,21,6,2,1,0,0,0,0,0,0,32,"124,111","11,530",32,"65,267","6,064",12,"10,094",938,19,"27,007","2,509",11,"28,166","2,617",1,x,x,74,406,164,32,321,130,15,116,47,6,33,13,9,40,16,76,526,213,1,x,x,2,x,x,0,0,0,45,83,19,4,5,5,22,31,58,65,766,310,51,444,180,14,100,40,5,222,90,0,0,0,3,9,4,0,0,0
59,1,19,0,Cowichan Valley R. D.,691,"34,586","13,996",469,"14,713","5,954",26,162,66,195,"2,998","1,213",347,"5,431","2,198",565,"11,282","4,566",473,103,127,179,41,8,6,6,3,0,0,0,0,52,"383,686","35,646",51,"376,564","34,984",21,"121,699","11,306",23,"201,693","18,738",16,"53,172","4,940",5,"11,184","1,039",249,"5,523","2,235",294,"11,818","4,783",94,"1,833",742,32,344,139,26,139,56,267,"3,878","1,569",5,247,100,81,"5,435","2,199",1,x,x,76,397,43,5,16,19,25,54,136,174,"2,645","1,070",130,"2,028",821,20,362,146,33,255,103,0,0,0,19,137,55,7,25,10
59,1,19,13,Cowichan Valley D,401,"21,511","8,705",287,"9,375","3,794",14,85,34,115,"1,788",724,199,"3,143","1,272",325,"7,120","2,881",289,55,85,106,29,4,5,3,2,0,0,0,0,24,"137,298","12,755",24,"136,436","12,675",10,"71,305","6,624",8,"17,455","1,622",11,"47,676","4,429",3,x,x,135,"2,991","1,210",172,"7,639","3,091",59,"1,134",459,22,271,110,15,63,25,160,"2,339",947,4,x,x,51,"3,237","1,310",1,x,x,46,238,23,4,9,10,15,31,76,104,"1,554",629,80,"1,234",499,13,216,87,18,104,42,0,0,0,9,x,x,5,x,x
59,1,19,15,Cowichan Valley G,84,"4,835","1,957",52,"1,605",650,4,x,x,23,496,201,40,795,322,71,x,x,53,14,11,23,2,1,0,2,0,0,0,0,0,6,"54,876","5,098",6,"54,876","5,098",3,x,x,3,x,x,1,x,x,1,x,x,28,635,257,33,"1,356",549,13,285,115,2,x,x,4,15,6,31,616,249,1,x,x,5,403,163,0,0,0,8,44,4,0,2,2,3,7,21,19,645,261,16,x,x,1,x,x,3,x,x,0,0,0,3,11,4,1,x,x
59,1,19,33,Cowichan Valley F,19,322,130,12,57,23,2,x,x,5,39,16,10,96,39,13,x,x,12,6,4,2,0,0,0,0,0,0,0,0,0,5,"16,398","1,523",4,"14,600","1,356",1,x,x,1,x,x,2,x,x,0,0,0,10,17,7,6,64,26,0,0,0,0,0,0,0,0,0,12,88,36,0,0,0,0,0,0,0,0,0,4,11,3,0,1,0,3,3,9,8,30,12,6,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x
59,1,19,46,Cowichan Valley B,187,"7,918","3,204",118,"3,676","1,488",6,62,25,52,675,273,98,"1,397",565,156,"2,108",853,119,28,27,48,10,3,1,1,1,0,0,0,0,17,"175,114","16,269",17,"170,652","15,854",7,x,x,11,x,x,2,x,x,1,x,x,76,"1,880",761,83,"2,759","1,117",22,414,168,8,x,x,7,61,25,64,835,338,0,0,0,25,"1,795",726,0,0,0,18,104,13,1,4,7,4,13,30,43,416,168,28,284,115,5,x,x,11,x,x,0,0,0,6,62,25,0,0,0
59,1,21,0,Nanaimo Regional District,490,"29,853","12,081",333,"10,007","4,050",13,272,110,155,"3,433","1,389",235,"6,646","2,690",390,"9,495","3,842",333,84,87,128,18,4,6,3,2,0,0,1,0,57,x,x,57,x,x,34,x,x,26,x,x,19,x,x,1,x,x,143,"1,736",703,188,"7,046","2,851",54,"2,280",923,25,381,154,25,481,195,151,"1,860",753,1,x,x,10,"1,096",444,0,0,0,85,254,42,10,10,31,29,45,99,145,"2,878","1,165",106,"2,364",957,19,282,114,27,232,94,2,x,x,8,x,x,4,190,77
59,1,21,16,Nanaimo C,28,"2,212",895,16,321,130,1,x,x,10,239,97,13,457,185,23,x,x,16,4,2,10,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,1,x,x,2,x,x,1,x,x,0,0,0,4,37,15,8,216,87,3,x,x,0,0,0,0,0,0,7,220,89,0,0,0,0,0,0,0,0,0,1,16,0,1,0,1,1,0,5,7,52,21,5,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0
59,1,21,20,Nanaimo D,279,"20,028","8,105",199,"6,661","2,696",7,219,89,86,"2,408",974,146,"4,939","1,999",217,"5,801","2,348",199,52,54,73,10,1,3,3,2,0,0,1,0,22,"200,520","18,629",22,"200,014","18,582",14,"135,039","12,546",10,"50,725","4,713",6,"14,250","1,324",1,x,x,71,612,248,114,"4,489","1,817",31,"1,664",673,16,166,67,15,272,110,85,"1,101",446,1,x,x,5,767,310,0,0,0,48,148,17,4,5,9,10,18,47,79,"1,925",779,58,"1,757",711,7,86,35,15,82,33,1,x,x,3,x,x,4,190,77
59,1,21,30,Nanaimo E,34,"1,334",540,19,561,227,0,0,0,11,132,53,14,275,111,31,366,148,19,4,3,9,2,1,0,0,0,0,0,0,0,4,"74,929","6,961",4,"73,928","6,868",3,x,x,1,x,x,2,x,x,0,0,0,14,130,53,12,366,148,1,x,x,1,x,x,1,x,x,9,79,32,0,0,0,0,0,0,0,0,0,4,15,2,1,0,4,2,2,7,7,223,90,5,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0
59,1,21,32,Nanaimo F,80,"2,515","1,018",53,878,355,2,x,x,28,304,123,37,560,227,65,x,x,53,11,17,22,3,0,0,0,0,0,0,0,0,18,"81,031","7,528",18,"77,631","7,212",10,"49,304","4,580",10,"26,307","2,444",4,"2,020",188,0,0,0,26,314,127,28,572,231,9,100,40,5,18,7,4,25,10,26,275,111,0,0,0,2,x,x,0,0,0,16,38,12,1,2,11,7,13,23,28,221,89,20,158,64,5,46,19,4,17,7,0,0,0,2,x,x,0,0,0
59,1,21,34,Nanaimo G,46,"2,678","1,084",32,"1,276",516,0,0,0,14,288,117,14,247,100,33,867,351,32,9,8,8,3,2,2,0,0,0,0,0,0,5,"29,900","2,778",5,"29,900","2,778",3,"14,500","1,347",2,x,x,2,x,x,0,0,0,17,394,159,19,"1,164",471,7,150,61,1,x,x,3,4,2,14,118,48,0,0,0,3,x,x,0,0,0,11,25,7,1,2,4,4,8,10,17,241,98,11,159,64,4,58,23,5,24,10,0,0,0,0,0,0,0,0,0
59,1,21,36,Nanaimo H,23,"1,086",439,14,310,125,3,18,7,6,62,25,11,168,68,21,528,214,14,4,3,6,0,0,1,0,0,0,0,0,0,6,"2,860",266,6,x,x,3,560,52,1,x,x,4,"2,230",207,0,0,0,11,249,101,7,239,97,3,214,87,2,x,x,2,x,x,10,67,27,0,0,0,0,0,0,0,0,0,5,12,4,2,1,2,5,4,7,7,216,87,7,216,87,0,0,0,0,0,0,1,x,x,2,x,x,0,0,0
59,1,23,0,Alberni-Clayoquot R. D.,81,"6,264","2,535",59,"2,350",951,2,x,x,21,453,183,30,922,373,67,x,x,59,15,8,27,5,1,2,0,1,0,0,0,0,5,x,x,5,x,x,1,x,x,2,x,x,2,x,x,0,0,0,25,"1,363",552,47,"2,335",945,12,163,66,2,x,x,5,47,19,27,593,240,1,x,x,7,x,x,0,0,0,10,46,4,2,2,1,3,4,15,20,316,128,15,192,78,3,x,x,2,x,x,0,0,0,2,x,x,0,0,0
59,1,23,33,Alberni-Clayoquot B,35,"3,541","1,433",28,"1,553",628,1,x,x,9,267,108,12,213,86,29,x,x,28,6,3,13,3,1,1,0,1,0,0,0,0,2,x,x,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0,15,984,398,22,"1,402",567,5,x,x,0,0,0,1,x,x,15,346,140,1,x,x,4,561,227,0,0,0,6,29,2,1,1,0,2,1,4,10,66,27,7,x,x,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0
59,1,23,35,Alberni-Clayoquot D,22,"1,486",601,15,367,149,0,0,0,6,105,42,9,574,232,18,440,178,15,5,2,7,0,0,1,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,5,250,101,10,426,172,2,x,x,0,0,0,0,0,0,8,116,47,0,0,0,2,x,x,0,0,0,2,4,1,1,0,0,1,1,4,3,43,17,3,43,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,1,23,39,Alberni-Clayoquot F,24,"1,237",501,16,430,174,1,x,x,6,81,33,9,135,55,20,x,x,16,4,3,7,2,0,0,0,0,0,0,0,0,2,x,x,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,5,129,52,15,507,205,5,90,36,2,x,x,4,x,x,4,131,53,0,0,0,1,x,x,0,0,0,2,13,1,0,1,1,0,2,7,7,207,84,5,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0
59,1,25,0,Comox-Strathcona R. D.,445,"33,853","13,700",332,"10,442","4,226",19,92,37,141,"3,965","1,605",210,"7,564","3,061",360,"11,790","4,771",335,72,82,144,14,9,6,6,2,0,0,0,0,68,"710,327","65,992",68,"603,162","56,036",28,"222,881","20,706",38,"134,422","12,488",20,"245,859","22,841",4,x,x,125,"2,845","1,151",210,"9,355","3,786",51,"1,544",625,27,675,273,25,598,242,168,"3,196","1,293",7,"1,154",467,25,"2,705","1,095",1,x,x,87,230,55,8,10,30,34,56,111,154,"3,110","1,259",113,"2,433",985,20,218,88,30,459,186,2,x,x,16,x,x,4,x,x
59,1,25,18,Comox-Strathcona A,34,"1,570",635,22,749,303,2,x,x,6,83,34,13,197,80,27,x,x,22,6,8,6,0,0,1,1,0,0,0,0,0,8,"23,501","2,183",8,"19,600","1,821",1,x,x,4,"6,150",571,5,x,x,0,0,0,13,329,133,13,683,276,2,x,x,2,x,x,2,x,x,10,130,53,0,0,0,4,500,202,0,0,0,6,12,1,2,1,1,1,4,7,11,72,29,10,x,x,1,x,x,0,0,0,0,0,0,2,x,x,0,0,0
59,1,25,19,Comox-Strathcona K,42,"2,004",811,35,443,179,4,17,7,19,454,184,24,430,174,32,660,267,35,10,13,10,2,0,0,0,0,0,0,0,0,10,"13,662","1,269",10,"12,920","1,200",3,"1,670",155,7,"6,700",622,4,"4,550",423,2,x,x,14,37,15,13,277,112,2,x,x,0,0,0,2,x,x,19,69,28,0,0,0,1,x,x,0,0,0,13,21,7,4,3,2,3,10,14,20,149,60,16,135,55,2,x,x,3,x,x,2,x,x,2,x,x,0,0,0
59,1,25,22,Comox-Strathcona B,108,"5,397","2,184",86,"2,262",915,1,x,x,30,968,392,49,618,250,80,x,x,86,18,11,50,2,3,1,1,0,0,0,0,0,16,"280,915","26,098",16,"180,919","16,808",8,"98,464","9,148",8,x,x,3,x,x,1,x,x,38,909,368,63,"2,369",959,18,603,244,15,501,203,13,459,186,35,"1,089",441,2,x,x,3,x,x,0,0,0,20,57,15,1,0,7,9,15,29,42,859,348,28,707,286,4,48,19,12,104,42,0,0,0,0,0,0,1,x,x
59,1,25,24,Comox-Strathcona C,158,"16,837","6,814",116,"6,003","2,429",5,48,19,52,"1,329",538,72,"5,450","2,206",137,"4,007","1,622",117,10,27,57,7,6,4,4,2,0,0,0,0,10,"261,535","24,297",10,"259,975","24,152",3,x,x,6,x,x,3,x,x,0,0,0,34,"1,288",521,88,"5,309","2,148",18,805,326,6,97,39,3,60,24,64,"1,526",618,4,673,272,17,"2,067",836,1,x,x,25,92,15,0,5,11,11,8,27,47,"1,834",742,35,"1,352",547,8,153,62,10,329,133,0,0,0,5,x,x,2,x,x
59,1,25,42,Comox-Strathcona D,38,"3,447","1,395",23,286,116,2,x,x,14,532,215,22,239,97,30,x,x,25,6,10,9,0,0,0,0,0,0,0,0,0,5,"26,100","2,425",5,"25,737","2,391",3,"2,850",265,3,x,x,1,x,x,0,0,0,9,192,78,17,235,95,6,87,35,3,66,27,2,x,x,7,86,35,1,x,x,0,0,0,0,0,0,4,16,5,1,1,2,3,3,9,10,91,37,6,x,x,3,7,3,1,x,x,0,0,0,2,x,x,0,0,0
59,1,25,46,Comox-Strathcona H,20,"1,477",598,14,425,172,0,0,0,7,328,133,10,248,100,17,476,193,14,6,0,5,3,0,0,0,0,0,0,0,0,6,"50,284","4,672",6,"50,281","4,671",3,x,x,3,x,x,3,x,x,1,x,x,4,64,26,10,384,155,3,31,13,0,0,0,1,x,x,7,174,70,0,0,0,0,0,0,0,0,0,2,11,0,0,0,2,1,0,5,3,7,3,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0
59,1,25,54,Comox-Strathcona J,45,"3,121","1,263",36,274,111,5,18,7,13,271,110,20,382,155,37,"2,176",881,36,16,13,7,0,0,0,0,0,0,0,0,0,13,"54,330","5,047",13,"53,730","4,992",7,"50,610","4,702",7,x,x,1,x,x,0,0,0,13,26,11,6,98,40,2,x,x,1,x,x,2,x,x,26,122,49,0,0,0,0,0,0,0,0,0,17,21,12,0,0,5,6,16,20,21,98,40,16,85,34,2,x,x,3,x,x,0,0,0,5,x,x,1,x,x
59,1,27,0,Powell River Regional District,98,"3,935","1,592",59,401,162,2,x,x,31,452,183,51,"1,474",597,84,x,x,59,22,24,13,0,0,0,0,0,0,0,0,0,15,x,x,15,x,x,9,"37,247","3,460",10,x,x,4,"1,995",185,1,x,x,21,64,26,26,350,142,6,16,6,3,18,7,6,x,x,37,227,92,1,x,x,2,x,x,0,0,0,21,51,8,0,1,6,3,15,34,32,97,39,26,x,x,5,x,x,6,x,x,0,0,0,1,x,x,1,x,x
59,1,27,10,Powell River A,34,934,378,20,134,54,1,x,x,8,116,47,21,240,97,29,x,x,20,5,8,7,0,0,0,0,0,0,0,0,0,6,"89,740","8,337",6,x,x,3,x,x,3,x,x,0,0,0,0,0,0,7,13,5,7,44,18,2,x,x,0,0,0,2,x,x,12,74,30,0,0,0,2,x,x,0,0,0,4,14,0,0,1,2,1,4,9,6,25,10,5,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x
59,1,27,16,Powell River C,41,924,374,24,131,53,0,0,0,15,201,81,12,303,123,35,289,117,24,12,8,4,0,0,0,0,0,0,0,0,0,8,"78,390","7,283",8,"21,554","2,002",5,"13,847","1,286",7,"5,712",531,4,"1,995",185,0,0,0,5,7,3,14,142,57,3,12,5,2,x,x,3,12,5,17,75,30,1,x,x,0,0,0,0,0,0,7,26,2,0,0,2,1,4,13,15,47,19,13,27,11,3,9,4,3,11,4,0,0,0,0,0,0,0,0,0
59,1,27,20,Powell River E,23,"2,077",841,15,136,55,1,x,x,8,135,55,18,931,377,20,x,x,15,5,8,2,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,9,44,18,5,164,66,1,x,x,1,x,x,1,x,x,8,78,32,0,0,0,0,0,0,0,0,0,10,11,6,0,0,2,1,7,12,11,25,10,8,19,8,1,x,x,2,x,x,0,0,0,1,x,x,0,0,0
59,2,29,0,Sunshine Coast Regional District,97,"2,003",811,66,599,242,4,9,4,17,148,60,33,399,161,70,848,343,67,41,13,11,2,0,0,0,0,0,0,0,0,19,"97,766","9,083",19,"87,173","8,099",8,"11,160","1,037",11,"67,719","6,291",7,"8,294",771,1,x,x,20,65,26,21,279,113,7,81,33,6,17,7,5,10,4,23,132,53,0,0,0,1,x,x,0,0,0,26,29,14,3,0,3,6,12,30,32,163,66,25,121,49,4,34,14,6,8,3,0,0,0,4,9,4,0,0,0
59,2,29,18,Sunshine Coast A,97,"2,003",811,66,599,242,4,9,4,17,148,60,33,399,161,70,848,343,67,41,13,11,2,0,0,0,0,0,0,0,0,19,"97,766","9,083",19,"87,173","8,099",8,"11,160","1,037",11,"67,719","6,291",7,"8,294",771,1,x,x,20,65,26,21,279,113,7,81,33,6,17,7,5,10,4,23,132,53,0,0,0,1,x,x,0,0,0,26,29,14,3,0,3,6,12,30,32,163,66,25,121,49,4,34,14,6,8,3,0,0,0,4,9,4,0,0,0
