areaid,PROV,CAR,CD,CCS,CARPUB,areaidold,GEO NAMES,ATOTAL,BSEX01,BSEX02,CAGEDIS01,CAGEDIS02,CAGEDIS03,DAAGE,ERESNY01,ERESNY02,FINJURNY01,FINJURNY02,GWRKONF01,GWRKONF02,GWRKONF03,HWRKOFF01,HWRKOFF02,HWRKOFF03,HWRKOFF04
478014034,47,80,14,34,99,479914034,Barrier Valley No. 397 - (CCS),225,175,50,35,100,95,50.2,15,210,215,15,35,60,130,115,25,40,55
478014035,47,80,14,35,99,479914035,Pleasantdale No. 398 - (CCS),210,165,40,25,105,75,50.5,40,170,200,10,50,60,100,115,20,50,30
478014038,47,80,14,38,99,479914038,Bjorkdale No. 426 - (CCS),380,300,85,50,175,160,51.4,75,310,370,10,90,115,180,205,35,70,70
478014043,47,80,14,43,99,479914043,Tisdale No. 427 - (CCS),270,215,60,40,125,105,50.5,55,215,265,5,65,85,125,160,15,50,45
478014047,47,80,14,47,99,479914047,Star City No. 428 - (CCS),305,245,60,55,155,100,48.1,75,230,290,20,85,70,145,155,30,60,65
478014053,47,80,14,53,99,479914053,Willow Creek No. 458 - (CCS),275,210,65,25,140,115,52.5,45,235,270,0,55,100,120,175,25,40,40
478014056,47,80,14,56,99,479914056,Connaught No. 457 - (CCS),270,210,55,30,135,105,50.4,45,220,265,10,50,70,150,160,25,35,50
478014059,47,80,14,59,99,479914059,Arborfield No. 456 - (CCS),220,185,35,25,110,90,52.2,60,165,220,5,45,65,110,135,15,35,35
478014067,47,80,14,67,99,479914067,Moose Range No. 486 - (CCS),445,345,100,65,215,160,50.4,100,345,435,10,110,135,205,250,30,80,85
478014072,47,80,14,72,99,479914072,Nipawin No. 487 - (CCS),315,230,90,25,160,130,53.5,55,265,315,0,90,105,125,160,35,75,45
479014077,47,90,14,77,99,479914077,Torch River No. 488 - (CCS),615,485,130,65,295,260,52.2,100,515,605,15,135,170,320,340,60,115,105
470015000,47,0,15,0,99,479915000,Division No. 15 - (CD),"5,750","4,535","1,215",760,"2,825","2,170",50.5,"1,005","4,745","5,545",205,"1,380","1,630","2,745","3,090",515,"1,125","1,025"
478115001,47,81,15,1,99,479915001,St. Peter No. 369 - (CCS),325,255,70,55,150,115,48.9,70,250,320,10,60,85,175,165,30,65,65
478115007,47,81,15,7,99,479915007,Humboldt No. 370 - (CCS),305,240,65,35,160,115,50.3,70,235,295,10,70,95,140,165,25,50,60
478115011,47,81,15,11,99,479915011,Bayne No. 371 - (CCS),275,220,55,35,125,110,50.5,70,205,260,15,60,70,150,150,20,40,60
478115014,47,81,15,14,99,479915014,Grant No. 372 - (CCS),225,185,45,30,100,90,51.3,50,175,210,15,45,55,120,135,20,35,40
478115018,47,81,15,18,99,479915018,Aberdeen No. 373 - (CCS),225,175,50,30,115,80,49.3,50,175,220,10,60,55,110,115,25,45,35
476115026,47,61,15,26,99,479915026,Laird No. 404 - (CCS),335,265,65,50,180,100,48.9,50,285,325,10,90,100,140,180,25,70,55
476115031,47,61,15,31,99,479915031,Rosthern No. 403 - (CCS),420,325,95,75,200,140,47.6,60,360,405,20,90,130,200,250,40,75,55
478115036,47,81,15,36,99,479915036,Fish Creek No. 402 - (CCS),180,145,35,15,85,80,52.5,55,125,175,0,50,45,80,100,10,40,25
478115039,47,81,15,39,99,479915039,Hoodoo No. 401 - (CCS),285,230,55,35,140,115,51.7,70,215,275,10,55,90,135,150,30,60,40
478115044,47,81,15,44,99,479915044,Three Lakes No. 400 - (CCS),250,205,45,40,120,90,49.3,50,200,240,15,40,70,140,135,30,45,40
478115048,47,81,15,48,99,479915048,Lake Lenore No. 399 - (CCS),185,150,30,25,110,50,48.9,35,145,180,5,35,50,95,95,10,30,45
478115051,47,81,15,51,99,479915051,Flett's Springs No. 429 - (CCS),285,230,55,50,135,105,49.7,45,235,275,5,70,85,130,160,25,55,40
478115054,47,81,15,54,99,479915054,Invergordon No. 430 - (CCS),245,205,40,15,120,110,54.5,30,215,240,5,50,50,135,170,15,35,30
478115057,47,81,15,57,99,479915057,St. Louis No. 431 - (CCS),270,205,65,30,140,100,51.1,20,250,255,15,60,85,130,145,30,65,40
479015061,47,90,15,61,99,479915061,Duck Lake No. 463 - (CCS),215,170,50,25,120,70,50.6,25,190,210,5,60,50,105,100,30,55,30
479015064,47,90,15,64,99,479915064,Prince Albert No. 461 - (CCS),465,350,110,55,225,180,51.0,60,395,445,15,125,135,205,200,40,110,110
478115067,47,81,15,67,99,479915067,Birch Hills No. 460 - (CCS),235,185,50,30,110,95,51.4,30,200,225,5,60,80,100,120,20,55,35
478115071,47,81,15,71,99,479915071,Kinistino No. 459 - (CCS),275,225,50,50,120,105,50.1,60,215,260,10,65,80,130,165,30,30,50
479015079,47,90,15,79,99,479915079,Garden River No. 490 - (CCS),215,165,45,20,100,95,52.6,35,175,205,5,60,65,80,100,20,45,45
479015094,47,90,15,94,99,479915094,Buckland No. 491 - (CCS),330,245,80,35,160,135,51.7,35,295,315,15,100,100,130,155,20,75,80
479015099,47,90,15,99,99,479915099,Paddockwood No. 520 - (CCS),225,165,55,25,115,90,50.5,25,200,220,5,70,60,95,110,20,50,40
470016000,47,0,16,0,99,479916000,Division No. 16 - (CD),"3,730","2,960",775,455,"1,910","1,365",50.5,600,"3,130","3,580",145,715,915,"2,095","2,130",375,640,590
479016005,47,90,16,5,99,479916005,Mayfield No. 406 - (CCS),180,150,30,25,85,65,50.0,25,150,170,10,15,45,110,115,20,20,15
479016008,47,90,16,8,99,479916008,Great Bend No. 405 - (CCS),215,160,50,15,125,75,51.9,40,175,210,5,40,40,135,145,25,20,25
479016013,47,90,16,13,99,479916013,Blaine Lake No. 434 - (CCS),190,145,40,15,90,80,52.4,45,140,185,5,40,55,95,115,20,25,25
479016018,47,90,16,18,99,479916018,Redberry No. 435 - (CCS),255,200,55,45,120,95,49.5,65,190,245,5,50,55,145,155,15,45,40
479016023,47,90,16,23,99,479916023,Douglas No. 436 - (CCS),190,155,30,15,95,75,52.9,35,155,170,15,30,40,115,115,25,35,20
479016028,47,90,16,28,99,479916028,North Battleford No. 437 - (CCS),270,225,45,35,135,100,50.7,60,210,255,10,70,75,125,140,25,50,50
479016033,47,90,16,33,99,479916033,Round Hill No. 467 - (CCS),175,140,30,25,90,60,50.7,25,150,170,10,25,45,105,110,20,30,15
479016038,47,90,16,38,99,479916038,Meeting Lake No. 466 - (CCS),185,140,45,35,75,75,50.7,20,165,175,5,25,25,135,120,20,20,20
479016041,47,90,16,41,99,479916041,Leask No. 464 - (CCS),285,220,65,25,140,120,52.2,50,240,270,15,55,55,170,185,20,40,40
479016046,47,90,16,46,99,479916046,Shellbrook No. 493 - (CCS),365,290,75,40,205,120,50.1,40,325,350,15,75,100,190,200,25,75,65
479016051,47,90,16,51,99,479916051,Canwood No. 494 - (CCS),500,395,105,70,260,170,50.0,70,430,485,15,85,120,290,265,50,95,90
479016056,47,90,16,56,99,479916056,Spiritwood No. 496 - (CCS),505,400,105,60,270,175,49.9,55,455,485,20,100,130,275,285,55,95,70
479016062,47,90,16,62,99,479916062,Medstead No. 497 - (CCS),220,175,45,40,110,70,47.7,25,195,210,5,25,65,125,110,30,30,45
479016075,47,90,16,75,99,479916075,Big River No. 555 - (CCS),205,160,45,20,125,65,49.8,50,155,205,5,75,60,65,75,15,50,65
470017000,47,0,17,0,99,479917000,Division No. 17 - (CD),"3,310","2,555",755,435,"1,730","1,150",49.7,365,"2,940","3,185",125,640,895,"1,770","1,790",345,575,605
479117001,47,91,17,1,99,479917001,Meota No. 468 - (CCS),190,160,35,25,100,70,50.9,25,165,185,5,40,60,95,125,15,30,25
479117008,47,91,17,8,99,479917008,Turtle River No. 469 - (CCS),170,130,40,25,105,45,47.2,40,130,170,5,30,45,100,100,20,15,35
479117013,47,91,17,13,99,479917013,Paynton No. 470 - (CCS),90,65,25,10,45,30,49.0,15,80,85,0,20,25,45,50,5,15,20
479117017,47,91,17,17,99,479917017,Eldon No. 471 - (CCS),245,190,55,40,125,80,49.0,40,205,240,10,35,75,135,155,20,35,40
479117022,47,91,17,22,99,479917022,Wilton No. 472 - (CCS),325,255,70,30,175,115,51.2,40,285,320,5,70,95,165,170,40,55,60
479117028,47,91,17,28,99,479917028,Britannia No. 502 - (CCS),310,230,85,60,150,100,47.7,20,290,290,15,55,85,170,150,35,60,60
479117032,47,91,17,32,99,479917032,Frenchman Butte No. 501 - (CCS),360,280,80,50,185,125,49.2,35,325,350,15,70,95,200,200,40,60,55
479117045,47,91,17,45,99,479917045,Mervin No. 499 - (CCS),350,265,85,30,175,145,52.4,45,300,330,15,80,85,180,195,30,60,65
479117047,47,91,17,47,99,479917047,Parkdale No. 498 - (CCS),210,155,50,30,110,65,48.9,25,185,205,5,40,60,120,115,30,40,30
479117054,47,91,17,54,99,479917054,Meadow Lake No. 588 - (CCS),540,420,125,60,295,185,49.4,50,495,525,15,115,170,260,250,55,125,115
479117056,47,91,17,56,99,479917056,Loon Lake No. 561 - (CCS),240,190,55,15,130,95,51.0,20,225,230,15,40,55,145,130,25,45,40
479117062,47,91,17,62,99,479917062,Beaver River No. 622 - (CCS),265,205,60,40,135,95,49.3,15,250,255,15,45,60,155,150,30,35,50
480000000,48,0,0,0,0,480000000,Alberta,"76,195","54,565","21,630","8,895","40,425","26,870",49.9,"6,770","69,420","73,490","2,700","18,965","21,935","35,285","38,720","7,375","14,750","15,345"
481000000,48,10,0,0,10,481000000,Agricultural Region 1 - (CAR),"4,215","3,210","1,000",595,"2,305","1,310",49.0,730,"3,490","4,035",185,730,"1,015","2,475","2,545",405,670,590
481001000,48,10,1,0,10,481001000,Division No.  1 - (CD),"2,210","1,695",515,310,"1,220",685,49.0,415,"1,795","2,125",80,415,545,"1,255","1,390",200,340,275
481001003,48,10,1,3,10,481001003,Cypress County - (CCS),"1,305",960,340,165,730,405,49.2,225,"1,075","1,245",55,265,340,695,735,115,240,210
481001008,48,10,1,8,10,481001008,Forty Mile County No. 8 - (CCS),910,730,175,140,485,280,48.7,185,720,880,30,145,205,555,650,85,100,70
481004000,48,10,4,0,10,481004000,Division No.  4 - (CD),"2,005","1,520",485,295,"1,090",620,49.0,310,"1,695","1,905",100,315,465,"1,220","1,160",200,325,315
481004004,48,10,4,4,10,481004004,Special Area No. 2 - (CCS),785,575,205,135,425,225,48.2,100,680,745,40,120,195,465,445,70,150,125
481004012,48,10,4,12,10,481004012,Special Area No. 3 - (CCS),755,575,175,95,420,240,49.3,155,600,725,30,115,190,450,440,80,105,125
481004020,48,10,4,20,10,481004020,Special Area No. 4 - (CCS),465,360,105,65,245,160,49.7,55,415,435,30,70,85,305,280,50,75,65
482000000,48,20,0,0,20,482000000,Agricultural Region 2 - (CAR),"8,535","6,455","2,080","1,100","4,670","2,765",49.1,"1,030","7,505","8,230",305,"1,750","2,070","4,715","5,155",850,"1,250","1,280"
482002000,48,20,2,0,20,482002000,Division No.  2 - (CD),"4,525","3,495","1,030",600,"2,475","1,450",48.9,625,"3,900","4,355",170,910,"1,040","2,575","2,835",405,615,675
482002001,48,20,2,1,20,482002001,Warner County No. 5 - (CCS),740,585,150,95,410,230,49.0,115,620,715,25,150,190,395,430,70,115,120
482002011,48,20,2,11,20,482002011,Lethbridge County - (CCS),"1,475","1,165",305,215,770,485,48.8,205,"1,265","1,410",65,345,355,770,910,130,210,225
482002021,48,20,2,21,20,482002021,Taber - (CCS),"1,125",890,235,150,610,370,49.2,170,960,"1,090",35,200,225,700,755,110,135,125
482002031,48,20,2,31,20,482002031,Newell County No. 4 - (CCS),"1,195",850,335,145,685,365,48.6,130,"1,055","1,145",50,220,265,710,735,100,155,200
482005000,48,20,5,0,20,482005000,Division No.  5 - (CD),"4,010","2,955","1,055",500,"2,195","1,315",49.4,405,"3,605","3,875",135,840,"1,035","2,145","2,330",440,635,610
482005001,48,20,5,1,20,482005001,Vulcan County - (CCS),940,730,215,115,480,340,50.2,100,835,900,40,175,205,560,595,110,115,115
482005012,48,20,5,12,20,482005012,Wheatland County - (CCS),"1,330",940,390,135,770,420,49.4,140,"1,190","1,285",45,315,375,640,730,130,245,230
482005031,48,20,5,31,20,482005031,Starland County - (CCS),590,440,155,80,305,200,50.0,65,530,575,15,105,155,330,345,70,90,85
482005041,48,20,5,41,20,482005041,Kneehill County - (CCS),"1,150",855,300,165,635,350,48.5,100,"1,055","1,110",35,240,300,610,655,130,180,185
483000000,48,30,0,0,30,483000000,Agricultural Region 3 - (CAR),"10,135","6,985","3,150",945,"5,425","3,765",51.1,925,"9,205","9,780",355,"3,010","2,875","4,245","4,995",995,"2,025","2,125"
483003000,48,30,3,0,30,483003000,Division No.  3 - (CD),"2,855","2,060",790,310,"1,500","1,045",50.5,310,"2,545","2,745",110,715,760,"1,375","1,530",295,535,490
483003001,48,30,3,1,30,483003001,Cardston County - (CCS),850,660,190,80,425,345,51.6,130,725,820,30,225,250,375,430,90,170,165
483003011,48,30,3,11,30,483003011,Pincher Creek No. 9 - (CCS),760,510,245,80,415,260,50.3,55,705,725,35,190,210,355,415,65,150,130
483003018,48,30,3,18,30,483003018,Willow Creek No. 26 - (CCS),"1,245",890,355,150,660,435,49.8,125,"1,115","1,195",45,300,305,640,685,140,220,200
483006000,48,30,6,0,30,483006000,Division No.  6 - (CD),"7,105","4,785","2,320",630,"3,825","2,655",51.2,565,"6,535","6,870",230,"2,245","2,080","2,780","3,365",680,"1,455","1,610"
483006001,48,30,6,1,30,483006001,Foothills No. 31 - (CCS),"1,900","1,275",625,125,"1,025",750,52.4,175,"1,730","1,835",65,650,575,675,880,170,400,445
483006014,48,30,6,14,30,483006014,Rocky View No. 44 - (CCS),"2,345","1,570",775,180,"1,280",880,51.6,170,"2,170","2,270",70,760,695,885,"1,070",235,495,540
483006016,48,30,6,16,30,483006016,Calgary - (CCS),155,105,50,15,75,65,52.7,40,115,145,10,70,35,55,70,15,25,40
483006028,48,30,6,28,30,483006028,Mountain View County - (CCS),"2,700","1,830",870,305,"1,440",955,50.1,185,"2,520","2,620",85,770,770,"1,165","1,335",250,535,585
483015000,48,30,15,0,30,483015000,Division No. 15 - (CD),180,130,45,10,100,65,53.1,50,125,165,10,50,35,95,105,20,30,25
483015015,48,30,15,15,30,483015015,Bighorn No. 8 - (CCS),70,50,20,0,35,30,53.7,5,65,65,0,25,15,30,30,10,15,15
483015045,48,30,15,45,30,483015045,Ranchland No. 66 - (CCS),105,80,20,5,65,35,52.7,45,60,100,10,20,20,60,75,10,15,10
484000000,48,40,0,0,40,484000000,Agricultural Region 4A - (CAR),"4,650","3,455","1,190",615,"2,475","1,555",49.3,450,"4,200","4,465",185,965,"1,245","2,435","2,585",480,775,810
484007000,48,40,7,0,40,484007000,Division No.  7 - (CD),"4,650","3,460","1,190",615,"2,480","1,555",49.3,450,"4,205","4,465",185,970,"1,245","2,435","2,585",480,775,810
484007001,48,40,7,1,40,484007001,Provost No. 52 - (CCS),660,520,135,90,330,240,49.7,60,600,625,30,120,160,370,390,70,100,95
484007011,48,40,7,11,40,484007011,Paintearth County No. 18 - (CCS),680,520,165,100,375,210,48.8,70,610,650,30,155,170,355,365,75,115,120
484007019,48,40,7,19,40,484007019,Stettler County No. 6 - (CCS),"1,270",900,370,160,665,450,49.8,95,"1,180","1,220",50,280,350,640,675,140,205,245
484007031,48,40,7,31,40,484007031,Flagstaff County - (CCS),"1,175",890,285,160,640,375,48.9,140,"1,030","1,135",40,235,325,615,645,125,200,195
484007049,48,40,7,49,40,484007049,Wainwright No. 61 - (CCS),870,635,240,115,470,280,49.5,85,785,830,35,180,240,450,495,70,150,155
484100000,48,41,0,0,41,484100000,Agricultural Region 4B - (CAR),"7,895","5,890","2,005",925,"4,075","2,900",50.3,840,"7,060","7,575",320,"1,780","2,325","3,790","4,125",700,"1,535","1,540"
484110000,48,41,10,0,41,484110000,Division No. 10 - (CD),"7,895","5,885","2,010",925,"4,075","2,900",50.3,840,"7,060","7,570",325,"1,785","2,325","3,790","4,125",700,"1,535","1,535"
484110001,48,41,10,1,41,484110001,Camrose County No. 22 - (CCS),"1,800","1,285",520,205,950,645,49.8,165,"1,635","1,730",70,420,540,840,985,160,320,340
484110016,48,41,10,16,41,484110016,Beaver County - (CCS),"1,230",920,310,140,640,440,50.2,125,"1,105","1,180",50,285,390,555,625,100,255,245
484110026,48,41,10,26,41,484110026,Minburn County No. 27 - (CCS),995,765,230,125,515,360,49.9,115,880,955,35,210,295,495,500,85,205,210
484110036,48,41,10,36,41,484110036,Vermilion River County No. 24 - (CCS),"1,745","1,300",445,235,920,590,49.7,170,"1,575","1,675",70,365,475,905,945,160,320,320
484110048,48,41,10,48,41,484110048,Two Hills County No. 21 - (CCS),875,685,190,105,400,365,51.2,110,760,825,50,185,230,460,480,80,160,155
484110058,48,41,10,58,41,484110058,Lamont County - (CCS),"1,255",940,315,110,640,505,51.5,155,"1,100","1,205",50,325,405,530,595,115,270,270
485000000,48,50,0,0,50,485000000,Agricultural Region 5 - (CAR),"18,185","12,570","5,610","1,870","9,685","6,625",50.3,"1,145","17,040","17,585",600,"4,995","5,520","7,665","9,015","1,625","3,555","3,990"
485008000,48,50,8,0,50,485008000,Division No.  8 - (CD),"6,525","4,585","1,945",745,"3,565","2,215",49.7,360,"6,170","6,280",245,"1,635","1,850","3,045","3,515",580,"1,175","1,255"
485008001,48,50,8,1,50,485008001,Red Deer County - (CCS),"2,675","1,885",795,285,"1,445",945,50.1,170,"2,510","2,585",90,675,725,"1,275","1,405",240,475,555
485008022,48,50,8,22,50,485008022,Lacombe County - (CCS),"1,915","1,350",565,220,"1,060",635,49.2,105,"1,805","1,840",75,525,530,860,"1,030",175,350,360
485008038,48,50,8,38,50,485008038,Ponoka County - (CCS),"1,935","1,355",580,235,"1,070",630,49.6,80,"1,855","1,855",85,435,600,905,"1,080",165,350,340
485009000,48,50,9,0,50,485009000,Division No.  9 - (CD),"1,895","1,245",655,170,995,730,51.1,75,"1,820","1,835",60,510,590,795,905,210,370,410
485009002,48,50,9,2,50,485009002,Clearwater County - (CCS),"1,900","1,240",655,175,"1,000",725,51.1,75,"1,820","1,835",65,510,590,795,905,210,375,410
485011000,48,50,11,0,50,485011000,Division No. 11 - (CD),"9,760","6,745","3,015",960,"5,115","3,680",50.6,715,"9,045","9,465",290,"2,850","3,080","3,820","4,595",830,"2,010","2,325"
485011001,48,50,11,1,50,485011001,Wetaskiwin County No. 10 - (CCS),"1,950","1,340",610,225,"1,000",725,50.2,115,"1,830","1,890",60,460,590,895,"1,015",180,380,380
485011012,48,50,11,12,50,485011012,Leduc County - (CCS),"2,190","1,530",660,200,"1,175",810,50.5,135,"2,050","2,105",80,540,695,950,"1,095",170,440,480
485011032,48,50,11,32,50,485011032,Brazeau No. 77 - (CCS),865,560,310,80,455,330,50.5,40,830,840,25,250,305,315,375,85,175,230
485011034,48,50,11,34,50,485011034,Parkland County - (CCS),"1,665","1,155",510,165,880,615,50.4,100,"1,560","1,620",45,535,530,605,720,145,355,445
485011052,48,50,11,52,50,485011052,Strathcona County - (CCS),"1,335",905,430,125,705,500,50.9,100,"1,235","1,300",30,500,440,395,530,115,315,375
485011059,48,50,11,59,50,485011059,Sturgeon County - (CCS),"1,515","1,075",445,140,795,575,51.0,165,"1,355","1,475",45,480,460,570,735,105,315,365
485011061,48,50,11,61,50,485011061,Edmonton - (CCS),240,180,60,20,95,120,53.9,60,180,235,5,85,60,100,135,25,30,55
486000000,48,60,0,0,60,486000000,Agricultural Region 6 - (CAR),"12,680","8,815","3,860","1,525","6,570","4,585",49.8,820,"11,865","12,220",455,"3,230","3,765","5,680","6,020","1,230","2,725","2,700"
486012000,48,60,12,0,60,486012000,Division No. 12 - (CD),"4,025","2,885","1,140",490,"2,075","1,455",49.5,310,"3,715","3,865",160,"1,010","1,190","1,820","1,860",380,890,895
486012004,48,60,12,4,60,486012004,Bonnyville No. 87 - (CCS),"1,395",960,435,150,760,485,49.5,105,"1,285","1,355",40,390,435,570,590,130,305,365
486012005,48,60,12,5,60,486012005,Lakeland County - (CCS),535,400,140,60,280,190,49.3,45,485,520,15,140,150,245,215,55,150,110
486012014,48,60,12,14,60,486012014,St. Paul County No. 19 - (CCS),"1,270",925,345,180,630,465,49.4,95,"1,180","1,220",50,280,375,615,635,105,275,260
486012022,48,60,12,22,60,486012022,Smoky Lake County - (CCS),825,605,220,100,410,310,49.9,65,760,775,50,200,235,395,420,90,160,160
486013000,48,60,13,0,60,486013000,Division No. 13 - (CD),"7,290","5,020","2,265",890,"3,765","2,630",49.9,445,"6,840","7,040",250,"1,830","2,135","3,325","3,570",705,"1,520","1,495"
486013001,48,60,13,1,60,486013001,Lac Ste. Anne County - (CCS),"1,735","1,145",585,210,895,625,50.2,80,"1,655","1,675",60,440,540,755,830,165,350,390
486013018,48,60,13,18,60,486013018,Barrhead County No. 11 - (CCS),"1,325",920,405,175,690,460,49.2,55,"1,275","1,280",55,320,320,695,730,120,250,230
486013028,48,60,13,28,60,486013028,Westlock County - (CCS),"1,530","1,055",470,185,760,580,50.3,115,"1,415","1,480",50,360,455,710,830,130,320,250
486013029,48,60,13,29,60,486013029,Woodlands County - (CCS),485,320,165,50,280,155,49.3,25,455,470,15,150,145,195,170,75,90,145
486013036,48,60,13,36,60,486013036,Thorhild County No. 7 - (CCS),825,600,230,105,440,280,49.4,80,750,800,25,180,265,385,410,75,175,170
486013044,48,60,13,44,60,486013044,Athabasca County No. 12 - (CCS),"1,390",985,405,150,705,525,50.4,90,"1,300","1,340",45,380,410,595,595,140,340,315
486014000,48,60,14,0,60,486014000,Division No. 14 - (CD),"1,365",910,455,140,725,495,49.8,60,"1,310","1,320",50,390,435,535,590,150,320,310
486014003,48,60,14,3,60,486014003,Yellowhead County - (CCS),"1,365",915,450,140,720,500,49.8,55,"1,310","1,315",50,390,435,535,590,150,315,310
487000000,48,70,0,0,70,487000000,Agricultural Region 7 - (CAR),"9,910","7,175","2,725","1,315","5,220","3,370",49.2,845,"9,060","9,605",305,"2,500","3,125","4,285","4,280","1,095","2,225","2,305"
487017000,48,70,17,0,70,487017000,Division No. 17 - (CD),"3,715","2,800",910,545,"1,895","1,270",48.9,285,"3,425","3,605",110,870,"1,195","1,650","1,490",410,905,910
487017026,48,70,17,26,70,487017026,East Peace No.131 - (CCS),340,260,85,45,190,110,48.8,35,310,330,15,85,95,165,135,40,90,75
487017027,48,70,17,27,70,487017027,Big Lakes - (CCS),620,475,150,75,325,220,50.0,30,585,605,20,145,215,265,250,60,155,155
487017033,48,70,17,33,70,487017033,Lesser Slave River No.124 - (CCS),275,185,90,25,120,130,52.6,10,265,265,10,45,100,125,150,35,50,50
487017062,48,70,17,62,70,487017062,Clear Hills No. 21 - (CCS),790,570,220,110,390,290,49.9,80,710,770,20,190,240,360,345,80,195,170
487017076,48,70,17,76,70,487017076,Northern Lights No. 22 - (CCS),865,635,230,105,440,325,50.0,70,790,830,35,190,265,405,350,100,200,210
487017095,48,70,17,95,70,487017095,Mackenzie No. 23 - (CCS),820,670,145,190,430,200,44.6,60,760,805,15,210,275,330,260,95,220,245
487018000,48,70,18,0,70,487018000,Division No. 18 - (CD),"1,190",800,395,155,650,385,49.1,60,"1,125","1,150",35,335,380,475,470,125,305,290
487018015,48,70,18,15,70,487018015,Greenview No. 16 - (CCS),"1,185",800,390,150,655,385,49.1,60,"1,125","1,150",35,330,380,475,465,125,305,290
487019000,48,70,19,0,70,487019000,Division No. 19 - (CD),"5,005","3,580","1,430",615,"2,670","1,720",49.4,495,"4,510","4,845",160,"1,300","1,550","2,150","2,320",560,"1,015","1,110"
487019006,48,70,19,6,70,487019006,Grande Prairie County No. 1 - (CCS),"2,035","1,440",590,215,"1,140",675,49.4,195,"1,840","1,980",55,620,675,735,805,230,465,535
487019041,48,70,19,41,70,487019041,Smoky River No. 130 - (CCS),685,505,180,90,360,240,49.1,80,610,660,25,190,200,295,355,80,135,120
