PROV ,CAR,CD,CCS,GEO NAMES,nsalesxfp,ntchick,tchick,nbroiler,broiler,npulets,pulets,nlayhen,layhen,nhenhtch,henhtch,nturkey,turkey,nothplt,othplt,nbroilpd,broilpd,ebroilpd,nturkprd,turkprd,eturkprd,nhatchnm,hatchnm,ntcattl,tcattl,nbulls,bulls,ntotcow,totcow,nmlkcow,mlkcow,nbfcows,bfcows,nheifer,heifer,nbfheif,bfheif,nmlkheif,mlkheif,nfdheif,fdheif,nsteers,steers,ncalfu1,calfu1,ntopigs,topigs,nboars,boars,nsows,sows,nnurpig,nurpig,ngrwpig,grwpig,ntsheep,tsheep,nrams,rams,newes,ewes,nlambs,lambs,nhorses,horses,ngoats,goats,nwldboar,wldboar,nmink,mink,nfox,fox,nbison,bison,ndeer,deer,nelk,elk,nlamas,lamas,nrabbit,rabbit,nbees,bees,ntottrc,tottrc,tottrco,tottrcl,tvaltrc,nttru100,ttru100,otru100,ltru100,vtru100,nttrc100,ttrc100,otrc100,ltrc100,vtrc100,nttrc149,ttrc149,otrc149,ltrc149,vtrc149,ntottrk,tottrk,tottrko,tottrkl,tvaltrk,ntotptrk,totptrk,opickup,lpickup,vpickup,ntototrk,tototrk,oothtrk,lothtrk,vothtrk,ntautmbl,tautmbl,oautmbl,lautmbl,vautmbl,ntotcomb,totcomb,ocomb,lcomb,vcomb,ntswtmow,tswtmow,oswtmow,lswtmow,vswtmow,ntotbal,totbal,obaler,lbaler,vbaler,ntharvst,tharvst,oharvst,lharvst,vharvst,ntcultsd,tcultsd,ocultsd,lcultsd,vcultsd,nvirrig,virrig,nvaloeq,valoeq
59,2,9,36,Fraser Valley E,917,246,"2,481,597",89,"1,701,133",62,"274,997",200,"505,467",30,x,15,381,75,"120,123",62,"18,339,590","40,431,875",12,"4,512","9,947",2,x,413,"32,582",138,198,320,"15,892",192,"14,573",134,"1,319",297,"7,850",97,552,189,"7,158",35,140,78,261,339,"8,381",43,"33,618",9,76,11,"3,247",17,"12,522",32,"17,773",67,"1,949",44,64,65,879,54,"1,006",174,977,61,"4,725",1,x,2,x,1,x,1,x,0,0,0,0,19,115,10,"5,784",12,"2,616",785,"2,042","2,020",23,"29,575,455",752,"1,768","1,751",18,"20,113,603",144,213,208,5,"6,393,825",44,62,62,0,"3,068,027",718,"1,076",x,x,"14,261,433",696,918,901,17,"11,246,288",112,158,x,x,"3,015,145",336,395,390,6,"4,914,888",6,8,8,0,x,234,266,266,0,"2,034,340",243,273,265,8,x,99,122,122,0,"3,169,626",351,"1,119","1,111",8,"4,727,666",216,"2,889,438",641,"14,812,550"
59,2,9,52,Abbotsford,"1,284",337,"8,217,797",144,"5,500,177",86,"846,794",219,"1,870,826",26,"412,485",37,"436,570",57,"429,944",142,"66,536,822","146,688,582",40,"11,386,582","25,103,116",9,x,398,"35,600",153,313,312,"18,461",165,"16,926",154,"1,535",284,"8,772",114,760,163,"7,900",27,112,100,376,332,"7,678",56,"99,333",28,334,31,"10,894",29,"37,792",47,"50,313",78,"2,308",50,82,73,"1,011",54,"1,215",197,"1,242",40,"1,011",0,0,6,x,0,0,0,0,2,x,0,0,24,152,10,796,14,416,"1,141","3,253","3,226",27,"45,535,802","1,057","2,755","2,731",24,"31,018,345",231,355,x,x,"8,957,660",90,142,x,x,"5,559,797","1,049","1,906","1,860",46,"24,178,245","1,014","1,533",x,x,"18,601,732",240,374,x,x,"5,576,513",488,608,595,13,"7,633,574",39,55,55,0,"4,520,923",235,269,x,x,"2,080,621",228,254,x,x,"1,559,079",135,167,x,x,"5,128,205",481,"1,655",x,x,"7,474,455",370,"6,713,527",918,"35,692,233"
59,2,9,60,Fraser Valley F,172,53,"49,286",12,x,13,"22,124",50,x,1,x,6,x,23,453,9,"2,854","6,292",7,x,x,1,x,59,"1,557",17,19,37,726,11,x,28,x,33,364,20,73,8,250,6,41,20,81,40,367,16,"1,208",5,11,8,x,4,x,14,x,16,x,7,10,15,x,9,x,46,199,21,438,0,0,0,0,0,0,0,0,1,x,0,0,6,48,7,x,3,x,127,274,x,x,"2,159,439",117,214,x,x,"1,737,049",19,23,23,0,x,6,37,37,0,x,128,170,170,0,"1,503,971",124,149,149,0,"1,257,761",14,21,21,0,"246,210",61,72,72,0,"539,790",1,x,x,0,x,25,32,x,x,"146,333",25,30,x,x,x,8,x,9,x,"101,559",45,104,x,x,"222,276",15,"126,223",99,"1,845,807"
59,2,9,62,Fraser Valley G,118,19,x,4,x,3,43,16,x,0,0,3,x,5,x,3,x,x,1,x,x,0,0,58,"7,841",23,37,49,"4,088",37,"3,850",14,238,49,"1,943",10,134,39,"1,768",6,41,8,37,49,"1,736",3,x,0,0,1,x,0,0,2,x,14,568,9,22,14,274,11,272,39,210,5,x,0,0,0,0,0,0,0,0,0,0,0,0,3,8,2,x,1,x,103,417,x,x,"6,415,606",100,346,x,x,"3,968,782",29,52,52,0,"1,343,824",9,19,19,0,"1,103,000",98,181,181,0,"2,582,971",96,147,147,0,"2,092,417",19,34,34,0,"490,554",44,50,x,x,"902,626",0,0,0,0,0,47,67,67,0,"627,690",51,68,68,0,"456,057",32,45,45,0,"1,216,510",57,228,228,0,"1,410,258",28,"940,942",84,"2,611,205"
59,2,15,0,Greater Vancouver R. D.,"2,854",712,"4,987,882",220,"4,527,438",147,"144,282",589,"316,162",3,x,78,x,205,"272,503",193,"58,348,020","128,635,364",72,x,x,4,x,756,"31,915",271,668,508,"13,122",115,"8,965",407,"4,157",446,"7,580",276,"1,286",120,"5,344",102,950,251,"2,976",562,"7,569",91,"4,860",16,x,22,457,20,x,60,"2,877",266,"6,739",164,284,244,"3,086",207,"3,369",803,"7,399",156,"1,721",2,x,6,"102,030",1,x,3,x,2,x,0,0,93,720,39,"3,938",73,"2,822","2,287","5,261","5,183",78,"62,897,685","2,153","4,640","4,582",58,"46,056,470",309,429,415,14,"9,847,164",121,192,186,6,"6,994,051","2,046","3,441","3,319",122,"47,562,456","1,952","2,741","2,653",88,"33,444,495",425,700,666,34,"14,117,961",919,"1,139","1,115",24,"15,178,999",52,79,79,0,"1,622,388",401,476,x,x,"2,192,292",442,528,x,x,"2,672,025",140,x,x,x,"2,108,006",756,"2,634",x,x,"11,554,791",498,"20,010,117","1,822","82,903,791"
59,2,15,1,Langley,"1,417",388,"2,835,072",117,"2,439,282",79,"120,932",319,"274,858",2,x,38,"112,620",99,"239,624",105,"32,625,484","71,926,879",31,"3,206,164","7,068,382",3,x,433,"13,346",150,411,284,"5,929",56,"3,696",238,"2,233",254,"2,930",162,807,56,"1,779",72,344,146,632,317,"3,444",57,"4,557",9,x,14,421,13,x,38,"2,728",148,"3,365",91,146,136,"1,569",121,"1,650",506,"4,724",74,949,2,x,5,x,1,x,2,x,0,0,0,0,51,472,14,"2,278",29,302,"1,151","2,333","2,310",23,"22,789,007","1,089","2,109","2,089",20,"18,442,399",137,173,170,3,"3,080,706",34,51,51,0,"1,265,902","1,007","1,437","1,388",49,"19,027,602",969,"1,234","1,194",40,"15,287,992",155,202,193,9,"3,739,610",426,526,519,7,"6,428,495",6,9,9,0,"330,654",198,233,x,x,"931,879",221,x,261,x,"1,298,952",62,x,79,x,"602,164",339,860,851,9,"3,024,322",196,"3,683,998",904,"22,999,344"
59,2,15,4,Surrey,557,136,"1,517,258",51,"1,491,084",21,"5,439",105,"20,735",0,0,20,"153,583",41,x,47,"18,877,817","41,618,462",18,"4,625,794","10,198,130",0,0,164,"7,329",49,122,105,"2,797",23,"2,138",83,659,92,"2,164",58,185,24,"1,883",15,96,50,612,115,"1,634",15,130,4,5,5,10,3,70,8,45,48,951,25,45,44,414,37,492,95,878,32,383,0,0,1,x,0,0,0,0,2,x,0,0,14,82,12,"1,393",16,"1,046",444,"1,107","1,082",25,"14,514,894",425,"1,007",x,x,"11,313,489",51,61,x,x,"1,691,163",26,39,39,0,"1,510,242",407,739,703,36,"10,478,707",386,568,551,17,"6,358,762",97,171,152,19,"4,119,945",175,222,217,5,"3,277,448",11,16,16,0,"434,553",74,93,93,0,"497,702",91,108,108,0,"510,522",29,40,40,0,"661,104",168,632,x,x,"2,794,794",109,"2,415,175",342,"16,098,149"
59,2,15,11,Delta,196,33,x,8,x,9,x,29,"1,036",0,0,2,x,12,"1,474",4,x,x,1,x,x,0,0,35,"4,607",23,x,31,"2,062",14,"1,599",19,463,30,"1,130",16,118,14,725,5,287,13,x,30,"1,066",0,0,0,0,0,0,0,0,0,0,15,"1,024",12,29,15,468,10,527,55,626,9,19,0,0,0,0,0,0,0,0,0,0,0,0,10,62,3,x,3,x,170,632,612,21,"11,601,587",154,471,464,7,"5,447,510",58,109,x,x,"3,316,755",28,53,x,x,"2,837,322",154,414,401,13,"5,807,549",150,272,x,x,"3,657,277",62,142,x,x,"2,150,272",71,90,87,3,"1,423,902",27,45,45,0,"605,084",42,46,46,0,"309,855",45,58,58,0,"352,558",17,20,20,0,"404,849",87,611,x,x,"3,416,056",73,"8,248,226",139,"25,341,871"
59,2,15,15,Richmond,182,24,x,10,x,4,126,18,"1,900",0,0,4,x,7,130,6,x,x,4,x,x,0,0,16,x,6,x,10,636,5,531,5,105,12,223,7,x,5,175,1,x,6,x,15,x,3,48,0,0,0,0,0,0,3,48,5,117,4,5,5,42,5,70,20,235,4,21,0,0,0,0,0,0,0,0,0,0,0,0,3,x,1,x,11,413,136,357,x,x,"4,593,846",123,301,x,x,"3,394,187",19,32,32,0,"585,299",12,24,24,0,"614,360",123,239,236,3,"3,315,217",119,185,182,3,"2,277,878",30,54,54,0,"1,037,339",76,92,x,x,"1,160,567",4,5,5,0,x,21,27,27,0,"135,463",19,21,21,0,x,8,8,8,0,"116,239",47,158,158,0,"448,410",50,"2,418,114",123,"6,327,880"
59,2,15,20,Greater Vancouver A,82,17,"205,776",6,x,5,352,14,x,0,0,1,x,9,350,6,x,x,2,x,x,0,0,15,x,12,26,13,x,2,x,11,x,10,x,6,16,3,x,1,x,4,x,13,319,2,x,2,x,2,x,1,x,1,x,8,233,5,10,8,115,3,108,18,147,6,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,71,5,164,69,160,156,4,"1,786,019",64,146,x,x,"1,451,056",8,8,x,x,"226,843",5,6,x,x,"108,120",56,83,78,5,"979,405",54,72,x,x,"806,405",7,11,x,x,"173,000",31,34,x,x,"532,897",0,0,0,0,0,12,12,12,0,x,12,16,16,0,x,5,6,6,0,x,27,106,106,0,"246,627",13,x,55,"1,410,854"
59,2,15,25,Burnaby,51,2,x,0,0,0,0,2,x,0,0,0,0,3,x,0,0,0,0,0,0,0,0,2,x,2,x,1,x,0,0,1,x,2,x,1,x,1,x,0,0,1,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,32,64,x,x,"734,729",30,57,x,x,"592,729",5,7,7,0,"142,000",0,0,0,0,0,37,61,56,5,"1,199,532",31,41,x,x,"652,306",12,20,x,x,"547,226",15,17,17,0,"222,065",1,x,x,0,x,3,3,3,0,"1,806",1,x,x,0,x,1,x,x,0,x,16,91,91,0,"223,661",11,x,36,"1,418,226"
59,2,15,70,Pitt Meadows,132,24,"1,856",6,446,6,252,23,"1,158",0,0,4,121,4,x,2,x,x,3,x,x,0,0,29,"2,238",10,28,20,767,10,640,11,127,18,560,6,x,12,346,3,x,10,461,21,422,6,x,0,0,0,0,3,8,3,x,8,249,3,8,7,131,7,110,24,229,3,39,0,0,0,0,0,0,1,x,0,0,0,0,1,x,1,x,6,656,115,332,x,x,"4,684,975",107,298,x,x,"3,574,845",18,22,22,0,"613,946",9,12,12,0,"496,184",100,210,202,8,"3,454,705",90,147,x,x,"1,753,674",36,63,x,x,"1,701,031",50,69,63,6,"959,619",2,x,x,0,x,23,31,31,0,x,34,41,41,0,"219,810",15,17,17,0,"195,358",33,103,103,0,"1,172,706",27,"1,586,134",82,"3,746,193"
59,2,15,75,Maple Ridge,237,88,"267,664",22,x,23,x,79,"15,252",1,x,9,x,30,"1,296",23,"3,005,669","6,626,366",13,x,x,1,x,62,"1,608",19,24,44,416,5,x,39,x,28,340,20,x,5,225,5,x,21,447,50,381,8,x,1,x,1,x,0,0,7,22,34,800,24,41,29,347,24,412,76,521,28,169,0,0,0,0,0,0,0,0,0,0,0,0,14,98,5,153,1,x,170,277,x,x,"2,192,628",161,252,x,x,"1,840,255",13,18,18,0,"190,452",7,7,7,0,"161,921",162,259,256,3,"3,299,739",153,222,219,3,"2,650,201",26,37,37,0,"649,538",75,90,x,x,"1,174,006",1,x,x,0,x,28,32,32,0,"85,014",19,21,21,0,"101,357",3,3,3,0,x,39,73,x,x,"228,215",19,x,141,"5,561,274"
59,1,17,0,Capital Regional District,974,406,"638,523",111,"478,087",93,"28,819",373,"131,617",0,0,54,"1,526",104,"2,152",113,"6,025,241","13,283,382",60,"25,707","56,674",0,0,170,"4,751",69,104,128,"1,995",17,839,114,"1,156",104,941,79,403,10,368,35,170,59,159,134,"1,552",56,388,11,13,18,47,7,96,39,232,190,"9,247",133,246,175,"3,426",155,"5,575",217,"1,379",72,474,0,0,1,x,0,0,3,x,4,106,0,0,31,334,11,555,66,"2,931",647,"1,273","1,245",29,"11,276,561",603,"1,132",x,x,"8,707,947",75,x,x,0,"1,439,471",18,x,x,x,"1,129,143",674,"1,048","1,032",16,"9,395,382",633,831,821,11,"7,474,122",129,216,211,5,"1,921,260",322,363,357,7,"3,533,478",8,9,9,0,"27,119",141,161,161,0,"648,783",137,160,160,0,"766,133",18,x,x,0,"158,912",307,865,x,x,"1,694,535",333,"2,396,077",619,"9,578,591"
59,1,17,5,North Saanich,84,27,x,6,x,8,375,26,x,0,0,4,108,6,141,8,x,x,5,894,"1,971",0,0,12,"1,014",7,8,10,483,2,x,8,x,10,232,7,x,2,x,2,x,7,17,11,274,0,0,0,0,0,0,0,0,0,0,15,352,10,21,13,139,15,192,22,156,3,17,0,0,0,0,0,0,0,0,0,0,0,0,2,x,0,0,4,13,61,127,x,x,"952,641",59,113,x,x,"709,872",5,9,9,0,"101,126",5,5,5,0,"141,643",63,94,x,x,"1,036,312",60,77,x,x,"826,312",13,17,x,x,"210,000",27,35,x,x,"268,639",0,0,0,0,0,13,15,15,0,x,11,11,11,0,"28,101",2,x,x,0,x,24,65,65,0,"188,923",25,"235,289",54,"1,256,081"
59,1,17,15,Central Saanich,167,50,"100,473",13,x,12,x,45,"43,500",0,0,5,228,16,370,11,x,x,6,"5,092","11,226",0,0,24,"1,210",10,18,19,523,5,311,14,212,16,270,10,137,4,125,4,8,6,18,21,381,13,189,2,x,2,x,2,x,10,x,20,643,14,17,20,271,18,355,52,320,10,47,0,0,0,0,0,0,0,0,0,0,0,0,2,x,0,0,6,16,133,373,x,x,"3,916,000",125,329,x,x,"3,074,768",22,41,41,0,x,3,3,3,0,x,118,227,222,5,"2,242,051",112,168,x,x,"1,653,707",29,58,x,x,"588,344",52,61,x,x,"721,435",3,4,4,0,"13,021",38,42,42,0,"231,642",36,44,44,0,"229,934",8,8,8,0,"97,503",63,252,252,0,"570,532",86,"794,842",113,"2,160,226"
59,1,17,21,Saanich,246,99,"71,543",28,"37,250",22,"5,017",92,"29,276",0,0,12,279,13,396,27,x,x,8,"2,653","5,849",0,0,41,901,13,22,30,328,2,x,28,x,25,191,19,x,2,x,9,118,12,38,30,322,7,37,2,x,5,16,1,x,3,x,28,501,17,25,27,216,22,260,54,400,20,128,0,0,0,0,0,0,1,x,2,x,0,0,7,74,2,x,21,x,154,261,x,x,"2,227,453",142,230,x,x,"1,718,980",17,24,24,0,"419,473",5,7,x,x,"89,000",164,248,x,x,"1,946,227",152,187,187,0,"1,460,236",30,61,x,x,"485,991",80,92,x,x,"990,934",3,x,x,0,x,23,28,28,0,"78,613",26,31,31,0,"137,039",2,x,x,0,x,60,179,179,0,"351,410",87,"376,810",148,"1,941,604"
59,1,17,27,Capital F,170,72,x,19,x,17,x,67,x,0,0,14,337,26,381,21,"9,317","20,540",18,"4,685","10,329",0,0,32,787,11,22,23,333,6,96,19,237,21,131,17,84,2,x,7,x,13,34,20,267,13,65,2,x,4,6,1,x,11,54,50,"2,686",36,64,43,"1,104",43,"1,518",30,246,9,48,0,0,0,0,0,0,1,x,0,0,0,0,6,53,3,45,7,14,118,200,200,0,"1,880,663",113,184,184,0,"1,478,663",7,x,x,0,x,2,x,x,0,x,113,160,x,x,"1,556,895",107,132,x,x,"1,274,395",20,28,28,0,"282,500",58,63,x,x,"773,716",0,0,0,0,0,24,30,30,0,x,25,31,31,0,"197,466",3,3,3,0,x,74,207,207,0,"334,361",57,"325,763",117,"1,524,492"
59,1,17,29,Capital G,81,38,x,10,x,7,181,36,"3,166",0,0,4,14,11,174,5,"1,824","4,021",0,0,0,0,0,19,406,12,13,17,169,1,x,17,x,9,44,9,x,0,0,1,x,6,17,18,163,7,28,0,0,2,x,2,x,6,x,29,"1,358",24,41,29,685,24,632,18,52,5,63,0,0,0,0,0,0,0,0,1,x,0,0,1,x,1,x,3,x,54,93,93,0,"766,275",49,83,83,0,"489,275",5,x,x,0,x,2,x,x,0,x,57,93,93,0,"648,418",51,76,76,0,"555,993",14,17,17,0,"92,425",25,28,x,x,"214,173",0,0,0,0,0,15,16,16,0,"36,600",16,16,16,0,"49,814",0,0,0,0,0,32,68,68,0,"80,785",28,"460,195",52,"1,102,117"
59,1,17,56,Capital H (Part 2),226,120,"354,008",35,"327,702",27,"1,140",107,"25,166",0,0,15,560,32,690,41,"4,202,395","9,264,695",23,"12,383","27,300",0,0,42,433,16,21,29,159,1,x,28,x,23,73,17,48,0,0,12,25,15,35,34,145,16,69,5,x,5,14,1,x,9,45,48,"3,707",32,78,43,"1,011",33,"2,618",41,205,25,171,0,0,1,x,0,0,1,x,1,x,0,0,13,188,5,361,25,440,127,221,x,x,"1,533,529",115,195,x,x,"1,236,389",19,x,x,0,x,1,x,x,0,x,159,226,221,5,"1,965,479",151,191,186,5,"1,703,479",23,35,35,0,"262,000",80,86,x,x,"564,581",2,x,x,0,x,28,31,31,0,"110,000",23,27,27,0,"123,779",3,3,3,0,x,54,95,x,x,"168,524",50,"203,178",135,"1,594,071"
59,1,19,0,Cowichan Valley R. D.,691,288,"377,256",105,"257,489",68,"11,433",262,"108,334",0,0,39,"9,588",82,"1,924",121,"3,171,629","6,992,245",56,"49,870","109,945",0,0,264,"11,674",107,140,213,"5,321",57,"3,853",162,"1,468",168,"2,525",100,323,53,"2,029",35,173,87,457,216,"3,231",61,940,11,14,15,126,10,285,42,515,126,"2,958",79,153,120,"1,198",102,"1,607",148,704,47,832,0,0,0,0,0,0,1,x,3,374,0,0,22,314,9,296,32,"1,149",541,"1,170",x,x,"12,784,328",500,"1,033",x,x,"9,629,422",89,110,x,x,"2,528,867",24,27,x,x,"626,039",523,801,786,15,"7,218,707",502,638,x,x,"5,851,509",118,164,x,x,"1,367,198",261,307,302,5,"3,338,198",5,5,5,0,"38,844",150,189,x,x,"1,018,459",179,224,221,4,"1,323,322",55,79,x,x,"447,646",235,697,697,0,"1,411,378",228,"1,843,703",482,"7,471,569"
59,1,19,13,Cowichan Valley D,401,174,"336,158",62,"250,188",35,"6,258",156,"79,712",0,0,16,"1,008",51,796,75,"2,692,958","5,936,956",28,"35,722","78,754",0,0,158,"7,598",66,85,130,"3,429",38,"2,604",97,825,100,"1,658",56,223,35,"1,295",21,140,53,328,131,"2,098",34,212,4,x,5,30,4,x,24,162,82,"1,830",45,78,76,706,66,"1,046",82,349,26,199,0,0,0,0,0,0,1,x,1,x,0,0,15,205,2,x,15,"1,048",311,676,672,4,"7,716,382",287,593,x,x,"5,687,065",54,67,x,x,"1,579,577",13,16,x,x,"449,740",292,456,447,9,"4,132,747",282,351,x,x,"3,196,057",74,105,x,x,"936,690",158,194,x,x,"2,098,376",3,x,x,0,x,86,109,x,x,"543,899",103,125,121,4,"850,701",38,58,x,x,x,145,441,441,0,"912,096",118,"807,251",283,"4,116,864"
59,1,19,15,Cowichan Valley G,84,33,"3,229",14,"1,299",9,177,30,"1,753",0,0,12,x,13,x,11,x,x,7,x,x,0,0,27,"1,176",15,24,22,497,4,240,19,257,19,233,13,x,2,x,7,x,11,40,22,382,7,31,2,x,2,x,3,x,3,16,12,441,9,34,12,205,8,202,21,154,4,x,0,0,0,0,0,0,0,0,1,x,0,0,2,x,4,34,7,x,70,143,x,x,"1,454,378",64,x,x,x,x,14,19,19,0,"417,984",1,x,x,0,x,65,99,99,0,"1,153,088",64,81,81,0,"993,588",12,18,18,0,"159,500",20,22,22,0,"192,302",0,0,0,0,0,23,x,x,0,x,24,32,32,0,x,4,5,5,0,"31,500",27,77,77,0,"160,575",29,"370,795",58,"1,501,339"
59,1,19,33,Cowichan Valley F,19,8,387,3,180,3,66,8,141,0,0,2,x,1,x,2,x,x,2,x,x,0,0,4,53,3,3,3,13,0,0,3,13,3,7,2,x,1,x,0,0,3,19,3,11,3,16,0,0,1,x,1,x,2,x,0,0,0,0,0,0,0,0,3,9,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,12,23,23,0,"136,393",11,x,x,0,x,0,0,0,0,0,2,x,x,0,x,17,29,x,x,"131,159",17,26,x,x,"122,164",3,3,3,0,"8,995",9,11,11,0,"32,300",0,0,0,0,0,2,x,x,0,x,4,6,6,0,x,0,0,0,0,0,6,18,18,0,"25,500",8,"17,700",11,"71,498"
59,1,19,46,Cowichan Valley B,187,73,"37,482",26,"5,822",21,"4,932",68,"26,728",0,0,9,x,17,893,33,x,x,19,"9,264","20,424",0,0,75,"2,847",23,28,58,"1,382",15,"1,009",43,373,46,627,29,52,15,x,7,x,20,70,60,740,17,681,5,x,7,x,2,x,13,x,32,687,25,41,32,287,28,359,42,192,16,482,0,0,0,0,0,0,0,0,1,x,0,0,5,x,3,x,9,69,148,329,323,6,"3,477,175",138,297,291,6,"2,804,570",21,24,24,0,"531,306",8,8,8,0,"141,299",149,218,x,x,"1,801,713",139,180,x,x,"1,539,700",29,38,x,x,"262,013",74,81,x,x,"1,015,220",2,x,x,0,x,39,49,49,0,"304,573",48,62,62,0,"325,487",13,16,16,0,x,57,161,161,0,"313,207",73,"647,957",130,"1,781,868"
59,1,21,0,Nanaimo Regional District,490,193,"145,129",65,"101,648",49,"16,517",176,"26,964",0,0,27,574,65,"1,080",71,"1,256,485","2,770,075",39,"30,125","66,414",0,0,179,"5,787",79,131,132,"2,354",13,736,119,"1,618",114,"1,146",84,424,12,614,30,108,70,320,132,"1,836",44,921,11,17,14,142,8,462,31,300,91,"2,140",68,134,83,850,78,"1,156",127,676,28,367,1,x,0,0,0,0,0,0,2,x,0,0,12,182,10,287,29,"1,269",363,768,x,x,"7,130,940",340,660,x,x,"5,566,043",47,81,81,0,"994,481",20,27,27,0,"570,416",367,537,x,x,"5,310,427",347,439,x,x,"4,546,301",66,97,x,x,"764,126",179,221,213,8,"2,204,004",9,10,10,0,"62,272",108,131,x,x,"510,751",135,160,x,x,"755,228",31,35,35,0,"152,208",197,617,617,0,"1,297,759",159,"1,191,900",320,"4,588,856"
59,1,21,16,Nanaimo C,28,13,x,3,x,3,90,11,280,0,0,2,x,2,x,3,x,x,2,x,x,0,0,10,127,4,4,8,40,0,0,8,40,7,17,6,x,0,0,1,x,6,37,7,29,4,23,0,0,0,0,2,x,2,x,2,x,2,x,2,x,2,x,6,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,1,x,0,0,18,28,28,0,"216,200",17,x,x,0,x,2,x,x,0,x,0,0,0,0,0,19,21,x,x,"256,000",19,x,x,x,x,1,x,x,0,x,6,6,6,0,"72,000",0,0,0,0,0,5,7,7,0,"21,100",6,6,6,0,"20,700",0,0,0,0,0,12,27,27,0,"24,200",5,"56,500",15,"71,000"
59,1,21,20,Nanaimo D,279,109,"116,804",36,"77,320",33,"16,092",101,"23,392",0,0,15,298,37,676,43,"893,516","1,969,866",24,"24,434","53,868",0,0,113,"4,197",47,91,84,"1,839",10,556,74,"1,283",75,746,57,305,7,379,21,62,42,232,83,"1,289",23,267,7,7,8,19,2,x,16,x,56,"1,267",39,65,51,513,47,689,79,364,19,185,1,x,0,0,0,0,0,0,0,0,0,0,4,10,5,165,20,"1,039",206,441,441,0,"4,230,838",191,379,379,0,"3,174,777",26,42,42,0,"655,639",14,20,20,0,"400,422",208,301,x,x,"3,226,800",195,248,x,x,"2,804,316",38,54,x,x,"422,484",97,121,x,x,"1,186,832",4,4,4,0,"14,090",65,80,x,x,"323,194",78,97,x,x,"433,890",14,16,16,0,"73,323",109,315,315,0,"599,707",85,"554,939",186,"2,762,818"
59,1,21,30,Nanaimo E,34,14,x,8,x,3,34,11,x,0,0,3,x,4,x,6,x,x,5,"2,235","4,927",0,0,9,244,6,8,7,106,0,0,7,106,4,9,4,9,0,0,0,0,7,23,7,98,2,x,0,0,0,0,1,x,1,x,3,x,2,x,2,x,3,x,9,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,3,95,26,52,52,0,"443,800",25,47,47,0,"418,800",2,x,x,0,x,2,x,x,0,x,25,36,36,0,"348,500",25,32,32,0,"318,500",3,4,4,0,"30,000",15,20,20,0,"155,000",2,x,x,0,x,6,6,6,0,x,9,10,10,0,"48,700",2,x,x,0,x,10,28,28,0,"150,300",9,"129,500",20,"230,300"
59,1,21,32,Nanaimo F,80,33,"3,727",11,"1,788",5,146,29,"1,793",0,0,5,59,8,69,10,x,x,4,"1,492","3,289",0,0,24,409,11,x,15,157,2,x,13,x,13,121,9,x,2,x,4,x,5,x,16,112,11,561,4,10,6,123,3,284,8,144,17,469,16,33,15,201,14,235,20,138,6,176,0,0,0,0,0,0,0,0,1,x,0,0,5,136,1,x,3,24,62,139,x,x,"1,142,799",60,x,x,x,"921,963",8,19,19,0,x,2,x,x,0,x,65,95,91,4,"777,090",63,85,81,4,"706,590",9,11,11,0,"70,500",30,35,35,0,"397,678",1,x,x,0,x,15,19,19,0,"46,905",22,22,22,0,"61,060",8,9,9,0,x,39,132,132,0,"288,801",30,"117,553",53,"800,654"
59,1,21,34,Nanaimo G,46,12,"1,273",3,740,0,0,12,533,0,0,1,x,6,125,4,x,x,2,x,x,0,0,15,731,8,9,12,180,1,x,11,x,11,246,5,58,3,x,3,x,8,15,13,281,2,x,0,0,0,0,0,0,2,x,8,236,6,27,8,73,7,136,11,66,0,0,0,0,0,0,0,0,0,0,1,x,0,0,0,0,0,0,3,111,33,74,74,0,"782,500",29,61,61,0,"612,500",7,x,x,0,x,2,x,x,0,x,34,55,x,x,"375,734",31,x,x,x,"275,092",12,x,x,x,"100,642",22,27,x,x,"279,027",1,x,x,0,x,13,15,x,x,"80,552",16,20,20,0,"180,378",5,6,6,0,x,19,87,87,0,"170,734",21,"215,415",32,"434,417"
59,1,21,36,Nanaimo H,23,12,"1,091",4,x,5,155,12,x,0,0,1,x,8,152,5,x,x,2,x,x,0,0,8,79,3,x,6,32,0,0,6,32,4,7,3,x,0,0,1,x,2,x,6,27,2,x,0,0,0,0,0,0,2,x,5,56,3,3,5,25,5,28,2,x,2,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,2,x,0,0,18,35,35,0,"314,803",18,x,x,0,x,2,x,x,0,x,0,0,0,0,0,16,28,28,0,"326,303",14,18,18,0,x,3,10,10,0,x,9,13,x,x,"113,467",1,x,x,0,x,4,4,4,0,x,4,5,5,0,"10,500",2,x,x,0,x,8,28,28,0,"64,017",9,"117,993",14,"289,667"
