PROV ,CAR,CD,CCS,GEO NAMES,ntotfcap,totfcap,nvalulb,valulb,nvlbown,vlbown,nvlbrnt,vlbrnt,nvallvsk,vallvsk,nvalmch,valmch,ncap1,ncap2,ncap3,ncap4,ncap5,ncap6,ncap7,ncap8,ncap9,ntotexp,totexp,nfertpd,fertpd,nchempd,chempd,nseedpd,seedpd,nfeedpd,feedpd,ncostfd,costfd,nlvstpd,lvstpd,nvetser,vetser,ncustwrk,custwrk,ntcshwge,tcshwge,ncshwgef,cshwgef,ncshwgnf,cshwgnf,nfuel,fuel,nrepmch,repmch,nrntmch,rntmch,nrepbldg,repbldg,nrntexp,rntexp,nutilexp,utilexp,ntotint,totint,nothexp,othexp,nsalesxfp,salesxfp,nsale1,nsale2,nsale3,nsale4,nsale5,nsale6,nsale7,nsale8,nsale9,ntype0,ntype1,ntype2,ntype3,ntype4,ntype5,ntype6,ntype7,ntype8,ntype9,ntype10,ntype11,ntype12,nnaic1,nnaic2,nnaic3,nnaic4,nnaic5,nnaic6,nnaic7,nnaic8,nnaic9,nnaic10,ntotlab,totlab,npdlbyr,pdlbyr,npdlbsl,pdlbsl
47,20,0,0,Agr. Reg. 2A - RÇg. Agr 2A,"1,592","1,053,201,153","1,592","706,185,052","1,470","475,921,007",886,"230,264,045",727,"77,642,163","1,592","269,373,938",23,86,234,296,213,456,159,44,81,"1,592","133,746,591",964,"14,343,531","1,207","17,691,090",984,"6,089,902",596,"2,389,378",210,"766,416",425,"8,733,390",675,"1,251,368","1,028","6,139,043",638,"7,920,651",490,"5,895,106",275,"2,025,545","1,549","14,389,522","1,524","12,624,824",340,"2,206,927","1,168","2,191,826",567,"4,576,874","1,438","3,557,721","1,155","10,999,748","1,515","18,640,796","1,592",154796584,34,45,80,263,310,377,351,99,33,1558,6,256,1,0,484,699,30,3,31,28,0,20,262,1,0,4,52,1188,1,3,2,45,638,"21,791",253,"14,223",455,"7,568"
47,21,0,0,Agr. Reg. 2B - RÇg. Agr 2B,"2,700","1,917,065,648","2,700","1,331,216,290","2,524","948,815,196","1,295","382,401,094","1,174","128,243,376","2,700","457,605,982",30,128,376,548,391,674,274,126,153,"2,700","297,399,348","1,897","34,962,656","2,011","39,597,389","1,760","12,197,044",971,"24,154,409",361,"3,398,529",709,"27,395,689","1,017","2,545,467","1,709","14,971,898","1,039","15,910,102",750,"10,783,084",503,"5,127,018","2,591","22,867,122","2,549","21,616,733",560,"3,523,918","2,002","4,284,813",824,"10,332,847","2,463","6,650,837","1,851","21,061,637","2,560","35,326,787","2,700",340961108,128,112,177,430,400,530,594,227,102,2572,44,381,6,5,501,1334,94,5,123,44,4,31,413,7,5,10,139,1839,5,5,21,128,"1,039","39,705",425,"26,023",755,"13,682"
47,30,0,0,Agr. Reg. 3AN - RÇg. Agr 3AN,"1,273","879,225,492","1,273","559,097,129","1,183","402,774,910",779,"156,322,219",689,"101,844,223","1,273","218,284,140",17,64,185,193,190,361,138,68,57,"1,273","119,273,685",771,"10,920,732",954,"14,260,329",796,"5,962,296",541,x,177,"752,893",456,"11,640,384",615,"1,312,538",808,"5,577,346",545,"6,385,068",393,"3,994,642",245,"2,390,426","1,234","12,397,801","1,213","10,963,820",306,x,987,"1,990,564",541,"3,322,476","1,175","3,003,823",956,"9,536,062","1,213","16,956,313","1,273",146730113,14,20,61,183,224,296,343,102,30,1259,0,331,1,0,356,496,39,0,13,7,0,16,325,1,0,2,16,853,3,0,2,57,545,"16,641",198,"9,993",401,"6,648"
47,31,0,0,Agr. Reg. 3AS - RÇg. Agr 3AS,"2,370","1,620,813,063","2,370","1,045,885,708","2,220","777,038,820","1,425","268,846,888","1,355","209,958,218","2,370","364,969,137",38,111,302,399,338,736,282,92,72,"2,370","228,915,716","1,367","16,941,827","1,694","20,451,748","1,282","7,490,200","1,084","15,990,548",382,"6,793,788",913,"22,763,534","1,294","3,373,067","1,580","11,109,231",943,"12,896,012",771,"7,764,528",336,"5,131,484","2,291","22,362,377","2,271","20,760,798",512,"2,625,196","1,869","5,527,244","1,003","6,700,883","2,193","6,409,724","1,772","19,966,025","2,269","33,547,302","2,370",276772084,42,41,100,331,385,585,699,144,43,2328,3,688,4,0,780,707,50,0,28,29,0,39,682,4,0,12,46,1494,1,0,2,87,943,"34,853",402,"26,557",605,"8,296"
47,32,0,0,Agr. Reg. 3BN - RÇg. Agr 3BN,"2,527","1,932,639,936","2,527","1,329,924,668","2,377","956,894,763","1,412","373,029,905","1,352","175,077,240","2,527","427,638,028",34,125,327,419,321,693,326,137,145,"2,527","258,894,475","1,623","22,164,399","1,921","33,088,301","1,511","9,835,798","1,105","12,821,215",429,"4,582,153",832,"25,750,197","1,208","2,776,793","1,679","13,552,735","1,117","17,363,432",886,"13,213,918",458,"4,149,514","2,435","22,423,273","2,392","20,934,931",717,"4,038,168","1,936","4,642,580",951,"6,706,053","2,350","6,871,594","1,835","18,706,800","2,420","37,218,206","2,527",314408399,51,65,131,362,418,545,658,221,76,2476,7,566,6,3,657,1036,83,2,52,38,0,26,573,6,3,10,73,1698,5,2,7,99,"1,117","45,502",530,"32,578",728,"12,924"
47,33,0,0,Agr. Reg. 3BS - RÇg. Agr 3BS,"1,436","1,290,356,214","1,436","854,135,309","1,369","592,759,814",779,"261,375,495",830,"156,331,017","1,436","279,889,888",10,46,132,216,192,445,204,92,99,"1,436","159,147,231",899,"12,109,633","1,075","17,379,166",818,"5,455,307",689,"8,609,138",267,"2,266,488",573,"18,703,559",770,"2,306,248",943,"7,876,438",624,"8,488,913",482,"6,128,118",257,"2,360,795","1,400","15,130,476","1,360","14,693,431",335,"1,922,943","1,127","3,215,123",563,"4,313,813","1,335","4,304,412","1,077","12,067,369","1,375","22,571,262","1,436",198769607,13,23,39,155,212,320,499,132,43,1423,2,409,7,0,419,493,23,1,19,25,0,25,411,7,0,1,37,916,0,1,3,47,624,"22,825",277,"14,681",410,"8,144"
47,40,0,0,Agr. Reg. 4A - RÇg. Agr 4A,"1,089","1,140,856,330","1,089","735,546,726","1,024","502,833,236",700,"232,713,490",827,"214,497,845","1,089","190,811,759",17,26,104,137,103,341,169,83,109,"1,089","132,810,524",482,"6,975,272",618,"8,984,818",542,"2,867,717",708,"12,452,748",326,"3,405,621",607,"23,683,181",765,"2,775,984",753,"6,564,030",474,"6,950,084",391,"5,493,839",171,"1,456,245","1,040","11,065,678","1,039","11,301,902",256,"2,038,697",910,"3,236,340",571,"4,162,069","1,015","3,611,017",812,"9,184,297","1,044","16,956,690","1,089",166368892,13,22,43,134,141,243,342,107,44,1076,0,576,4,0,194,203,26,0,25,22,0,26,586,4,0,11,37,398,0,0,1,39,474,"19,025",251,"14,224",278,"4,801"
47,41,0,0,Agr. Reg. 4B - RÇg. Agr 4B,"1,151","1,049,671,562","1,151","738,977,232","1,081","505,288,161",711,"233,689,071",542,"93,420,959","1,151","217,273,371",13,38,96,136,140,376,202,66,84,"1,151","116,184,925",765,"7,220,615",955,"12,801,105",614,"2,913,307",452,"6,857,056",187,"1,537,336",362,"13,468,385",505,"1,433,679",775,"6,126,906",597,"8,289,851",468,"6,591,300",247,"1,698,551","1,115","11,344,477","1,107","11,284,575",274,"1,666,511",871,"2,188,939",422,"3,072,265","1,060","3,184,238",860,"8,006,572","1,102","16,326,444","1,151",147418368,9,19,39,131,172,279,380,97,25,1142,0,241,2,0,621,223,9,0,12,17,0,17,241,2,0,2,24,848,0,0,3,22,597,"20,843",269,"13,764",391,"7,079"
47,50,0,0,Agr. Reg. 5A - RÇg. Agr 5A,"4,050","2,008,795,169","4,050","1,230,328,107","3,841","920,366,954","1,932","309,961,153","2,245","209,934,659","4,050","568,532,403",83,333,765,913,599,917,275,77,88,"4,050","344,857,887","3,004","49,226,209","3,154","40,637,069","2,792","15,361,866","1,894","14,278,080",595,"2,413,344","1,218","29,125,806","2,033","2,972,655","2,492","13,562,276","1,419","18,501,604","1,017","10,413,572",684,"8,088,032","3,943","35,303,079","3,871","28,601,217",804,"4,477,878","3,009","5,227,591","1,446","11,672,036","3,728","9,389,868","2,788","22,911,979","3,839","43,608,674","4,050",389401306,160,138,318,751,740,812,804,242,85,3890,23,956,13,15,489,2000,156,3,119,56,2,58,968,15,15,15,132,2495,8,3,16,223,"1,419","43,773",496,"27,807","1,060","15,966"
47,51,0,0,Agr. Reg. 5B - RÇg. Agr 5B,"4,279","2,062,641,048","4,279","1,275,869,288","4,098","933,350,303","2,226","342,518,985","2,153","189,840,730","4,279","596,931,030",118,376,887,948,596,871,295,92,96,"4,279","363,626,836","3,142","57,667,267","3,149","43,114,655","2,883","15,791,518","1,781","10,915,471",638,"3,048,027","1,072",x,"1,922",x,"2,570","15,404,795","1,572","16,787,088","1,018","9,453,674",895,"7,333,414","4,203","40,186,484","4,111","32,725,600",847,x,"3,220",x,"1,613","14,444,423","3,967","10,315,167","2,864","25,345,514","4,065","43,136,979","4,279",414438272,140,165,351,862,759,821,804,290,87,4139,20,966,24,11,497,2140,238,5,101,55,1,81,961,25,11,16,127,2649,9,5,18,318,"1,572","42,610",470,"24,393","1,236","18,217"
47,60,0,0,Agr. Reg. 6A - RÇg. Agr 6A,"3,479","2,229,249,885","3,479","1,431,665,051","3,285","1,027,822,328","1,931","403,842,723","1,645","202,199,104","3,479","595,385,730",63,185,503,694,478,952,350,146,108,"3,479","429,468,570","2,628","51,879,050","2,791","50,897,429","2,475","16,606,016","1,351","27,341,017",405,"9,726,560",948,x,"1,446",x,"2,194","14,995,308","1,422","21,269,261","1,081","11,260,558",664,"10,008,703","3,372","34,949,284","3,305","31,148,559",883,x,"2,585",x,"1,291","12,598,424","3,198","9,236,183","2,578","28,072,484","3,315","51,870,596","3,479",501217285,107,100,174,498,534,675,964,331,96,3372,12,499,25,8,627,1887,95,2,108,45,5,59,500,25,8,18,119,2524,12,2,22,142,"1,422","50,717",557,"33,626","1,031","17,091"
47,61,0,0,Agr. Reg. 6B - RÇg. Agr 6B,"3,527","2,425,314,862","3,527","1,664,900,185","3,318","1,225,092,921","1,838","439,807,264","2,005","227,674,643","3,527","532,740,034",54,151,548,747,487,880,343,152,165,"3,527","390,954,039","2,167","33,834,624","2,377","35,535,772","2,157","14,142,504","1,728",x,746,"6,884,059","1,262","42,576,894","1,765","5,259,287","2,151","17,068,271","1,397","28,471,027","1,049","15,834,870",711,"12,636,157","3,397","30,539,924","3,298","27,513,597",825,x,"2,590","6,892,333","1,261","12,693,368","3,201","10,444,569","2,386","28,752,820","3,362","46,797,810","3,527",471297415,200,165,263,582,535,591,735,316,140,3327,130,711,52,46,544,1276,191,12,227,72,11,55,823,53,46,28,231,1823,35,12,50,226,"1,397","66,838",572,"44,219","1,005","22,619"
47,70,0,0,Agr. Reg. 7A - RÇg. Agr 7A,"1,968","1,694,456,285","1,968","1,234,048,360","1,847","865,064,230","1,167","368,984,130",654,"83,589,620","1,968","376,818,305",17,67,200,285,228,608,291,126,146,"1,968","226,241,800","1,436","23,530,310","1,661","31,547,845","1,286","7,931,106",544,"12,044,515",197,"1,289,710",432,"11,899,477",586,"1,617,125","1,343","10,698,011",992,"16,643,514",812,"11,952,866",412,"4,690,648","1,902","20,938,787","1,880","19,662,765",448,"3,534,986","1,427","3,632,570",703,"8,113,035","1,801","5,760,584","1,466","17,001,277","1,878","31,685,893","1,968",277133352,22,31,68,217,298,451,614,211,56,1946,2,244,8,2,667,944,20,1,22,17,1,18,250,8,2,2,35,1613,5,2,1,28,992,"40,547",473,"28,029",656,"12,518"
47,71,0,0,Agr. Reg. 7B - RÇg. Agr 7B,"1,983","1,580,424,632","1,983","1,064,426,090","1,875","804,126,128","1,087","260,299,962","1,083","155,147,283","1,983","360,851,259",25,71,246,282,263,630,265,117,84,"1,983","246,419,168","1,564","24,775,215","1,643","24,789,236","1,351","7,571,431",909,"20,853,457",321,"2,418,324",689,"25,945,055",985,"4,240,122","1,321","8,782,853",948,"17,607,795",763,"10,482,220",368,"7,125,575","1,921","21,072,307","1,900","20,683,096",414,"2,607,617","1,511","4,287,653",835,"7,373,726","1,822","6,992,204","1,465","21,134,553","1,896","27,702,848","1,983",289808252,33,38,71,254,290,422,636,185,54,1950,6,424,13,5,438,938,32,0,29,23,2,40,436,13,5,5,46,1382,3,0,6,54,948,"40,762",405,"29,385",645,"11,377"
47,80,0,0,Agr. Reg. 8A - RÇg. Agr 8A,"2,770","1,575,075,948","2,770","1,036,443,115","2,630","745,784,721","1,458","290,658,394","1,232","115,418,620","2,770","423,214,213",58,207,517,590,337,635,230,95,101,"2,770","249,989,665","2,049","41,384,741","1,950","31,807,897","1,923","12,146,564","1,032","6,683,203",329,"1,210,230",648,"11,994,481","1,051","1,579,252","1,688","11,349,465","1,069","16,482,096",768,"9,603,434",571,"6,878,662","2,703","24,305,849","2,637","19,828,685",605,"4,357,790","2,081","4,531,522","1,056","9,484,735","2,577","6,896,390","1,935","16,236,945","2,615","30,920,050","2,770",294749419,116,98,214,456,462,487,640,222,75,2654,10,503,19,1,200,1390,279,1,152,35,3,61,502,19,1,15,150,1592,10,1,20,344,"1,069","38,784",338,"21,667",871,"17,117"
47,81,0,0,Agr. Reg. 8B - RÇg. Agr 8B,"2,724","1,733,861,614","2,724","1,183,731,413","2,614","827,317,287","1,469","356,414,126","1,192","103,694,022","2,724","446,436,179",42,150,435,521,367,693,296,118,102,"2,724","269,365,023","2,252","42,056,160","2,169","33,696,427","2,003","11,921,858","1,005","13,113,332",307,"2,781,332",703,"14,282,117",961,"1,691,395","1,700","10,091,773","1,151","14,466,062",842,"9,349,644",539,"5,116,418","2,670","25,772,936","2,607","21,795,907",670,"4,066,806","2,028","4,850,797","1,002","11,608,356","2,513","6,729,784","2,001","19,977,432","2,604","33,243,881","2,724",315349274,69,64,147,405,457,580,713,230,59,2655,10,323,65,6,375,1659,60,2,77,40,2,36,321,65,6,14,105,2040,2,2,9,91,"1,151","37,147",423,"23,491",842,"13,656"
47,90,0,0,Agr. Reg. 9A - RÇg. Agr 9A,"4,438","2,467,307,356","4,438","1,545,512,023","4,180","1,102,486,000","2,411","443,026,023","2,666","322,039,685","4,438","599,755,648",79,338,785,941,620,1057,339,136,143,"4,438","359,144,379","2,993","48,858,301","2,885","37,579,943","2,837","13,595,788","2,194","11,647,701",844,"4,754,487","1,546","37,693,991","2,299","4,023,289","2,592","15,612,658","1,575","18,359,109","1,070","10,682,691",825,"7,676,418","4,300","38,672,052","4,169","31,001,950",813,"3,903,590","3,329","6,273,235","1,772","13,308,532","4,059","10,261,525","3,055","26,001,491","4,190","42,351,224","4,438",407845283,241,193,327,840,726,853,904,264,90,4197,14,1393,23,8,360,1670,309,7,212,83,4,114,1404,23,8,22,234,2040,12,7,28,419,"1,575","46,335",495,"25,276","1,216","21,059"
47,91,0,0,Agr. Reg. 9B - RÇg. Agr 9B,"3,105","2,310,947,906","3,105","1,420,245,612","2,952","1,039,755,923","1,737","380,489,689","2,271","385,292,653","3,105","505,409,641",29,142,380,587,409,831,374,166,187,"3,105","307,342,484","2,029","33,172,459","1,939","28,919,885","1,899","10,005,415","1,925","11,748,672",792,"4,422,322","1,467","45,008,905","2,021","4,690,809","1,841","12,199,065","1,311","20,429,581",976,"14,765,071",679,"5,664,510","3,009","29,459,481","2,947","25,680,302",577,"3,554,611","2,486","6,103,162","1,392","11,285,995","2,879","8,672,054","2,194","20,532,862","2,903","35,879,226","3,105",354229169,114,92,181,523,509,548,743,309,86,2991,10,1395,8,1,152,972,172,3,155,52,3,68,1400,8,1,10,182,1139,7,3,13,228,"1,311","50,820",612,"35,585",880,"15,235"
48,0,0,0,Alberta,"53,652","55,256,378,271","53,652","38,872,514,285","51,427","28,522,703,562","24,541","10,349,810,723","40,605","7,699,700,884","53,652","8,684,163,102",320,1050,5107,10192,7704,13774,6316,3213,5976,"53,652","8,908,533,331","31,582","513,237,102","27,234","330,559,348","30,183","161,157,905","36,422","1,254,301,691","16,706","394,460,258","26,038","3,099,387,406","36,247","140,411,579","30,206","300,371,126","21,218","489,253,019","15,670","264,084,381","10,602","225,168,638","51,780","437,049,021","50,381","435,385,843","10,889","68,736,941","44,054","149,349,007","19,768","194,217,537","49,800","168,096,647","35,411","507,035,211","50,752","659,983,948","53,652",9919447223,3072,2630,4387,9565,8335,8526,10131,4230,2776,50580,776,22939,848,446,3718,9327,4725,73,5495,1165,70,998,23301,868,450,626,5387,13133,241,75,688,5811,"21,218","1,084,852","10,641","805,212","13,587","279,640"
48,10,1,0,Division No.  1,"1,636","2,428,255,034","1,636","1,794,531,354","1,534","1,326,986,049",889,"467,545,305","1,053","244,299,671","1,636","389,424,009",8,25,81,164,188,439,262,166,303,"1,636","337,034,088","1,023","21,542,215","1,032","18,396,647",956,"8,072,465",955,"41,051,464",480,"13,212,241",735,"84,207,479",940,"3,609,476","1,043","11,732,785",844,"26,152,526",670,"15,708,178",382,"10,444,348","1,582","20,529,328","1,545","19,728,984",396,"3,993,787","1,310","5,451,107",657,"7,416,629","1,534","7,751,945","1,203","22,254,614","1,568","35,142,637","1,636",399870064,28,44,71,177,229,253,479,205,150,1608,9,610,23,7,471,180,122,1,106,27,6,46,626,24,7,7,83,656,17,1,49,138,844,"56,771",523,"40,956",472,"15,815"
48,10,1,3,Cypress County,949,"1,269,291,717",949,"935,015,983",894,"697,173,187",462,"237,842,796",692,"158,618,370",949,"175,657,364",7,18,53,101,135,271,137,89,138,949,"178,342,093",526,"8,099,984",509,"6,638,800",497,"4,129,091",618,"20,630,461",316,"7,234,329",483,"54,045,661",619,"2,245,626",571,"5,615,545",426,"14,615,134",327,"7,821,280",203,"6,793,854",912,"10,711,204",890,"9,615,826",210,"2,084,596",769,"3,096,144",374,"2,904,374",887,"4,296,396",672,"11,797,141",908,"17,816,110",949,202551921,24,34,47,127,161,139,240,99,78,925,5,457,10,2,167,63,83,1,90,14,4,29,467,11,2,4,58,233,5,1,46,98,426,"32,140",270,"23,101",236,"9,039"
48,10,1,8,Forty Mile County No. 8,687,"1,158,963,317",687,"859,515,371",640,"629,812,862",427,"229,702,509",361,"85,681,301",687,"213,766,645",1,7,28,63,53,168,125,77,165,687,"158,691,995",497,"13,442,231",523,"11,757,847",459,"3,943,374",337,"20,421,003",164,"5,977,912",252,"30,161,818",321,"1,363,850",472,"6,117,240",418,"11,537,392",343,"7,886,898",179,"3,650,494",670,"9,818,124",655,"10,113,158",186,"1,909,191",541,"2,354,963",283,"4,512,255",647,"3,455,549",531,"10,457,473",660,"17,326,527",687,197318143,4,10,24,50,68,114,239,106,72,683,4,153,13,5,304,117,39,0,16,13,2,17,159,13,5,3,25,423,12,0,3,40,418,"24,631",253,"17,855",236,"6,776"
48,20,2,0,Division No.  2,"3,329","5,831,171,314","3,329","3,676,802,365","3,107","2,864,555,332","1,514","812,247,033","2,327","1,241,786,216","3,329","912,582,733",20,40,174,434,369,879,456,282,675,"3,329","2,230,925,706","2,390","52,936,627","2,142","38,846,880","2,154","22,480,763","2,099","407,223,564",926,"120,468,829","1,705","1,221,347,373","2,125","23,051,745","2,200","56,400,512","1,787","79,094,434","1,389","36,338,557",931,"42,755,877","3,217","43,857,241","3,142","49,459,593",873,"10,677,411","2,591","15,248,549","1,376","24,728,049","3,084","22,636,717","2,515","72,809,882","3,174","90,126,366","3,329",2391637459,74,86,137,369,381,535,835,416,496,3255,86,1250,100,37,498,424,432,4,225,72,22,105,1341,105,37,42,221,928,99,4,36,442,"1,787","154,707","1,070","119,042","1,080","35,665"
48,20,2,1,Warner County No. 5,567,"984,026,513",567,"720,120,123",533,"569,624,430",314,"150,495,693",385,"116,303,251",567,"147,603,139",6,10,44,84,54,142,63,53,111,567,"139,520,288",379,"11,315,398",358,"8,075,840",332,"2,573,466",333,"26,965,139",171,"6,179,575",261,"29,569,737",339,"1,862,063",339,"5,460,892",306,"8,579,433",247,"5,047,179",149,"3,532,254",547,"7,124,911",529,"7,488,076",119,"728,099",444,"2,529,303",214,"2,804,203",523,"3,093,472",414,"7,607,428",542,"13,742,828",567,169645018,21,16,23,73,67,105,145,64,53,546,5,167,7,7,169,77,42,1,37,19,2,13,166,7,7,8,48,247,2,1,3,57,306,"18,699",174,"13,967",189,"4,732"
48,20,2,11,Lethbridge County,"1,080","2,131,503,519","1,080","1,188,924,268","1,009","979,180,514",408,"209,743,754",749,"649,897,080","1,080","292,682,171",9,9,49,140,124,278,145,75,251,"1,080","1,222,441,588",811,"13,429,706",714,"9,178,387",731,"5,131,577",714,"251,749,609",296,"98,528,400",568,"757,822,393",662,"12,381,838",719,"22,023,178",573,"30,621,067",431,"13,555,577",321,"17,065,490","1,048","13,706,184","1,022","15,737,433",267,"2,889,837",820,"5,656,629",338,"6,648,640",990,"7,834,797",786,"36,288,389","1,015","31,341,924","1,080",1271547228,27,31,60,134,113,144,188,130,253,1053,63,323,60,24,152,159,112,2,105,25,5,23,383,63,24,23,83,312,10,2,23,130,573,"57,895",375,"48,977",328,"8,918"
48,20,2,21,Taber,842,"1,398,801,902",842,"940,547,087",779,"709,847,077",451,"230,700,010",561,"174,529,240",842,"283,725,575",2,14,42,89,102,204,127,80,182,842,"372,955,856",626,"19,193,981",596,"16,093,110",563,"11,788,631",496,"53,865,673",180,"5,946,699",400,"124,373,634",517,"3,647,030",566,"18,289,039",504,"26,056,475",402,"11,234,072",266,"14,822,403",816,"12,973,843",806,"15,261,901",265,"5,788,862",649,"3,209,879",418,"10,548,555",795,"7,368,522",668,"17,514,349",807,"26,982,372",842,418519858,10,16,25,85,99,113,238,136,120,832,8,292,22,4,126,104,178,1,35,14,10,38,305,23,4,5,40,231,77,1,4,142,504,"49,586",300,"33,191",316,"16,395"
48,20,2,31,Newell County No. 4,840,"1,316,839,380",840,"827,210,887",786,"605,903,311",341,"221,307,576",632,"301,056,645",840,"188,571,848",3,7,39,121,89,255,121,74,131,840,"496,007,974",574,"8,997,542",474,"5,499,543",528,"2,987,089",556,"74,643,143",279,"9,814,155",476,"309,581,609",607,"5,160,814",576,"10,627,403",404,"13,837,459",309,"6,501,729",195,"7,335,730",806,"10,052,303",785,"10,972,183",222,"1,270,613",678,"3,852,738",406,"4,726,651",776,"4,339,926",647,"11,399,716",810,"18,059,242",840,531925355,16,23,29,77,102,173,264,86,70,824,10,468,11,2,51,84,100,0,48,14,5,31,487,12,2,6,50,138,10,0,6,113,404,"28,527",221,"22,907",247,"5,620"
48,30,3,0,Division No.  3,"2,043","3,381,315,877","2,043","2,534,654,022","1,926","1,806,021,072",983,"728,632,950","1,759","470,736,638","2,043","375,925,217",17,23,122,316,243,459,279,150,434,"2,043","484,909,714","1,222","27,057,716",888,"15,791,444",966,"5,629,831","1,619","91,513,747",887,"32,094,098","1,194","160,530,560","1,621","7,295,872","1,210","18,754,462",861,"23,782,011",659,"12,451,534",424,"11,330,477","1,950","18,243,209","1,889","18,930,054",496,"4,127,810","1,751","7,509,484",892,"14,856,517","1,877","8,294,681","1,430","25,870,903","1,934","36,721,413","2,043",546569572,94,77,142,330,264,299,429,221,187,1949,22,1141,25,14,85,258,99,5,200,56,3,41,1154,25,14,21,226,351,5,5,18,130,861,"51,772",470,"41,181",528,"10,591"
48,30,3,1,Cardston County,633,"1,038,143,309",633,"791,160,346",598,"510,169,406",304,"280,990,940",530,"117,204,013",633,"129,778,950",6,12,46,106,80,124,81,48,130,633,"118,659,942",390,"11,183,129",258,"7,156,855",306,"1,869,247",490,"18,141,224",269,"5,744,357",344,"21,619,312",491,"1,788,649",373,"4,632,459",292,"8,116,440",224,"3,610,545",148,"4,505,895",608,"6,262,369",583,"6,537,905",156,"1,607,885",528,"1,929,406",305,"6,713,004",574,"2,647,242",448,"6,958,810",599,"11,496,006",633,144415851,21,30,45,107,85,94,136,57,58,612,7,340,7,2,22,90,32,1,74,20,3,14,344,7,2,10,86,114,3,1,4,41,292,"17,681",152,"13,150",191,"4,531"
48,30,3,11,Pincher Creek No. 9,522,"940,459,224",522,"720,899,734",491,"510,767,089",241,"210,132,645",470,"138,567,091",522,"80,992,399",3,4,22,80,58,135,67,30,123,522,"156,607,522",281,"4,841,278",192,"1,668,239",232,"941,198",439,"38,362,153",257,"11,264,070",305,"70,378,301",440,"2,103,826",311,"4,478,035",204,"4,305,227",153,"2,335,990",88,"1,969,237",494,"3,745,359",483,"3,781,734",116,"1,100,507",464,"1,861,026",229,"2,881,194",465,"1,622,682",349,"6,965,489",496,"7,571,274",522,171942621,35,24,35,90,78,75,96,50,39,487,2,340,4,5,2,41,24,3,45,13,0,8,340,4,5,3,55,43,1,3,1,32,204,"10,735",113,"9,089",117,"1,646"
48,30,3,18,Willow Creek No. 26,888,"1,402,713,344",888,"1,022,593,942",837,"785,084,577",438,"237,509,365",759,"214,965,534",888,"165,153,868",8,7,54,130,105,200,131,72,181,888,"209,642,250",551,"11,033,309",438,"6,966,350",428,"2,819,386",690,"35,010,370",361,"15,085,671",545,"68,532,947",690,"3,403,397",526,"9,643,968",365,"11,360,344",282,"6,504,999",188,"4,855,345",848,"8,235,481",823,"8,610,415",224,"1,419,418",759,"3,719,052",358,"5,262,319",838,"4,024,757",633,"11,946,604",839,"17,654,133",888,230211100,38,23,62,133,101,130,197,114,90,850,13,461,14,7,61,127,43,1,81,23,0,19,470,14,7,8,85,194,1,1,13,57,365,"23,356",205,"18,942",220,"4,414"
