AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTOTFCAP,TOTFCAP,VALULB,VALMCH,VALULVSK,FCAPDIST_1,FCAPDIST_2,FCAPDIST_3,FCAPDIST_4,FCAPDIST_5,FCAPDIST_6,FCAPDIST_7,FRMTYP,FRMTYP1_1,FRMTYP1_2,FRMTYP1_3,FRMTYP1_4,FRMTYP1_5,FRMTYP1_6,FRMTYP1_7,FRMTYP1_8,FRMTYP1_9,FRMTYP1_10,FRMTYP1_11,FRMTYP1_12,FRMTYP1_13,FRMTYP1_14,FRMTYP1_15,NTOTWRK,TOTWRK,NWRKAGR,WRKAGR,NWRKNAG,WRKNAG,TOTWRK_1,TOTWRK_2,TOTWRK_3,TOTWRK_4,TOTWRK_5,TOTWRK_6,TOTWRK_7,TOTWRK_8,TOTWRK_9,TOTWRK_10
470101063,47,1,1,63,4701063,TECUMSEH NO. 65,171,"82,767,730","64,935,064","13,965,282","3,867,384",1,1,0,9,28,72,60,167,1,21,1,1,119,14,0,0,0,10,2,0,8,0,2,43,"5,210",12,910,34,"4,300",5,2,1,5,4,3,4,5,8,6
470101069,47,1,1,69,4701069,GOLDEN WEST NO. 95,178,"81,317,210","65,178,900","12,429,043","3,709,267",0,1,3,12,27,73,62,173,2,30,1,0,123,11,0,0,0,6,2,0,4,1,0,35,"5,655",12,"1,277",26,"4,378",1,1,3,2,3,1,2,5,4,13
470101072,47,1,1,72,4701072,HAZELWOOD NO. 94,149,"56,416,522","41,201,500","9,101,579","6,113,443",0,2,0,11,32,71,33,144,2,65,1,0,56,6,0,0,0,14,7,0,7,0,2,36,"4,018",10,805,27,"3,213",1,4,2,6,3,4,3,0,6,7
470101076,47,1,1,76,4701076,WAWKEN NO. 93,181,"67,115,883","48,888,750","11,786,675","6,440,458",0,1,5,16,36,77,46,169,6,66,3,0,63,21,0,0,2,8,6,0,2,0,2,57,"8,171",15,633,46,"7,538",6,5,2,1,2,1,8,4,14,14
470101091,47,1,1,91,4701091,WALPOLE NO. 92,186,"75,895,798","53,964,750","14,019,965","7,911,083",0,1,4,9,30,91,51,185,1,78,4,0,59,26,0,0,0,17,7,0,10,0,3,38,"3,672",8,422,32,"3,250",2,7,1,5,2,9,2,2,3,5
470101094,47,1,1,94,4701094,MARYFIELD NO. 91,184,"73,506,364","53,826,210","13,350,512","6,329,642",0,2,5,14,25,89,49,181,3,45,11,0,79,27,0,0,0,16,7,0,9,0,4,41,"5,201",18,"1,762",28,"3,439",4,3,0,5,5,4,4,1,6,9
470102001,47,1,2,1,4702001,CAMBRIA NO. 6,155,"105,257,216","85,094,660","18,194,554","1,968,002",0,0,2,7,17,39,90,154,0,8,1,0,135,7,0,0,0,3,1,0,2,0,0,35,"5,515",7,383,32,"5,132",3,1,3,1,4,0,2,3,8,10
470105001,47,1,5,1,4705001,MOOSOMIN NO. 121,174,"73,395,463","55,859,650","13,751,985","3,783,828",0,2,8,23,34,61,46,163,5,43,1,1,84,19,0,0,4,6,3,0,3,0,2,72,"12,917",13,724,63,"12,193",3,2,3,3,6,1,4,2,20,28
470105007,47,1,5,7,4705007,MARTIN NO. 122,148,"61,047,433","44,419,995","11,097,080","5,530,358",0,2,1,9,17,73,46,146,7,56,2,0,52,19,1,0,1,8,7,0,1,0,4,51,"6,057",10,457,42,"5,600",7,1,5,5,3,2,8,1,9,10
470105011,47,1,5,11,4705011,SILVERWOOD NO. 123,223,"93,884,535","68,362,882","17,443,384","8,078,269",0,1,2,21,42,85,72,213,4,66,3,0,93,28,1,0,0,18,9,0,9,0,3,59,"8,111",14,505,48,"7,606",8,2,4,7,5,4,3,1,8,17
470105014,47,1,5,14,4705014,KINGSLEY NO. 124,227,"101,442,578","78,676,400","16,701,625","6,064,553",0,1,2,16,43,94,71,218,13,39,3,1,129,8,0,0,1,24,12,0,12,0,7,53,"5,973",15,540,45,"5,433",6,1,5,6,5,8,4,2,6,10
470105018,47,1,5,18,4705018,CHESTER NO. 125,232,"98,996,615","76,722,216","17,009,211","5,265,188",0,0,3,27,26,103,73,226,5,28,4,0,141,24,1,0,2,21,16,0,5,0,3,66,"8,151",13,770,56,"7,381",2,2,9,9,7,5,5,2,9,16
470105027,47,1,5,27,4705027,WOLSELEY NO. 155,237,"103,665,917","81,604,584","17,585,524","4,475,809",1,0,6,11,31,111,77,232,11,35,0,2,145,30,0,0,1,8,5,0,3,1,0,52,"6,148",9,973,45,"5,175",2,3,5,8,4,2,4,5,11,8
470105028,47,1,5,28,4705028,ELCAPO NO. 154,257,"108,634,417","83,942,980","18,188,425","6,503,012",1,1,6,19,43,111,76,253,14,52,2,0,151,19,0,0,1,14,6,1,7,0,3,85,"11,608",24,"2,171",69,"9,437",7,0,7,7,8,7,8,8,13,20
470105033,47,1,5,33,4705033,WILLOWDALE NO. 153,196,"65,237,148","48,526,300","11,285,889","5,424,959",1,3,11,16,46,75,44,181,5,55,2,1,85,22,0,0,2,9,5,0,4,0,3,63,"7,441",15,"1,241",54,"6,200",0,5,6,8,10,4,4,6,9,11
470105037,47,1,5,37,4705037,ROCANVILLE NO. 151,202,"73,718,332","52,783,456","15,591,311","5,343,565",0,2,6,26,40,74,54,185,7,65,2,0,70,29,2,0,0,10,3,0,7,0,2,71,"11,078",5,484,66,"10,594",4,3,1,3,6,3,9,2,20,20
470105804,47,1,5,804,4705804,KAHKEWISTAHAW 72,30,"11,615,823","8,643,600","1,783,786","1,188,437",0,1,0,4,6,15,4,29,0,1,0,0,26,0,0,0,0,2,2,0,0,0,0,6,926,0,0,6,926,0,0,0,0,1,1,1,0,2,1
470200000,47,2,0,0,4700000,AGRICULTURAL REGION AGRICOLE 2,"5,747","3,132,384,588","2,619,596,430","432,563,503","80,224,655",9,28,101,355,877,"2,054","2,323","5,557",173,331,27,17,"4,448",314,21,1,51,174,93,2,79,3,20,"1,923","293,393",390,"32,857","1,651","260,536",95,62,120,161,149,118,192,104,326,596
470202033,47,2,2,33,4702033,LOMOND NO. 37,152,"76,024,162","58,736,702","12,704,360","4,583,100",0,0,5,9,19,60,59,151,2,25,1,0,115,4,0,0,1,3,2,0,1,0,1,50,"5,466",14,"1,491",39,"3,975",5,5,3,3,5,3,6,5,10,5
470202037,47,2,2,37,4702037,CYMRI NO. 36,200,"83,281,730","64,277,220","15,639,310","3,365,200",1,0,5,22,32,83,57,194,1,23,0,0,159,4,0,0,1,6,2,0,4,0,0,81,"11,341",18,"1,459",69,"9,882",3,5,4,5,11,5,10,4,13,21
470202042,47,2,2,42,4702042,GRIFFIN NO. 66,182,"103,240,312","84,970,440","15,478,821","2,791,051",0,1,0,10,21,70,80,178,3,8,0,0,157,4,1,0,0,5,3,0,2,0,1,53,"7,245",17,"1,752",43,"5,493",4,1,6,2,5,4,8,1,10,12
470202044,47,2,2,44,4702044,WEYBURN NO. 67,267,"130,493,597","106,584,549","20,496,801","3,412,247",0,2,7,28,32,88,110,256,2,16,1,1,210,11,3,0,4,8,6,0,2,1,1,98,"15,616",19,"1,354",86,"14,262",4,3,7,5,8,7,12,4,11,37
470202051,47,2,2,51,4702051,BROKENSHELL NO. 68,142,"73,449,869","58,121,150","12,065,311","3,263,408",1,0,2,11,23,44,61,136,3,18,1,0,98,10,0,0,2,4,1,0,3,0,0,39,"5,471",8,537,34,"4,934",0,0,5,4,5,2,4,3,6,10
470202052,47,2,2,52,4702052,NORTON NO. 69,195,"82,241,696","63,362,800","15,295,400","3,583,496",1,1,3,13,35,78,64,189,7,20,1,1,149,7,0,0,0,4,1,0,3,0,0,61,"6,679",16,852,52,"5,827",8,1,3,9,7,4,7,3,11,8
470202061,47,2,2,61,4702061,ELMSTHORPE NO. 100,191,"77,951,331","57,458,350","16,890,883","3,602,098",0,1,3,14,43,73,57,191,4,19,0,0,149,4,0,0,1,14,7,0,7,0,1,44,"6,610",11,811,37,"5,799",4,2,2,4,5,1,3,4,5,14
470202066,47,2,2,66,4702066,CALEDONIA NO. 99,194,"117,659,567","99,488,900","15,195,236","2,975,431",0,0,4,17,24,65,84,191,1,10,0,0,172,4,0,0,2,2,2,0,0,0,2,62,"9,565",10,"1,019",56,"8,546",0,1,4,5,6,6,7,6,7,20
470202069,47,2,2,69,4702069,SCOTT NO. 98,211,"146,641,767","126,951,200","18,318,018","1,372,549",0,1,1,7,22,60,120,207,1,2,1,0,195,4,0,0,0,4,0,0,4,0,0,57,"8,943",8,365,52,"8,578",2,1,1,8,2,3,6,4,15,15
470202073,47,2,2,73,4702073,WELLINGTON NO. 97,207,"102,644,142","84,997,220","15,839,874","1,807,048",0,0,0,15,37,85,70,205,1,7,1,1,186,7,1,0,0,1,1,0,0,0,0,58,"8,615",13,758,48,"7,857",2,3,6,5,4,1,5,0,19,13
470202076,47,2,2,76,4702076,FILLMORE NO. 96,215,"113,908,326","93,024,130","17,514,905","3,369,291",0,1,4,13,27,74,96,212,5,12,0,0,165,24,0,0,0,6,5,0,1,0,1,68,"6,787",19,"1,497",51,"5,290",4,4,9,10,6,7,8,2,10,8
470206001,47,2,6,1,4706001,MONTMARTRE NO. 126,256,"103,695,604","79,480,600","17,358,580","6,856,424",1,2,7,13,52,112,69,251,17,34,3,1,157,21,1,0,0,17,9,0,8,0,1,71,"9,497",17,"2,174",59,"7,323",4,3,7,8,6,5,6,3,11,18
470206004,47,2,6,4,4706004,FRANCIS NO. 127,339,"151,818,948","122,120,370","24,162,828","5,535,750",0,3,0,22,58,132,124,325,30,7,0,0,249,19,0,0,1,19,15,1,3,0,3,97,"15,026",18,"1,863",84,"13,163",5,4,8,7,4,6,7,4,19,33
470206011,47,2,6,11,4706011,LAJORD NO. 128,236,"164,804,228","143,219,091","20,131,660","1,453,477",1,0,7,4,19,79,126,229,6,5,1,0,198,13,1,0,0,5,4,0,1,0,0,58,"9,195",9,243,52,"8,952",2,1,4,3,8,5,6,2,5,22
470206013,47,2,6,13,4706013,BRATT'S LAKE NO. 129,205,"159,549,580","141,392,192","17,996,450","160,938",0,0,0,7,25,44,129,204,0,0,0,0,189,12,1,0,0,2,0,0,2,0,0,67,"8,330",18,"1,247",56,"7,083",3,2,5,9,9,3,9,2,12,13
470206016,47,2,6,16,4706016,REDBURN NO. 130,215,"137,292,775","118,004,600","18,384,840","903,335",0,2,1,8,27,73,104,212,2,3,2,0,189,14,0,0,0,2,0,0,2,0,0,80,"10,280",13,719,70,"9,561",5,1,10,14,4,5,7,5,11,18
470206021,47,2,6,21,4706021,PENSE NO. 160,220,"160,119,127","139,860,828","18,111,675","2,146,624",0,0,6,6,30,71,107,213,2,11,2,1,170,17,0,0,2,8,6,0,2,0,1,80,"12,357",11,"1,268",73,"11,089",3,3,6,5,4,4,11,4,19,21
470206026,47,2,6,26,4706026,SHERWOOD NO. 159,309,"250,306,926","225,394,448","22,917,956","1,994,522",1,4,5,14,36,94,155,293,2,2,2,6,238,27,0,0,12,4,1,0,3,0,0,137,"23,659",24,"2,161",121,"21,498",7,7,3,7,9,5,15,8,15,61
470206029,47,2,6,29,4706029,EDENWOLD NO. 158,388,"160,036,451","133,503,675","21,257,342","5,275,434",1,4,9,20,95,151,108,358,29,24,2,3,245,30,4,0,5,16,8,0,8,0,2,177,"33,703",30,"3,793",154,"29,910",10,2,4,8,6,6,12,9,41,79
470206034,47,2,6,34,4706034,SOUTH QU'APPELLE NO. 157,339,"126,433,012","100,566,870","20,257,887","5,608,255",0,1,11,39,67,143,78,325,37,18,1,1,219,25,4,0,7,13,8,1,4,1,2,131,"21,340",31,"1,158",109,"20,182",13,3,4,13,5,4,14,4,19,52
470206038,47,2,6,38,4706038,INDIAN HEAD NO. 156,214,"109,795,302","91,041,585","15,444,392","3,309,325",0,0,3,13,29,83,86,210,5,11,0,0,162,26,0,0,0,6,3,0,3,1,2,67,"10,679",10,"1,236",60,"9,443",1,2,5,5,5,3,4,5,16,21
470206809,47,2,6,809,4706809,PIAPOT 75,23,"3,230,791","2,675,500",x,x,0,0,5,5,7,6,0,15,0,1,0,0,10,1,0,0,0,3,0,0,3,0,0,4,819,0,0,4,819,0,0,0,0,0,0,1,1,1,1
470206810,47,2,6,810,4706810,ASSINIBOINE 76,19,"3,756,404","3,323,740",x,x,1,0,2,1,7,6,2,16,0,0,0,0,9,3,0,0,0,4,1,0,3,0,0,5,558,0,0,5,558,0,0,0,1,0,2,0,0,2,0
470207001,47,2,7,1,4707001,BAILDON NO. 131,226,"104,868,409","85,958,750","15,340,940","3,568,719",0,2,2,16,36,101,69,220,3,19,2,1,178,3,2,1,2,9,4,0,5,0,1,76,"12,709",17,"1,410",63,"11,299",0,4,4,7,4,5,8,7,10,27
470207036,47,2,7,36,4707036,CARON NO. 162,125,"74,539,004","62,378,470","9,026,863","3,133,671",0,1,1,4,17,43,59,119,3,17,3,0,81,5,1,0,3,6,4,0,2,0,1,34,"4,940",4,123,31,"4,817",3,2,3,0,4,3,2,4,3,10
470207038,47,2,7,38,4707038,MOOSE JAW NO. 161,290,"186,685,195","161,035,200","20,988,461","4,661,534",0,2,6,20,40,79,143,271,6,14,2,1,224,12,2,0,8,2,0,0,2,0,0,111,"19,862",21,"1,797",95,"18,065",2,2,4,9,8,11,7,8,16,44
470207042,47,2,7,42,4707042,MARQUIS NO. 191,187,"127,916,333","111,667,850","14,915,110","1,333,373",1,0,2,4,17,57,106,186,1,5,1,0,175,3,0,0,0,1,0,0,1,0,0,57,"8,101",14,"1,770",48,"6,331",1,0,3,5,9,8,7,2,9,13
470300000,47,3,0,0,4700000,AGRICULTURAL REGION AGRICOLE 3,"9,910","5,429,980,584","4,382,131,336","803,419,883","244,429,365",15,65,176,589,"1,374","3,658","4,033","9,670",139,882,36,17,"8,008",271,26,1,27,263,131,0,132,6,41,"2,654","360,408",682,"62,646","2,159","297,762",158,141,210,275,227,166,234,161,405,677
470302006,47,3,2,6,4702006,SOURIS VALLEY NO. 7,161,"81,621,365","61,855,700","16,810,211","2,955,454",0,1,2,9,25,57,67,160,4,9,0,0,136,6,0,0,0,5,2,0,3,0,0,37,"3,651",12,622,27,"3,029",3,5,4,2,7,5,0,1,4,6
470302011,47,3,2,11,4702011,LAKE ALMA NO. 8,143,"48,178,015","33,295,300","9,351,342","5,531,373",0,1,5,16,24,73,24,138,5,43,0,0,81,5,0,0,1,3,1,0,2,0,0,39,"6,211",12,"1,456",30,"4,755",5,0,1,2,2,3,1,3,12,10
470302014,47,3,2,14,4702014,SURPRISE VALLEY NO. 9,117,"50,951,072","34,992,433","10,644,605","5,314,034",0,0,4,7,15,57,34,115,1,22,0,0,79,7,0,0,0,6,5,0,1,0,3,25,"2,365",3,165,22,"2,200",1,5,2,3,3,1,3,1,3,3
470302018,47,3,2,18,4702018,HAPPY VALLEY NO. 10,77,"35,243,044","24,465,400","5,941,293","4,836,351",0,1,2,5,9,29,31,76,2,24,0,0,43,0,0,0,0,7,1,0,6,0,1,14,"1,751",4,185,11,"1,566",2,1,2,1,0,1,1,1,0,5
470302024,47,3,2,24,4702024,BENGOUGH NO. 40,194,"78,883,710","58,929,500","12,382,620","7,571,590",1,1,9,15,28,90,50,187,5,48,0,0,119,5,0,0,0,10,3,0,7,1,0,36,"4,601",6,432,31,"4,169",1,1,5,3,3,5,2,0,9,7
470302026,47,3,2,26,4702026,THE GAP NO. 39,159,"71,373,603","54,920,360","11,806,174","4,647,069",0,0,3,10,27,72,47,157,0,23,0,0,120,7,0,0,1,6,3,0,3,0,0,42,"4,356",14,754,31,"3,602",7,6,3,2,3,1,2,3,10,5
470302029,47,3,2,29,4702029,LAURIER NO. 38,175,"84,521,772","67,614,412","13,728,405","3,178,955",0,0,6,16,23,64,66,168,1,14,1,0,135,7,0,1,2,7,3,0,4,1,0,68,"8,676",22,"2,098",52,"6,578",3,8,5,9,4,6,4,5,5,19
470302057,47,3,2,57,4702057,KEY WEST NO. 70,222,"80,528,754","62,138,800","14,528,324","3,861,630",0,2,5,8,50,108,49,220,4,15,1,0,178,11,0,0,0,11,4,0,7,0,0,53,"5,658",9,174,45,"5,484",6,4,5,7,1,5,7,3,6,9
470303001,47,3,3,1,4703001,HART BUTTE NO. 11,140,"74,305,245","59,212,100","12,156,292","2,936,853",0,0,1,12,23,43,61,139,0,7,0,1,123,4,0,0,0,4,4,0,0,1,2,48,"5,947",10,374,43,"5,573",6,2,3,6,2,4,5,3,8,9
470303006,47,3,3,6,4703006,POPLAR VALLEY NO. 12,140,"64,865,645","50,735,340","11,057,075","3,073,230",0,0,1,6,24,61,48,137,2,10,0,0,110,7,1,0,0,7,2,0,5,0,1,41,"6,552",5,397,38,"6,155",0,1,6,5,3,0,3,3,7,13
470303011,47,3,3,11,4703011,OLD POST NO. 43,284,"166,004,514","121,492,894","22,360,051","22,151,569",0,3,7,20,40,89,125,272,7,93,0,0,146,11,3,0,1,11,5,0,6,0,1,58,"7,904",20,"2,377",43,"5,527",2,5,1,8,5,4,6,4,8,15
470303016,47,3,3,16,4703016,GLEN MCPHERSON NO. 46,98,"50,039,091","36,990,230","8,330,650","4,718,211",0,3,0,4,12,38,41,94,1,27,0,0,62,2,0,0,0,2,0,0,2,0,0,18,"2,459",13,"1,522",6,937,1,0,2,1,2,1,1,5,1,4
470303018,47,3,3,18,4703018,MANKOTA NO. 45,179,"103,473,673","80,266,800","17,822,983","5,383,890",0,2,0,8,21,64,84,175,4,27,1,0,138,2,0,0,0,3,0,0,3,0,0,45,"5,277",17,"1,505",32,"3,772",3,3,6,3,8,2,5,0,7,8
470303022,47,3,3,22,4703022,WAVERLEY NO. 44,147,"65,656,083","48,434,200","10,879,195","6,342,688",0,1,3,10,17,67,49,142,1,29,0,0,108,1,0,0,0,3,1,0,2,0,1,39,"5,192",17,"1,878",25,"3,314",3,4,1,7,3,2,2,1,4,12
470303026,47,3,3,26,4703026,WILLOW BUNCH NO. 42,233,"113,160,319","88,133,830","17,988,232","7,038,257",1,2,4,11,32,98,85,231,3,23,1,0,185,2,0,0,0,17,5,0,12,0,3,61,"8,723",21,"2,213",47,"6,510",1,3,7,5,8,0,5,5,14,13
470303029,47,3,3,29,4703029,EXCEL NO. 71,238,"96,839,131","76,166,600","16,982,604","3,689,927",0,1,6,19,30,113,69,235,6,12,1,0,209,5,0,0,0,2,1,0,1,0,0,50,"7,024",11,716,39,"6,308",2,1,4,3,7,2,4,5,11,11
470303034,47,3,3,34,4703034,LAKE OF THE RIVERS NO. 72,191,"100,774,862","82,364,200","16,550,822","1,859,840",1,1,5,12,31,63,78,183,0,4,0,0,170,3,0,0,2,4,2,0,2,0,1,64,"9,406",13,774,52,"8,632",6,5,2,6,2,3,7,6,9,18
470303038,47,3,3,38,4703038,STONEHENGE NO. 73,275,"140,553,894","115,677,748","22,641,768","2,234,378",0,0,1,16,37,126,95,274,3,2,1,1,262,2,0,0,0,3,1,0,2,0,1,88,"11,748",21,"1,171",73,"10,577",0,2,11,8,11,5,10,7,15,19
470303042,47,3,3,42,4703042,WOOD RIVER NO. 74,217,"120,345,518","101,685,379","16,342,415","2,317,724",0,1,3,15,31,71,96,214,0,8,0,1,201,2,1,0,1,0,0,0,0,0,0,66,"8,979",16,"1,269",56,"7,710",6,3,6,6,7,1,6,1,12,18
470303048,47,3,3,48,4703048,PINTO CREEK NO. 75,162,"96,015,800","77,980,800","14,430,413","3,604,587",0,0,0,9,22,59,72,161,4,13,1,0,136,6,0,0,0,1,0,0,1,0,0,41,"4,284",11,785,34,"3,499",7,1,4,3,4,3,1,7,7,4
470303054,47,3,3,54,4703054,AUVERGNE NO. 76,175,"90,470,428","71,215,937","13,742,995","5,511,496",1,3,3,13,17,72,66,175,3,18,0,0,145,1,0,0,0,8,3,0,5,1,1,40,"4,730",16,"1,420",30,"3,310",1,4,5,6,3,2,3,4,3,9
470303059,47,3,3,59,4703059,WHISKA CREEK NO. 106,191,"112,955,805","93,920,701","16,351,144","2,683,960",0,2,3,7,29,52,98,188,0,5,0,0,174,6,0,0,0,3,3,0,0,0,0,42,"5,638",10,"1,174",35,"4,464",3,1,4,4,5,3,5,2,4,11
470303064,47,3,3,64,4703064,GLEN BAIN NO. 105,199,"116,744,127","98,126,600","16,922,665","1,694,862",1,1,1,5,25,76,90,196,3,2,1,0,185,2,0,0,0,3,2,0,1,0,2,52,"5,945",10,369,45,"5,576",4,2,4,8,4,7,7,1,4,11
470303068,47,3,3,68,4703068,GRAVELBOURG NO. 104,223,"150,408,705","126,807,550","21,386,628","2,214,527",0,2,3,6,22,75,115,220,1,6,0,1,203,7,0,0,0,2,1,0,1,0,0,70,"10,248",17,"2,793",56,"7,455",3,5,5,8,9,3,4,3,9,21
470303074,47,3,3,74,4703074,SUTTON NO. 103,197,"116,125,756","97,037,420","17,576,728","1,511,608",0,0,2,9,25,71,90,195,1,2,0,0,188,4,0,0,0,0,0,0,0,0,0,50,"6,882",15,978,38,"5,904",4,2,4,2,8,2,7,1,9,11
470303093,47,3,3,93,4703093,LAKE JOHNSTON NO. 102,136,"65,659,509","52,857,350","10,515,759","2,286,400",0,2,1,7,26,50,50,135,1,6,0,0,122,4,0,0,0,2,2,0,0,0,0,37,"6,102",8,742,32,"5,360",2,0,0,3,4,1,3,5,6,13
470303096,47,3,3,96,4703096,TERRELL NO. 101,161,"60,654,481","43,766,235","10,606,975","6,281,271",0,0,3,8,29,83,38,156,1,32,0,1,108,4,0,0,0,10,6,0,4,0,2,39,"6,639",9,912,33,"5,727",3,1,3,2,2,0,3,2,10,13
470304003,47,3,4,3,4704003,VAL MARIE NO. 17,175,"139,892,864","112,677,798","14,995,680","12,219,386",1,4,5,4,21,59,81,171,2,38,1,0,114,2,4,0,2,8,5,0,3,1,3,34,"4,818",13,"1,044",27,"3,774",1,2,3,4,3,2,3,2,5,9
470304006,47,3,4,6,4704006,LONE TREE NO. 18,102,"72,943,774","58,643,202","12,139,363","2,161,209",0,1,1,3,7,30,60,101,2,7,0,0,91,0,0,0,0,1,1,0,0,0,0,15,925,8,175,8,750,4,0,2,2,2,1,2,1,0,1
470304028,47,3,4,28,4704028,WISE CREEK NO. 77,133,"77,126,264","62,226,050","11,506,607","3,393,607",0,2,3,8,15,46,59,131,1,3,1,0,123,1,0,0,0,2,2,0,0,0,0,30,"3,184",11,"1,252",23,"1,932",4,2,2,4,3,2,5,2,0,6
470304034,47,3,4,34,4704034,GRASSY CREEK NO. 78,132,"71,654,650","55,439,730","11,786,301","4,428,619",2,1,3,11,14,47,54,123,2,8,0,0,101,5,0,0,1,6,3,0,3,0,1,43,"5,262",11,535,34,"4,727",3,1,5,4,7,1,3,1,10,8
470304058,47,3,4,58,4704058,BONE CREEK NO. 108,170,"97,844,174","78,224,700","16,760,508","2,858,966",0,0,2,6,22,61,79,169,1,6,2,0,154,2,0,0,0,4,1,0,3,0,1,42,"4,322",10,544,35,"3,778",4,2,6,5,4,5,2,2,5,7
470304061,47,3,4,61,4704061,LAC PELLETIER NO. 107,164,"100,104,356","82,613,000","13,738,328","3,753,028",0,0,0,11,18,46,89,161,2,8,1,1,147,1,0,0,0,1,1,0,0,0,0,35,"3,966",8,795,29,"3,171",6,2,1,5,3,2,5,2,2,7
470307004,47,3,7,4,4707004,HILLSBOROUGH NO. 132,54,"26,253,271","20,703,523","2,543,065","3,006,683",0,0,2,6,9,21,16,49,0,26,0,0,14,4,0,0,2,3,1,0,2,0,0,18,"2,632",4,525,14,"2,107",1,0,2,3,0,0,1,1,6,4
470307006,47,3,7,6,4707006,RODGERS NO. 133,109,"45,416,622","34,166,300","8,718,600","2,531,722",0,0,1,7,22,40,39,108,1,12,0,0,87,4,0,0,1,3,1,0,2,0,0,33,"4,650",8,"1,174",26,"3,476",1,1,1,2,7,2,3,3,4,9
470307011,47,3,7,11,4707011,SHAMROCK NO. 134,154,"82,057,905","66,328,400","12,238,018","3,491,487",0,1,3,9,16,61,64,151,5,9,1,0,126,3,0,0,0,7,6,0,1,0,3,31,"3,602",6,680,27,"2,922",2,2,5,3,2,1,4,0,7,5
470307014,47,3,7,14,4707014,LAWTONIA NO. 135,210,"107,651,750","87,081,300","16,413,698","4,156,752",0,2,2,10,26,87,83,208,2,8,0,0,189,5,0,0,0,4,4,0,0,0,0,56,"7,350",17,"1,509",42,"5,841",4,3,5,7,1,3,2,7,13,11
470307018,47,3,7,18,4707018,COULEE NO. 136,230,"110,849,929","91,845,573","15,200,110","3,804,246",2,5,10,26,25,75,87,217,10,8,3,1,181,3,0,0,1,10,6,0,4,0,1,78,"13,024",16,"2,332",65,"10,692",4,3,3,4,5,4,5,7,17,26
470307021,47,3,7,21,4707021,EXCELSIOR NO. 166,306,"170,118,642","139,398,729","22,962,765","7,757,148",0,1,6,25,40,119,115,295,14,33,3,2,220,10,1,0,2,10,7,0,3,0,1,107,"15,664",30,"4,168",88,"11,496",3,4,8,13,11,8,11,5,10,34
470307024,47,3,7,24,4707024,MORSE NO. 165,245,"137,585,268","112,528,320","18,320,820","6,736,128",0,1,5,12,32,96,99,239,3,15,0,0,203,8,0,0,0,10,6,0,4,0,2,56,"6,615",12,764,48,"5,851",3,2,3,7,5,4,10,5,8,9
470307029,47,3,7,29,4707029,CHAPLIN NO. 164,99,"48,175,216","36,344,557","6,991,975","4,838,684",0,0,5,8,12,44,30,93,4,18,0,0,60,4,0,0,0,7,1,0,6,0,0,18,"2,608",0,0,18,"2,608",0,1,1,4,1,2,0,1,2,6
470307032,47,3,7,32,4707032,WHEATLANDS NO. 163,125,"59,936,015","45,979,860","9,663,485","4,292,670",1,0,3,6,13,64,38,121,3,19,0,0,89,7,0,0,0,3,2,0,1,0,0,31,"3,527",10,824,23,"2,703",3,2,2,6,3,2,2,1,2,8
470307047,47,3,7,47,4707047,EYEBROW NO. 193,177,"81,513,596","65,178,000","13,985,445","2,350,151",0,1,4,14,29,66,63,173,0,5,0,0,158,6,0,0,1,3,2,0,1,0,0,48,"5,857",13,902,41,"4,955",2,0,6,9,5,3,7,2,2,12
470307053,47,3,7,53,4707053,ENFIELD NO. 194,196,"94,830,665","74,390,560","15,848,885","4,591,220",0,0,3,18,28,71,76,194,2,9,1,0,174,6,0,0,0,2,1,0,1,0,1,46,"6,029",9,327,41,"5,702",0,2,7,6,0,6,4,2,9,10
470307058,47,3,7,58,4707058,CANAAN NO. 225,101,"65,921,952","53,407,670","10,337,357","2,176,925",0,0,2,4,12,29,54,99,1,4,2,0,88,3,0,0,0,1,1,0,0,0,1,28,"3,877",8,"2,079",22,"1,798",1,1,3,5,3,3,1,1,0,10
470307063,47,3,7,63,4707063,VICTORY NO. 226,169,"108,005,049","89,421,722","13,726,564","4,856,763",0,2,1,8,21,57,80,167,2,13,0,0,139,7,1,0,1,4,3,0,1,0,1,46,"4,220",11,718,39,"3,502",4,4,5,9,2,3,5,4,6,4
470307066,47,3,7,66,4707066,KING GEORGE NO. 256,116,"83,002,555","69,564,500","10,782,700","2,655,355",0,0,0,7,11,37,61,115,0,4,1,0,105,1,0,0,0,4,1,0,3,0,0,23,"2,139",5,743,18,"1,396",1,6,2,4,2,0,3,0,1,4
470307067,47,3,7,67,4707067,COTEAU NO. 255,177,"84,073,481","65,063,520","15,755,497","3,254,464",0,2,2,13,34,68,58,174,2,8,2,2,154,5,0,0,0,1,1,0,0,0,0,45,"5,546",14,939,35,"4,607",1,1,6,5,3,5,6,3,7,8
470307071,47,3,7,71,4707071,MAPLE BUSH NO. 224,108,"54,678,256","44,413,719","8,046,383","2,218,154",0,2,6,11,14,35,40,103,0,6,0,0,89,1,5,0,0,2,0,0,2,0,0,25,"3,393",9,900,17,"2,493",1,2,3,3,1,1,2,2,5,5
