AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTFAREA,TFAREA,ETFAREA,NTOTIMP,TOTIMP,ETOTIMP,NCRPLND,CRPLND,ECRPLND,NSUMMRF,SUMMRF,ESUMMRF,NIMPAST,IMPAST,EIMPAST,NOTHIMP,OTHIMP,EOTHIMP,TOTUNIM,ETOTUNIM,NWDLAND,WDLAND,EWDLAND,NOUNIMP,OUNIMP,EOUNIMP,ILANDIST,ILANDIST_1,ILANDIST_2,ILANDIST_3,ILANDIST_4,ILANDIST_5,ILANDIST_6,ILANDIST_7,ILANDIST_8,ILANDIST_9,ILANDIST_10,ILANDIST_11,ILANDIST_12,ILANDIST_13,NFORAGE,FORAGE,EFORAGE,NALFASD,ALFASD,EALFASD,NALSIKE,ALSIKE,EALSIKE,NCLOVRD,CLOVRD,ECLOVRD,NCLOVSW,CLOVSW,ECLOVSW,NTIMOTHY,TIMOTHY,ETIMOTHY,NBROMSD,BROMSD,EBROMSD,NFESCUE,FESCUE,EFESCUE,NOFORGSD,OFORGSD,EOFORGSD,NTOTFER,TOTFER,ETOTFER,TOTTON,NFERCPA,FERCPA,EFERCPA,FERCPT,NFERTHA,FERTHA,EFERTHA,FERTHT,NFERIPA,FERIPA,EFERIPA,FERIPT,NSPRAY,NHERBCI,HERBCI,EHERBCI,NINSECTI,INSECTI,EINSECTI,NIRRIG,IRRIG,EIRRIG,NIRGSSY,IRGSSY,EIRGSSY
460709017,46,7,9,17,4609017,GREY,350,"216,674","87,685",350,"197,939","80,103",333,"171,077","69,232",63,"4,770","1,930",141,"18,315","7,412",254,"3,777","1,528","18,737","7,583",102,"6,561","2,655",118,"12,176","4,927",350,0,0,4,24,28,20,19,57,55,63,45,21,14,1,300,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,121,235,"125,340","50,723","11,013",230,"118,467","47,942","10,592",42,"5,618","2,274",351,19,"1,255",508,70,167,165,"66,160","26,774",31,"4,057","1,642",1,744,301,1,744,301
460709024,46,7,9,24,4609024,PORTAGE LA PRAIRIE,657,"404,437","163,670",644,"332,362","134,502",583,"282,675","114,395",289,"24,833","10,050",153,"14,685","5,943",435,"10,169","4,115","72,075","29,168",114,"4,824","1,952",300,"67,251","27,216",644,13,14,21,77,53,48,31,109,95,66,65,29,36,11,610,247,1,20,8,0,0,0,0,0,0,3,270,109,4,260,105,0,0,0,0,0,0,3,60,24,431,"212,250","85,895","15,419",423,"208,090","84,211","15,140",36,"3,065","1,240",187,13,"1,095",443,92,413,396,"176,118","71,272",135,"23,575","9,540",34,"2,453",993,30,"2,380",963
460710000,46,7,10,0,4610000,DIVISION NO. 10,622,"427,401","172,963",618,"419,724","169,856",600,"392,326","158,769",186,"16,865","6,825",53,"3,356","1,358",404,"7,177","2,904","7,678","3,107",62,"1,832",741,90,"5,846","2,366",618,4,8,16,43,37,38,19,85,98,83,103,38,50,18,"1,546",626,1,20,8,0,0,0,2,31,13,3,190,77,10,"1,190",482,1,80,32,0,0,0,1,35,14,521,"358,764","145,187","33,329",516,"355,248","143,764","32,865",17,"3,275","1,325",444,5,241,98,20,427,415,"218,197","88,301",130,"24,834","10,050",15,523,212,14,517,209
460710035,46,7,10,35,4610035,MACDONALD,409,"255,921","103,568",405,"251,297","101,696",391,"236,541","95,725",107,"8,620","3,488",28,"2,461",996,266,"3,675","1,487","4,626","1,872",32,825,334,48,"3,801","1,538",405,4,5,9,23,19,29,12,61,70,57,72,26,22,15,"1,361",551,1,20,8,0,0,0,2,31,13,2,150,61,8,"1,045",423,1,80,32,0,0,0,1,35,14,349,"221,212","89,521","21,529",346,"218,209","88,306","21,112",13,"2,968","1,201",415,2,35,14,2,269,259,"117,980","47,745",87,"14,751","5,970",7,93,38,7,93,38
460710043,46,7,10,43,4610043,CARTIER,143,"134,308","54,353",143,"132,138","53,474",140,"123,330","49,910",50,"5,644","2,284",14,682,276,91,"2,482","1,004","2,171",879,14,626,253,26,"1,545",625,143,0,2,3,8,10,8,5,13,21,20,20,10,23,2,120,49,0,0,0,0,0,0,0,0,0,1,40,16,1,80,32,0,0,0,0,0,0,0,0,0,125,"112,744","45,626","10,230",124,"112,284","45,440","10,185",3,260,105,28,2,200,81,17,110,108,"80,171","32,444",38,"9,329","3,775",2,139,56,2,139,56
460710052,46,7,10,52,4610052,ST. FRANCOIS XAVIER,70,"37,172","15,043",70,"36,289","14,686",69,"32,455","13,134",29,"2,601","1,053",11,213,86,47,"1,020",413,881,357,16,381,154,16,500,202,70,0,1,4,12,8,1,2,11,7,6,11,2,5,1,65,26,0,0,0,0,0,0,0,0,0,0,0,0,1,65,26,0,0,0,0,0,0,0,0,0,47,"24,808","10,039","1,570",46,"24,755","10,018","1,568",1,47,19,1,1,6,2,1,48,48,"20,046","8,112",5,754,305,6,291,118,5,285,115
460800000,46,8,0,0,4600000,AGRICULTURAL REGION AGRICOLE 8,"4,216","2,322,659","939,947","4,180","2,055,871","831,981","3,969","1,885,230","762,925","1,194","77,121","31,210",883,"55,564","22,486","2,846","37,956","15,360","266,787","107,965",536,"38,680","15,653","1,908","228,107","92,312","4,180",36,39,131,342,247,304,209,862,724,581,428,174,139,49,"3,040","1,230",7,192,78,0,0,0,0,0,0,8,290,117,14,"1,240",502,7,330,134,1,90,36,16,898,363,"3,330","1,573,033","636,584","126,957","3,311","1,552,709","628,359","125,661",244,"15,269","6,179",950,96,"5,055","2,046",346,"3,218","3,141","1,309,027","529,744","1,151","184,641","74,722",39,"4,162","1,684",36,"3,910","1,582"
460803000,46,8,3,0,4603000,DIVISION NO.  3,"2,634","1,267,627","512,990","2,619","1,205,155","487,709","2,463","1,138,948","460,916",488,"23,523","9,519",432,"20,854","8,439","1,846","21,830","8,834","62,473","25,282",261,"13,293","5,379",708,"49,180","19,902","2,619",15,26,103,269,195,213,149,507,411,329,237,98,82,44,"2,872","1,162",6,177,72,0,0,0,0,0,0,8,290,117,13,"1,230",498,5,235,95,1,90,36,14,850,344,"2,042","966,481","391,121","86,106","2,036","960,266","388,606","85,681",74,"4,241","1,716",301,40,"1,974",799,124,"1,974","1,922","786,145","318,142",833,"134,665","54,497",29,"3,107","1,257",27,"3,100","1,255"
460803030,46,8,3,30,4603030,MONTCALM,187,"119,950","48,542",186,"117,815","47,678",183,"114,165","46,201",29,"1,559",631,16,478,193,122,"1,613",653,"2,135",864,17,593,240,32,"1,542",624,186,1,2,2,5,8,11,7,36,41,27,26,11,10,3,115,47,0,0,0,0,0,0,0,0,0,0,0,0,1,20,8,0,0,0,0,0,0,2,95,38,170,"108,243","43,804","10,557",169,"107,563","43,529","10,501",7,410,166,33,7,270,109,23,171,168,"98,337","39,796",92,"17,976","7,275",2,163,66,2,161,65
460803036,46,8,3,36,4603036,RHINELAND,667,"250,262","101,277",662,"247,911","100,326",626,"238,655","96,580",115,"3,995","1,617",84,"1,202",486,461,"4,059","1,643","2,350",951,18,241,98,77,"2,109",853,662,5,9,21,81,61,59,56,150,92,70,31,21,11,3,64,26,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,30,12,0,0,0,1,30,12,533,"205,092","82,998","16,668",533,"204,888","82,915","16,651",4,120,49,11,4,84,34,6,556,544,"191,757","77,601",303,"43,509","17,607",6,55,22,4,52,21
460803047,46,8,3,47,4603047,STANLEY,556,"223,804","90,570",550,"199,371","80,683",508,"184,926","74,837",101,"4,288","1,735",133,"5,722","2,316",390,"4,435","1,795","24,435","9,888",73,"3,330","1,348",259,"21,105","8,541",550,6,7,41,98,66,52,32,88,64,43,30,12,17,5,129,52,3,93,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36,15,358,"145,820","59,011","13,058",357,"144,456","58,459","12,976",18,825,334,47,9,539,218,35,368,357,"126,790","51,310",97,"19,827","8,024",9,"1,966",796,9,"1,966",796
460803058,46,8,3,58,4603058,THOMPSON,194,"112,828","45,660",194,"99,580","40,299",183,"89,271","36,127",64,"4,552","1,842",55,"3,581","1,449",140,"2,176",881,"13,248","5,361",34,"2,049",829,106,"11,199","4,532",194,0,1,4,14,8,17,2,42,40,28,26,7,5,2,40,16,1,20,8,0,0,0,0,0,0,1,20,8,0,0,0,0,0,0,0,0,0,0,0,0,153,"68,650","27,782","6,038",153,"68,149","27,579","5,999",8,394,159,32,4,107,43,7,130,126,"47,023","19,030",27,"3,315","1,342",0,0,0,0,0,0
460803062,46,8,3,62,4603062,ROLAND,180,"96,434","39,025",180,"95,182","38,519",179,"92,598","37,473",26,"1,050",425,6,100,40,124,"1,434",580,"1,252",507,8,125,51,37,"1,127",456,180,0,1,1,4,4,11,8,44,43,34,19,6,5,3,165,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,16,0,0,0,2,125,51,157,"73,999","29,946","6,518",156,"73,839","29,882","6,507",3,65,26,6,3,95,38,5,142,134,"47,868","19,371",62,"7,445","3,013",0,0,0,0,0,0
460803065,46,8,3,65,4603065,MORRIS,448,"250,264","101,278",447,"247,898","100,321",429,"238,757","96,622",87,"5,078","2,055",32,"1,064",431,295,"2,999","1,214","2,366",957,21,564,228,45,"1,802",729,447,1,2,11,27,26,25,26,79,81,65,58,30,17,28,"2,359",955,1,60,24,0,0,0,0,0,0,7,270,109,12,"1,210",490,3,165,67,1,90,36,7,564,228,393,"216,825","87,746","18,657",392,"215,340","87,145","18,558",11,"1,185",480,89,3,300,121,10,384,375,"177,663","71,898",181,"31,343","12,684",2,6,2,2,4,2
460803072,46,8,3,72,4603072,DUFFERIN,402,"214,085","86,637",400,"197,398","79,884",355,"180,576","73,077",66,"3,001","1,214",106,"8,707","3,524",314,"5,114","2,070","16,687","6,753",90,"6,391","2,586",152,"10,296","4,167",400,2,4,23,40,22,38,18,68,50,62,47,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,"147,852","59,834","14,610",276,"146,031","59,097","14,489",23,"1,242",503,83,10,579,234,38,223,218,"96,707","39,136",71,"11,250","4,553",10,917,371,10,917,371
460804000,46,8,4,0,4604000,DIVISION NO.  4,"1,582","1,055,032","426,956","1,561","850,716","344,273","1,506","746,282","302,010",706,"53,598","21,690",451,"34,710","14,047","1,000","16,126","6,526","204,314","82,683",275,"25,387","10,274","1,200","178,927","72,409","1,561",21,13,28,73,52,91,60,355,313,252,191,76,57,5,168,68,1,15,6,0,0,0,0,0,0,0,0,0,1,10,4,2,95,38,0,0,0,2,48,19,"1,288","606,552","245,463","40,851","1,275","592,443","239,753","39,980",170,"11,028","4,463",649,56,"3,081","1,247",222,"1,244","1,219","522,882","211,603",318,"49,976","20,225",10,"1,055",427,9,810,328
460804033,46,8,4,33,4604033,PEMBINA,404,"264,401","106,999",397,"210,619","85,234",383,"186,971","75,664",182,"11,518","4,661",101,"7,929","3,209",250,"4,201","1,700","53,782","21,765",57,"5,857","2,370",302,"47,925","19,395",397,7,5,9,20,10,31,11,92,81,57,47,18,16,3,70,28,1,15,6,0,0,0,0,0,0,0,0,0,1,10,4,1,20,8,0,0,0,1,25,10,329,"153,398","62,078","11,061",327,"151,421","61,278","10,947",30,"1,622",656,96,9,355,144,18,324,318,"134,627","54,482",95,"12,462","5,043",5,394,159,4,149,60
460804039,46,8,4,39,4604039,LOUISE,348,"235,391","95,259",344,"196,180","79,391",329,"175,658","71,086",130,"9,445","3,822",93,"6,781","2,744",226,"4,296","1,739","39,210","15,868",41,"5,335","2,159",253,"33,875","13,709",344,4,3,5,19,7,22,13,87,61,44,47,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,"150,253","60,805","8,992",292,"147,338","59,626","8,808",39,"1,929",781,118,16,986,399,66,289,282,"128,506","52,005",98,"14,206","5,749",0,0,0,0,0,0
460804051,46,8,4,51,4604051,ROBLIN,213,"164,774","66,682",212,"129,510","52,411",206,"111,758","45,227",103,"10,180","4,120",57,"5,897","2,386",118,"1,675",678,"35,264","14,271",25,"3,070","1,242",180,"32,194","13,028",212,1,0,3,10,5,11,10,31,43,49,31,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,"94,278","38,153","5,488",174,"92,655","37,496","5,394",20,"1,468",594,83,3,155,63,11,177,174,"87,401","35,370",42,"4,897","1,982",1,1,0,1,1,0
460804057,46,8,4,57,4604057,ARGYLE,248,"179,153","72,501",244,"131,809","53,341",237,"109,439","44,288",152,"13,865","5,611",78,"5,846","2,366",173,"2,659","1,076","47,344","19,159",65,"5,141","2,080",206,"42,203","17,079",244,4,0,4,9,12,6,12,54,56,43,30,13,5,1,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,9,187,"74,039","29,963","3,958",182,"71,425","28,905","3,835",31,"2,584","1,046",120,1,30,12,3,180,179,"63,243","25,594",21,"3,622","1,466",4,660,267,4,660,267
460804063,46,8,4,63,4604063,LORNE,369,"211,313","85,515",364,"182,598","73,895",351,"162,456","65,744",139,"8,590","3,476",122,"8,257","3,341",233,"3,295","1,333","28,714","11,620",87,"5,984","2,422",259,"22,730","9,199",364,5,5,7,15,18,21,14,91,72,59,36,16,10,1,75,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,30,0,0,0,0,0,0,301,"134,584","54,464","11,352",300,"129,604","52,449","10,996",50,"3,425","1,386",232,27,"1,555",629,124,274,266,"109,105","44,153",62,"14,789","5,985",0,0,0,0,0,0
460900000,46,9,0,0,4600000,AGRICULTURAL REGION AGRICOLE 9,"3,348","1,202,050","486,452","3,291","1,012,029","409,554","2,923","868,385","351,423","1,100","65,778","26,619",787,"50,213","20,320","2,326","27,653","11,191","190,023","76,900",553,"34,924","14,133","1,386","155,099","62,766","3,291",57,62,230,627,456,322,281,516,298,212,147,76,64,113,"11,657","4,717",33,"1,676",678,1,20,8,9,473,191,15,826,334,55,"6,830","2,764",4,108,44,1,3,1,14,"1,721",696,"1,899","678,208","274,461","55,544","1,820","638,827","258,524","51,969",367,"34,127","13,811","3,277",85,"5,254","2,126",298,"1,855","1,814","579,394","234,472",263,"40,170","16,256",69,"1,448",586,58,"1,365",552
460902000,46,9,2,0,4602000,DIVISION NO.  2,"2,118","810,152","327,857","2,076","673,333","272,488","1,816","588,840","238,295",521,"30,580","12,375",495,"35,868","14,515","1,482","18,045","7,303","136,826","55,372",333,"22,447","9,084",890,"114,379","46,288","2,076",42,39,147,396,261,186,178,323,215,136,96,55,44,48,"6,658","2,694",23,"1,278",517,1,20,8,0,0,0,4,400,162,20,"3,499","1,416",3,68,28,1,3,1,8,"1,390",563,"1,244","480,906","194,616","40,424","1,191","451,453","182,697","37,762",262,"25,966","10,508","2,478",59,"3,487","1,411",184,"1,164","1,143","400,783","162,191",192,"30,590","12,379",39,621,251,31,555,225
460902025,46,9,2,25,4602025,FRANKLIN,314,"196,955","79,705",302,"154,113","62,367",294,"138,230","55,940",85,"5,431","2,198",75,"7,061","2,857",195,"3,391","1,372","42,844","17,338",49,"3,818","1,545",213,"39,026","15,793",302,12,2,2,18,31,22,34,63,44,25,31,15,15,5,554,224,2,22,9,0,0,0,0,0,0,0,0,0,3,532,215,0,0,0,0,0,0,0,0,0,222,"117,770","47,660","8,941",209,"115,003","46,540","8,768",37,"2,608","1,055",161,6,159,64,12,206,202,"89,212","36,103",70,"13,210","5,346",3,170,69,3,170,69
460902032,46,9,2,32,4602032,DE SALABERRY,276,"136,125","55,088",272,"122,239","49,468",245,"108,893","44,067",54,"3,373","1,365",72,"7,605","3,078",160,"2,368",958,"13,888","5,620",38,"2,785","1,127",100,"11,103","4,493",272,4,5,2,38,27,21,19,51,36,36,16,13,8,10,"1,295",524,5,470,190,0,0,0,0,0,0,2,305,123,3,510,206,0,0,0,0,0,0,1,10,4,182,"89,426","36,189","8,168",175,"86,519","35,013","7,360",28,"2,305",933,775,7,602,244,33,182,177,"84,632","34,249",34,"7,549","3,055",4,78,32,3,77,31
460902041,46,9,2,41,4602041,HANOVER,627,"157,703","63,820",610,"125,405","50,750",485,"103,835","42,021",124,"6,767","2,739",155,"9,229","3,735",467,"5,574","2,256","32,298","13,071",91,"4,912","1,988",282,"27,386","11,083",610,17,18,73,166,79,50,41,83,48,25,12,12,3,7,580,235,3,95,38,0,0,0,0,0,0,0,0,0,4,385,156,0,0,0,0,0,0,2,100,40,314,"85,044","34,416","7,761",297,"76,890","31,116","7,248",91,"7,488","3,030",481,13,666,270,32,270,266,"66,877","27,064",26,"2,027",820,3,7,3,1,3,1
460902053,46,9,2,53,4602053,LA BROQUERIE,136,"73,549","29,764",135,"53,012","21,453",116,"45,121","18,260",18,"2,035",824,60,"4,553","1,843",107,"1,303",527,"20,538","8,311",36,"4,524","1,831",90,"16,014","6,481",135,1,2,9,27,24,11,8,14,15,11,7,3,4,7,"2,680","1,085",4,235,95,1,20,8,0,0,0,1,35,14,3,"1,590",643,1,20,8,0,0,0,2,780,316,76,"32,076","12,981","2,390",71,"25,236","10,213","1,931",36,"5,825","2,357",410,11,"1,015",411,49,62,62,"23,000","9,308",11,"2,702","1,093",2,135,55,2,135,55
460902057,46,9,2,57,4602057,STE. ANNE,220,"58,900","23,836",214,"44,067","17,833",183,"37,695","15,255",54,"1,982",802,51,"3,066","1,241",161,"1,324",536,"14,834","6,003",41,"3,431","1,388",89,"11,403","4,615",214,6,4,15,45,36,26,24,32,16,8,7,1,0,7,548,222,4,255,103,0,0,0,0,0,0,0,0,0,2,37,15,1,3,1,1,3,1,2,250,101,116,"28,754","11,636","2,088",115,"25,775","10,431","1,916",22,"2,801","1,134",162,3,178,72,10,115,114,"23,312","9,434",12,338,137,9,95,38,5,43,17
460902069,46,9,2,69,4602069,TACHE,338,"102,705","41,563",336,"92,884","37,589",305,"81,408","32,945",109,"6,250","2,529",62,"3,269","1,323",248,"1,957",792,"9,821","3,974",44,"1,783",722,81,"8,038","3,253",336,2,7,29,58,39,37,38,48,41,18,9,7,5,8,616,249,3,111,45,0,0,0,0,0,0,1,60,24,4,400,162,1,45,18,0,0,0,0,0,0,194,"63,751","25,799","5,513",186,"60,113","24,327","5,133",35,"3,192","1,292",358,12,446,180,22,196,192,"57,348","23,208",18,"2,940","1,190",2,6,2,1,1,0
460902075,46,9,2,75,4602075,RITCHOT,207,"84,215","34,081",207,"81,613","33,028",188,"73,658","29,808",77,"4,742","1,919",20,"1,085",439,144,"2,128",861,"2,603","1,053",34,"1,194",483,35,"1,409",570,207,0,1,17,44,25,19,14,32,15,13,14,4,9,4,385,156,2,90,36,0,0,0,0,0,0,0,0,0,1,45,18,0,0,0,0,0,0,1,250,101,140,"64,085","25,934","5,563",138,"61,917","25,057","5,406",13,"1,747",707,131,7,421,170,26,133,130,"56,402","22,825",21,"1,824",738,16,130,53,16,126,51
460911000,46,9,11,0,4611000,DIVISION NO. 11,172,"48,560","19,652",169,"46,443","18,795",149,"40,585","16,424",60,"4,091","1,656",20,"1,111",450,96,656,265,"2,116",856,18,466,189,41,"1,650",668,169,3,11,32,41,12,18,6,11,5,12,11,7,3,3,61,25,2,50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,4,79,"29,915","12,106","2,307",77,"29,509","11,942","2,275",4,240,97,11,6,166,67,21,77,67,"20,271","8,203",19,"1,340",542,13,215,87,12,200,81
460911040,46,9,11,40,4611040,WINNIPEG,172,"48,560","19,652",169,"46,443","18,795",149,"40,585","16,424",60,"4,091","1,656",20,"1,111",450,96,656,265,"2,116",856,18,466,189,41,"1,650",668,169,3,11,32,41,12,18,6,11,5,12,11,7,3,3,61,25,2,50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,4,79,"29,915","12,106","2,307",77,"29,509","11,942","2,275",4,240,97,11,6,166,67,21,77,67,"20,271","8,203",19,"1,340",542,13,215,87,12,200,81
460912000,46,9,12,0,4612000,DIVISION NO. 12,"1,058","343,338","138,944","1,046","292,253","118,271",958,"238,960","96,704",519,"31,107","12,589",272,"13,234","5,356",748,"8,952","3,623","51,081","20,672",202,"12,011","4,861",455,"39,070","15,811","1,046",12,12,51,190,183,118,97,182,78,64,40,14,17,62,"4,938","1,998",8,348,141,0,0,0,9,473,191,11,426,172,35,"3,331","1,348",1,40,16,0,0,0,5,320,129,576,"167,387","67,739","12,813",552,"157,865","63,886","11,932",101,"7,921","3,206",788,20,"1,601",648,93,614,604,"158,340","64,078",52,"8,240","3,335",17,612,248,15,610,247
460912047,46,9,12,47,4612047,SPRINGFIELD,610,"190,518","77,100",601,"161,853","65,500",530,"135,301","54,754",260,"14,955","6,052",147,"6,323","2,559",462,"5,274","2,134","28,661","11,599",110,"5,766","2,333",234,"22,895","9,265",601,9,8,47,132,102,69,47,84,37,34,20,8,13,23,"2,080",842,3,270,109,0,0,0,5,260,105,6,250,101,9,970,393,1,40,16,0,0,0,4,290,117,328,"103,728","41,977","8,575",319,"97,956","39,641","8,141",51,"4,522","1,830",370,12,"1,250",506,64,340,334,"96,332","38,984",31,"5,741","2,323",12,588,238,10,586,237
460912052,46,9,12,52,4612052,BROKENHEAD,448,"152,820","61,844",445,"130,400","52,771",428,"103,659","41,949",259,"16,152","6,536",125,"6,911","2,797",286,"3,678","1,488","22,420","9,073",92,"6,245","2,527",221,"16,175","6,546",445,3,4,4,58,81,49,50,98,41,30,20,6,4,39,"2,858","1,157",5,78,32,0,0,0,4,213,86,5,176,71,26,"2,361",955,0,0,0,0,0,0,1,30,12,248,"63,659","25,762","4,238",233,"59,909","24,244","3,791",50,"3,399","1,376",418,8,351,142,29,274,270,"62,008","25,094",21,"2,499","1,011",5,24,10,5,24,10
461000000,46,10,0,0,4600000,AGRICULTURAL REGION AGRICOLE 10,"1,035","433,089","175,265","1,013","257,646","104,266",948,"191,821","77,627",435,"28,195","11,410",361,"28,202","11,413",633,"9,428","3,815","175,443","70,999",308,"33,884","13,712",732,"141,559","57,287","1,013",22,11,17,164,209,140,115,180,81,42,35,11,8,207,"11,403","4,615",179,"7,680","3,108",1,6,2,17,517,209,1,40,16,34,"2,500","1,012",0,0,0,0,0,0,10,660,267,312,"63,111","25,540","3,960",280,"53,800","21,772","3,327",106,"8,437","3,414",577,14,874,354,56,330,300,"58,586","23,709",73,"6,063","2,454",16,171,69,14,156,63
461001000,46,10,1,0,4601000,DIVISION NO.  1,"1,035","433,089","175,265","1,013","257,646","104,266",948,"191,821","77,627",435,"28,195","11,410",361,"28,202","11,413",633,"9,428","3,815","175,443","70,999",308,"33,884","13,712",732,"141,559","57,287","1,013",22,11,17,164,209,140,115,180,81,42,35,11,8,207,"11,403","4,615",179,"7,680","3,108",1,6,2,17,517,209,1,40,16,34,"2,500","1,012",0,0,0,0,0,0,10,660,267,312,"63,111","25,540","3,960",280,"53,800","21,772","3,327",106,"8,437","3,414",577,14,874,354,56,330,300,"58,586","23,709",73,"6,063","2,454",16,171,69,14,156,63
461001035,46,10,1,35,4601035,STUARTBURN,263,"124,371","50,331",248,"45,414","18,378",233,"33,571","13,586",77,"2,654","1,074",77,"6,577","2,662",163,"2,612","1,057","78,956","31,952",89,"9,411","3,808",233,"69,545","28,144",248,15,4,2,46,68,34,28,41,14,10,1,0,0,6,99,40,4,83,34,1,6,2,0,0,0,0,0,0,1,10,4,0,0,0,0,0,0,0,0,0,64,"6,632","2,684",460,49,"3,845","1,556",234,35,"2,572","1,041",215,2,215,87,11,28,26,"1,506",609,3,85,34,0,0,0,0,0,0
461001039,46,10,1,39,4601039,PINEY,189,"92,482","37,426",186,"52,705","21,329",174,"37,971","15,366",79,"5,847","2,366",77,"7,253","2,935",121,"1,634",661,"39,777","16,097",88,"12,219","4,945",137,"27,558","11,152",186,3,0,1,29,40,21,21,34,21,10,3,4,2,60,"3,778","1,529",56,"2,501","1,012",0,0,0,1,35,14,0,0,0,11,852,345,0,0,0,0,0,0,4,390,158,53,"12,658","5,123",915,47,"11,110","4,496",804,19,"1,398",566,108,1,150,61,3,50,35,"9,094","3,680",27,"2,147",869,2,85,34,1,80,32
461001043,46,10,1,43,4601043,REYNOLDS,264,"93,041","37,652",263,"67,724","27,407",245,"54,490","22,051",96,"5,104","2,066",100,"6,098","2,468",162,"2,032",822,"25,315","10,245",55,"4,708","1,905",167,"20,607","8,339",263,1,3,7,52,42,33,26,52,21,11,10,4,2,52,"2,840","1,149",50,"2,186",885,0,0,0,1,30,12,0,0,0,5,599,242,0,0,0,0,0,0,1,25,10,126,"30,907","12,508","1,762",120,"26,951","10,907","1,568",39,"3,527","1,427",158,9,429,174,36,133,126,"24,562","9,940",26,"1,952",790,12,83,34,11,73,30
461001057,46,10,1,57,4601057,LAC DU BONNET,197,"73,605","29,787",195,"57,027","23,078",188,"40,945","16,570",119,"8,959","3,626",57,"4,937","1,998",107,"2,186",885,"16,579","6,709",49,"4,384","1,774",113,"12,195","4,935",195,2,1,2,20,45,32,21,35,17,7,11,2,2,57,"2,848","1,153",43,"1,682",681,0,0,0,10,192,78,0,0,0,15,829,335,0,0,0,0,0,0,3,145,59,41,"7,522","3,044",525,38,"6,992","2,830",452,7,450,182,67,2,80,32,6,73,71,"16,736","6,773",10,499,202,1,1,0,1,1,0
461001071,46,10,1,71,4601071,ALEXANDER,122,"49,590","20,068",121,"34,776","14,073",108,"24,844","10,054",64,"5,631","2,279",50,"3,337","1,350",80,964,390,"14,816","5,996",27,"3,162","1,280",82,"11,654","4,716",121,1,3,5,17,14,20,19,18,8,4,10,1,2,32,"1,838",744,26,"1,228",497,0,0,0,5,260,105,1,40,16,2,210,85,0,0,0,0,0,0,2,100,40,28,"5,392","2,182",298,26,"4,902","1,984",269,6,490,198,29,0,0,0,0,46,42,"6,688","2,707",7,"1,380",558,1,2,1,1,2,1
461100000,46,11,0,0,4600000,AGRICULTURAL REGION AGRICOLE 11,"2,052","877,536","355,126","2,030","677,382","274,127","1,862","549,118","222,220",955,"66,524","26,921",561,"40,010","16,191","1,467","21,730","8,794","200,152","80,999",382,"19,564","7,917",817,"180,588","73,081","2,030",22,32,80,361,286,254,139,328,188,146,118,58,40,93,"9,431","3,817",24,860,348,0,0,0,9,527,213,5,190,77,57,"6,632","2,684",2,70,28,0,0,0,10,"1,152",466,"1,164","392,492","158,836","28,282","1,095","359,697","145,564","25,979",295,"27,949","11,311","2,023",73,"4,846","1,961",280,"1,058","1,019","295,013","119,388",155,"19,154","7,751",32,"1,664",673,27,"1,641",664
461113000,46,11,13,0,4613000,DIVISION NO. 13,971,"298,855","120,942",963,"263,642","106,692",898,"212,685","86,071",469,"29,568","11,966",244,"13,199","5,341",670,"8,190","3,314","35,210","14,249",201,"9,477","3,835",345,"25,733","10,414",963,8,14,50,222,164,113,66,134,74,45,42,24,15,64,"6,571","2,659",14,467,189,0,0,0,8,450,182,4,130,53,42,"5,072","2,053",1,20,8,0,0,0,5,432,175,485,"144,308","58,399","11,208",472,"136,439","55,215","10,536",57,"5,889","2,383",564,21,"1,980",801,108,586,559,"141,977","57,456",98,"9,942","4,023",24,730,295,20,719,291
461113032,46,11,13,32,4613032,EAST ST. PAUL,35,"3,639","1,473",35,"3,592","1,454",31,"2,552","1,033",22,754,305,3,108,44,27,178,72,47,19,1,14,6,4,33,13,35,0,0,4,18,5,3,0,2,2,0,1,0,0,1,215,87,1,105,42,0,0,0,0,0,0,0,0,0,1,110,45,0,0,0,0,0,0,0,0,0,12,"1,154",467,83,12,"1,053",426,81,0,0,0,0,2,101,41,2,17,8,"1,520",615,10,253,102,3,22,9,3,22,9
