AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,TFAREA,NTCHICK,TCHICK,NPULLETS,PULLETS,NHENS,HENS,NAOCHCK,AOCHCK,NTURKEY,TURKEY,NGEESE,GEESE,NDUCKS,DUCKS,NOTHPLT,OTHPLT,NTCATTL,TCATTL,NBULLS,BULLS,NTOTCOW,TOTCOW,NMLKCOW,MLKCOW,NBFCOWS,BFCOWS,NHEIFER,HEIFER,NMLKHEF,MLKHEF,NBFHEFS,BFHEFS,NBFSLGH,BFSLGH,NSTEERS,STEERS,NCALFU1,CALFU1,NCATTFE,CATTFE,NTOPIGS,TOPIGS,NBOARS,BOARS,NSOWS,SOWS,NTOTOTP,TOTOTP,NPIGU45,PIGU45,NPIGS45,PIGS45,NPIG130,PIG130,NTSHEEP,TSHEEP,NEWEWETH,EWEWETH,NLAMBS,LAMBS,NHORSES,HORSES,NGOATS,GOATS,NRABBIT,RABBIT,NCHINCH,CHINCH,NMINK,MINK,NFOX,FOX,NOTHLIV
470917062,47,9,17,62,4717062,BEAVER RIVER NO. 622,232,115,"10,586",41,"1,393",87,"2,106",87,"7,087",24,166,21,138,11,82,2,x,172,"27,332",126,485,165,"11,300",36,201,151,"11,099",128,"3,016",6,30,112,"2,054",36,932,89,"3,025",157,"9,506",33,"1,039",55,"2,368",25,40,38,460,55,"1,868",38,"1,117",30,488,26,263,6,341,5,170,4,171,70,336,6,16,5,x,0,0,0,0,2,x,1
470918090,47,9,18,90,4718090,"DIVISION NO. 18, UNORGANIZED",31,3,124,0,0,2,x,3,x,2,x,1,x,1,x,0,0,19,"4,471",12,84,19,"1,908",3,x,17,x,14,558,1,x,14,409,4,x,9,321,16,"1,600",5,x,2,x,1,x,1,x,2,x,1,x,2,x,1,x,0,0,0,0,0,0,11,49,0,0,0,0,0,0,5,"3,225",0,0,1
480000000,48,0,0,0,4800000,ALBERTA,"58,056","18,166","9,190,525","6,184","1,230,983","13,354","2,402,261","13,280","5,557,281","4,445","903,252","3,544","68,563","3,187","129,147","1,112","66,591","37,134","4,192,887","27,929","89,514","34,023","1,533,311","8,827","165,528","29,739","1,367,783","26,340","631,732","4,640","54,606","19,469","243,423","8,646","333,703","16,855","631,092","32,758","1,307,238","12,851","760,265","9,994","1,199,397","4,470","9,423","5,750","127,136","9,441","1,062,838","5,421","364,672","5,511","387,047","4,974","311,119","2,332","201,294","2,121","98,044","2,024","103,250","19,291","118,708","1,542","10,567","1,401","24,859",11,"1,195",11,"58,996",16,418,"1,215"
481000000,48,10,0,0,4800000,AGRICULTURAL REGION AGRICOLE 1,"3,399",928,"278,301",336,"49,604",738,"117,448",671,"111,249",156,"15,726",132,"7,205",126,"12,972",53,x,"2,328","439,597","1,951","10,381","2,205","179,226",342,"7,147","2,068","172,079","1,726","49,930",140,"1,886","1,490","28,972",564,"19,072","1,058","42,666","2,082","157,394",560,"33,568",304,"43,953",98,323,145,"4,638",283,"38,992",164,"12,698",131,"13,199",124,"13,095",50,"4,950",46,"2,515",47,"2,435","1,291","7,982",36,158,37,345,0,0,0,0,1,x,43
481001000,48,10,1,0,4801000,DIVISION NO.  1,"1,811",497,"193,970",184,"26,344",402,"85,113",348,"82,513",70,"14,834",70,"5,289",75,"8,518",21,x,"1,116","192,405",912,"4,683","1,046","74,234",201,"3,956",960,"70,278",826,"23,923",82,"1,127",697,"12,432",304,"10,364",515,"22,681",989,"66,884",273,"22,344",160,"25,803",55,177,77,"2,542",150,"23,084",91,"7,650",69,"7,683",72,"7,751",33,"3,846",32,"1,826",32,"2,020",649,"3,195",19,117,19,248,0,0,0,0,1,x,28
481001003,48,10,1,3,4801003,IMPROVEMENT DISTRICT NO.  1,980,313,"61,985",135,"13,844",254,"30,898",230,"17,243",42,x,44,"1,545",44,"2,499",6,x,681,"126,463",577,"3,354",641,"51,395",121,"2,287",586,"49,108",516,"14,503",47,651,446,"8,758",184,"5,094",305,"10,000",613,"47,211",160,"8,664",93,"9,525",26,71,39,"1,067",88,"8,387",50,"3,093",35,"2,762",36,"2,532",19,"1,108",19,564,19,544,429,"2,324",13,43,12,202,0,0,0,0,1,x,18
481001008,48,10,1,8,4801008,FORTY MILE COUNTY NO. 8,831,184,"131,985",49,"12,500",148,"54,215",118,"65,270",28,x,26,"3,744",31,"6,019",15,858,435,"65,942",335,"1,329",405,"22,839",80,"1,669",374,"21,170",310,"9,420",35,476,251,"3,674",120,"5,270",210,"12,681",376,"19,673",113,"13,680",67,"16,278",29,106,38,"1,475",62,"14,697",41,"4,557",34,"4,921",36,"5,219",14,"2,738",13,"1,262",13,"1,476",220,871,6,74,7,46,0,0,0,0,0,0,10
481004000,48,10,4,0,4804000,DIVISION NO.  4,"1,588",431,"84,331",152,"23,260",336,"32,335",323,"28,736",86,892,62,"1,916",51,"4,454",32,x,"1,212","247,192","1,039","5,698","1,159","104,992",141,"3,191","1,108","101,801",900,"26,007",58,759,793,"16,540",260,"8,708",543,"19,985","1,093","90,510",287,"11,224",144,"18,150",43,146,68,"2,096",133,"15,908",73,"5,048",62,"5,516",52,"5,344",17,"1,104",14,689,15,415,642,"4,787",17,41,18,97,0,0,0,0,0,0,15
481004004,48,10,4,4,4804004,SPECIAL AREA NO. 2,624,174,"43,690",65,"10,668",135,"17,636",131,"15,386",28,453,27,"1,212",19,"1,937",18,x,525,"107,072",436,"2,268",494,"45,049",51,"1,042",475,"44,007",389,"11,419",21,364,346,"7,145",117,"3,910",251,"8,896",470,"39,440",107,"3,877",47,"4,598",12,27,22,411,42,"4,160",21,968,20,"1,361",15,"1,831",7,x,5,x,5,x,280,"2,385",4,10,11,37,0,0,0,0,0,0,6
481004012,48,10,4,12,4804012,SPECIAL AREA NO. 3,616,139,"25,805",42,"5,952",110,"12,332",101,"7,521",28,232,21,333,17,x,10,x,376,"63,921",322,"1,738",367,"28,576",44,987,352,"27,589",262,"4,951",19,229,226,"3,144",71,"1,578",152,"3,975",344,"24,681",94,"2,688",44,"10,456",17,92,23,"1,346",40,"9,018",25,"3,101",20,"3,262",20,"2,655",1,x,1,x,1,x,198,"1,258",8,20,4,x,0,0,0,0,0,0,3
481004020,48,10,4,20,4804020,SPECIAL AREA NO. 4,348,118,"14,836",45,"6,640",91,"2,367",91,"5,829",30,207,14,371,15,x,4,x,311,"76,199",281,"1,692",298,"31,367",46,"1,162",281,"30,205",249,"9,637",18,166,221,"6,251",72,"3,220",140,"7,114",279,"26,389",86,"4,659",53,"3,096",14,27,23,339,51,"2,730",27,979,22,893,17,858,9,x,8,x,9,x,164,"1,144",5,11,3,x,0,0,0,0,0,0,6
482000000,48,20,0,0,4800000,AGRICULTURAL REGION AGRICOLE 2,"7,005","1,503","2,248,487",496,"236,496","1,149","525,365",990,"1,486,626",224,"252,939",245,"15,734",203,"31,507",134,"4,785","4,147","740,837","3,083","13,074","3,659","205,430",767,"21,666","3,235","183,764","2,721","140,236",377,"6,680","1,878","28,496","1,096","105,060","1,921","198,670","3,572","183,427","1,638","285,337",926,"262,539",494,"1,807",541,"27,741",892,"232,991",583,"78,872",574,"83,995",519,"70,124",270,"36,834",226,"17,613",237,"19,221","2,043","10,569",94,464,117,"8,861",1,x,0,0,7,27,159
482002000,48,20,2,0,4802000,DIVISION NO.  2,"3,820",920,"1,197,539",323,"120,940",720,"278,808",614,"797,791",121,"76,568",148,"9,432",118,"15,890",76,"2,453","2,308","452,581","1,638","7,833","1,978","126,752",481,"16,186","1,693","110,566","1,488","90,127",257,"5,142",986,"18,310",540,"66,675","1,020","115,122","1,937","112,747",820,"173,054",519,"154,255",269,960,296,"16,259",501,"137,036",334,"44,480",318,"50,669",278,"41,887",193,"30,099",157,"14,274",168,"15,825","1,124","5,443",53,217,71,"8,582",0,0,0,0,2,x,108
482002001,48,20,2,1,4802001,WARNER COUNTY NO. 5,679,127,"128,125",42,"31,917",112,"64,151",77,"32,057",12,x,21,"2,902",17,"5,273",8,259,381,"71,911",282,"1,577",337,"24,163",69,"1,006",299,"23,157",236,"7,537",25,237,179,"3,150",79,"4,150",166,"17,033",323,"21,601",116,"17,904",63,"21,412",29,135,30,"2,077",63,"19,200",43,"5,808",40,"6,775",38,"6,617",23,"7,278",18,"3,343",20,"3,935",200,787,9,39,14,x,0,0,0,0,0,0,7
482002011,48,20,2,11,4802011,LETHBRIDGE COUNTY NO. 26,"1,214",289,"802,918",95,"46,636",224,"127,149",186,"629,133",29,x,48,"4,184",38,"5,898",18,985,671,"137,798",394,"1,987",497,"24,121",182,"9,320",360,"14,801",441,"35,504",126,"3,431",195,"2,735",193,"29,338",323,"53,067",506,"23,119",321,"86,848",198,"66,541",115,401,127,"7,111",191,"59,029",133,"20,158",138,"21,647",112,"17,224",59,"9,393",51,"4,278",46,"5,115",265,"1,409",21,91,21,363,0,0,0,0,1,x,24
482002021,48,20,2,21,4802021,TABER NO. 14,"1,001",247,"93,174",96,"18,802",192,"32,925",172,"41,447",45,x,42,877,33,651,27,625,614,"88,885",474,"1,304",561,"25,644",110,"1,871",504,"23,773",368,"15,927",40,414,273,"2,941",130,"12,572",234,"21,708",540,"24,302",188,"32,502",128,"36,566",60,228,72,"4,102",122,"32,236",78,"11,086",70,"11,067",66,"10,083",54,"6,693",44,"3,416",50,"3,277",268,"1,263",14,42,16,x,0,0,0,0,0,0,19
482002031,48,20,2,31,4802031,NEWELL COUNTY NO. 4,926,257,"173,322",90,"23,585",192,"54,583",179,"95,154",35,x,37,"1,469",30,"4,068",23,584,642,"153,987",488,"2,965",583,"52,824",120,"3,989",530,"48,835",443,"31,159",66,"1,060",339,"9,484",138,"20,615",297,"23,314",568,"43,725",195,"35,800",130,"29,736",65,196,67,"2,969",125,"26,571",80,"7,428",70,"11,180",62,"7,963",57,"6,735",44,"3,237",52,"3,498",391,"1,984",9,45,20,115,0,0,0,0,1,x,58
482005000,48,20,5,0,4805000,DIVISION NO.  5,"3,185",583,"1,050,948",173,"115,556",429,"246,557",376,"688,835",103,"176,371",97,"6,302",85,"15,617",58,"2,332","1,839","288,256","1,445","5,241","1,681","78,678",286,"5,480","1,542","73,198","1,233","50,109",120,"1,538",892,"10,186",556,"38,385",901,"83,548","1,635","70,680",818,"112,283",407,"108,284",225,847,245,"11,482",391,"95,955",249,"34,392",256,"33,326",241,"28,237",77,"6,735",69,"3,339",69,"3,396",919,"5,126",41,247,46,279,1,x,0,0,5,x,51
482005001,48,20,5,1,4805001,VULCAN COUNTY NO. 2,824,135,"69,115",45,"9,524",105,"45,167",84,"14,424",20,x,23,"1,395",20,"4,716",14,574,456,"47,780",366,"1,308",420,"19,237",63,"1,202",389,"18,035",283,"5,701",23,362,209,"2,383",114,"2,956",202,"4,360",406,"17,174",186,"7,355",82,"16,649",46,132,57,"1,960",76,"14,557",52,"4,984",46,"5,190",40,"4,383",10,x,10,x,8,x,218,932,12,x,7,x,0,0,0,0,0,0,8
482005012,48,20,5,12,4805012,WHEATLAND COUNTY NO. 16,906,150,"198,627",50,"16,438",109,"45,624",97,"136,565",19,234,24,"3,512",22,"6,434",18,702,563,"156,173",442,"2,022",513,"29,348",75,"1,961",474,"27,387",380,"32,305",28,537,293,"4,078",160,"27,690",258,"66,971",502,"25,527",228,"89,213",108,"24,868",64,206,64,"2,703",102,"21,959",66,"7,249",73,"8,562",61,"6,148",36,"4,226",33,"2,087",31,"2,139",327,"2,159",14,95,17,90,0,0,0,0,2,x,18
482005024,48,20,5,24,4805024,IMPROVEMENT DISTRICT NO.  7,33,11,x,5,x,8,x,9,691,3,22,3,30,4,53,2,x,17,"2,073",15,40,16,837,7,19,15,818,11,252,0,0,7,149,6,103,8,187,16,757,6,65,4,376,3,x,3,x,4,333,4,x,1,x,2,x,1,x,1,x,1,x,12,105,1,x,1,x,0,0,0,0,0,0,1
482005031,48,20,5,31,4805031,STARLAND NO. 47,497,109,x,26,x,87,x,68,"18,971",25,x,20,611,14,"2,698",5,x,285,"31,833",241,738,267,"12,048",40,513,255,"11,535",205,"4,042",24,196,147,"1,481",92,"2,365",135,"4,530",253,"10,475",127,"5,963",69,"12,012",29,x,32,x,67,"10,775",33,x,36,x,44,x,9,790,7,432,9,358,127,878,2,x,11,59,0,0,0,0,1,x,10
482005041,48,20,5,41,4805041,KNEEHILL NO. 48,925,178,"727,279",47,"77,653",120,"131,442",118,"518,184",36,"156,528",27,754,25,"1,716",19,962,518,"50,397",381,"1,133",465,"17,208",101,"1,785",409,"15,423",354,"7,809",45,443,236,"2,095",184,"5,271",298,"7,500",458,"16,747",271,"9,687",144,"54,379",83,419,89,"5,629",142,"48,331",94,"18,747",100,"14,944",94,"14,640",21,"1,066",18,513,20,553,235,"1,052",12,65,10,79,1,x,0,0,2,x,14
483000000,48,30,0,0,4800000,AGRICULTURAL REGION AGRICOLE 3,"6,409","1,491","1,657,223",440,"240,231","1,183","422,537",915,"994,455",293,"156,404",281,"9,954",284,"27,091",130,x,"4,676","726,669","3,462","16,671","4,242","255,376",890,"20,425","3,860","234,951","3,289","118,048",448,"6,302","2,501","46,639","1,239","65,107","2,281","113,472","4,124","223,102","1,692","134,106",725,"121,411",302,891,356,"12,524",689,"107,996",375,"34,635",424,"39,237",359,"34,124",400,"68,034",359,"31,326",368,"36,708","2,967","23,186",207,"1,254",154,"1,958",6,"1,169",4,"14,805",3,144,157
483003000,48,30,3,0,4803000,DIVISION NO.  3                *,"2,029",518,"468,748",157,x,422,x,313,"243,054",79,x,96,"7,309",96,"19,418",33,x,"1,588","308,695","1,227","6,849","1,470","107,410",362,x,"1,339",x,"1,124","52,137",156,"2,206",902,"21,923",423,"28,008",808,"47,515","1,417","94,784",480,"46,665",253,"59,637",105,x,117,x,241,x,137,x,157,x,128,x,167,"46,809",154,"21,540",158,"25,269","1,014","6,431",59,x,35,x,0,0,0,0,0,0,46
483003001,48,30,3,1,4803001,CARDSTON NO. 6,723,148,"156,172",40,"21,442",122,"51,685",89,"83,045",21,x,22,"3,377",21,"11,815",5,x,550,"104,519",410,"2,595",511,"37,457",149,"2,714",452,"34,743",378,"14,508",65,780,299,"7,580",120,"6,148",259,"18,277",476,"31,682",141,"14,341",87,"26,206",41,172,49,"2,757",80,"23,277",49,"6,567",51,"7,844",42,"8,866",87,"33,680",80,"15,479",84,"18,201",363,"2,351",16,x,9,x,0,0,0,0,0,0,25
483003011,48,30,3,11,4803011,PINCHER CREEK NO. 9,486,175,"170,260",64,"30,880",148,"56,585",117,"82,795",31,x,41,"1,419",34,"3,249",10,x,429,"76,077",355,"1,589",412,"27,707",108,x,386,x,323,"11,590",47,434,264,"5,031",135,"6,125",235,"10,507",399,"24,684",135,"8,782",69,"6,240",22,x,26,x,66,x,34,x,36,x,29,x,40,"8,568",37,"3,925",36,"4,643",305,"1,650",19,108,9,247,0,0,0,0,0,0,4
483003018,48,30,3,18,4803018,WILLOW CREEK NO. 26,820,195,"142,316",53,x,152,x,107,"77,214",27,x,33,"2,513",41,"4,354",18,784,609,"128,099",462,"2,665",547,"42,246",105,"2,969",501,"39,277",423,"26,039",44,992,339,"9,312",168,"15,735",314,"18,731",542,"38,418",204,"23,542",97,"27,191",42,184,42,"2,952",95,"24,055",54,"7,825",70,"8,771",57,"7,459",40,"4,561",37,"2,136",38,"2,425",346,"2,430",24,77,17,315,0,0,0,0,0,0,17
483006000,48,30,6,0,4806000,DIVISION NO.  6,"4,312",961,"1,187,884",281,"166,593",749,"270,076",596,"751,215",213,x,182,"2,636",186,x,96,x,"3,037","404,551","2,196","9,542","2,725","142,626",523,"12,698","2,475","129,928","2,124","64,167",291,x,"1,566",x,799,"36,527","1,451","63,697","2,663","124,519","1,198","85,879",467,"61,744",196,478,238,"6,083",444,"55,183",237,"17,922",265,"20,914",230,"16,347",231,x,203,x,208,x,"1,906","14,885",146,"1,013",117,"1,227",6,"1,169",4,"14,805",3,144,110
483006001,48,30,6,1,4806001,FOOTHILLS NO. 31,"1,162",248,"598,412",68,"51,231",208,"122,465",148,"424,716",57,x,49,900,52,"2,998",29,x,796,"117,258",590,"2,967",726,"40,780",122,"2,861",674,"37,919",559,"17,552",55,x,446,"7,745",200,x,357,"17,692",706,"38,267",295,"16,363",116,x,40,94,51,"1,125",114,x,51,"3,382",58,x,58,"3,032",79,"8,940",77,"4,064",76,"4,876",602,"4,883",23,x,28,280,3,"1,126",0,0,0,0,27
483006014,48,30,6,14,4806014,ROCKY VIEW NO. 44,"1,421",298,"328,667",87,"64,273",241,"101,087",173,"163,307",74,x,67,"1,259",62,"4,167",24,x,948,"135,055",629,"3,498",841,"48,645",149,"3,957",764,"44,688",661,"20,273",92,"1,391",482,"8,459",253,"10,423",455,"22,358",825,"40,281",404,"32,056",137,"19,241",56,160,72,"2,078",129,"17,003",75,"5,852",83,"6,330",67,"4,821",61,"3,583",54,"1,664",51,"1,919",630,"4,970",56,355,48,573,1,x,2,x,2,x,35
483006016,48,30,6,16,4806016,CALGARY,96,10,x,1,x,7,x,4,x,0,0,1,x,3,x,4,x,32,"3,367",27,151,31,"1,553",4,142,29,"1,411",21,261,3,x,17,x,2,x,9,143,30,"1,259",7,148,2,x,0,0,0,0,2,x,0,0,2,x,0,0,2,x,2,x,1,x,34,286,1,x,0,0,0,0,1,x,0,0,7
483006028,48,30,6,28,4806028,MOUNTAIN VIEW COUNTY NO. 17,"1,633",405,x,125,x,293,x,271,x,82,"19,801",65,x,69,490,39,x,"1,261","148,871",950,"2,926","1,127","51,648",248,"5,738","1,008","45,910",883,"26,081",141,"1,953",621,"7,148",344,"16,980",630,"23,504","1,102","44,712",492,"37,312",212,"30,861",100,224,115,"2,880",199,"27,757",111,"8,688",122,"10,575",105,"8,494",89,"8,374",70,"3,888",80,"4,486",640,"4,746",66,424,41,374,2,x,1,x,1,x,41
483009000,48,30,9,0,4809000,DIVISION NO.  9,68,12,591,2,x,12,x,6,186,1,x,3,9,2,x,1,x,51,"13,423",39,280,47,"5,340",5,x,46,x,41,"1,744",1,x,33,x,17,572,22,"2,260",44,"3,799",14,"1,562",5,30,1,x,1,x,4,x,1,x,2,x,1,x,2,x,2,x,2,x,47,"1,870",2,x,2,x,0,0,0,0,0,0,1
483009005,48,30,9,5,4809005,IMPROVEMENT DISTRICT NO.  6,29,5,287,1,x,5,x,4,x,1,x,1,x,2,x,0,0,23,"6,503",15,135,21,"2,331",2,x,21,x,16,784,1,x,13,x,8,149,13,"1,251",21,"2,002",10,x,2,x,1,x,1,x,1,x,0,0,0,0,1,x,2,x,2,x,2,x,20,224,0,0,1,x,0,0,0,0,0,0,0
483009017,48,30,9,17,4809017,IMPROVEMENT DISTRICT NO.  8,39,7,304,1,x,7,x,2,x,0,0,2,x,0,0,1,x,28,"6,920",24,145,26,"3,009",3,x,25,x,25,960,0,0,20,537,9,423,9,"1,009",23,"1,797",4,x,3,x,0,0,0,0,3,x,1,x,2,x,0,0,0,0,0,0,0,0,27,"1,646",2,x,1,x,0,0,0,0,0,0,1
484000000,48,40,0,0,4800000,AGRICULTURAL REGION AGRICOLE 4,"10,982","3,649","1,466,616","1,323","205,590","2,636","345,743","2,689","915,283","1,014","85,372",639,"11,514",605,"21,013",216,"9,514","7,385","719,530","5,768","17,273","6,886","281,955","1,856","25,375","6,121","256,580","5,213","94,011",884,"6,862","3,884","40,172","1,896","46,977","3,264","86,998","6,638","239,293","2,788","107,646","2,364","211,997","1,048","1,809","1,349","21,572","2,270","188,616","1,283","68,025","1,360","69,561","1,227","51,030",286,"15,320",260,"7,545",237,"7,775","3,292","17,397",202,"1,433",237,"1,871",1,x,1,x,0,0,176
484007000,48,40,7,0,4807000,DIVISION NO.  7,"3,858","1,168","327,046",452,"42,152",858,"92,396",863,"192,498",364,"5,789",173,"4,644",175,"6,505",89,"2,184","2,739","353,715","2,226","8,036","2,582","135,259",515,"7,646","2,391","127,613","1,978","50,379",225,"2,236","1,559","20,052",754,"28,091","1,254","42,551","2,483","117,490","1,106","58,021",682,"73,147",293,562,359,"7,557",652,"65,028",370,"23,667",389,"23,852",340,"17,509",73,"2,903",61,"1,414",57,"1,489","1,380","7,480",52,388,84,639,0,0,0,0,0,0,69
484007001,48,40,7,1,4807001,PROVOST NO. 52,602,176,"26,144",80,"6,214",132,"8,442",130,"11,488",53,714,21,640,21,"1,002",8,381,451,"92,913",390,"1,576",433,"31,498",68,882,406,"30,616",343,"18,001",23,373,282,"4,455",130,"13,173",233,"14,490",416,"27,348",184,"22,265",102,"8,829",39,84,49,"1,106",96,"7,639",54,"2,890",50,"2,976",45,"1,773",8,290,6,40,5,250,216,"1,354",5,7,6,19,0,0,0,0,0,0,12
484007011,48,40,7,11,4807011,PAINTEARTH COUNTY NO. 18,552,171,"29,288",62,"5,395",132,"12,446",134,"11,447",73,714,26,x,23,x,13,615,437,"57,763",384,"1,493",424,"23,344",69,941,406,"22,403",320,"6,093",32,248,276,"3,334",128,"2,511",179,"6,292",402,"20,541",180,"8,463",102,"8,705",47,73,56,877,102,"7,755",61,"2,999",61,"2,892",56,"1,864",13,536,12,267,12,269,215,945,10,219,12,80,0,0,0,0,0,0,11
484007019,48,40,7,19,4807019,STETTLER COUNTY NO. 6,974,332,"165,976",118,"7,980",256,"30,110",230,"127,886",84,"1,511",61,"1,381",60,"1,805",34,810,763,"91,895",608,"2,273",723,"36,813",159,"2,285",663,"34,528",553,"11,931",74,723,447,"5,973",188,"5,235",335,"9,140",695,"31,738",276,"10,079",183,"19,724",86,159,106,"1,976",169,"17,589",102,"6,371",105,"6,460",89,"4,758",32,"1,518",25,736,27,782,407,"2,566",23,120,24,179,0,0,0,0,0,0,26
484007031,48,40,7,31,4807031,FLAGSTAFF COUNTY NO. 29,"1,059",307,"61,376",116,"13,127",208,"19,510",237,"28,739",95,927,47,793,49,942,21,261,656,"58,043",500,"1,476",597,"21,024",149,"2,134",542,"18,890",459,"8,761",61,350,316,"3,044",212,"5,367",319,"8,321",584,"18,461",312,"12,495",200,"16,448",89,156,109,"2,000",193,"14,292",109,"5,777",112,"5,063",100,"3,452",10,100,8,66,6,34,304,"1,416",9,31,30,312,0,0,0,0,0,0,9
484007049,48,40,7,49,4807049,WAINWRIGHT NO. 61,671,182,"44,262",76,"9,436",130,"21,888",132,"12,938",59,"1,923",18,x,22,x,13,117,432,"53,101",344,"1,218",405,"22,580",70,"1,404",374,"21,176",303,"5,593",35,542,238,"3,246",96,"1,805",188,"4,308",386,"19,402",154,"4,719",95,"19,441",32,90,39,"1,598",92,"17,753",44,"5,630",61,"6,461",50,"5,662",10,459,10,305,7,154,238,"1,199",5,11,12,49,0,0,0,0,0,0,11
484010000,48,40,10,0,4810000,DIVISION NO. 10,"7,124","2,481","1,139,570",871,"163,438","1,778","253,347","1,826","722,785",650,"79,583",466,"6,870",430,"14,508",127,"7,330","4,646","365,815","3,542","9,237","4,304","146,696","1,341","17,729","3,730","128,967","3,235","43,632",659,"4,626","2,325","20,120","1,142","18,886","2,010","44,447","4,155","121,803","1,682","49,625","1,682","138,850",755,"1,247",990,"14,015","1,618","123,588",913,"44,358",971,"45,709",887,"33,521",213,"12,417",199,"6,131",180,"6,286","1,912","9,917",150,"1,045",153,"1,232",1,x,1,x,0,0,107
484010001,48,40,10,1,4810001,CAMROSE COUNTY NO. 22,"1,536",453,"555,849",141,"67,675",288,"83,047",329,"405,127",125,"36,528",83,931,88,"2,175",30,639,990,"68,801",674,"1,669",847,"26,161",258,"5,158",708,"21,003",689,"10,094",160,"1,824",466,"3,606",262,"4,664",480,"8,711",865,"22,166",434,"10,343",321,"40,350",161,300,182,"3,846",309,"36,204",184,"12,137",212,"13,983",192,"10,084",34,"2,431",30,"1,189",28,"1,242",406,"2,174",33,389,42,369,0,0,0,0,0,0,32
484010016,48,40,10,16,4810016,BEAVER COUNTY NO. 9,"1,048",361,"207,221",113,"32,349",271,"58,782",249,"116,090",89,x,80,"1,353",73,"3,444",26,374,712,"57,588",563,"1,696",670,"24,672",193,"2,859",583,"21,813",499,"6,267",105,687,363,"3,318",170,"2,262",305,"4,995",650,"19,958",244,"6,340",224,"20,880",89,147,130,"1,932",210,"18,801",117,"6,333",120,"7,767",108,"4,701",31,"1,683",30,827,29,856,360,"1,833",24,155,25,215,0,0,0,0,0,0,19
484010026,48,40,10,26,4810026,MINBURN COUNTY NO. 27,923,358,"68,642",122,"15,450",266,"27,060",266,"26,132",90,x,58,"1,251",62,"3,079",11,104,612,"42,501",460,"1,081",576,"18,653",196,"1,982",503,"16,671",407,"4,457",85,556,300,"2,510",135,"1,391",235,"2,989",543,"15,321",203,"4,123",225,"15,055",83,130,119,"1,473",218,"13,452",113,"5,046",126,"4,649",104,"3,757",23,"1,352",21,691,20,661,261,"1,056",24,101,23,157,0,0,0,0,0,0,11
484010036,48,40,10,36,4810036,VERMILION RIVER COUNTY NO. 24,"1,414",423,"56,258",139,"10,031",299,"20,012",310,"26,215",126,"2,247",85,"1,222",62,"2,259",19,"1,307",960,"121,906",761,"2,719",897,"43,652",204,"2,904",814,"40,748",697,"15,280",97,645,510,"6,311",302,"8,324",480,"22,818",858,"37,437",351,"21,710",306,"31,673",137,246,177,"3,546",296,"27,881",172,"10,572",183,"9,629",153,"7,680",60,"4,525",56,"2,241",50,"2,284",512,"3,093",31,180,26,226,0,0,0,0,0,0,18
484010048,48,40,10,48,4810048,TWO HILLS COUNTY NO. 21,958,390,"144,654",165,"18,150",288,"26,255",297,"100,249",83,"3,355",63,"1,211",62,"2,567",15,130,641,"40,622",519,"1,110",623,"18,566",238,"2,297",543,"16,269",431,"3,542",97,377,327,"2,260",123,905,215,"2,269",585,"15,135",198,"2,907",291,"16,165",128,197,182,"1,743",282,"14,225",165,"5,740",141,"4,489",162,"3,996",32,791,30,399,29,392,166,772,20,92,14,81,1,x,0,0,0,0,12
484010058,48,40,10,58,4810058,LAMONT COUNTY NO. 30,"1,245",496,"106,946",191,"19,783",366,"38,191",375,"48,972",137,"3,081",97,902,83,984,26,"4,776",731,"34,397",565,962,691,"14,992",252,"2,529",579,"12,463",512,"3,992",115,537,359,"2,115",150,"1,340",295,"2,665",654,"11,786",252,"4,202",315,"14,727",157,227,200,"1,475",303,"13,025",162,"4,530",189,"5,192",168,"3,303",33,"1,635",32,784,24,851,207,989,18,128,23,184,0,0,1,x,0,0,15
485000000,48,50,0,0,4800000,AGRICULTURAL REGION AGRICOLE 5,"12,624","3,847","2,204,593","1,273","231,499","2,775","506,116","2,802","1,466,978",950,"224,259",813,"11,418",758,"25,117",283,"7,252","8,793","830,728","6,317","16,557","7,836","304,940","2,195","59,783","6,607","245,157","6,369","137,045","1,493","23,366","4,367","46,899","2,002","66,780","4,212","120,648","7,676","251,538","3,152","134,154","2,124","312,423","1,067","2,293","1,301","33,653","2,000","276,477","1,224","91,963","1,258","100,925","1,113","83,589",586,"36,546",530,"19,153",517,"17,393","4,459","29,473",409,"3,628",397,"5,911",2,x,4,x,3,79,298
485008000,48,50,8,0,4808000,DIVISION NO.  8,"5,606","1,628","259,814",530,"36,417","1,244","102,927","1,166","120,470",420,"5,307",318,"4,730",298,"7,339",135,"4,830","4,221","492,175","3,204","9,762","3,788","172,131",932,"25,820","3,316","146,311","3,029","83,633",586,"9,064","2,145","25,748","1,060","48,821","2,006","79,986","3,704","146,663","1,500","91,790",995,"196,379",516,"1,364",607,"21,579",944,"173,436",584,"56,299",628,"63,510",557,"53,627",287,"21,735",258,"11,548",254,"10,187","2,250","14,930",186,"1,617",180,"1,480",1,x,0,0,2,x,131
